maxlevel,t0,Ub_regression,Ub_fenetre_complete,uz_tail,uz_std,chi,d_eq,C_D,Re_b,tau,n_turnovers,n_traversees,duree_fenetre
7,84.0007,-0.029821750249832857,1.0844923595312272,-0.0689030707777778,0.6346101083529736,1.3735415555555557,15.698308888888889,23507.915115192205,-0.25669253522965235,11.99126270459579,4.16780961531646,0.06049166666666667,49.9773
8,84.0007,-0.0523886269964801,1.0722665743839426,-0.21276524328,0.7912124204550463,1.2813658,15.8620684,7696.854667519433,-0.45564234169192036,11.658008358845624,4.288150982673523,0.051808333333333324,49.99130000000001
