# i t cells coeurs_suggere(~100k/coeur)
12900 160.117 746775 8
12920 160.502 748063 8
12940 160.935 753656 8
12960 161.348 759137 8
12980 161.766 764716 8
13000 162.2 768440 8
13020 162.644 768265 8
13040 163.089 765661 8
13060 163.533 762112 8
13080 163.978 761846 8
13100 164.422 768587 8
13120 164.867 770925 8
13140 165.311 775321 8
13160 165.756 776196 8
13180 166.2 773767 8
13200 166.644 773389 8
13220 167.089 773144 8
13240 167.533 770757 8
13260 167.978 771310 8
13280 168.422 769868 8
13300 168.867 768335 8
13320 169.311 765829 8
13340 169.756 764219 8
13360 170.2 764261 8
13380 170.644 761608 8
13400 171.089 760033 8
13420 171.533 761566 8
13440 171.978 767978 8
13460 172.422 773193 8
13480 172.867 773886 8
13500 173.311 769175 8
13520 173.756 770568 8
13540 174.2 773046 8
13560 174.644 774642 8
13580 175.089 779360 8
13600 175.533 779612 8
13620 175.978 781306 8
13640 176.422 782699 8
13660 176.867 784414 8
13680 177.311 787718 8
13700 177.756 792100 8
13720 178.2 795089 8
13740 178.644 797441 8
13760 179.089 797455 8
13780 179.533 794900 8
13800 179.978 797749 8
13820 180.422 796832 8
13840 180.867 796685 8
13860 181.311 796468 8
13880 181.756 795278 8
13900 182.2 788334 8
13920 182.644 784267 8
13940 183.089 789090 8
13960 183.533 791624 8
13980 183.978 794550 8
14000 184.422 796874 8
14020 184.867 804462 9
14040 185.311 815998 9
14060 185.756 823376 9
14080 186.2 834814 9
14100 186.644 846945 9
14120 187.089 853980 9
14140 187.533 859097 9
14160 187.978 862191 9
14180 188.422 864319 9
14200 188.867 862681 9
14220 189.311 857571 9
14240 189.756 860679 9
14260 190.2 864704 9
14280 190.644 868540 9
14300 191.089 876499 9
14320 191.533 886488 9
14340 191.978 890345 9
14360 192.422 890366 9
14380 192.867 891269 9
14400 193.311 892452 9
14420 193.756 888168 9
14440 194.2 882701 9
14460 194.644 874616 9
14480 195.089 867175 9
14500 195.533 863584 9
14520 195.978 860819 9
14540 196.422 861015 9
14560 196.867 859734 9
14580 197.311 861967 9
14600 197.756 864088 9
14620 198.2 864144 9
14640 198.644 860259 9
14660 199.089 854624 9
14680 199.533 853154 9
14700 199.978 854750 9
14720 200.422 857914 9
14740 200.867 866489 9
14760 201.311 873720 9
14780 201.756 877955 9
14800 202.2 876282 9
14820 202.644 873734 9
14840 203.089 868253 9
14860 203.533 861456 9
14880 203.978 855135 9
14900 204.422 848877 9
14920 204.867 844831 9
14940 205.311 841317 9
14960 205.756 832602 9
14980 206.2 826834 9
15000 206.644 829137 9
15020 207.089 833841 9
15040 207.533 843536 9
15060 207.978 851978 9
15080 208.422 857928 9
15100 208.867 863423 9
15120 209.311 860707 9
15140 209.756 852986 9
15160 210.2 843193 9
15180 210.644 832315 9
15200 211.089 830208 9
15220 211.533 829634 9
15240 211.978 832868 9
15260 212.422 833022 9
15280 212.867 835262 9
15300 213.311 834835 9
15320 213.756 835388 9
15340 214.2 837845 9
15360 214.644 838762 9
15380 215.089 839469 9
15400 215.533 839518 9
15420 215.978 840974 9
15440 216.422 841751 9
15460 216.867 842178 9
15480 217.311 838678 9
15500 217.756 830327 9
15520 218.2 820688 9
15540 218.644 817573 9
15560 219.089 814962 9
15580 219.533 810293 9
15600 219.978 808340 9
15620 220.422 805890 9
15640 220.867 805519 9
15660 221.311 804000 9
15680 221.756 804490 9
15700 222.2 807815 9
15720 222.644 814612 9
15740 223.089 823558 9
15760 223.533 833701 9
15780 223.978 841541 9
15800 224.422 845083 9
15820 224.867 849934 9
15840 225.311 853336 9
15860 225.756 860455 9
15880 226.2 870136 9
15900 226.644 880034 9
15920 227.089 881147 9
15940 227.533 881889 9
15960 227.978 882141 9
15980 228.422 881490 9
16000 228.867 878501 9
16020 229.306 878004 9
16040 229.685 875386 9
16060 230.065 877738 9
16080 230.47 880678 9
16100 230.847 880776 9
16120 231.263 881182 9
16140 231.71 878410 9
16160 232.156 874252 9
16180 232.6 868771 9
16200 233.044 865236 9
16220 233.489 863955 9
16240 233.933 858481 9
16260 234.378 850648 9
16280 234.822 845559 9
16300 235.267 839273 9
16320 235.711 833050 9
16340 236.156 825952 9
16360 236.6 815655 9
16380 237.044 806198 9
16400 237.489 800661 9
16420 237.933 794648 8
16440 238.378 791953 8
16460 238.822 794088 8
16480 239.267 794879 8
16500 239.711 794249 8
16520 240.156 794487 8
16540 240.6 792681 8
16560 241.044 792870 8
16580 241.489 788670 8
16600 241.933 786129 8
16620 242.378 778793 8
16640 242.822 775594 8
16660 243.267 773109 8
16680 243.711 777862 8
16700 244.156 781236 8
16720 244.6 781810 8
16740 245.044 785184 8
16760 245.489 788145 8
16780 245.933 787263 8
16800 246.378 789111 8
16820 246.822 784736 8
16840 247.267 776644 8
16860 247.711 766774 8
16880 248.156 759536 8
16900 248.6 757730 8
16920 249.044 754531 8
16940 249.489 744633 8
16960 249.933 732348 8
16980 250.378 722618 8
17000 250.822 720007 8
17020 251.267 718838 8
17040 251.711 719097 8
17060 252.156 722989 8
17080 252.6 728330 8
17100 253.044 735008 8
17120 253.489 739922 8
17140 253.933 741756 8
17160 254.378 740671 8
17180 254.822 735554 8
17200 255.267 729464 8
17220 255.711 726020 8
17240 256.156 723724 8
17260 256.6 724837 8
17280 257.044 729415 8
17300 257.489 730241 8
17320 257.933 734154 8
17340 258.378 738382 8
17360 258.822 738102 8
17380 259.267 733258 8
17400 259.711 728295 8
17420 260.156 719783 8
17440 260.6 717305 8
17460 261.044 709752 8
17480 261.489 706119 8
17500 261.933 704215 8
17520 262.378 703935 8
17540 262.822 708002 8
17560 263.267 710634 8
17580 263.711 712601 8
17600 264.156 715289 8
17620 264.6 713070 8
17640 265.044 709668 8
17660 265.489 706007 8
17680 265.933 701345 8
17700 266.378 701569 8
17720 266.822 706749 8
17740 267.267 711635 8
17760 267.711 714561 8
17780 268.156 716507 8
17800 268.6 714911 8
17820 269.022 714701 8
17840 269.431 714799 8
17860 269.824 715191 8
17880 270.244 714897 8
17900 270.689 713595 8
17920 271.133 711922 8
17940 271.578 708219 8
17960 272.022 705853 8
17980 272.437 706994 8
18000 272.797 708499 8
18020 273.169 713525 8
18040 273.605 718950 8
18060 274.044 726188 8
18080 274.489 739355 8
18100 274.933 754286 8
18120 275.378 767320 8
18140 275.822 771072 8
18160 276.267 770113 8
18180 276.711 768286 8
18200 277.156 766508 8
18220 277.6 764674 8
18240 278.044 762322 8
18260 278.489 762798 8
18280 278.933 766522 8
18300 279.378 770757 8
18320 279.822 773522 8
18340 280.267 774243 8
18360 280.711 772311 8
18380 281.156 773816 8
18400 281.6 778492 8
18420 282.044 781663 8
18440 282.489 789398 8
18460 282.873 798981 8
18480 283.158 804119 9
18500 283.48 810146 9
18520 283.893 813058 9
18540 284.333 821353 9
18560 284.778 831447 9
18580 285.222 838188 9
18600 285.667 841254 9
18620 286.111 845216 9
18640 286.556 845349 9
18660 287 843193 9
18680 287.444 841016 9
18700 287.889 840022 9
18720 288.333 840330 9
18740 288.778 842521 9
18760 289.222 840638 9
18780 289.667 839791 9
18800 290.111 839854 9
18820 290.556 844887 9
18840 291 849703 9
18860 291.444 849850 9
18880 291.889 849864 9
18900 292.333 843767 9
18920 292.778 841128 9
18940 293.222 837040 9
18960 293.667 833869 9
18980 294.111 829011 9
19000 294.556 825896 9
19020 295 822403 9
19040 295.444 822620 9
19060 295.889 822508 9
19080 296.333 824202 9
19100 296.778 823936 9
19120 297.222 828563 9
19140 297.667 830152 9
19160 298.111 833792 9
19180 298.556 836186 9
19200 299 835682 9
19220 299.444 835010 9
19240 299.889 832231 9
19260 300.333 830229 9
19280 300.778 830985 9
19300 301.222 831720 9
19320 301.667 828255 9
19340 302.111 825147 9
19360 302.556 817734 9
19380 303 810965 9
19400 303.444 805155 9
19420 303.889 803944 9
19440 304.333 808655 9
19460 304.778 812001 9
19480 305.222 818077 9
19500 305.667 822844 9
19520 306.111 823649 9
19540 306.535 825742 9
19560 306.958 826113 9
19580 307.4 828752 9
19600 307.844 829886 9
19620 308.289 833246 9
19640 308.733 835934 9
19660 309.178 844236 9
19680 309.622 848149 9
