# t frame_uz frame_z ub_dans_repere
160.006 0.0113057 4.13027e-05 2.32514
160.03 0.0682614 0.00115255 2.34608
160.067 0.155361 0.00555499 2.39758
160.111 0.261772 0.0152065 2.42814
160.159 0.381015 0.0314321 2.46079
160.211 0.508054 0.0549311 2.4739
160.264 0.639363 0.0860617 2.47521
160.318 0.773139 0.125142 2.45211
160.373 0.905891 0.17205 2.38397
160.428 1.03403 0.226109 2.28845
160.483 1.15473 0.286492 2.15723
160.537 1.26735 0.352988 2.01459
160.592 1.37348 0.426376 1.86358
160.647 1.47186 0.505353 1.7298
160.702 1.56303 0.589509 1.60638
160.758 1.64773 0.678475 1.49029
160.813 1.72603 0.771897 1.37326
160.868 1.79732 0.869405 1.23906
160.923 1.86078 0.970589 1.08808
160.978 1.9155 1.07498 0.927551
161.034 1.96128 1.18335 0.752248
161.09 1.99763 1.2948 0.577445
161.146 2.02457 1.40798 0.416579
161.202 2.04318 1.52238 0.27808
161.258 2.05483 1.63759 0.163504
161.315 2.06096 1.75325 0.0748638
161.371 2.06283 1.86912 0.00677724
161.427 2.0612 1.98496 -0.0503929
161.483 2.05647 2.10062 -0.106123
161.539 2.04877 2.2159 -0.162329
161.595 2.0386 2.32949 -0.195368
161.65 2.02623 2.44069 -0.242384
161.704 2.01181 2.55114 -0.269878
161.759 1.99538 2.66073 -0.313188
161.814 1.97716 2.76936 -0.34041
161.869 1.95765 2.87695 -0.362152
161.923 1.93751 2.98345 -0.370516
161.978 1.91777 3.08886 -0.351375
162.034 1.89909 3.19486 -0.317856
162.09 1.88267 3.30099 -0.269531
162.146 1.86981 3.4063 -0.201398
162.202 1.86086 3.51103 -0.12972
162.258 1.85619 3.61539 -0.0506796
162.315 1.85581 3.71964 0.0205554
162.371 1.85927 3.824 0.0944434
162.427 1.86664 3.92869 0.155073
162.483 1.87729 4.0339 0.213618
162.539 1.89117 4.13982 0.267377
162.596 1.9076 4.24661 0.316607
162.652 1.92679 4.35441 0.359919
162.708 1.94835 4.46337 0.399567
162.764 1.9722 4.57363 0.439482
162.82 1.9985 4.6853 0.479161
162.876 2.02708 4.79853 0.527345
162.933 2.05826 4.91345 0.569679
162.989 2.09218 5.03022 0.623882
163.045 2.12894 5.14898 0.676538
163.101 2.16887 5.26991 0.736394
163.157 2.21237 5.39321 0.801189
163.213 2.25953 5.51907 0.864797
163.27 2.30997 5.6477 0.920039
163.326 2.36345 5.77926 0.972863
163.382 2.41973 5.91393 1.01725
163.438 2.478 6.05183 1.04707
163.494 2.53758 6.19304 1.06765
163.551 2.59777 6.33763 1.07217
163.607 2.65793 6.4856 1.06551
163.663 2.71739 6.63693 1.0525
163.719 2.77587 6.79157 1.0344
163.775 2.83326 6.94946 1.0025
163.831 2.88939 7.11053 0.987589
163.888 2.94395 7.2747 0.962207
163.944 2.99722 7.4419 0.938091
164 3.04929 7.61204 0.918159
164.056 3.10028 7.78507 0.902384
164.112 3.14998 7.96092 0.881328
164.169 3.1989 8.13954 0.867182
164.225 3.24686 8.32087 0.846475
164.281 3.29387 8.50487 0.830362
164.337 3.34022 8.69148 0.818792
164.393 3.38572 8.88067 0.805022
164.449 3.43057 9.0724 0.792017
164.506 3.47477 9.26662 0.786753
164.562 3.51863 9.46331 0.779508
164.618 3.56243 9.66246 0.779294
164.674 3.60628 9.86407 0.783696
164.73 3.65045 10.0682 0.787459
164.787 3.69529 10.2748 0.803067
164.843 3.74096 10.4839 0.819738
164.899 3.78778 10.6956 0.843326
164.955 3.83606 10.91 0.872768
165.011 3.88658 11.1272 0.914568
165.067 3.93919 11.3474 0.953312
165.124 3.99412 11.5705 0.994585
165.18 4.05138 11.7968 1.0309
165.236 4.11122 12.0264 1.08251
165.292 4.17316 12.2595 1.11837
165.348 4.23753 12.4961 1.16456
165.404 4.30439 12.7364 1.2053
165.461 4.37355 12.9805 1.24536
165.517 4.44491 13.2286 1.28464
165.573 4.51815 13.4808 1.32613
165.629 4.5928 13.7371 1.3386
165.685 4.669 13.9977 1.37007
165.742 4.74704 14.2626 1.40333
165.798 4.82716 14.532 1.44267
165.854 4.90958 14.806 1.48143
165.91 4.99416 15.0846 1.52218
165.966 5.08119 15.3681 1.5667
166.022 5.17056 15.6566 1.60745
166.079 5.2625 15.9502 1.6568
166.135 5.35726 16.249 1.70635
166.191 5.45514 16.5532 1.76492
166.247 5.55623 16.8631 1.82505
