# t frame_uz frame_z ub_dans_repere
160.001 -6.05158e-05 -6.23232e-08 -0.0587609
160.019 -0.0165627 -0.000181278 -0.885084
160.051 -0.0397135 -0.0011905 -0.604255
160.092 -0.0564705 -0.00329899 -0.276019
160.14 -0.0596146 -0.00611096 0.0703169
160.19 -0.0453349 -0.00876125 0.421692
160.243 -0.0123377 -0.010183 0.758859
160.297 0.0390857 -0.00925861 1.08081
160.352 0.108484 -0.00489532 1.38129
160.407 0.193817 0.00380997 1.6633
160.463 0.29573 0.0180176 1.9224
160.519 0.411293 0.0383943 2.15679
160.575 0.539283 0.0656619 2.37103
160.631 0.678212 0.100471 2.5508
160.687 0.826128 0.143363 2.70499
160.743 0.982187 0.194813 2.84371
160.798 1.14551 0.255248 2.96128
160.854 1.31468 0.325026 3.06116
160.91 1.48858 0.404435 3.1395
160.966 1.6668 0.493727 3.2116
161.022 1.84852 0.593263 3.26107
161.079 2.03302 0.703323 3.29633
161.135 2.21872 0.823793 3.31167
161.191 2.40528 0.954725 3.32523
161.247 2.59229 1.09616 3.33126
161.303 2.77913 1.24809 3.32413
161.36 2.96546 1.4105 3.3104
161.416 3.15095 1.58336 3.29515
161.472 3.33577 1.76661 3.2845
161.528 3.51926 1.96021 3.25649
161.584 3.70115 2.16406 3.22284
161.64 3.88119 2.37806 3.19328
161.697 4.05978 2.60213 3.16806
161.753 4.23684 2.83619 3.14105
161.809 4.41232 3.08013 3.11203
161.865 4.58629 3.33389 3.08686
161.921 4.75864 3.59736 3.05486
161.978 4.92925 3.87046 3.02438
162.034 5.0978 4.15308 2.98349
162.09 5.26394 4.44508 2.94302
162.146 5.4278 4.74634 2.90173
162.202 5.58922 5.05673 2.85359
162.258 5.74775 5.37608 2.79974
162.315 5.90306 5.70424 2.74107
162.371 6.05492 6.04101 2.6796
162.427 6.20364 6.3862 2.62296
162.483 6.34912 6.73964 2.5697
162.539 6.49192 7.10115 2.52596
162.596 6.63225 7.47061 2.47705
162.652 6.76992 7.84786 2.43138
162.708 6.90456 8.23275 2.37388
162.764 7.03602 8.62509 2.31842
162.82 7.16464 9.02472 2.26971
162.876 7.29067 9.43149 2.22668
162.933 7.41451 9.84526 2.19016
162.989 7.53609 10.2659 2.14898
163.045 7.65554 10.6933 2.11011
163.101 7.77261 11.1274 2.06604
163.157 7.88724 11.5679 2.02278
163.213 7.99936 12.0148 1.9784
163.27 8.10906 12.4679 1.93902
163.326 8.21729 12.9271 1.92032
163.382 8.32415 13.3924 1.88919
163.438 8.4295 13.8636 1.86483
163.494 8.53325 14.3407 1.83471
163.551 8.63524 14.8235 1.80152
163.607 8.7353 15.312 1.76619
163.663 8.83328 15.8061 1.7294
163.719 8.92909 16.3056 1.69091
163.775 9.0227 16.8104 1.64633
163.831 9.1143 17.3203 1.62031
163.888 9.20432 17.8354 1.59156
163.944 9.29245 18.3555 1.55306
164 9.3785 18.8805 1.52004
164.056 9.4626 19.4102 1.48101
164.112 9.54476 19.9446 1.44966
164.169 9.62499 20.4835 1.41262
164.225 9.70309 21.0269 1.37515
164.281 9.77919 21.5746 1.3396
164.337 9.85342 22.1265 1.31303
164.393 9.92635 22.6825 1.28706
164.449 9.99766 23.2426 1.25599
164.506 10.0675 23.8066 1.23353
164.562 10.136 24.3745 1.21079
164.618 10.2033 24.9462 1.18605
164.674 10.2693 25.5217 1.16802
164.73 10.3341 26.1008 1.14216
164.787 10.3974 26.6835 1.11469
164.843 10.4589 27.2697 1.08243
164.899 10.5187 27.8593 1.05534
164.955 10.5773 28.4522 1.03395
165.011 10.6346 29.0484 1.01118
165.067 10.6903 29.6477 0.975869
165.124 10.744 30.2501 0.945041
165.18 10.7962 30.8555 0.919658
165.236 10.8471 31.4637 0.89746
165.292 10.8968 32.0748 0.874223
165.348 10.9454 32.6886 0.858239
165.404 10.9928 33.3051 0.840117
165.461 11.0393 33.9243 0.823446
165.517 11.0849 34.546 0.809702
165.573 11.1299 35.1703 0.797926
165.629 11.1744 35.797 0.787042
165.685 11.2183 36.4263 0.776751
165.742 11.2613 37.058 0.757477
165.798 11.3031 37.6921 0.734253
165.854 11.3437 38.3284 0.715793
165.91 11.3832 38.9671 0.694018
165.966 11.4215 39.6079 0.674859
166.022 11.459 40.2508 0.661587
166.079 11.4956 40.8958 0.645033
166.135 11.5315 41.5428 0.635273
166.191 11.5669 42.1919 0.63044
166.247 11.6019 42.8429 0.621626
166.303 11.6368 43.4958 0.616147
166.36 11.6713 44.1508 0.609902
166.416 11.7051 44.8076 0.596984
166.472 11.7383 45.4663 0.585914
166.528 11.771 46.1269 0.579338
166.584 11.8033 46.7892 0.572771
166.64 11.8353 47.4534 0.565245
166.697 11.867 48.1194 0.563618
166.753 11.8985 48.7871 0.558699
166.809 11.9297 49.4567 0.553683
166.865 11.961 50.1279 0.558096
166.921 11.9923 50.8009 0.556608
166.978 12.0235 51.4757 0.554204
167.034 12.0547 52.1522 0.555687
167.09 12.0854 52.8305 0.54284
167.146 12.1157 53.5105 0.531938
167.202 12.1454 54.1922 0.528126
167.258 12.1746 54.8755 0.515211
167.315 12.2033 55.5604 0.50371
167.371 12.2315 56.2469 0.500995
167.427 12.2593 56.935 0.491287
167.483 12.2864 57.6247 0.478561
167.539 12.3129 58.3158 0.467866
167.596 12.3387 59.0084 0.452644
167.652 12.3639 59.7025 0.445064
167.708 12.3888 60.3979 0.441855
167.764 12.4133 61.0947 0.432606
167.82 12.4373 61.7929 0.424037
167.876 12.4609 62.4925 0.416348
167.933 12.4839 63.1933 0.40682
167.989 12.5066 63.8954 0.401283
168.045 12.5287 64.5988 0.388856
168.101 12.55 65.3033 0.372162
168.157 12.5704 66.0091 0.356797
168.213 12.5898 66.716 0.338952
168.27 12.6082 67.4239 0.322325
168.326 12.6257 68.1328 0.301863
168.382 12.642 68.8427 0.284799
168.438 12.6574 69.5534 0.26486
168.494 12.6716 70.265 0.245657
168.551 12.6845 70.9773 0.22152
168.607 12.6962 71.6903 0.198891
168.663 12.7066 72.4039 0.174629
168.719 12.7154 73.1181 0.146148
168.775 12.7225 73.8327 0.113018
168.831 12.7278 74.5476 0.0806091
168.888 12.7314 75.2628 0.0527265
168.944 12.7331 75.9781 0.0177027
169 12.7332 76.6935 -0.00953199
169.056 12.7318 77.4088 -0.0367308
169.112 12.7286 78.1239 -0.0666389
169.169 12.7241 78.8389 -0.0874523
169.225 12.7187 79.5535 -0.105694
169.281 12.7118 80.2679 -0.133549
169.337 12.7032 80.9817 -0.165981
169.393 12.693 81.6951 -0.19363
169.449 12.6812 82.4077 -0.217893
169.506 12.6683 83.1197 -0.239864
169.562 12.6542 83.831 -0.259491
169.618 12.6389 84.5414 -0.276967
169.674 12.6229 85.2509 -0.291826
169.73 12.6059 85.9595 -0.306096
169.787 12.5882 86.6671 -0.322566
169.843 12.5696 87.3737 -0.3387
169.899 12.55 88.0792 -0.355871
169.955 12.5293 88.7835 -0.375268
170.011 12.5076 89.4867 -0.394631
170.067 12.485 90.1886 -0.405763
170.124 12.4618 90.8892 -0.420485
170.18 12.4377 91.5885 -0.431938
170.236 12.413 92.2864 -0.443236
170.292 12.3877 92.9829 -0.454931
170.348 12.3615 93.678 -0.474412
170.404 12.3344 94.3716 -0.487366
170.461 12.3065 95.0636 -0.502123
