# i t cells coeurs_suggere(~100k/coeur)
12880 160.092 144180 2
12900 160.297 144152 2
12920 160.519 144572 2
12940 160.743 144824 2
12960 160.966 145097 2
12980 161.191 144061 2
13000 161.416 143284 2
13020 161.64 141996 2
13040 161.865 141912 2
13060 162.09 139959 2
13080 162.315 139511 2
13100 162.539 138412 2
13120 162.764 138398 2
13140 162.989 137166 2
13160 163.213 137187 2
13180 163.438 136221 2
13200 163.663 136242 2
13220 163.888 136949 2
13240 164.112 135297 2
13260 164.337 135346 2
13280 164.562 136333 2
13300 164.787 135171 2
13320 165.011 135290 2
13340 165.236 135668 2
13360 165.461 135787 2
13380 165.685 136291 2
13400 165.91 136711 2
13420 166.135 137397 2
13440 166.36 138426 2
13460 166.584 138461 2
13480 166.809 138405 2
13500 167.034 138440 2
13520 167.258 138692 2
13540 167.483 138650 2
13560 167.708 138965 2
13580 167.933 139098 2
13600 168.157 139665 2
13620 168.382 139476 2
13640 168.607 139868 2
13660 168.831 140841 2
13680 169.056 141527 2
13700 169.281 141926 2
13720 169.506 142416 2
13740 169.73 143655 2
13760 169.955 144488 2
13780 170.18 145230 2
13800 170.404 146315 2
13820 170.629 147267 2
13840 170.854 147974 2
13860 171.079 148821 2
13880 171.303 149514 2
13900 171.528 150340 2
13920 171.753 151425 2
13940 171.978 152363 2
13960 172.202 153077 2
13980 172.427 153245 2
14000 172.652 153658 2
14020 172.876 153735 2
14040 173.101 154414 2
14060 173.326 155345 2
14080 173.551 155464 2
14100 173.775 155527 2
14120 174 155744 2
14140 174.225 155933 2
14160 174.449 155877 2
14180 174.674 155702 2
14200 174.899 155478 2
14220 175.124 155450 2
14240 175.348 155926 2
14260 175.573 156073 2
14280 175.798 157249 2
14300 176.022 157921 2
14320 176.247 158621 2
14340 176.472 158999 2
14360 176.697 159881 2
14380 176.921 159972 2
14400 177.146 160112 2
14420 177.371 159755 2
14440 177.596 159447 2
14460 177.82 159496 2
14480 178.045 159216 2
14500 178.27 159083 2
14520 178.494 158754 2
14540 178.719 159489 2
14560 178.944 159426 2
14580 179.169 160504 2
14600 179.393 161211 2
14620 179.618 162170 2
14640 179.843 163493 2
14660 180.067 163934 2
14680 180.292 164473 2
14700 180.517 164081 2
14720 180.742 164704 2
14740 180.966 163752 2
14760 181.191 163493 2
14780 181.416 162786 2
14800 181.64 162702 2
14820 181.865 161974 2
14840 182.09 161288 2
14860 182.315 160756 2
14880 182.539 160343 2
14900 182.764 160168 2
14920 182.989 160189 2
14940 183.213 160133 2
14960 183.438 159664 2
14980 183.663 159342 2
15000 183.888 158740 2
15020 184.112 158929 2
15040 184.337 159342 2
15060 184.562 159923 2
15080 184.787 160539 2
15100 185.011 160938 2
15120 185.236 160868 2
15140 185.461 161204 2
15160 185.685 161960 2
15180 185.91 161848 2
15200 186.135 162436 2
15220 186.36 162499 2
15240 186.584 161925 2
15260 186.809 161834 2
15280 187.034 161624 2
15300 187.258 161274 2
15320 187.483 160924 2
15340 187.708 160413 2
15360 187.933 160574 2
15380 188.157 160630 2
15400 188.382 161015 2
15420 188.607 161680 2
15440 188.831 161764 2
15460 189.056 161988 2
15480 189.281 161407 2
15500 189.506 161617 2
15520 189.73 161232 2
15540 189.955 161197 2
15560 190.18 160504 2
15580 190.404 160210 2
15600 190.629 158971 2
15620 190.854 158740 2
15640 191.079 158313 2
15660 191.303 158264 2
15680 191.528 158271 2
15700 191.753 158411 2
15720 191.978 158663 2
15740 192.202 159328 2
15760 192.427 159958 2
15780 192.652 160455 2
15800 192.876 160791 2
15820 193.101 160917 2
15840 193.326 161169 2
15860 193.551 162184 2
15880 193.775 162814 2
15900 194 163640 2
15920 194.225 164347 2
15940 194.449 165215 2
15960 194.674 165621 2
15980 194.899 166517 2
16000 195.124 168141 2
16020 195.348 168512 2
16040 195.573 168806 2
16060 195.798 169324 2
16080 196.022 169856 2
16100 196.247 171172 2
16120 196.472 172194 2
16140 196.697 172908 2
16160 196.921 173300 2
16180 197.146 173489 2
16200 197.371 173853 2
16220 197.596 173979 2
16240 197.82 174399 2
16260 198.045 173986 2
16280 198.27 174189 2
16300 198.494 173027 2
16320 198.719 173594 2
16340 198.944 172943 2
16360 199.169 172446 2
16380 199.393 172110 2
16400 199.618 172124 2
16420 199.843 171025 2
16440 200.067 170325 2
16460 200.292 170192 2
16480 200.517 168694 2
16500 200.742 167308 2
16520 200.966 167280 2
16540 201.191 165432 2
16560 201.416 164354 2
16580 201.64 162884 2
16600 201.865 161834 2
16620 202.09 161610 2
16640 202.315 160266 2
16660 202.539 158803 2
16680 202.764 158341 2
16700 202.989 156906 2
16720 203.213 155212 2
16740 203.438 154015 2
16760 203.663 152881 2
16780 203.888 151761 2
16800 204.112 151110 2
16820 204.337 149864 2
16840 204.562 149325 2
16860 204.787 148324 2
16880 205.011 147519 2
16900 205.236 146630 2
16920 205.461 145937 2
16940 205.685 146007 2
16960 205.91 145790 2
16980 206.135 145160 2
17000 206.36 144852 2
17020 206.584 145251 2
17040 206.809 144663 2
17060 207.034 143578 2
17080 207.258 143515 2
17100 207.483 142703 2
17120 207.708 142430 2
17140 207.933 142703 2
17160 208.157 141632 2
17180 208.382 141968 2
17200 208.607 141436 2
17220 208.831 141443 2
17240 209.056 141793 2
17260 209.281 141534 2
17280 209.506 141758 2
17300 209.73 141688 2
17320 209.955 141912 2
17340 210.18 141478 2
17360 210.404 141219 2
17380 210.629 141429 2
17400 210.854 140407 2
17420 211.079 139588 2
17440 211.303 138468 2
17460 211.528 137684 2
17480 211.753 137054 2
17500 211.978 136480 2
17520 212.202 135927 2
17540 212.427 135920 2
17560 212.652 135640 2
17580 212.876 135059 2
17600 213.101 135444 2
17620 213.326 134919 2
17640 213.551 135416 2
17660 213.775 136683 2
17680 214 136949 2
17700 214.225 137271 2
17720 214.449 137257 2
17740 214.674 137047 2
17760 214.899 137488 2
17780 215.124 138195 2
17800 215.348 138916 2
17820 215.573 139798 2
17840 215.798 140162 2
17860 216.022 140449 2
17880 216.247 141289 2
17900 216.472 142059 2
17920 216.697 141891 2
17940 216.921 142437 2
17960 217.146 142241 2
17980 217.371 142234 2
18000 217.596 142339 2
18020 217.82 143571 2
18040 218.045 143900 2
18060 218.27 144194 2
18080 218.494 144838 2
18100 218.719 145776 2
18120 218.944 146224 2
18140 219.169 148289 2
18160 219.393 148611 2
18180 219.618 149878 2
18200 219.843 151922 2
18220 220.067 152503 2
18240 220.292 153504 2
18260 220.517 154330 2
18280 220.742 155534 2
18300 220.966 155513 2
18320 221.191 155786 2
18340 221.416 156192 2
18360 221.64 156395 2
18380 221.865 156507 2
18400 222.09 156549 2
18420 222.315 157312 2
18440 222.539 158194 2
18460 222.764 159132 2
18480 222.989 159825 2
18500 223.213 161001 2
18520 223.438 162338 2
18540 223.663 163206 2
18560 223.888 164354 2
18580 224.112 165985 2
18600 224.337 168057 2
18620 224.562 169387 2
18640 224.787 170934 2
18660 225.011 172495 2
18680 225.236 173671 2
18700 225.461 175085 2
18720 225.685 176282 2
18740 225.91 178193 2
18760 226.135 180377 2
18780 226.36 180671 2
18800 226.584 182190 2
18820 226.809 183534 2
18840 227.034 184584 2
18860 227.258 186411 2
18880 227.483 187874 2
18900 227.708 188357 2
18920 227.933 189134 2
18940 228.157 189701 2
18960 228.382 190128 2
18980 228.607 190184 2
19000 228.831 190289 2
19020 229.056 190205 2
19040 229.281 189953 2
19060 229.506 189939 2
19080 229.73 189029 2
19100 229.955 189092 2
19120 230.18 188511 2
19140 230.404 187153 2
19160 230.629 186775 2
19180 230.854 185634 2
19200 231.079 184647 2
19220 231.303 184661 2
19240 231.528 184514 2
19260 231.753 184808 2
19280 231.978 185081 2
19300 232.202 185487 2
19320 232.427 185816 2
19340 232.652 186187 2
19360 232.876 186691 2
19380 233.101 186292 2
19400 233.326 186838 2
19420 233.551 187419 2
19440 233.775 187279 2
19460 234 188252 2
19480 234.225 188784 2
19500 234.449 188532 2
19520 234.674 189631 2
19540 234.899 189582 2
19560 235.124 188763 2
19580 235.348 188784 2
19600 235.573 188203 2
19620 235.798 187979 2
19640 236.022 187692 2
19660 236.247 186838 2
19680 236.472 186740 2
19700 236.697 186817 2
19720 236.921 186698 2
19740 237.146 186432 2
19760 237.371 186691 2
19780 237.596 187041 2
19800 237.82 186201 2
19820 238.045 186348 2
19840 238.27 186369 2
19860 238.494 186313 2
19880 238.719 186992 2
19900 238.944 186026 2
19920 239.169 186691 2
19940 239.393 185921 2
19960 239.618 186348 2
19980 239.843 185767 2
20000 240.067 185627 2
20020 240.292 185585 2
20040 240.517 185886 2
20060 240.742 185235 2
20080 240.966 184591 2
20100 241.191 184500 2
20120 241.416 183800 2
20140 241.64 183100 2
20160 241.865 181966 2
20180 242.09 181203 2
20200 242.315 180405 2
20220 242.539 179719 2
20240 242.764 179369 2
20260 242.989 177941 2
20280 243.213 177276 2
20300 243.438 176891 2
20320 243.663 175414 2
20340 243.888 174581 2
20360 244.112 173867 2
20380 244.337 173300 2
20400 244.562 172404 2
20420 244.787 172481 2
20440 245.011 172453 2
20460 245.236 172418 2
20480 245.461 173055 2
20500 245.685 173111 2
20520 245.91 173286 2
20540 246.135 173958 2
20560 246.36 173874 2
20580 246.584 173636 2
20600 246.809 173349 2
20620 247.034 172964 2
20640 247.258 172698 2
20660 247.483 172446 2
20680 247.708 172250 2
20700 247.933 172663 2
20720 248.157 172313 2
20740 248.382 171823 2
20760 248.607 171067 2
20780 248.831 171137 2
20800 249.056 170164 2
20820 249.281 169786 2
20840 249.506 170479 2
20860 249.73 170486 2
20880 249.955 170577 2
20900 250.18 171172 2
20920 250.404 171256 2
20940 250.629 172061 2
20960 250.854 172628 2
20980 251.079 173615 2
21000 251.303 173405 2
21020 251.528 174266 2
21040 251.753 174203 2
21060 251.978 174280 2
21080 252.202 175330 2
21100 252.427 175029 2
21120 252.652 175974 2
21140 252.876 177227 2
21160 253.101 177549 2
21180 253.326 178403 2
21200 253.551 179544 2
21220 253.775 180223 2
21240 254 180860 2
21260 254.225 182155 2
21280 254.449 182316 2
21300 254.674 182876 2
21320 254.899 184290 2
21340 255.124 184633 2
21360 255.348 186495 2
21380 255.573 187594 2
21400 255.798 187720 2
21420 256.022 187930 2
21440 256.247 188378 2
21460 256.472 188070 2
21480 256.697 188126 2
21500 256.921 188007 2
21520 257.146 187888 2
21540 257.371 186495 2
21560 257.596 185319 2
21580 257.82 184696 2
21600 258.045 182582 2
21620 258.27 182470 2
21640 258.494 181497 2
21660 258.719 180090 2
21680 258.944 180153 2
21700 259.169 178830 2
21720 259.393 177941 2
21740 259.618 177675 2
21760 259.843 177458 2
21780 260.067 176128 2
21800 260.292 175456 2
21820 260.517 174154 2
21840 260.742 173111 2
21860 260.966 172621 2
21880 261.191 171438 2
21900 261.416 168925 2
21920 261.64 167196 2
21940 261.865 165544 2
21960 262.09 163906 2
21980 262.315 163115 2
22000 262.539 162352 2
22020 262.764 161414 2
22040 262.989 161001 2
22060 263.213 160714 2
22080 263.438 160182 2
22100 263.663 159895 2
22120 263.888 159258 2
22140 264.112 158684 2
22160 264.337 158600 2
22180 264.562 158005 2
22200 264.787 157641 2
22220 265.011 157627 2
22240 265.236 157655 2
22260 265.461 157599 2
22280 265.685 158250 2
22300 265.91 157669 2
22320 266.135 157529 2
22340 266.36 157480 2
22360 266.584 157865 2
22380 266.809 158173 2
22400 267.034 158376 2
22420 267.258 158544 2
22440 267.483 159097 2
22460 267.708 158404 2
22480 267.933 157865 2
22500 268.157 157718 2
22520 268.382 156920 2
22540 268.607 156801 2
22560 268.831 157158 2
22580 269.056 156934 2
22600 269.281 155863 2
22620 269.506 155513 2
22640 269.73 155436 2
22660 269.955 155625 2
22680 270.18 155653 2
22700 270.404 154743 2
22720 270.629 154057 2
22740 270.854 153315 2
22760 271.079 152643 2
22780 271.303 152188 2
22800 271.528 152006 2
22820 271.753 151271 2
22840 271.978 150571 2
22860 272.202 150067 2
22880 272.427 149647 2
22900 272.652 149801 2
22920 272.876 149731 2
22940 273.101 149815 2
22960 273.326 149402 2
22980 273.551 148968 2
23000 273.775 149003 2
23020 274 148982 2
23040 274.225 148583 2
23060 274.449 147974 2
23080 274.674 148499 2
23100 274.899 148702 2
23120 275.124 148807 2
23140 275.348 149514 2
23160 275.573 149661 2
23180 275.798 149514 2
23200 276.022 149766 2
23220 276.247 149654 2
23240 276.472 150585 2
23260 276.697 151292 2
23280 276.921 151761 2
23300 277.146 153000 2
23320 277.371 152902 2
23340 277.596 152804 2
23360 277.82 152741 2
23380 278.045 151768 2
23400 278.27 152020 2
23420 278.494 151754 2
23440 278.719 151544 2
23460 278.944 151208 2
23480 279.169 150627 2
23500 279.393 150662 2
23520 279.618 150977 2
23540 279.843 149997 2
