# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi n_regions V_tag straddle
# col 1-13 : sommes COMPLETES ponderees (1-f) sur toutes les mailles, centre en moyenne circulaire.
#            (l'ancienne version ne sommait que sur les mailles taguees f<0.5 -> volume sous-estime de ~4.5 %,
#             vitesse verticale biaisee de ~+0.35 en repere mobile. Cf. event bubble dans main.c.)
# col 14-16 : diagnostic fragmentation par tag() (V_tag = plus grosse region ; straddle = bulle a cheval sur un bord).
160.001 2122.62 90 30 60 -0.0385403 -0.0294545 0.0376256 14.0625 14.0625 14.0625 15.945 1 1 2006.97 0
160.019 2122.23 89.9882 29.9921 60.0111 -0.7248 -0.487323 0.73236 14.0625 14.0625 14.0625 15.944 1 1 2006.76 0
160.051 2122.69 89.9648 29.9765 60.0382 -0.71869 -0.477753 0.956539 15 14.0625 14.0625 15.9452 1.06667 1 2013.15 0
160.092 2122.45 89.9349 29.9566 60.0827 -0.714203 -0.475752 1.21151 15 15 15 15.9446 1 1 2014.36 0
160.14 2122.58 89.9011 29.9341 60.1461 -0.714809 -0.47574 1.48656 15 15 15 15.9449 1 1 2015.15 0
160.19 2122.59 89.8653 29.91 60.228 -0.702051 -0.47303 1.76499 15 15 15 15.9449 1 1 2023.54 0
160.243 2122.62 89.8287 29.8849 60.3278 -0.686318 -0.471627 2.02624 15 15 15 15.945 1 1 2026.51 0
160.297 2122.68 89.7921 29.8594 60.4437 -0.665793 -0.468445 2.27502 15 15 15 15.9451 1 1 2029.91 0
160.352 2122.77 89.7559 29.8336 60.5749 -0.644623 -0.464273 2.50107 15 15 15 15.9454 1 1 2029.52 0
160.407 2122.88 89.7208 29.808 60.7186 -0.621294 -0.461041 2.69858 15 15 15 15.9457 1 1 2026.7 0
160.463 2122.93 89.6864 29.7821 60.8768 -0.599957 -0.457345 2.89108 15 15 14.0625 15.9458 1.06667 1 2028.61 0
160.519 2123 89.6533 29.7567 61.0456 -0.581322 -0.449298 3.06039 15 15 14.0625 15.9459 1.06667 1 2032.83 0
160.575 2123.03 89.6213 29.7318 61.2235 -0.567023 -0.442177 3.20629 15 15 15 15.946 1 1 2031.12 0
160.631 2123.11 89.5906 29.7075 61.4094 -0.538492 -0.430029 3.34953 15 15 15 15.9462 1 1 2031.73 0
160.687 2123.16 89.5611 29.6837 61.6024 -0.517587 -0.424992 3.46646 15 15 15 15.9464 1 1 2027.26 0
160.743 2123.24 89.5327 29.6602 61.8017 -0.496088 -0.417689 3.56546 15 15 14.0625 15.9465 1.06667 1 2036.44 0
160.798 2123.32 89.5055 29.6371 62.0061 -0.47267 -0.408756 3.64029 15 15 14.0625 15.9468 1.06667 1 2033.2 0
160.854 2123.4 89.4796 29.6145 62.214 -0.444568 -0.396626 3.69835 15 15 15 15.947 1 1 2027.08 0
160.91 2123.5 89.4553 29.5925 62.4252 -0.415372 -0.389978 3.74529 15 15 15 15.9472 1 1 2030.14 0
160.966 2123.57 89.4328 29.5707 62.6387 -0.384193 -0.387208 3.77716 15 15 14.0625 15.9474 1.06667 1 2033.02 0
161.022 2123.62 89.4121 29.5491 62.8535 -0.345467 -0.385313 3.7879 15 15 14.0625 15.9475 1.06667 1 2042.02 0
161.079 2123.66 89.3936 29.5276 63.069 -0.306051 -0.381824 3.78696 15 15 14.0625 15.9476 1.06667 1 2030.8 0
161.135 2123.65 89.3777 29.5062 63.2849 -0.258253 -0.380778 3.78307 15 15 15 15.9476 1 1 2029.32 0
161.191 2123.79 89.3646 29.4849 63.5 -0.20503 -0.380044 3.76059 15 15 14.0625 15.9479 1.06667 1 2032.39 0
161.247 2123.89 89.3546 29.4636 63.7134 -0.144494 -0.378239 3.73442 15 15 14.0625 15.9482 1.06667 1 2032.03 0
161.303 2123.96 89.3478 29.4423 63.9249 -0.0885183 -0.377963 3.69296 15 15 14.0625 15.9483 1.06667 1 2030.78 0
161.36 2124 89.3444 29.421 64.1349 -0.0245589 -0.374164 3.66118 15.9375 15 13.125 15.9484 1.21429 1 2028.09 0
161.416 2124.12 89.3445 29.4 64.3433 0.0394581 -0.367748 3.62861 15.9375 15.9375 14.0625 15.9488 1.13333 1 2029.58 0
161.472 2124.19 89.3483 29.3793 64.5492 0.101113 -0.363468 3.58942 15.9375 15.9375 14.0625 15.9489 1.13333 1 2028.98 0
161.528 2124.19 89.3555 29.3588 64.7525 0.158933 -0.359741 3.54597 15.9375 15.9375 14.0625 15.9489 1.13333 1 2028.5 0
161.584 2124.14 89.3659 29.3386 64.9536 0.214135 -0.356334 3.50533 15.9375 15.9375 13.125 15.9488 1.21429 1 2030.79 0
161.64 2124.26 89.3796 29.3189 65.1525 0.267498 -0.351591 3.45702 15.9375 15.9375 13.125 15.9491 1.21429 1 2029.06 0
161.697 2124.29 89.3963 29.2997 65.3489 0.322953 -0.336971 3.41743 15.9375 15.9375 13.125 15.9492 1.21429 1 2034.21 0
161.753 2124.34 89.416 29.2814 65.5429 0.368239 -0.32419 3.37466 15.9375 15.9375 14.0625 15.9493 1.13333 1 2031.51 0
161.809 2124.4 89.4382 29.2636 65.7349 0.412257 -0.308882 3.33129 15.9375 15.9375 14.0625 15.9495 1.13333 1 2029.31 0
161.865 2124.49 89.4628 29.2466 65.9241 0.454195 -0.294138 3.28466 15.9375 15.9375 13.125 15.9497 1.21429 1 2028.47 0
161.921 2124.59 89.4895 29.2306 66.1104 0.492357 -0.273314 3.23775 15.9375 15.9375 13.125 15.9499 1.21429 1 2031.78 0
161.978 2124.66 89.5182 29.2159 66.294 0.525514 -0.24594 3.19609 15.9375 15.9375 13.125 15.9501 1.21429 1 2031.91 0
162.034 2124.79 89.5488 29.2024 66.4749 0.554511 -0.227452 3.14892 15 15.9375 14.0625 15.9504 1.13333 1 2025.76 0
162.09 2124.88 89.581 29.1899 66.6533 0.581232 -0.216332 3.09122 15.9375 15.9375 14.0625 15.9506 1.13333 1 2025.39 0
162.146 2124.98 89.6147 29.1783 66.8285 0.609984 -0.196152 3.03361 15.9375 15.9375 13.125 15.9509 1.21429 1 2029.46 0
162.202 2125.04 89.6498 29.1678 66.9995 0.632572 -0.174391 2.96505 15.9375 15.9375 13.125 15.9511 1.21429 1 2034.61 0
162.258 2125.09 89.6863 29.1585 67.1664 0.660043 -0.158102 2.89078 15.9375 15.9375 13.125 15.9512 1.21429 1 2034.7 0
162.315 2125.19 89.7243 29.1502 67.33 0.688381 -0.138371 2.82208 15.9375 15.9375 13.125 15.9514 1.21429 1 2030.14 0
162.371 2125.27 89.7637 29.143 67.4901 0.709299 -0.119758 2.76067 15.9375 15.9375 13.125 15.9516 1.21429 1 2026.66 0
162.427 2125.36 89.8044 29.1368 67.6467 0.740423 -0.102632 2.68783 15.9375 15.9375 13.125 15.9519 1.21429 1 2032.18 0
162.483 2125.42 89.8468 29.1317 67.7991 0.774082 -0.0782302 2.61641 15.9375 15.9375 13.125 15.952 1.21429 1 2033.26 0
162.539 2125.49 89.8907 29.1277 67.9468 0.802908 -0.0622193 2.54634 15.9375 15.9375 13.125 15.9522 1.21429 1 2031.84 0
162.596 2125.61 89.9364 29.1249 68.0905 0.830768 -0.040807 2.47489 15.9375 15.9375 13.125 15.9525 1.21429 1 2032.23 0
162.652 2125.69 89.9838 29.1231 68.2306 0.864066 -0.0208347 2.40626 15.9375 15.9375 13.125 15.9527 1.21429 1 2034.55 0
162.708 2125.78 90.0329 29.1226 68.3671 0.890215 -0.00491702 2.34235 15.9375 15.9375 12.1875 15.9529 1.30769 1 2031.84 0
162.764 2125.87 90.0835 29.1232 68.5001 0.915241 0.0159593 2.27785 15.9375 15.9375 12.1875 15.9531 1.30769 1 2032.13 0
162.82 2125.97 90.1358 29.1249 68.6295 0.947855 0.0351771 2.21571 15.9375 15.9375 13.125 15.9534 1.21429 1 2029.55 0
162.876 2126.05 90.1899 29.1278 68.7547 0.979121 0.0629652 2.15193 15.9375 15.9375 13.125 15.9536 1.21429 1 2030.57 0
162.933 2126.13 90.2458 29.1322 68.8765 1.00661 0.0888699 2.09184 15.9375 15.9375 13.125 15.9538 1.21429 1 2030.44 0
162.989 2126.22 90.3033 29.138 68.9952 1.03798 0.116875 2.05194 15.9375 15.9375 13.125 15.954 1.21429 1 2030.46 0
