# i t cells coeurs_suggere(~100k/coeur)
12880 160.092 143907 2
12900 160.297 143900 2
12920 160.519 144236 2
12940 160.743 144572 2
12960 160.966 145006 2
12980 161.191 144215 2
13000 161.416 143445 2
13020 161.64 142430 2
13040 161.865 142556 2
13060 162.09 140106 2
13080 162.315 139700 2
13100 162.539 138545 2
13120 162.764 138559 2
13140 162.989 138097 2
13160 163.213 137950 2
13180 163.438 136998 2
13200 163.663 137404 2
13220 163.888 138321 2
13240 164.112 137152 2
13260 164.337 136823 2
13280 164.562 137992 2
13300 164.787 137383 2
13320 165.011 137747 2
13340 165.236 138258 2
13360 165.461 138741 2
13380 165.685 139189 2
13400 165.91 139322 2
13420 166.135 140414 2
13440 166.36 140715 2
13460 166.584 140883 2
13480 166.809 140715 2
13500 167.034 140456 2
13520 167.258 140323 2
13540 167.483 139560 2
13560 167.708 140134 2
13580 167.933 139770 2
13600 168.157 138958 2
13620 168.382 139063 2
13640 168.607 138937 2
13660 168.831 139133 2
13680 169.056 138958 2
13700 169.281 139007 2
13720 169.506 139560 2
13740 169.73 139476 2
13760 169.955 140337 2
13780 170.18 140743 2
13800 170.404 141107 2
13820 170.629 140925 2
13840 170.854 141072 2
13860 171.079 141814 2
13880 171.303 142094 2
13900 171.528 142255 2
13920 171.753 142724 2
13940 171.978 143116 2
13960 172.202 143676 2
13980 172.427 143585 2
14000 172.652 144152 2
14020 172.876 144320 2
14040 173.101 144943 2
14060 173.326 145573 2
14080 173.551 145797 2
14100 173.775 145405 2
14120 174 145447 2
14140 174.225 146364 2
14160 174.449 146476 2
14180 174.674 147575 2
14200 174.899 147995 2
14220 175.124 147680 2
14240 175.348 148604 2
14260 175.573 149213 2
14280 175.798 150368 2
14300 176.022 151425 2
14320 176.247 151943 2
14340 176.472 153147 2
14360 176.697 153336 2
14380 176.921 154470 2
14400 177.146 154911 2
14420 177.371 155219 2
14440 177.596 155072 2
14460 177.82 155457 2
14480 178.045 155632 2
14500 178.27 156612 2
14520 178.494 156990 2
14540 178.719 157515 2
14560 178.944 158019 2
14580 179.169 158768 2
14600 179.393 158775 2
14620 179.618 159825 2
14640 179.843 160805 2
14660 180.067 161575 2
14680 180.292 163087 2
14700 180.517 164200 2
14720 180.742 165425 2
14740 180.966 165957 2
14760 181.191 167497 2
14780 181.416 167028 2
14800 181.64 167287 2
14820 181.865 167224 2
14840 182.09 166944 2
14860 182.315 166223 2
14880 182.539 165775 2
14900 182.764 165012 2
14920 182.989 163668 2
14940 183.213 162149 2
14960 183.438 160427 2
14980 183.663 159377 2
15000 183.888 158754 2
15020 184.112 159545 2
15040 184.337 159727 2
15060 184.562 160294 2
15080 184.787 160784 2
15100 185.011 162702 2
15120 185.236 162898 2
15140 185.461 164011 2
15160 185.685 164620 2
15180 185.91 165915 2
15200 186.135 167238 2
15220 186.36 168351 2
15240 186.584 168386 2
15260 186.809 168834 2
15280 187.034 169772 2
15300 187.258 169450 2
15320 187.483 169380 2
15340 187.708 169443 2
15360 187.933 169352 2
15380 188.157 169366 2
15400 188.382 169597 2
15420 188.607 169842 2
15440 188.831 170010 2
15460 189.056 170871 2
15480 189.281 171760 2
15500 189.506 172243 2
15520 189.73 173517 2
15540 189.955 174770 2
15560 190.18 175169 2
15580 190.404 175057 2
15600 190.629 175596 2
15620 190.854 175568 2
15640 191.079 175652 2
15660 191.303 174980 2
15680 191.528 175106 2
15700 191.753 174861 2
15720 191.978 174567 2
15740 192.202 173272 2
15760 192.427 172558 2
15780 192.652 171438 2
15800 192.876 170542 2
15820 193.101 169744 2
15840 193.326 168883 2
15860 193.551 168169 2
15880 193.775 167483 2
15900 194 167021 2
15920 194.225 166258 2
15940 194.449 165278 2
15960 194.674 164956 2
15980 194.899 163654 2
16000 195.124 163472 2
16020 195.348 163101 2
16040 195.573 162478 2
16060 195.798 162387 2
16080 196.022 162184 2
16100 196.247 162408 2
16120 196.472 162135 2
16140 196.697 162009 2
16160 196.921 162394 2
16180 197.146 163227 2
16200 197.371 163227 2
16220 197.596 163696 2
16240 197.82 164053 2
16260 198.045 163682 2
16280 198.27 163815 2
16300 198.494 163780 2
16320 198.719 163794 2
16340 198.944 163598 2
16360 199.169 163430 2
16380 199.393 163710 2
16400 199.618 163808 2
16420 199.843 164613 2
16440 200.067 165299 2
16460 200.292 166468 2
16480 200.517 166797 2
16500 200.742 167007 2
16520 200.966 167301 2
16540 201.191 167917 2
16560 201.416 167910 2
16580 201.64 167861 2
16600 201.865 168330 2
16620 202.09 167700 2
16640 202.315 167294 2
16660 202.539 166874 2
16680 202.764 165684 2
16700 202.989 165124 2
16720 203.213 164179 2
16740 203.438 162450 2
16760 203.663 161127 2
16780 203.888 160133 2
16800 204.112 158467 2
16820 204.337 157158 2
16840 204.562 155954 2
16860 204.787 154533 2
16880 205.011 153749 2
16900 205.236 153119 2
16920 205.461 152594 2
16940 205.685 151936 2
16960 205.91 151264 2
16980 206.135 150466 2
17000 206.36 150242 2
17020 206.584 149864 2
17040 206.809 148975 2
17060 207.034 149080 2
17080 207.258 149080 2
17100 207.483 149325 2
17120 207.708 149472 2
17140 207.933 150074 2
17160 208.157 150074 2
17180 208.382 150053 2
17200 208.607 149892 2
17220 208.831 149920 2
17240 209.056 150123 2
17260 209.281 150578 2
17280 209.506 150676 2
17300 209.73 150627 2
17320 209.955 150669 2
17340 210.18 151026 2
17360 210.404 151929 2
17380 210.629 152370 2
17400 210.854 152328 2
17420 211.079 152160 2
17440 211.303 152867 2
17460 211.528 152916 2
17480 211.753 152671 2
17500 211.978 153700 2
17520 212.202 153770 2
17540 212.427 154064 2
17560 212.652 153448 2
17580 212.876 153812 2
17600 213.101 154141 2
17620 213.326 153308 2
17640 213.551 152958 2
17660 213.775 152468 2
17680 214 152160 2
17700 214.225 152636 2
17720 214.449 152489 2
17740 214.674 152181 2
17760 214.899 151922 2
17780 215.124 151684 2
17800 215.348 151831 2
17820 215.573 152342 2
17840 215.798 151936 2
17860 216.022 150886 2
17880 216.247 151656 2
17900 216.472 150907 2
17920 216.697 150536 2
17940 216.921 150228 2
17960 217.146 149906 2
17980 217.371 149213 2
18000 217.596 149059 2
18020 217.82 148800 2
18040 218.045 148114 2
18060 218.27 147295 2
18080 218.494 147652 2
18100 218.719 147575 2
18120 218.944 147323 2
18140 219.169 146868 2
18160 219.393 146728 2
18180 219.618 146364 2
18200 219.843 146588 2
18220 220.067 146259 2
18240 220.292 146609 2
18260 220.517 146238 2
18280 220.742 145902 2
18300 220.966 146147 2
18320 221.191 146133 2
18340 221.416 145594 2
18360 221.64 145041 2
18380 221.865 146315 2
18400 222.09 145832 2
18420 222.315 146609 2
18440 222.539 146406 2
18460 222.764 146882 2
18480 222.989 146651 2
18500 223.213 146784 2
18520 223.438 147554 2
18540 223.663 147652 2
18560 223.888 148555 2
18580 224.112 149374 2
18600 224.337 150151 2
18620 224.562 150522 2
18640 224.787 151033 2
18660 225.011 151383 2
18680 225.236 151642 2
18700 225.461 151999 2
18720 225.685 152811 2
18740 225.91 153077 2
18760 226.135 153623 2
18780 226.36 154218 2
18800 226.584 154939 2
18820 226.809 155765 2
18840 227.034 156129 2
18860 227.258 156472 2
18880 227.483 157767 2
18900 227.708 158068 2
18920 227.933 158649 2
18940 228.157 158929 2
18960 228.382 159090 2
18980 228.607 159349 2
19000 228.831 158705 2
19020 229.056 158691 2
19040 229.281 158509 2
19060 229.506 157809 2
19080 229.73 156738 2
19100 229.955 156472 2
19120 230.18 155961 2
19140 230.404 155499 2
19160 230.629 154757 2
19180 230.854 154680 2
19200 231.079 154841 2
19220 231.303 154862 2
19240 231.528 154253 2
19260 231.753 154855 2
19280 231.978 154554 2
19300 232.202 154295 2
19320 232.427 154624 2
19340 232.652 153980 2
19360 232.876 154456 2
19380 233.101 154414 2
19400 233.326 154603 2
19420 233.551 155009 2
19440 233.775 155044 2
19460 234 154736 2
19480 234.225 154918 2
19500 234.449 154918 2
19520 234.674 155079 2
19540 234.899 155779 2
19560 235.124 155821 2
19580 235.348 156360 2
19600 235.573 157011 2
19620 235.798 157277 2
19640 236.022 157256 2
19660 236.247 157291 2
19680 236.472 158117 2
19700 236.697 158565 2
19720 236.921 158978 2
19740 237.146 159923 2
19760 237.371 160294 2
19780 237.596 161372 2
19800 237.82 162219 2
19820 238.045 162695 2
19840 238.27 162975 2
19860 238.494 163703 2
19880 238.719 164179 2
19900 238.944 163108 2
19920 239.169 163724 2
19940 239.393 164018 2
19960 239.618 163570 2
19980 239.843 164312 2
20000 240.067 164088 2
20020 240.292 164830 2
20040 240.517 165103 2
20060 240.742 164872 2
