# t frame_uz frame_z ub_dans_repere
160.006 0.0149464 5.44915e-05 3.09997
160.03 0.0933384 0.00156354 3.27149
160.067 0.217215 0.00767533 3.46673
160.111 0.375224 0.0213893 3.66237
160.159 0.559484 0.0450081 3.85973
160.211 0.764624 0.080142 4.06001
160.264 0.986976 0.127996 4.246
160.319 1.22317 0.189399 4.40009
160.374 1.46927 0.264678 4.53009
160.429 1.72334 0.354422 4.63123
160.485 1.9845 0.459639 4.69416
160.541 2.2489 0.579591 4.74184
160.597 2.5151 0.714413 4.75961
160.653 2.78179 0.864153 4.76716
160.709 3.04852 1.02883 4.7555
160.765 3.31371 1.20838 4.725
160.821 3.57692 1.40272 4.68775
160.877 3.838 1.61172 4.64947
160.933 4.09685 1.83526 4.60509
160.989 4.35331 2.0732 4.56505
161.045 4.60798 2.32619 4.51483
161.101 4.85974 2.59356 4.46426
161.157 5.10791 2.87496 4.3896
161.213 5.35254 3.17018 4.33012
161.27 5.59387 3.47904 4.27297
161.326 5.83202 3.80134 4.21463
161.382 6.0662 4.1369 4.13544
161.438 6.2962 4.48547 4.06331
161.494 6.52189 4.84682 3.98354
161.551 6.74264 5.22068 3.89053
161.607 6.95752 5.60675 3.78462
161.663 7.16586 6.00468 3.65609
161.719 7.36698 6.41406 3.53331
161.775 7.5612 6.83452 3.4053
161.831 7.74725 7.26561 3.24624
161.888 7.92435 7.70686 3.08525
161.944 8.09212 8.15775 2.91745
162 8.25013 8.61773 2.74293
162.056 8.39838 9.08627 2.56624
162.112 8.53563 9.56277 2.36275
162.169 8.66203 10.0466 2.17624
162.225 8.77755 10.5372 1.97332
162.281 8.88143 11.0339 1.76699
162.337 8.97398 11.536 1.56486
162.393 9.05522 12.0429 1.36191
162.449 9.12449 12.554 1.15172
162.506 9.182 13.0686 0.936449
162.562 9.2279 13.5861 0.73344
162.618 9.26209 14.1057 0.531811
162.674 9.285 14.6269 0.327435
162.73 9.29681 15.149 0.135453
162.785 9.29812 15.6577 -0.0444581
162.839 9.29026 16.1571 -0.21604
162.893 9.27358 16.6559 -0.387541
162.946 9.24912 17.1535 -0.51327
163 9.21691 17.6495 -0.648367
163.056 9.17609 18.1659 -0.772018
163.112 9.12902 18.6799 -0.878236
163.169 9.07695 19.191 -0.957907
163.225 9.02082 19.6991 -1.02112
163.281 8.96183 20.2039 -1.05962
163.337 8.90151 20.7053 -1.08118
163.393 8.84031 21.2034 -1.08754
163.449 8.77968 21.698 -1.0725
163.506 8.72038 22.1892 -1.04642
163.562 8.66308 22.6772 -0.999715
163.618 8.60853 23.162 -0.951053
163.674 8.55747 23.6439 -0.881903
163.73 8.51024 24.123 -0.806295
163.787 8.46746 24.5997 -0.733784
163.843 8.42877 25.074 -0.656437
163.899 8.39456 25.5464 -0.576507
163.955 8.36517 26.017 -0.487658
164.011 8.34097 26.4861 -0.397357
164.067 8.32166 26.954 -0.309076
164.124 8.30709 27.421 -0.227532
164.18 8.29715 27.8874 -0.144529
164.236 8.29207 28.3533 -0.0561987
164.292 8.29186 28.8191 0.0319663
164.348 8.29663 29.2851 0.120399
164.404 8.30648 29.7515 0.212141
164.461 8.32132 30.2186 0.300656
164.517 8.3415 30.6868 0.397508
164.573 8.36698 31.1562 0.485423
164.629 8.39823 31.6273 0.596942
164.685 8.43496 32.1003 0.694561
164.742 8.47735 32.5756 0.793536
164.798 8.5248 33.0535 0.883596
164.854 8.57756 33.5341 0.975251
164.91 8.63538 34.0179 1.06424
164.966 8.69766 34.5052 1.14254
165.022 8.76369 34.996 1.19825
165.079 8.83246 35.4906 1.24187
165.135 8.90341 35.9892 1.27275
165.191 8.97576 36.4919 1.29291
165.247 9.04878 36.9986 1.30247
165.303 9.12187 37.5094 1.29714
165.36 9.19443 38.0243 1.28322
165.416 9.26554 38.5433 1.25691
165.472 9.33524 39.0662 1.22888
165.528 9.40334 39.5929 1.20076
165.584 9.46989 40.1234 1.17422
165.64 9.53511 40.6577 1.15481
165.697 9.59943 41.1955 1.13712
165.753 9.66276 41.7369 1.12219
165.809 9.7259 42.2819 1.12336
165.865 9.78891 42.8304 1.11837
165.921 9.85174 43.3825 1.11954
165.978 9.91492 43.9381 1.12978
166.034 9.9789 44.4973 1.14401
166.09 10.0438 45.0601 1.16598
166.146 10.1099 45.6265 1.18722
166.202 10.1774 46.1968 1.20753
166.258 10.2459 46.7709 1.2258
166.315 10.3152 47.3488 1.23965
166.371 10.3854 47.9307 1.25343
166.427 10.456 48.5165 1.26027
166.483 10.5267 49.1063 1.2568
166.539 10.5969 49.7001 1.23981
166.596 10.6653 50.2977 1.20637
166.652 10.7314 50.8991 1.15456
166.708 10.794 51.5041 1.08365
166.764 10.8517 52.1125 0.987373
166.82 10.9033 52.7239 0.868624
166.876 10.9483 53.338 0.752881
166.933 10.9856 53.9544 0.606896
166.989 11.0147 54.5726 0.456945
167.045 11.0351 55.1921 0.29835
167.101 11.0463 55.8125 0.135832
167.157 11.0483 56.4332 -0.0315241
167.213 11.0407 57.0537 -0.209636
167.27 11.023 57.6734 -0.387281
167.326 10.9949 58.2917 -0.575899
167.382 10.9561 58.9082 -0.761986
167.438 10.9073 59.5221 -0.937164
167.494 10.849 60.1329 -1.10662
167.551 10.7816 60.7402 -1.25452
167.607 10.7069 61.3434 -1.37974
167.663 10.6256 61.9422 -1.48783
167.719 10.5396 62.5363 -1.55286
167.775 10.4512 63.1254 -1.57985
167.831 10.3628 63.7096 -1.56717
167.888 10.2769 64.2888 -1.4979
167.944 10.1964 64.8634 -1.37844
168 10.1244 65.4338 -1.20738
168.056 10.0642 66.0005 -0.977012
168.112 10.0181 66.5643 -0.712297
168.169 9.98744 67.126 -0.433987
168.225 9.97315 67.6865 -0.134016
168.281 9.97611 68.2468 0.177349
168.337 9.99652 68.8079 0.486117
168.393 10.0334 69.3707 0.759078
168.449 10.0837 69.936 0.983162
168.506 10.1459 70.5045 1.18546
168.562 10.2176 71.0769 1.32992
168.618 10.2955 71.6535 1.41074
168.674 10.3756 72.2346 1.42708
168.73 10.4546 72.8202 1.38584
168.787 10.53 73.4101 1.30833
168.843 10.5989 74.004 1.16692
168.899 10.6586 74.6015 0.990609
168.955 10.7072 75.202 0.774781
169.011 10.7422 75.8048 0.521997
169.067 10.7626 76.4091 0.24297
169.124 10.7673 77.0139 -0.0320921
169.18 10.7557 77.6185 -0.320652
169.236 10.7279 78.2219 -0.612586
169.292 10.6838 78.8232 -0.899369
169.348 10.6241 79.4215 -1.16859
169.404 10.5501 80.0159 -1.41309
169.461 10.4635 80.6057 -1.62188
169.517 10.3659 81.1903 -1.80601
169.573 10.2594 81.7691 -1.95211
169.629 10.1466 82.3417 -2.04626
169.685 10.0295 82.9078 -2.09908
169.742 9.91116 83.4673 -2.10697
169.798 9.79305 84.0201 -2.09424
169.854 9.67695 84.5663 -2.04434
169.91 9.56451 85.1062 -1.97
169.966 9.45625 85.6398 -1.89882
170.022 9.35162 86.1675 -1.83975
170.079 9.25008 86.6895 -1.79097
170.135 9.15038 87.2058 -1.7658
170.191 9.05129 87.7165 -1.76307
170.247 8.95182 88.2217 -1.77998
170.303 8.85069 88.7212 -1.82561
170.36 8.74587 89.2149 -1.893
170.416 8.63668 89.7026 -1.97909
170.472 8.52222 90.184 -2.07761
170.528 8.40184 90.6587 -2.18453
170.584 8.27582 91.1265 -2.28381
170.64 8.14426 91.587 -2.3805
170.697 8.00692 92.0399 -2.47868
170.753 7.86428 92.485 -2.58061
170.809 7.71649 92.9218 -2.65843
170.865 7.56472 93.3503 -2.73163
170.921 7.40908 93.77 -2.79692
170.978 7.25066 94.1809 -2.83818
171.034 7.08968 94.5828 -2.883
171.09 6.92626 94.9756 -2.92245
171.146 6.76089 95.3592 -2.96009
171.202 6.59369 95.7334 -2.98327
171.258 6.42557 96.0982 -3.00387
171.315 6.25559 96.4534 -3.03326
171.371 6.08491 96.7991 -3.04358
171.427 5.91381 97.1352 -3.04905
171.483 5.74207 97.4616 -3.06117
171.539 5.56976 97.7784 -3.0711
171.596 5.39669 98.0855 -3.08527
171.652 5.22299 98.3828 -3.09337
171.708 5.0488 98.6704 -3.10592
171.764 4.8738 98.9481 -3.12088
171.82 4.69833 99.216 -3.13249
171.876 4.52137 99.474 -3.15634
171.933 4.34332 99.722 -3.17843
171.989 4.1646 99.96 -3.18336
172.045 3.98538 100.188 -3.19024
172.101 3.80671 100.406 -3.16942
172.157 3.62948 100.614 -3.14603
172.213 3.45382 100.812 -3.111
172.27 3.28057 101 -3.06605
172.326 3.11051 101.178 -2.99791
172.382 2.94423 101.348 -2.93079
172.438 2.78268 101.507 -2.83764
172.494 2.62672 101.659 -2.73089
172.551 2.4769 101.801 -2.62155
172.607 2.33379 101.935 -2.49574
172.663 2.19816 102.062 -2.35804
172.719 2.07039 102.181 -2.21755
172.775 1.95084 102.293 -2.06876
172.831 1.83962 102.399 -1.91749
172.888 1.73731 102.499 -1.7563
172.944 1.64412 102.593 -1.59632
173 1.56006 102.683 -1.42939
173.056 1.48498 102.768 -1.27293
173.112 1.41866 102.849 -1.11949
173.169 1.36123 102.927 -0.958371
173.225 1.31233 103.002 -0.811011
173.281 1.27195 103.074 -0.65932
173.337 1.23979 103.144 -0.513463
173.393 1.21597 103.213 -0.368093
173.449 1.20001 103.281 -0.227561
173.506 1.1921 103.348 -0.0879684
173.562 1.19201 103.415 0.0544801
173.618 1.19982 103.482 0.195361
173.674 1.21488 103.55 0.317342
173.73 1.23691 103.619 0.438504
173.787 1.26616 103.689 0.571228
173.843 1.30248 103.762 0.702838
173.899 1.3468 103.836 0.848396
173.955 1.3992 103.914 0.988314
174.011 1.45996 103.994 1.14594
174.067 1.52947 104.079 1.30014
174.124 1.60791 104.167 1.45885
174.18 1.69521 104.26 1.61729
174.236 1.79108 104.359 1.76119
174.292 1.89415 104.463 1.88249
174.348 2.00315 104.573 1.97718
174.404 2.11622 104.689 2.0352
174.461 2.23155 104.812 2.06005
174.517 2.34687 104.941 2.04022
174.573 2.45928 105.077 1.9705
174.629 2.56718 105.219 1.88511
174.685 2.66916 105.366 1.76586
174.742 2.76373 105.52 1.62708
174.798 2.84968 105.678 1.46389
174.854 2.92647 105.841 1.30621
174.91 2.99492 106.007 1.15767
174.966 3.0546 106.178 0.998899
175.022 3.10547 106.351 0.845291
175.079 3.14783 106.527 0.690168
175.135 3.18195 106.705 0.554852
175.191 3.20919 106.885 0.440347
175.247 3.2304 107.066 0.334591
175.303 3.2457 107.248 0.235496
175.36 3.25624 107.43 0.159537
175.416 3.26316 107.614 0.103935
175.472 3.26787 107.797 0.0730062
175.528 3.27175 107.981 0.0697165
175.584 3.27614 108.165 0.08586
175.64 3.28195 108.349 0.118198
175.697 3.28993 108.534 0.162642
175.753 3.30048 108.719 0.204958
175.809 3.3138 108.905 0.261222
175.865 3.33062 109.091 0.32468
175.921 3.35099 109.279 0.387052
175.978 3.37469 109.468 0.442419
176.034 3.40151 109.659 0.500328
176.09 3.43126 109.851 0.548146
176.146 3.46349 110.045 0.591725
176.202 3.49831 110.24 0.638036
176.258 3.53558 110.438 0.680251
176.315 3.57532 110.638 0.728508
176.371 3.61799 110.84 0.779252
176.427 3.66356 111.045 0.834238
176.483 3.71265 111.253 0.897348
176.539 3.76526 111.463 0.967252
176.596 3.82208 111.676 1.0428
176.652 3.88418 111.893 1.14332
176.708 3.95114 112.114 1.22932
176.764 4.02343 112.338 1.33133
176.82 4.10083 112.567 1.41588
176.876 4.18278 112.8 1.48894
176.933 4.26924 113.038 1.57332
176.989 4.36051 113.28 1.65845
177.045 4.45651 113.529 1.741
177.101 4.55684 113.782 1.81603
177.157 4.661 114.042 1.87517
177.213 4.7682 114.307 1.92721
177.27 4.87781 114.579 1.96375
177.326 4.98887 114.857 1.98429
177.382 5.10088 115.141 1.99846
177.438 5.21296 115.431 1.99259
177.494 5.32454 115.728 1.9786
177.551 5.43493 116.031 1.95406
177.607 5.54338 116.34 1.91461
177.663 5.64933 116.655 1.86604
177.719 5.75253 116.975 1.81291
177.775 5.85248 117.302 1.75074
177.831 5.94872 117.634 1.68254
177.888 6.04097 117.971 1.61339
177.944 6.12928 118.314 1.54592
178 6.21343 118.661 1.46553
178.056 6.29319 119.013 1.39104
178.112 6.3695 119.369 1.33802
178.169 6.44303 119.729 1.28947
178.225 6.51405 120.094 1.25044
178.281 6.58332 120.462 1.22603
178.337 6.65145 120.834 1.20416
178.393 6.71839 121.21 1.1838
178.449 6.78401 121.59 1.15704
178.506 6.84786 121.973 1.1212
178.562 6.90968 122.36 1.08576
178.618 6.96937 122.75 1.04445
178.674 7.02634 123.143 0.98931
178.73 7.07963 123.54 0.919476
178.787 7.12846 123.939 0.836177
178.843 7.17263 124.341 0.752806
178.899 7.21195 124.746 0.662624
178.955 7.24551 125.152 0.55173
179.011 7.27265 125.56 0.439251
179.067 7.29342 125.969 0.323557
179.124 7.30736 126.379 0.201821
179.18 7.31466 126.79 0.0844654
179.236 7.31564 127.201 -0.0291732
179.292 7.31019 127.612 -0.139672
179.348 7.29918 128.022 -0.2334
179.404 7.28287 128.432 -0.326206
179.461 7.26166 128.84 -0.411317
179.517 7.23635 129.248 -0.473212
179.573 7.20764 129.653 -0.531796
179.629 7.17629 130.057 -0.574676
179.685 7.1431 130.459 -0.599486
179.742 7.10889 130.859 -0.616002
179.798 7.07382 131.257 -0.626099
179.854 7.03871 131.654 -0.621501
179.91 7.00411 132.048 -0.611284
179.966 6.97032 132.44 -0.594534
180.022 6.93765 132.831 -0.572015
180.079 6.90692 133.219 -0.530923
180.135 6.87812 133.607 -0.499905
180.191 6.85148 133.992 -0.456484
180.247 6.82736 134.376 -0.411883
180.303 6.8058 134.759 -0.364774
180.36 6.78729 135.141 -0.306792
180.416 6.77211 135.521 -0.245272
180.472 6.7604 135.901 -0.182054
180.528 6.75254 136.281 -0.111092
180.584 6.74903 136.66 -0.0300948
180.64 6.75005 137.039 0.0551693
180.697 6.75617 137.419 0.145195
180.753 6.76786 137.799 0.251955
180.809 6.78556 138.179 0.354154
180.865 6.80927 138.561 0.472594
180.921 6.84035 138.945 0.608457
180.978 6.87938 139.331 0.751074
181.034 6.92617 139.719 0.890524
181.09 6.98139 140.11 1.04975
181.146 7.04563 140.504 1.20509
181.202 7.11904 140.902 1.37342
181.258 7.20184 141.305 1.53771
181.315 7.29345 141.712 1.6956
181.371 7.39403 142.126 1.85027
181.427 7.50277 142.545 1.99633
181.483 7.61951 142.97 2.13319
181.539 7.74403 143.402 2.27055
181.596 7.87548 143.842 2.38831
181.652 8.01452 144.289 2.52472
181.708 8.16003 144.744 2.63466
181.764 8.31174 145.207 2.73884
181.82 8.46824 145.68 2.81565
181.876 8.62887 146.161 2.88404
181.933 8.79307 146.651 2.94856
181.989 8.9604 147.151 2.99451
182.045 9.12961 147.66 3.01959
182.101 9.29987 148.178 3.03393
182.157 9.47062 148.707 3.0403
182.213 9.64109 149.244 3.0294
182.27 9.81047 149.792 3.00335
182.326 9.9775 150.349 2.95199
182.382 10.1415 150.915 2.89792
182.438 10.3024 151.49 2.84036
182.494 10.4594 152.074 2.7622
182.551 10.6119 152.667 2.67934
182.607 10.7594 153.268 2.58346
182.663 10.9008 153.877 2.47449
182.719 11.0361 154.494 2.36037
182.775 11.1652 155.119 2.25587
182.831 11.2882 155.75 2.14067
182.888 11.4056 156.388 2.05192
182.944 11.518 157.033 1.96779
183 11.6262 157.683 1.90078
183.056 11.7311 158.34 1.84401
183.112 11.8334 159.003 1.80837
183.169 11.9344 159.671 1.78336
183.225 12.0351 160.345 1.79388
183.281 12.1366 161.024 1.8156
183.337 12.2392 161.71 1.83527
183.393 12.3429 162.401 1.85352
183.449 12.4474 163.098 1.86826
183.506 12.552 163.8 1.85491
183.562 12.6555 164.509 1.82396
183.618 12.756 165.223 1.76546
183.674 12.8524 165.943 1.68232
183.73 12.9431 166.668 1.56558
183.787 13.0269 167.398 1.44037
183.843 13.1033 168.133 1.31014
183.899 13.173 168.871 1.19425
183.955 13.2362 169.614 1.0825
184.011 13.2941 170.359 0.993187
184.067 13.347 171.108 0.913227
184.124 13.3961 171.859 0.852542
184.18 13.4421 172.614 0.798211
184.236 13.4854 173.37 0.748427
184.292 13.5257 174.129 0.688661
184.348 13.5619 174.89 0.613676
184.404 13.5938 175.653 0.541126
184.461 13.622 176.418 0.478513
184.517 13.6468 177.184 0.419192
184.573 13.6691 177.951 0.380005
184.629 13.6899 178.72 0.362536
184.685 13.7099 179.49 0.361318
184.742 13.7297 180.261 0.355001
184.798 13.7503 181.033 0.365897
184.854 13.7715 181.806 0.386617
184.91 13.7938 182.58 0.404663
184.966 13.8177 183.356 0.437331
185.022 13.8434 184.133 0.47074
185.079 13.8709 184.912 0.499258
185.135 13.8995 185.692 0.520171
185.191 13.9298 186.474 0.551221
185.247 13.962 187.258 0.584441
185.303 13.9949 188.043 0.587579
185.36 14.0282 188.831 0.595154
185.416 14.0614 189.62 0.58496
185.472 14.0931 190.411 0.549737
185.528 14.122 191.204 0.484997
185.584 14.146 191.998 0.382411
185.64 14.1631 192.793 0.245903
185.697 14.171 193.589 0.0620402
185.753 14.1673 194.385 -0.155258
185.809 14.1505 195.181 -0.402227
185.865 14.1182 195.974 -0.692331
185.921 14.0688 196.766 -1.0109
185.978 14.0003 197.554 -1.35902
186.034 13.9116 198.338 -1.72844
186.09 13.8016 199.116 -2.10804
186.146 13.6707 199.887 -2.47838
186.202 13.5192 200.65 -2.83931
186.258 13.3482 201.404 -3.18027
186.315 13.1587 202.147 -3.49788
186.371 12.9521 202.88 -3.79284
186.427 12.7294 203.6 -4.07178
186.483 12.4922 204.307 -4.31938
186.539 12.2417 205 -4.5466
186.596 11.9785 205.679 -4.77046
186.652 11.7034 206.343 -4.98043
186.708 11.4168 206.991 -5.17787
186.764 11.1198 207.622 -5.35659
186.82 10.8132 208.237 -5.52322
186.876 10.4975 208.834 -5.68239
186.933 10.1731 209.413 -5.83357
186.989 9.84054 209.973 -5.9744
187.045 9.50085 210.514 -6.09211
187.101 9.15573 211.036 -6.17943
187.157 8.80602 211.539 -6.24896
187.213 8.4535 212.022 -6.28434
187.27 8.10035 212.485 -6.28089
187.326 7.7481 212.928 -6.25946
187.382 7.39828 213.352 -6.20784
187.438 7.05359 213.756 -6.08526
187.494 6.7164 214.14 -5.9413
187.551 6.38822 214.507 -5.77201
