# t dissipation energy Reynolds eta
160.001 0.0794929 2.20911 14.9803 2.95561
160.003 0.0950482 2.21289 13.7232 2.82646
160.006 0.0886311 2.21203 14.2058 2.87629
160.009 0.0836329 2.21121 14.6187 2.91834
160.014 0.0816855 2.21096 14.7903 2.93558
160.019 0.0806331 2.21081 14.8855 2.94511
160.024 0.0799934 2.21071 14.9442 2.95098
160.03 0.0795987 2.21064 14.9807 2.95463
160.037 0.0793557 2.21059 15.0033 2.95689
160.044 0.0792094 2.21057 15.017 2.95825
160.051 0.0791302 2.21058 15.0246 2.95899
160.059 0.0790971 2.21061 15.028 2.9593
160.067 0.0790938 2.21065 15.0286 2.95933
160.075 0.0791103 2.21072 15.0274 2.95918
160.084 0.0791415 2.21079 15.025 2.95889
160.092 0.0791845 2.21088 15.0215 2.95849
160.101 0.0792318 2.21098 15.0177 2.95804
160.111 0.079308 2.21111 15.0113 2.95733
160.12 0.0793945 2.21123 15.004 2.95653
160.13 0.0794877 2.21138 14.9962 2.95566
160.14 0.0795932 2.21156 14.9875 2.95468
160.149 0.0797157 2.21175 14.9772 2.95355
160.159 0.0798437 2.21195 14.9666 2.95236
160.17 0.0799773 2.21217 14.9556 2.95113
160.18 0.0801213 2.21241 14.9438 2.9498
160.19 0.0802735 2.21267 14.9313 2.9484
160.2 0.0804321 2.21294 14.9184 2.94695
160.211 0.0806016 2.21323 14.9047 2.9454
160.222 0.0807836 2.21355 14.8901 2.94374
160.232 0.0809728 2.21388 14.8749 2.94201
160.243 0.0811642 2.21421 14.8595 2.94028
160.254 0.0813661 2.21457 14.8435 2.93845
160.264 0.0815771 2.21495 14.8268 2.93655
160.275 0.0817957 2.21534 14.8096 2.93459
160.286 0.082016 2.21574 14.7924 2.93261
160.297 0.0822401 2.21615 14.7749 2.93061
160.308 0.0824773 2.2166 14.7567 2.92851
160.319 0.0827191 2.21705 14.7381 2.92636
160.33 0.0829646 2.21752 14.7194 2.9242
160.341 0.0832125 2.21801 14.7007 2.92202
160.352 0.0834634 2.2185 14.6818 2.91982
160.363 0.0837105 2.21901 14.6635 2.91766
160.374 0.0839585 2.21954 14.6453 2.9155
160.385 0.0842193 2.22008 14.6262 2.91324
160.396 0.0844854 2.22062 14.6067 2.91095
160.407 0.0847574 2.22119 14.587 2.90861
160.418 0.0850425 2.22178 14.5664 2.90617
160.429 0.085318 2.22236 14.5466 2.90382
160.44 0.0856014 2.22296 14.5264 2.90141
160.451 0.0858894 2.22358 14.5061 2.89898
160.463 0.0861757 2.22419 14.486 2.89657
160.474 0.0864583 2.22482 14.4664 2.8942
160.485 0.0867416 2.22546 14.4469 2.89183
160.496 0.0870314 2.2261 14.427 2.88942
160.507 0.0873249 2.22677 14.407 2.88699
160.519 0.0876206 2.22744 14.387 2.88455
160.53 0.087916 2.22812 14.3672 2.88212
160.541 0.0882149 2.22881 14.3473 2.87968
160.552 0.0885143 2.22952 14.3275 2.87724
160.563 0.0888129 2.23023 14.308 2.87482
160.575 0.0890848 2.23089 14.2904 2.87262
160.586 0.0893721 2.2316 14.2719 2.87031
160.597 0.0896843 2.23233 14.2518 2.86781
160.608 0.0899943 2.23307 14.2319 2.86534
160.619 0.090296 2.2338 14.2127 2.86294
160.631 0.0906137 2.23457 14.1927 2.86043
160.642 0.0909255 2.23533 14.1732 2.85797
160.653 0.0912282 2.2361 14.1545 2.8556
160.664 0.0915383 2.23686 14.1353 2.85318
160.675 0.0918367 2.23763 14.1172 2.85086
160.687 0.0921241 2.23839 14.0999 2.84863
160.698 0.0924123 2.23916 14.0828 2.84641
160.709 0.0926969 2.23992 14.0659 2.84422
160.72 0.0929831 2.24069 14.0491 2.84203
160.731 0.0932753 2.24146 14.0319 2.8398
160.743 0.0935728 2.24224 14.0144 2.83754
160.754 0.0938642 2.24299 13.9973 2.83534
160.765 0.0941624 2.24377 13.98 2.83309
160.776 0.0944568 2.24457 13.9632 2.83088
160.787 0.094749 2.24537 13.9466 2.82869
160.798 0.0950393 2.24617 13.9303 2.82653
160.81 0.0953301 2.24697 13.914 2.82437
160.821 0.0956343 2.24782 13.897 2.82212
160.832 0.0959342 2.24864 13.8804 2.81992
160.843 0.0962283 2.24946 13.8642 2.81776
160.854 0.0965313 2.25029 13.8476 2.81555
160.866 0.0968418 2.25112 13.8304 2.81329
160.877 0.0971467 2.25196 13.8138 2.81108
160.888 0.0974548 2.25281 13.7972 2.80885
160.899 0.0977502 2.25363 13.7814 2.80673
160.91 0.0980465 2.25447 13.7657 2.8046
160.922 0.0983236 2.25531 13.7514 2.80263
160.933 0.0986152 2.25615 13.7361 2.80055
160.944 0.0989064 2.25698 13.7209 2.79849
160.955 0.0992123 2.25784 13.705 2.79633
160.966 0.0995145 2.25867 13.6892 2.7942
160.978 0.0997948 2.2595 13.675 2.79224
160.989 0.100059 2.26031 13.6618 2.7904
161 0.100305 2.2611 13.6498 2.78868
161.011 0.100539 2.26189 13.6386 2.78705
161.022 0.100785 2.26269 13.6268 2.78535
161.034 0.10103 2.2635 13.6152 2.78367
161.045 0.101272 2.2643 13.6037 2.782
161.056 0.101524 2.26511 13.5917 2.78028
161.067 0.10179 2.26594 13.5789 2.77846
161.079 0.102058 2.26677 13.566 2.77663
161.09 0.102324 2.2676 13.5533 2.77482
161.101 0.1026 2.26843 13.5401 2.77296
161.112 0.102873 2.26927 13.5271 2.77111
161.124 0.10315 2.27011 13.5139 2.76925
161.135 0.103445 2.27098 13.4997 2.76727
161.146 0.103731 2.27184 13.4863 2.76537
161.157 0.104025 2.27268 13.4721 2.76341
161.169 0.104325 2.27354 13.4578 2.76142
161.18 0.10462 2.27439 13.4439 2.75947
161.191 0.104918 2.27526 13.43 2.75751
161.202 0.105232 2.27615 13.4151 2.75545
161.213 0.105544 2.27703 13.4005 2.75341
161.225 0.105852 2.27792 13.3862 2.75141
