# i t cells coeurs_suggere(~100k/coeur)
12880 160.092 196764 2
12900 160.297 197240 2
12920 160.519 198080 2
12940 160.743 198955 2
12960 160.966 199417 2
12980 161.191 199970 2
13000 161.416 200726 3
13020 161.64 200180 3
13040 161.865 200159 3
13060 162.09 199067 2
13080 162.315 197751 2
13100 162.539 197443 2
13120 162.764 196995 2
13140 162.989 196813 2
13160 163.213 197107 2
13180 163.438 197877 2
13200 163.663 197716 2
13220 163.888 198507 2
13240 164.112 197982 2
13260 164.337 198248 2
13280 164.562 198535 2
13300 164.787 198262 2
13320 165.011 198318 2
13340 165.236 198381 2
13360 165.461 198787 2
13380 165.685 198528 2
13400 165.91 198577 2
13420 166.135 198675 2
13440 166.36 198773 2
13460 166.584 198815 2
13480 166.809 199725 2
13500 167.034 199620 2
13520 167.258 200418 3
13540 167.483 200971 3
13560 167.708 201860 3
13580 167.933 202329 3
13600 168.157 203239 3
13620 168.382 204709 3
13640 168.607 206228 3
13660 168.831 206886 3
13680 169.056 207586 3
13700 169.281 208937 3
13720 169.506 210099 3
13740 169.73 210456 3
13760 169.955 210743 3
13780 170.18 212262 3
13800 170.404 212101 3
13820 170.629 210771 3
13840 170.854 210708 3
13860 171.079 211121 3
13880 171.303 210652 3
13900 171.528 211184 3
13920 171.753 210540 3
13940 171.978 209231 3
13960 172.202 209252 3
13980 172.427 208160 3
14000 172.652 207754 3
14020 172.876 207586 3
14040 173.101 207663 3
14060 173.326 207712 3
14080 173.551 207551 3
14100 173.775 208405 3
14120 174 208629 3
14140 174.225 209231 3
14160 174.449 209553 3
14180 174.674 209973 3
14200 174.899 209553 3
14220 175.124 209336 3
14240 175.348 209070 3
14260 175.573 208930 3
14280 175.798 209168 3
14300 176.022 210295 3
14320 176.247 210869 3
14340 176.472 210855 3
14360 176.697 211590 3
14380 176.921 211961 3
14400 177.146 212388 3
14420 177.371 212787 3
14440 177.596 212878 3
14460 177.82 214775 3
14480 178.045 214614 3
14500 178.27 215307 3
14520 178.494 216938 3
14540 178.719 216784 3
14560 178.944 218233 3
14580 179.169 218422 3
14600 179.393 219486 3
14620 179.618 219346 3
14640 179.843 219157 3
14660 180.067 219787 3
14680 180.292 219122 3
14700 180.517 218485 3
14720 180.742 217820 3
14740 180.966 216945 3
14760 181.191 217435 3
14780 181.416 217211 3
14800 181.64 217519 3
14820 181.865 216889 3
14840 182.09 217456 3
14860 182.315 216686 3
14880 182.539 215629 3
14900 182.764 216140 3
14920 182.989 214705 3
14940 183.213 214635 3
14960 183.438 214789 3
14980 183.663 214670 3
15000 183.888 214943 3
15020 184.112 215076 3
15040 184.337 214614 3
15060 184.562 214635 3
15080 184.787 213956 3
15100 185.011 212801 3
15120 185.236 211919 3
15140 185.461 211632 3
15160 185.685 210883 3
15180 185.91 210428 3
15200 186.135 209938 3
15220 186.36 209140 3
15240 186.584 208258 3
15260 186.809 207796 3
15280 187.034 207047 3
15300 187.258 207628 3
15320 187.483 207635 3
15340 187.708 208062 3
15360 187.933 207593 3
15380 188.157 208097 3
15400 188.382 208503 3
15420 188.607 207922 3
15440 188.831 208706 3
15460 189.056 209406 3
15480 189.281 209567 3
15500 189.506 210610 3
15520 189.73 211254 3
15540 189.955 212234 3
15560 190.18 214075 3
15580 190.404 215027 3
15600 190.629 216154 3
15620 190.854 217330 3
15640 191.079 218863 3
15660 191.303 219913 3
15680 191.528 221271 3
15700 191.753 222342 3
15720 191.978 222685 3
15740 192.202 222867 3
15760 192.427 223812 3
15780 192.652 223868 3
15800 192.876 223980 3
15820 193.101 224652 3
15840 193.326 225338 3
15860 193.551 225163 3
15880 193.775 225681 3
15900 194 226038 3
