# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi
160.001 2006.97 60 60 60 0.0598448 0.0647336 -0.000175509 14.0625 14.0625 14.0625 15.65 1
160.019 2015.37 60.0319 60.0461 59.9985 2.70349 3.32045 0.185649 15 15 14.0625 15.6718 1.06667
160.051 2025.17 60.1278 60.16 60.0131 2.73173 3.40498 0.416555 15 15 15.9375 15.6972 1.0625
160.092 2026.23 60.2424 60.2921 60.023 2.74915 3.49415 0.696556 15 15 15.9375 15.6999 1.0625
160.14 2029.1 60.3713 60.464 60.0719 2.76937 3.59824 0.997752 15 15 15.9375 15.7073 1.0625
160.19 2029.42 60.528 60.6464 60.1289 2.77227 3.68778 1.30304 15 15 15.9375 15.7081 1.0625
160.243 2022.34 60.6653 60.8331 60.1991 2.74953 3.78968 1.60263 15 15.9375 15 15.6898 1.0625
160.297 2028.45 60.8229 61.0619 60.2869 2.70751 3.88421 1.85985 14.0625 15.9375 15 15.7056 1.13333
160.352 2033.74 60.9507 61.2697 60.3968 2.63591 3.98126 2.1003 14.0625 15 15 15.7193 1.06667
160.407 2037.07 61.0873 61.4749 60.5134 2.54475 4.08173 2.28508 15 15 15 15.7279 1
160.463 2032.12 61.2357 61.7101 60.6389 2.41605 4.1814 2.46028 15 15 15 15.7151 1
160.519 2031.2 61.3578 61.9562 60.768 2.29086 4.28516 2.57453 15 15.9375 15 15.7127 1.0625
160.575 2030.25 61.4993 62.1892 60.9056 2.13237 4.39401 2.66842 15 15 14.0625 15.7103 1.06667
160.631 2033.81 61.6162 62.433 61.0537 1.98209 4.51353 2.74385 15 15 15 15.7195 1
160.687 2027.46 61.7228 62.6833 61.1963 1.81746 4.6435 2.82033 15 15 15 15.7031 1
160.743 2030.38 61.8238 62.9524 61.358 1.65256 4.76063 2.83462 15.9375 15 15 15.7106 1.0625
160.798 2037.89 61.9096 63.2114 61.5172 1.48455 4.89975 2.82945 15.9375 15 15 15.7299 1.0625
160.854 2025.04 61.9998 63.4971 61.6659 1.30476 5.03548 2.85378 15.9375 15 14.0625 15.6968 1.13333
160.91 2026.17 62.063 63.7704 61.8108 1.1268 5.15956 2.85128 15.9375 15 14.0625 15.6997 1.13333
160.966 2031.64 62.1342 64.0691 61.9616 0.96027 5.27671 2.78974 15.9375 15 14.0625 15.7138 1.13333
161.022 2032.75 62.1829 64.3488 62.1011 0.792536 5.39503 2.7509 15.9375 15 14.0625 15.7167 1.13333
161.079 2024.47 62.2288 64.6535 62.2469 0.631588 5.48866 2.7066 15.9375 15.9375 14.0625 15.6953 1.13333
161.135 2028.4 62.2629 64.9588 62.3908 0.476374 5.58027 2.63325 15 15 15 15.7055 1
161.191 2026.69 62.3016 65.2774 62.537 0.325137 5.64228 2.58232 15 15 14.0625 15.7011 1.06667
161.247 2027.54 62.304 65.5861 62.6524 0.182912 5.68408 2.54013 15 15.9375 14.0625 15.7033 1.13333
161.303 2027.35 62.3126 65.9173 62.796 0.0157389 5.7517 2.47369 15 15 14.0625 15.7028 1.06667
161.36 2031.98 62.3021 66.2269 62.9178 -0.15264 5.79258 2.41164 15 15 14.0625 15.7147 1.06667
161.416 2028.61 62.2992 66.5413 63.0483 -0.344068 5.83779 2.35944 15 15.9375 14.0625 15.706 1.13333
161.472 2029.38 62.2796 66.8784 63.1678 -0.540963 5.88549 2.27678 15 15 14.0625 15.708 1.06667
161.528 2027.96 62.2564 67.1949 63.2703 -0.747075 5.94976 2.19983 15 15 15 15.7044 1
161.584 2023.79 62.2194 67.5397 63.3812 -0.96355 6.0136 2.13182 15 15.9375 15 15.6936 1.0625
161.64 2028.86 62.1668 67.8744 63.4919 -1.17373 6.05772 2.02529 15.9375 15 14.0625 15.7067 1.13333
161.697 2029.69 62.0824 68.2005 63.5897 -1.40683 6.10913 1.93712 15.9375 15.9375 14.0625 15.7088 1.13333
161.753 2026.08 62.0079 68.539 63.69 -1.63057 6.1413 1.83809 15.9375 15.9375 14.0625 15.6995 1.13333
161.809 2039.46 61.9147 68.8815 63.773 -1.83619 6.18569 1.67614 15.9375 15 14.0625 15.734 1.13333
161.865 2024.71 61.7991 69.2401 63.8515 -2.05509 6.2273 1.56568 15.9375 15.9375 14.0625 15.696 1.13333
161.921 2037.43 61.6901 69.5909 63.9187 -2.24127 6.27951 1.40886 15.9375 15 14.0625 15.7288 1.13333
161.978 2031.34 61.5449 69.9147 63.9824 -2.44319 6.31061 1.30527 15.9375 15 14.0625 15.7131 1.13333
162.034 2027.74 61.4262 70.2797 64.0419 -2.6375 6.33414 1.18043 15 15.9375 14.0625 15.7038 1.13333
162.09 2030.76 61.3008 70.6297 64.0876 -2.78202 6.36186 1.05241 15.9375 15 14.0625 15.7116 1.13333
162.146 2025.31 61.1238 70.9725 64.1327 -2.94412 6.37378 0.95157 15.9375 15.9375 14.0625 15.6975 1.13333
162.202 2025.72 60.9629 71.348 64.1642 -3.07125 6.38132 0.863114 15.9375 15.9375 14.0625 15.6986 1.13333
162.258 2028.07 60.7847 71.6813 64.1914 -3.18945 6.36618 0.761106 15.9375 15 14.0625 15.7047 1.13333
162.315 2025.91 60.6105 72.0488 64.2207 -3.28648 6.33783 0.713129 15.9375 15.9375 14.0625 15.6991 1.13333
162.371 2027.26 60.4378 72.4011 64.2479 -3.38356 6.32616 0.643029 15 15 15 15.7026 1
162.427 2028.32 60.2541 72.7387 64.2771 -3.48121 6.28022 0.60118 15.9375 15 15 15.7053 1.0625
162.483 2025.85 60.0621 73.0932 64.2829 -3.55985 6.25062 0.598016 15.9375 15.9375 15 15.6989 1.0625
162.539 2032.51 59.8514 73.4286 64.3098 -3.62282 6.19301 0.553322 15.9375 15 15 15.7161 1.0625
162.596 2027.89 59.649 73.7641 64.3357 -3.70168 6.13294 0.588533 15.9375 15 15 15.7042 1.0625
