# t dissipation energy Reynolds eta
76.0007 1.29402 14.4991 24.3691 1.47145
76.0021 1.28939 14.5097 24.4306 1.47277
76.0041 1.29127 14.5101 24.4135 1.47223
76.0066 1.28457 14.5098 24.4766 1.47414
76.0097 1.28138 14.5096 24.5067 1.47506
76.0132 1.2799 14.5094 24.5206 1.47549
76.017 1.27901 14.5092 24.5287 1.47574
76.0213 1.27842 14.5089 24.5339 1.47591
76.0259 1.27801 14.5087 24.5374 1.47603
76.0308 1.27762 14.5083 24.5405 1.47615
76.036 1.27736 14.508 24.5424 1.47622
76.0415 1.27712 14.5076 24.5441 1.47629
76.0471 1.27696 14.5073 24.5451 1.47634
76.053 1.27678 14.5069 24.5462 1.47639
76.0591 1.27666 14.5066 24.5468 1.47642
76.0653 1.27659 14.5063 24.547 1.47644
76.0717 1.27645 14.5059 24.5477 1.47648
76.0783 1.27632 14.5055 24.5483 1.47652
76.0849 1.27622 14.5051 24.5485 1.47655
76.0917 1.27611 14.5047 24.5488 1.47658
76.0986 1.276 14.5042 24.5492 1.47661
76.1056 1.2759 14.5037 24.5492 1.47664
76.1127 1.27577 14.5032 24.5497 1.47668
76.1198 1.27571 14.5029 24.5497 1.4767
76.1271 1.27561 14.5024 24.5498 1.47673
76.1344 1.27552 14.5019 24.5499 1.47675
76.1418 1.27541 14.5015 24.5501 1.47678
76.1492 1.27533 14.501 24.5502 1.47681
76.1566 1.27528 14.5006 24.55 1.47682
76.1642 1.27522 14.5002 24.5498 1.47684
76.1717 1.27512 14.4997 24.55 1.47687
76.1793 1.27508 14.4992 24.5496 1.47688
76.1869 1.275 14.4988 24.5495 1.4769
76.1946 1.27498 14.4983 24.549 1.47691
76.2022 1.27496 14.4979 24.5485 1.47691
76.21 1.27492 14.4974 24.5481 1.47693
76.2177 1.27485 14.4969 24.5478 1.47695
76.2255 1.2748 14.4965 24.5477 1.47696
76.2332 1.2747 14.4959 24.5475 1.47699
# t dissipation energy Reynolds eta
76.2107 1.27492 14.4974 24.5481 1.47693
76.2121 1.27488 14.4973 24.5483 1.47694
76.2141 1.2749 14.4973 24.5481 1.47693
76.2166 1.27493 14.4973 24.5477 1.47692
76.2197 1.27489 14.4971 24.5477 1.47693
76.2232 1.27484 14.4968 24.5478 1.47695
76.227 1.27482 14.4967 24.5477 1.47696
76.2313 1.27477 14.4964 24.5478 1.47697
76.2359 1.27473 14.4961 24.5476 1.47698
76.2408 1.27472 14.4959 24.5474 1.47699
76.246 1.27468 14.4956 24.5472 1.477
76.2514 1.27463 14.4952 24.5471 1.47701
76.2571 1.2746 14.4949 24.5469 1.47702
76.263 1.27456 14.4946 24.5466 1.47703
76.2691 1.27453 14.4942 24.5464 1.47704
76.2753 1.27447 14.4938 24.5462 1.47706
76.2818 1.27439 14.4933 24.5462 1.47708
76.2883 1.27441 14.493 24.5456 1.47707
76.2949 1.27438 14.4927 24.5452 1.47708
76.3017 1.27434 14.4923 24.5449 1.47709
76.3086 1.27429 14.4918 24.5446 1.47711
76.3156 1.27425 14.4914 24.5443 1.47712
76.3227 1.2742 14.4909 24.544 1.47714
76.3298 1.27412 14.4904 24.5439 1.47716
76.337 1.27409 14.49 24.5435 1.47717
76.3443 1.27407 14.4896 24.5431 1.47717
76.3517 1.27406 14.4893 24.5425 1.47717
76.3591 1.274 14.4888 24.5423 1.47719
76.3666 1.27393 14.4883 24.5422 1.47721
76.3741 1.27388 14.4879 24.5419 1.47723
76.3816 1.27387 14.4875 24.5413 1.47723
76.3892 1.27382 14.487 24.5409 1.47724
76.3968 1.27378 14.4865 24.5406 1.47726
76.4045 1.27374 14.486 24.5401 1.47727
76.4121 1.27373 14.4856 24.5396 1.47727
76.4198 1.2737 14.4852 24.5391 1.47728
76.4276 1.27365 14.4847 24.5389 1.4773
76.4353 1.27363 14.4843 24.5382 1.4773
76.443 1.27365 14.484 24.5376 1.47729
76.4508 1.27364 14.4836 24.537 1.4773
76.4586 1.27361 14.4832 24.5366 1.47731
76.4665 1.27357 14.4828 24.5363 1.47732
76.4743 1.27357 14.4824 24.5357 1.47732
76.4822 1.27353 14.482 24.5353 1.47733
76.49 1.27352 14.4816 24.5348 1.47733
76.4978 1.27345 14.4811 24.5346 1.47735
76.5057 1.27341 14.4807 24.5342 1.47736
76.5135 1.27335 14.4802 24.534 1.47738
76.5214 1.27331 14.4798 24.5336 1.47739
76.5292 1.27327 14.4793 24.5333 1.4774
76.5371 1.27321 14.4789 24.5332 1.47742
76.5449 1.27316 14.4785 24.5329 1.47744
76.5528 1.27311 14.4781 24.5327 1.47745
76.5606 1.27306 14.4776 24.5324 1.47747
76.5685 1.27302 14.4772 24.5321 1.47748
76.5763 1.27299 14.4768 24.5318 1.47749
76.5842 1.27293 14.4764 24.5316 1.4775
76.592 1.27289 14.476 24.5313 1.47751
76.5998 1.27284 14.4756 24.5311 1.47753
76.6077 1.2728 14.4752 24.5308 1.47754
76.6155 1.27274 14.4748 24.5307 1.47756
76.6234 1.27268 14.4744 24.5307 1.47758
76.6312 1.27263 14.474 24.5305 1.47759
76.6391 1.27256 14.4736 24.5303 1.47761
76.6469 1.27251 14.4731 24.5302 1.47763
76.6548 1.27241 14.4727 24.5303 1.47765
76.6626 1.27234 14.4723 24.5304 1.47768
76.6705 1.27227 14.4719 24.5303 1.47769
76.6783 1.27223 14.4715 24.5301 1.47771
76.6862 1.27216 14.4711 24.53 1.47773
76.694 1.27211 14.4707 24.5298 1.47774
76.7018 1.27202 14.4702 24.5299 1.47777
76.7097 1.27195 14.4698 24.5299 1.47779
76.7175 1.27187 14.4694 24.53 1.47781
76.7254 1.27177 14.4689 24.5301 1.47784
76.7332 1.27165 14.4684 24.5304 1.47787
76.7411 1.27156 14.4681 24.5307 1.4779
76.7489 1.27143 14.4676 24.5311 1.47794
