# i t cells coeurs_suggere(~100k/coeur)
10180 76.0653 1313334 14
10200 76.21 1307734 14
# i t cells coeurs_suggere(~100k/coeur)
10220 76.3017 1306453 14
10240 76.4508 1303534 14
10260 76.6077 1301875 14
10280 76.7646 1293916 13
10300 76.9215 1287315 13
10320 77.08 1281449 13
10340 77.24 1278173 13
10360 77.4 1272923 13
10380 77.56 1273525 13
10400 77.72 1271551 13
10420 77.88 1268303 13
10440 78.04 1268730 13
10460 78.2 1270459 13
10480 78.36 1268247 13
10500 78.52 1265783 13
10520 78.68 1265489 13
10540 78.84 1264943 13
10560 79 1262304 13
10580 79.16 1255416 13
10600 79.32 1251734 13
10620 79.48 1245910 13
10640 79.64 1240030 13
10660 79.8 1232743 13
10680 79.96 1226254 13
10700 80.12 1222754 13
10720 80.28 1220843 13
10740 80.44 1219219 13
10760 80.6 1215509 13
10780 80.76 1216573 13
10800 80.92 1214781 13
10820 81.08 1215320 13
10840 81.24 1217581 13
10860 81.4 1217357 13
10880 81.56 1218981 13
10900 81.72 1222327 13
10920 81.88 1224644 13
10940 82.04 1226737 13
10960 82.2 1228592 13
10980 82.36 1230923 13
11000 82.52 1234017 13
11020 82.68 1238070 13
11040 82.84 1243264 13
11060 83 1247667 13
11080 83.16 1251377 13
11100 83.32 1257691 13
11120 83.48 1262892 13
11140 83.64 1267932 13
11160 83.8 1272188 13
11180 83.96 1274862 13
11200 84.12 1276598 13
11220 84.28 1274666 13
11240 84.44 1274197 13
11260 84.6 1271026 13
11280 84.76 1272629 13
11300 84.92 1271782 13
11320 85.08 1276598 13
11340 85.24 1278726 13
11360 85.4 1281491 13
11380 85.56 1282429 13
11400 85.72 1285012 13
11420 85.88 1285103 13
11440 86.04 1287049 13
11460 86.2 1284431 13
11480 86.36 1282401 13
11500 86.52 1283325 13
11520 86.68 1280889 13
11540 86.84 1284452 13
11560 87 1283108 13
11580 87.16 1279083 13
11600 87.32 1278691 13
11620 87.48 1281155 13
11640 87.64 1282709 13
11660 87.8 1285845 13
11680 87.96 1291074 13
11700 88.12 1292754 13
11720 88.28 1294322 13
11740 88.44 1297647 13
11760 88.6 1301259 14
11780 88.76 1304612 14
11800 88.92 1305242 14
11820 89.08 1305851 14
11840 89.24 1304717 14
11860 89.4 1300559 14
11880 89.56 1299180 13
11900 89.72 1297612 13
11920 89.88 1294308 13
11940 90.04 1288421 13
11960 90.2 1286440 13
11980 90.36 1283717 13
12000 90.52 1280483 13
12020 90.68 1278257 13
12040 90.84 1276101 13
12060 91 1273840 13
12080 91.16 1272699 13
12100 91.32 1273756 13
12120 91.48 1275849 13
12140 91.64 1274834 13
12160 91.8 1273147 13
12180 91.96 1274603 13
12200 92.12 1275954 13
12220 92.28 1277536 13
12240 92.44 1277466 13
12260 92.6 1276528 13
12280 92.76 1274645 13
12300 92.92 1276878 13
12320 93.08 1279699 13
12340 93.24 1284067 13
12360 93.4 1286174 13
12380 93.56 1289814 13
12400 93.72 1294735 13
12420 93.88 1302519 14
12440 94.04 1310086 14
12460 94.2 1319137 14
12480 94.36 1325962 14
12500 94.52 1332339 14
12520 94.68 1337064 14
12540 94.84 1341950 14
12560 95 1348271 14
12580 95.16 1354578 14
12600 95.32 1358897 14
12620 95.48 1365519 14
12640 95.64 1370846 14
12660 95.8 1375270 14
12680 95.96 1379470 14
12700 96.12 1381920 14
# i t cells coeurs_suggere(~100k/coeur)
12620 95.4117 1363979 14
12640 95.5606 1368200 14
12660 95.7175 1374731 14
12680 95.8745 1378812 14
12700 96.032 1381038 14
12720 96.192 1382641 14
12740 96.352 1381899 14
12760 96.512 1380051 14
12780 96.672 1375235 14
12800 96.832 1368179 14
12820 96.992 1362334 14
12840 97.152 1352828 14
12860 97.312 1344484 14
12880 97.472 1332808 14
12900 97.632 1323638 14
12920 97.792 1315448 14
12940 97.952 1306992 14
12960 98.112 1297878 13
12980 98.272 1293874 13
13000 98.432 1289751 13
13020 98.592 1285152 13
13040 98.752 1282457 13
13060 98.912 1280266 13
13080 99.072 1275898 13
13100 99.232 1276584 13
13120 99.392 1275772 13
13140 99.552 1270095 13
13160 99.712 1266077 13
13180 99.872 1262458 13
13200 100.032 1260995 13
13220 100.192 1259483 13
13240 100.352 1259196 13
13260 100.512 1259273 13
13280 100.672 1257747 13
13300 100.832 1255171 13
13320 100.992 1254016 13
13340 101.152 1255381 13
13360 101.312 1252259 13
13380 101.472 1249683 13
13400 101.632 1247968 13
13420 101.792 1243747 13
13440 101.952 1240667 13
13460 102.112 1236740 13
13480 102.272 1231021 13
13500 102.432 1224581 13
13520 102.592 1221473 13
13540 102.752 1215467 13
13560 102.912 1210133 13
13580 103.072 1206395 13
13600 103.232 1201824 13
13620 103.392 1200494 13
13640 103.552 1198282 12
13660 103.712 1197575 12
13680 103.872 1199283 12
13700 104.032 1202188 13
13720 104.192 1206780 13
13740 104.352 1210525 13
13760 104.512 1213640 13
13780 104.672 1217658 13
13800 104.832 1220556 13
13820 104.992 1221676 13
13840 105.152 1221214 13
13860 105.312 1223097 13
13880 105.472 1224105 13
13900 105.632 1228270 13
13920 105.792 1228676 13
13940 105.952 1233058 13
13960 106.112 1235781 13
13980 106.272 1238763 13
14000 106.432 1238098 13
14020 106.592 1238245 13
14040 106.752 1235347 13
14060 106.912 1231105 13
14080 107.072 1226688 13
14100 107.232 1222593 13
14120 107.392 1220962 13
14140 107.552 1217749 13
14160 107.712 1214858 13
14180 107.872 1211722 13
14200 108.032 1207907 13
14220 108.192 1205660 13
14240 108.352 1204659 13
14260 108.512 1203308 13
14280 108.672 1202587 13
14300 108.832 1201579 13
14320 108.992 1202153 13
14340 109.152 1203938 13
14360 109.312 1204225 13
14380 109.472 1207382 13
14400 109.632 1210630 13
14420 109.792 1215061 13
14440 109.952 1219380 13
14460 110.112 1222586 13
14480 110.272 1224483 13
14500 110.432 1226401 13
14520 110.592 1225316 13
14540 110.752 1224707 13
14560 110.912 1227374 13
14580 111.072 1229208 13
14600 111.232 1229362 13
14620 111.392 1230489 13
14640 111.552 1229201 13
14660 111.712 1228242 13
14680 111.872 1229530 13
14700 112.032 1229656 13
14720 112.192 1231679 13
14740 112.352 1230048 13
14760 112.512 1228599 13
14780 112.672 1227024 13
14800 112.832 1225841 13
14820 112.992 1225337 13
14840 113.152 1224035 13
14860 113.312 1222348 13
14880 113.472 1219457 13
14900 113.632 1220325 13
14920 113.792 1216552 13
14940 113.952 1212219 13
14960 114.112 1208334 13
14980 114.272 1202559 13
15000 114.432 1198681 12
15020 114.592 1191555 12
15040 114.752 1183295 12
15060 114.912 1178647 12
15080 115.072 1171283 12
15100 115.232 1166621 12
15120 115.392 1163786 12
15140 115.552 1158970 12
15160 115.712 1154749 12
15180 115.872 1153958 12
15200 116.032 1152103 12
15220 116.192 1155323 12
15240 116.352 1158851 12
15260 116.512 1161665 12
15280 116.672 1164178 12
15300 116.832 1169323 12
15320 116.992 1168371 12
15340 117.152 1169372 12
15360 117.312 1169204 12
15380 117.472 1169281 12
15400 117.632 1168063 12
15420 117.792 1165802 12
15440 117.952 1166558 12
15460 118.112 1166138 12
15480 118.272 1164038 12
15500 118.432 1162484 12
15520 118.592 1156233 12
15540 118.752 1152117 12
15560 118.912 1150906 12
15580 119.072 1148337 12
15600 119.232 1147714 12
15620 119.392 1145572 12
15640 119.552 1145936 12
15660 119.712 1143451 12
15680 119.872 1140511 12
15700 120.032 1141589 12
15720 120.192 1142156 12
15740 120.352 1142275 12
15760 120.512 1140651 12
15780 120.672 1137893 12
15800 120.832 1136563 12
15820 120.992 1133259 12
15840 121.152 1129640 12
15860 121.312 1125783 12
15880 121.472 1120743 12
15900 121.632 1114779 12
15920 121.792 1108094 12
15940 121.952 1103817 12
15960 122.112 1094822 11
15980 122.272 1086303 11
16000 122.432 1078162 11
16020 122.592 1070245 11
16040 122.752 1059066 11
16060 122.912 1047971 11
16080 123.072 1037569 11
16100 123.232 1029554 11
16120 123.392 1022064 11
16140 123.552 1014392 11
16160 123.712 1002478 11
16180 123.872 996640 10
16200 124.032 990655 10
16220 124.192 986224 10
16240 124.352 982745 10
16260 124.512 977327 10
16280 124.672 975325 10
16300 124.832 976564 10
16320 124.992 979490 10
16340 125.152 983137 10
16360 125.312 985650 10
16380 125.472 987477 10
16400 125.632 989745 10
16420 125.792 992398 10
16440 125.952 993672 10
