# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi
76.0007 2089.44 60 60 60 -0.0035639 0.0356369 0.0329427 15.4688 15.4688 15.4688 15.8615 1
76.0132 2092.22 59.9969 60.0293 60.0282 -0.406527 2.84882 2.5907 15.4688 15.4688 15.4688 15.8685 1
76.036 2092.28 59.9874 60.0994 60.0951 -0.422705 2.85506 2.64885 15.4688 15.4688 15.4688 15.8687 1
76.0653 2092.87 59.9756 60.1825 60.1681 -0.439949 2.86013 2.7225 15.4688 15.9375 15 15.8702 1.0625
76.0986 2092.18 59.9575 60.28 60.2574 -0.464892 2.86793 2.80319 15.4688 15.9375 15 15.8684 1.0625
76.1344 2092.57 59.9405 60.3813 60.3598 -0.490876 2.87731 2.88528 16.4062 15.4688 15 15.8694 1.09375
76.1717 2093 59.9248 60.4862 60.4673 -0.518717 2.88861 2.97168 16.4062 15.4688 15 15.8705 1.09375
76.21 2091.94 59.9024 60.5919 60.5849 -0.54898 2.89839 3.05607 16.4062 15.9375 15 15.8678 1.09375
# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi
76.2197 2091.47 59.8973 60.6189 60.6108 -0.555233 2.89636 3.07498 16.4062 15.9375 15 15.8666 1.09375
76.2408 2091.94 59.8844 60.6814 60.6764 -0.574895 2.90468 3.1216 16.4062 15.9375 14.5312 15.8678 1.12903
76.2691 2092.83 59.8672 60.7677 60.7662 -0.60197 2.91236 3.18007 16.4062 15.9375 14.5312 15.8701 1.12903
76.3017 2092.52 59.8501 60.8617 60.8694 -0.627232 2.91713 3.24771 16.4062 15.9375 14.5312 15.8693 1.12903
76.337 2091.89 59.831 60.9642 60.9858 -0.658645 2.92036 3.31529 16.875 15.4688 14.0625 15.8677 1.2
76.3741 2093.07 59.8033 61.0695 61.1037 -0.692277 2.92516 3.38523 16.875 15.9375 14.0625 15.8707 1.2
76.4121 2092.12 59.7779 61.1801 61.2347 -0.724295 2.9271 3.45615 16.875 15.9375 14.5312 15.8683 1.16129
76.4508 2092.88 59.7482 61.2961 61.3681 -0.75698 2.92859 3.5243 16.875 15.9375 14.0625 15.8702 1.2
76.49 2092.77 59.7199 61.4105 61.5085 -0.789452 2.92662 3.59112 16.875 15.4688 14.0625 15.8699 1.2
76.5292 2092.83 59.6861 61.5245 61.6515 -0.821895 2.92666 3.65381 16.875 15.9375 14.0625 15.87 1.2
76.5685 2093.04 59.6547 61.6398 61.7905 -0.849705 2.92331 3.71608 16.875 15.9375 14.0625 15.8706 1.2
76.6077 2092.05 59.6198 61.7571 61.9355 -0.879377 2.92129 3.77426 16.875 15.9375 14.0625 15.8681 1.2
76.6469 2090.38 59.5873 61.8701 62.0871 -0.907011 2.91768 3.83357 17.3438 15.9375 14.0625 15.8639 1.23333
76.6862 2092.49 59.5484 61.9797 62.2353 -0.931328 2.91564 3.88767 17.3438 15.4688 13.5938 15.8692 1.27586
76.7254 2092.1 59.5128 62.0978 62.384 -0.955449 2.91331 3.94126 17.3438 15.9375 14.0625 15.8682 1.23333
76.7646 2092.57 59.4748 62.2124 62.5419 -0.978184 2.90995 3.99333 16.875 15.9375 14.0625 15.8694 1.2
76.8038 2093.47 59.4364 62.3288 62.6966 -1.00168 2.90684 4.04747 16.875 15.9375 13.5938 15.8717 1.24138
76.8431 2091.42 59.398 62.4411 62.8512 -1.02393 2.90467 4.10112 16.875 15.4688 13.5938 15.8665 1.24138
76.8823 2093.07 59.3551 62.5535 63.0179 -1.04515 2.90093 4.15354 16.875 15.9375 14.0625 15.8707 1.2
76.9215 2093.16 59.3137 62.665 63.1814 -1.0658 2.89622 4.20725 16.875 15.9375 13.5938 15.8709 1.24138
76.9608 2092.47 59.2739 62.7798 63.3436 -1.08962 2.89261 4.26049 16.875 15.9375 14.0625 15.8691 1.2
77 2091.89 59.2287 62.8971 63.5098 -1.10987 2.88878 4.31883 16.875 15.9375 14.0625 15.8677 1.2
77.04 2091.92 59.1859 63.0094 63.6846 -1.12827 2.88209 4.37349 16.875 15.9375 14.0625 15.8677 1.2
77.08 2092.71 59.1435 63.1236 63.8573 -1.14725 2.87798 4.43194 16.4062 15.9375 14.0625 15.8697 1.16667
77.12 2094.95 59.1023 63.2392 64.0345 -1.16628 2.87045 4.48626 16.875 15.9375 14.0625 15.8754 1.2
77.16 2091.26 59.0502 63.3542 64.2142 -1.18888 2.86184 4.54439 16.875 15.9375 14.5312 15.8661 1.16129
77.2 2092.29 59.0047 63.4662 64.3935 -1.20665 2.85454 4.60367 16.875 15.9375 14.0625 15.8687 1.2
77.24 2093.05 58.9533 63.5808 64.5749 -1.22507 2.84636 4.66459 16.875 15.9375 14.0625 15.8706 1.2
77.28 2092.46 58.9034 63.6957 64.7624 -1.24618 2.83584 4.72792 16.4062 15.9375 14.5312 15.8691 1.12903
77.32 2091.85 58.8575 63.8114 64.9559 -1.26579 2.8258 4.79038 16.4062 15.4688 14.0625 15.8676 1.16667
77.36 2092.67 58.8069 63.9178 65.1438 -1.28371 2.8179 4.85113 16.4062 15.9375 14.5312 15.8697 1.12903
77.4 2093.42 58.7551 64.0364 65.3378 -1.30437 2.80802 4.91484 16.4062 15.9375 14.5312 15.8715 1.12903
77.44 2091.07 58.7017 64.147 65.5344 -1.32503 2.79711 4.97989 16.4062 15.9375 15 15.8656 1.09375
77.48 2094.06 58.6459 64.2559 65.7336 -1.34119 2.78806 5.04044 16.4062 15.4688 14.5312 15.8732 1.12903
77.52 2091.72 58.5948 64.3643 65.9314 -1.35861 2.77936 5.10589 15.9375 15.9375 15 15.8672 1.0625
77.56 2093.48 58.5404 64.4803 66.1359 -1.37769 2.77063 5.17106 15.9375 15.9375 14.5312 15.8717 1.09677
77.6 2093.65 58.4864 64.5942 66.3396 -1.39554 2.7638 5.23355 15.9375 15.9375 15 15.8721 1.0625
77.64 2093.16 58.4298 64.7005 66.5538 -1.41059 2.75452 5.29856 15.9375 15.4688 15 15.8709 1.0625
77.68 2092.27 58.3735 64.8084 66.7573 -1.42578 2.74734 5.35963 15.9375 15.9375 15 15.8687 1.0625
77.72 2093.24 58.3171 64.921 66.9764 -1.44026 2.73987 5.42337 15.9375 15.9375 15 15.8711 1.0625
77.76 2092.55 58.2604 65.031 67.187 -1.45652 2.73611 5.48287 15.4688 15.9375 15 15.8693 1.0625
77.8 2091.78 58.2052 65.1436 67.4086 -1.46874 2.72961 5.5419 15.4688 15.4688 15 15.8674 1.03125
77.84 2092.93 58.1436 65.2436 67.6271 -1.482 2.72549 5.59303 15.9375 15.9375 15 15.8703 1.0625
77.88 2093.1 58.0892 65.3565 67.8483 -1.49078 2.72402 5.64951 15.9375 15.9375 15 15.8707 1.0625
77.92 2092.65 58.0251 65.4688 68.0768 -1.50402 2.72236 5.6993 15.9375 15.9375 15 15.8696 1.0625
77.96 2092.98 57.965 65.5775 68.3003 -1.50969 2.71786 5.74759 15.9375 15.9375 15 15.8704 1.0625
78 2091.54 57.903 65.6825 68.5277 -1.52054 2.71825 5.79957 15.4688 15.9375 14.5312 15.8668 1.09677
78.04 2093.28 57.8439 65.7926 68.7611 -1.52689 2.7197 5.84006 15.4688 15.9375 15 15.8712 1.0625
78.08 2092.99 57.7852 65.9037 68.9917 -1.53385 2.72408 5.87645 15.4688 15.9375 14.5312 15.8705 1.09677
78.12 2094.02 57.7257 66.0116 69.2261 -1.53495 2.72869 5.9203 15.4688 15.9375 15 15.8731 1.0625
78.16 2090.63 57.6664 66.1191 69.4597 -1.53991 2.73393 5.96452 15.4688 15.9375 14.5312 15.8645 1.09677
78.2 2092.66 57.6055 66.2304 69.6998 -1.54064 2.73916 5.99798 15.9375 15.9375 15 15.8696 1.0625
78.24 2093.38 57.5425 66.341 69.9321 -1.54021 2.74958 6.02869 15.9375 15.9375 14.5312 15.8714 1.09677
78.28 2092.76 57.4822 66.4505 70.1786 -1.5387 2.7585 6.06055 15.9375 15.9375 15 15.8699 1.0625
78.32 2093.39 57.4156 66.5577 70.4138 -1.5376 2.769 6.09109 15.9375 15.9375 14.5312 15.8715 1.09677
78.36 2092.75 57.3547 66.6727 70.6572 -1.53408 2.78422 6.11904 15.4688 15.9375 15 15.8698 1.0625
78.4 2095.29 57.2982 66.7833 70.8982 -1.52816 2.79675 6.14121 15.4688 15.9375 14.5312 15.8763 1.09677
78.44 2092.79 57.2378 66.8928 71.1434 -1.52298 2.81293 6.17027 15.4688 15.9375 14.5312 15.87 1.09677
78.48 2092.88 57.1789 67.0079 71.3899 -1.51546 2.83008 6.1943 15.9375 16.4062 14.5312 15.8702 1.12903
78.52 2093.61 57.1183 67.1217 71.6342 -1.50756 2.85066 6.2129 15.9375 16.4062 14.5312 15.872 1.12903
78.56 2094.8 57.0581 67.2367 71.8801 -1.49681 2.87298 6.23304 15.9375 15.9375 14.5312 15.875 1.09677
78.6 2093.71 56.9969 67.3511 72.1226 -1.48817 2.89057 6.25461 15.9375 15.9375 14.5312 15.8723 1.09677
78.64 2092.36 56.9398 67.4673 72.3777 -1.47704 2.91205 6.27571 15.9375 16.4062 14.5312 15.8689 1.12903
78.68 2094.16 56.8799 67.5845 72.6216 -1.46597 2.93592 6.29342 15.9375 16.4062 14.5312 15.8734 1.12903
78.72 2092.32 56.8211 67.705 72.8728 -1.45443 2.95691 6.31328 15.9375 15.9375 14.0625 15.8688 1.13333
78.76 2090.64 56.7658 67.8189 73.1206 -1.44157 2.98433 6.33593 16.4062 15.9375 14.5312 15.8645 1.12903
78.8 2093.84 56.7099 67.9367 73.3729 -1.4277 3.00906 6.35109 16.4062 16.4062 14.0625 15.8726 1.16667
78.84 2091.93 56.6536 68.0603 73.6261 -1.41528 3.03435 6.3702 15.9375 16.4062 14.5312 15.8678 1.12903
78.88 2094.21 56.5942 68.1847 73.8805 -1.39903 3.06047 6.3904 15.9375 16.4062 14.0625 15.8736 1.16667
78.92 2092.11 56.5405 68.3008 74.1324 -1.38686 3.08717 6.40975 15.9375 16.4062 14.0625 15.8682 1.16667
78.96 2094.03 56.4902 68.4301 74.3873 -1.37085 3.11332 6.42688 15.9375 16.4062 14.0625 15.8731 1.16667
79 2093.78 56.4319 68.556 74.6404 -1.35706 3.13976 6.44384 16.4062 16.4062 14.0625 15.8725 1.16667
79.04 2093.58 56.3831 68.6789 74.8986 -1.3383 3.16402 6.46839 16.4062 16.875 14.0625 15.8719 1.2
79.08 2092.75 56.3245 68.8076 75.1479 -1.32299 3.19009 6.49082 16.4062 16.4062 14.0625 15.8699 1.16667
