# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi
160.006 2006.83 90.0024 90.0037 60.0006 1.5933 2.51212 0.48454 14.0625 14.0625 14.0625 15.6496 1
160.03 2016.94 90.0579 90.0722 60.0183 1.66025 2.46142 0.721018 15.9375 14.0625 14.0625 15.6759 1.13333
160.067 2021.03 90.109 90.1473 60.049 1.78654 2.43134 1.11234 15.9375 14.0625 14.0625 15.6865 1.13333
160.111 2027.39 90.2002 90.2634 60.0931 1.91151 2.38772 1.51394 15.9375 14.0625 14.0625 15.7029 1.13333
160.159 2025.48 90.2885 90.371 60.1806 2.0317 2.39549 1.94153 15.9375 14.0625 15 15.698 1.13333
160.211 2026.88 90.3833 90.498 60.2911 2.14652 2.41298 2.34736 16.875 14.0625 15 15.7016 1.2
160.264 2024.02 90.4941 90.6237 60.4188 2.26438 2.47241 2.71317 16.875 14.0625 15 15.6942 1.2
160.319 2027.78 90.641 90.7593 60.5842 2.37022 2.54055 3.00141 16.875 14.0625 15 15.7039 1.2
160.374 2029.28 90.7623 90.9025 60.7458 2.44428 2.59764 3.2265 16.875 14.0625 15 15.7078 1.2
160.429 2029.49 90.9027 91.0415 60.9255 2.47974 2.62865 3.38961 16.875 14.0625 14.0625 15.7083 1.2
160.485 2031.35 91.0321 91.1837 61.0963 2.50817 2.61119 3.53221 15.9375 14.0625 15 15.7131 1.13333
160.541 2024.25 91.161 91.3273 61.295 2.52095 2.54947 3.64064 16.875 14.0625 15 15.6948 1.2
160.597 2025.44 91.2968 91.4628 61.507 2.53344 2.4838 3.72639 16.875 15 15 15.6979 1.125
160.653 2029.36 91.455 91.6065 61.7148 2.56786 2.40779 3.84955 16.875 15 14.0625 15.708 1.2
160.709 2035.51 91.5791 91.7493 61.9149 2.64978 2.30425 3.95493 15.9375 15 14.0625 15.7238 1.13333
160.765 2031.73 91.7333 91.868 62.1281 2.77204 2.30457 4.10565 15.9375 15 15 15.7141 1.0625
160.821 2029.86 91.9007 91.9934 62.3671 2.90499 2.33877 4.24789 15.9375 15 15 15.7093 1.0625
160.877 2028.67 92.084 92.1182 62.6205 3.06046 2.39224 4.40298 15 15.9375 15 15.7062 1.0625
160.933 2035.52 92.24 92.2718 62.8365 3.23317 2.47985 4.51903 15 15.9375 14.0625 15.7239 1.13333
160.989 2030.9 92.424 92.4185 63.089 3.38955 2.59067 4.62735 15 15.9375 15 15.7119 1.0625
