# i t cells coeurs_suggere(~100k/coeur)
12880 160.092 195595 2
12900 160.297 195812 2
12920 160.519 196071 2
12940 160.743 196428 2
12960 160.966 196820 2
12980 161.191 197065 2
13000 161.416 197450 2
13020 161.64 197660 2
13040 161.865 197828 2
13060 162.09 198003 2
13080 162.315 197800 2
13100 162.539 197310 2
13120 162.764 196680 2
13140 162.989 196050 2
13160 163.213 195189 2
13180 163.438 195371 2
13200 163.663 195560 2
13220 163.888 196253 2
13240 164.112 196547 2
13260 164.337 197135 2
13280 164.562 197751 2
13300 164.787 197632 2
13320 165.011 197947 2
13340 165.236 197954 2
13360 165.461 197604 2
13380 165.685 198108 2
13400 165.91 198423 2
13420 166.135 199494 2
13440 166.36 198766 2
13460 166.584 199067 2
13480 166.809 198696 2
13500 167.034 198724 2
13520 167.258 199074 2
13540 167.483 198983 2
13560 167.708 200341 3
13580 167.933 201055 3
13600 168.157 200656 3
13620 168.382 202301 3
13640 168.607 202434 3
13660 168.831 202791 3
13680 169.056 203540 3
13700 169.281 204324 3
13720 169.506 204688 3
13740 169.73 205976 3
13760 169.955 206186 3
13780 170.18 206403 3
13800 170.404 207348 3
13820 170.629 208230 3
13840 170.854 208650 3
13860 171.079 209518 3
13880 171.303 210309 3
13900 171.528 210029 3
13920 171.753 210883 3
13940 171.978 211114 3
13960 172.202 210589 3
13980 172.427 211009 3
14000 172.652 212339 3
14020 172.876 211947 3
14040 173.101 212507 3
14060 173.326 212150 3
14080 173.551 212661 3
14100 173.775 212885 3
14120 174 212514 3
14140 174.225 212437 3
14160 174.449 212542 3
14180 174.674 212234 3
14200 174.899 212822 3
14220 175.124 213886 3
14240 175.348 213893 3
14260 175.573 214159 3
14280 175.798 214355 3
14300 176.022 214551 3
14320 176.247 214439 3
14340 176.472 214936 3
14360 176.697 214957 3
14380 176.921 215825 3
14400 177.146 216182 3
14420 177.371 216609 3
14440 177.596 217085 3
14460 177.82 217519 3
14480 178.045 217701 3
14500 178.27 218205 3
14520 178.494 218786 3
14540 178.719 219633 3
14560 178.944 219108 3
14580 179.169 218422 3
14600 179.393 218625 3
14620 179.618 218954 3
14640 179.843 218163 3
14660 180.067 218394 3
14680 180.292 217750 3
14700 180.517 216952 3
14720 180.742 216994 3
14740 180.966 216490 3
14760 181.191 216028 3
14780 181.416 216700 3
14800 181.64 217379 3
14820 181.865 218576 3
14840 182.09 219094 3
14860 182.315 219241 3
14880 182.539 219381 3
14900 182.764 219801 3
14920 182.989 219150 3
14940 183.213 219479 3
14960 183.438 218905 3
14980 183.663 217757 3
15000 183.888 216735 3
15020 184.112 216098 3
15040 184.337 214915 3
15060 184.562 214299 3
15080 184.787 213249 3
15100 185.011 211751 3
15120 185.236 210729 3
15140 185.461 210561 3
15160 185.685 209280 3
15180 185.91 208622 3
15200 186.135 208930 3
15220 186.36 207404 3
15240 186.584 206459 3
15260 186.809 207544 3
15280 187.034 207068 3
15300 187.258 207796 3
15320 187.483 208874 3
15340 187.708 208643 3
15360 187.933 209742 3
15380 188.157 210085 3
15400 188.382 211219 3
15420 188.607 211968 3
15440 188.831 212598 3
15460 189.056 213571 3
15480 189.281 214047 3
15500 189.506 215699 3
15520 189.73 214971 3
15540 189.955 214635 3
15560 190.18 216091 3
15580 190.404 215755 3
15600 190.629 215797 3
15620 190.854 214320 3
15640 191.079 213949 3
15660 191.303 212843 3
15680 191.528 211464 3
15700 191.753 209231 3
15720 191.978 207523 3
15740 192.202 205339 3
15760 192.427 203029 3
15780 192.652 203246 3
15800 192.876 201741 3
15820 193.101 199620 2
15840 193.326 200327 3
15860 193.551 198374 2
15880 193.775 197688 2
