# t dissipation energy Reynolds eta
76.001 1.27667 14.5107 24.5537 1.47642
76.003 1.27316 14.5422 24.6409 1.47744
76.0077 1.2805 14.6281 24.7153 1.47531
76.0148 1.29179 14.759 24.8273 1.47208
76.0242 1.30661 14.9309 24.9736 1.46789
76.0357 1.32464 15.1407 25.1516 1.46287
76.0489 1.34546 15.3821 25.3541 1.45718
76.0637 1.36888 15.6533 25.5794 1.4509
76.0802 1.39477 15.9526 25.8254 1.44412
76.0979 1.42261 16.2741 26.0869 1.437
76.1171 1.45281 16.6224 26.3668 1.42948
76.1371 1.48439 16.9858 26.6551 1.42181
76.1582 1.51741 17.3659 26.9534 1.41401
76.1803 1.55236 17.7652 27.261 1.40599
76.2031 1.58819 18.1744 27.5727 1.39799
76.2265 1.62507 18.5948 27.8883 1.38999
76.2507 1.66311 19.027 28.2083 1.38197
76.2757 1.70247 19.4726 28.5333 1.37391
76.3015 1.74334 19.933 28.8636 1.36579
76.3274 1.78415 20.3921 29.1887 1.35791
76.3543 1.82668 20.8685 29.5207 1.34994
76.3812 1.86939 21.3437 29.8461 1.34216
76.4081 1.91202 21.8175 30.1667 1.33462
76.4363 1.95699 22.313 30.4952 1.32688
76.4645 2.00199 22.8071 30.8182 1.31936
76.4927 2.04705 23.3001 31.1359 1.31204
76.5209 2.09224 23.7917 31.4477 1.3049
76.549 2.13765 24.2825 31.7536 1.29791
76.5772 2.18321 24.7724 32.0544 1.29109
76.6054 2.22898 25.261 32.3494 1.28441
76.6336 2.27481 25.7486 32.6399 1.27789
76.6618 2.3207 26.2351 32.9262 1.27152
76.69 2.36682 26.7206 33.2071 1.26528
76.7182 2.41305 27.2051 33.4838 1.25918
76.7463 2.45957 27.6888 33.7554 1.25318
76.7745 2.50621 28.1716 34.0228 1.24731
76.8027 2.55313 28.6535 34.2854 1.24154
76.8309 2.60022 29.1347 34.5441 1.23588
76.8591 2.64752 29.615 34.7985 1.23033
76.8873 2.69505 30.0947 35.0489 1.22486
76.9154 2.74295 30.574 35.2948 1.21948
76.9436 2.79098 31.0522 35.5371 1.2142
76.9718 2.83931 31.5301 35.7756 1.209
77 2.88784 32.0071 36.0103 1.20389
77.0294 2.93856 32.5034 36.2518 1.19866
77.0588 2.98989 32.9999 36.4883 1.19348
77.0873 3.03954 33.48 36.7154 1.18858
77.1159 3.08969 33.9599 36.9383 1.18372
77.1444 3.14019 34.4393 37.1573 1.17894
77.1729 3.1907 34.9174 37.3738 1.17424
77.2005 3.2401 35.3798 37.5789 1.16974
77.228 3.28966 35.8417 37.7816 1.16531
77.2556 3.33944 36.3027 37.9813 1.16094
77.2832 3.38995 36.764 38.1764 1.15659
77.3108 3.44013 37.224 38.371 1.15235
77.3383 3.49084 37.6838 38.5619 1.14815
77.3648 3.53988 38.1248 38.7419 1.14415
77.3913 3.58944 38.566 38.9187 1.14018
77.4177 3.63917 39.0066 39.0936 1.13626
77.4442 3.68943 39.4471 39.2648 1.13237
77.4707 3.73955 39.8865 39.4352 1.12856
77.4971 3.79027 40.3261 39.6022 1.12477
77.5236 3.84108 40.765 39.7675 1.12103
77.5487 3.88952 41.1807 39.9221 1.11752
77.5737 3.93852 41.5968 40.0739 1.11403
77.5988 3.98763 42.012 40.2239 1.11058
77.6239 4.03713 42.4275 40.3719 1.10716
77.649 4.08658 42.8421 40.519 1.1038
77.674 4.13645 43.2566 40.6637 1.10046
77.6991 4.18663 43.671 40.8065 1.09714
77.7242 4.23696 44.0851 40.948 1.09387
77.7493 4.28797 44.4988 41.0857 1.0906
77.7743 4.33894 44.9121 41.223 1.08739
77.7994 4.39028 45.3252 41.3582 1.08419
77.8217 4.4362 45.6927 41.4772 1.08138
77.844 4.48284 46.0609 41.5934 1.07855
77.8663 4.52939 46.4284 41.7092 1.07577
77.8886 4.57614 46.7956 41.8237 1.07301
77.9108 4.62334 47.1627 41.9362 1.07026
77.9331 4.67064 47.5297 42.048 1.06754
77.9554 4.71826 47.8964 42.158 1.06484
77.9777 4.76647 48.2637 42.2659 1.06214
78 4.81411 48.6297 42.3752 1.0595
78.0233 4.86462 49.0114 42.4855 1.05674
78.0465 4.9145 49.3916 42.5973 1.05405
78.0698 4.96565 49.7731 42.7046 1.05132
78.093 5.0167 50.1536 42.8115 1.04864
78.1157 5.06683 50.5248 42.9145 1.04603
78.1384 5.11721 50.8959 43.0164 1.04345
78.1605 5.16655 51.2576 43.1148 1.04095
78.1826 5.21645 51.6196 43.2111 1.03845
78.2047 5.26666 51.9813 43.3059 1.03597
78.2267 5.31675 52.3419 43.4005 1.03352
78.2488 5.36761 52.7034 43.4926 1.03106
78.2709 5.41844 53.0646 43.5849 1.02863
78.293 5.46987 53.4259 43.6749 1.02621
78.3144 5.51996 53.7758 43.761 1.02387
78.3359 5.57049 54.1263 43.846 1.02154
78.3573 5.62122 54.4766 43.9302 1.01923
78.3787 5.67184 54.8258 44.014 1.01695
78.4001 5.72287 55.1753 44.0966 1.01467
78.4216 5.77469 55.5252 44.1767 1.01239
78.443 5.82646 55.875 44.2572 1.01013
78.4644 5.87866 56.2247 44.3359 1.00788
78.4858 5.93089 56.5738 44.4144 1.00566
78.5073 5.98352 56.923 44.4915 1.00344
78.5287 6.03653 57.2726 44.5678 1.00123
78.5501 6.08966 57.6215 44.6433 0.999037
78.5715 6.14324 57.9706 44.7174 0.996851
78.593 6.19656 58.3192 44.7924 0.994699
78.6144 6.25066 58.6681 44.865 0.99254
78.6358 6.30442 59.0159 44.938 0.990417
78.6572 6.35864 59.3639 45.0099 0.988299
78.6786 6.4137 59.7119 45.079 0.986171
78.6987 6.4655 60.0389 45.144 0.98419
78.7188 6.51717 60.3651 45.209 0.982234
78.7389 6.56964 60.692 45.2719 0.980267
78.759 6.62226 61.0184 45.3342 0.978313
78.7791 6.67463 61.3445 45.3973 0.976389
78.7992 6.72776 61.6713 45.4585 0.974455
78.8192 6.78064 61.9968 45.52 0.97255
78.8393 6.83423 62.3232 45.5798 0.970638
78.8594 6.88769 62.6488 45.6398 0.968749
78.877 6.93509 62.9355 45.6917 0.967089
78.8946 6.98344 63.2228 45.7412 0.965411
78.9121 7.03151 63.51 45.7916 0.963757
78.9297 7.07934 63.7959 45.8421 0.962125
78.9473 7.12733 64.0819 45.8923 0.960501
78.9649 7.1758 64.3683 45.9414 0.958875
78.9824 7.22406 64.654 45.991 0.95727
79 7.27263 64.9395 46.0395 0.955667
79.0185 7.32382 65.2401 46.0907 0.953993
79.037 7.37497 65.5397 46.1416 0.952334
79.0552 7.42574 65.8349 46.1906 0.950702
79.0734 7.47637 66.1294 46.2399 0.949089
79.0912 7.52604 66.4181 46.2883 0.947519
79.109 7.57641 66.7078 46.3354 0.94594
79.1268 7.62632 66.9963 46.3833 0.944389
79.1443 7.67544 67.2799 46.4303 0.942874
79.1618 7.72471 67.5626 46.4765 0.941367
79.1792 7.7739 67.8451 46.5229 0.939874
79.1963 7.82228 68.1222 46.5682 0.938418
79.2134 7.87085 68.3989 46.6129 0.936967
79.2302 7.91868 68.6701 46.6562 0.935549
79.2469 7.96656 68.9414 46.6995 0.93414
79.2636 8.01442 69.2128 46.7432 0.932742
79.28 8.06135 69.4778 46.7854 0.931382
79.2964 8.10819 69.7423 46.8277 0.930033
79.3127 8.15539 70.0073 46.8694 0.928685
79.3291 8.20254 70.2722 46.9113 0.927347
79.3454 8.24947 70.536 46.9533 0.926026
79.3614 8.29525 70.7936 46.9945 0.924745
79.3774 8.34171 71.0517 47.0343 0.923455
79.3933 8.38803 71.3099 47.0748 0.922178
79.4093 8.43416 71.5674 47.1153 0.920914
79.4249 8.47919 71.8184 47.1548 0.919689
79.4404 8.52392 72.0686 47.1948 0.91848
79.4559 8.56902 72.3189 47.234 0.917269
79.4715 8.61483 72.5697 47.2716 0.916047
79.487 8.65989 72.8201 47.3111 0.914853
79.5026 8.70531 73.0696 47.3492 0.913658
79.5181 8.75066 73.3192 47.3877 0.912472
79.5337 8.79571 73.5688 47.4271 0.911301
79.5487 8.8396 73.8103 47.4645 0.910168
79.5638 8.88333 74.0519 47.5025 0.909045
79.5788 8.92719 74.2928 47.5398 0.907927
79.5938 8.97116 74.5345 47.5775 0.906812
79.6089 9.01515 74.7753 47.6146 0.905704
79.6239 9.05949 75.0165 47.6511 0.904594
79.639 9.1039 75.2571 47.6872 0.903489
