# t frame_uz frame_z ub_dans_repere
160.001 -0.000143979 -1.48279e-07 -0.139803
160.019 -0.0356058 -0.000385999 -1.96524
160.051 -0.0925359 -0.00267264 -1.6229
160.092 -0.149758 -0.0079881 -1.22573
160.14 -0.195568 -0.0164182 -0.802586
160.19 -0.223014 -0.0272184 -0.37322
160.243 -0.229998 -0.0392912 0.0258675
160.297 -0.215957 -0.0513311 0.41029
160.352 -0.181713 -0.0621511 0.761912
160.407 -0.12925 -0.0704814 1.08044
160.463 -0.058761 -0.075422 1.37373
160.519 0.0270806 -0.0758921 1.63667
160.575 0.126426 -0.071095 1.86099
160.631 0.237207 -0.0603452 2.05421
160.687 0.357643 -0.0430642 2.21743
160.743 0.486794 -0.0187442 2.36542
160.798 0.623701 0.0130704 2.49521
160.854 0.766598 0.0527566 2.59055
160.91 0.914571 0.100617 2.67425
160.966 1.06626 0.15689 2.73355
161.022 1.22115 0.221861 2.77944
161.079 1.37827 0.295755 2.80385
161.135 1.53617 0.378508 2.81285
161.191 1.69418 0.470135 2.81271
161.247 1.85156 0.570625 2.79076
161.303 2.0073 0.679902 2.76172
161.36 2.1612 0.797868 2.72613
161.416 2.31329 0.924418 2.69539
161.472 2.46338 1.05945 2.65418
161.528 2.61102 1.20283 2.61169
161.584 2.75623 1.35442 2.56516
161.64 2.8989 1.51409 2.5217
161.697 3.03932 1.68169 2.48436
161.753 3.17751 1.85711 2.44376
161.809 3.31352 2.04021 2.40697
161.865 3.44733 2.23089 2.36343
161.921 3.5784 2.42898 2.31604
161.978 3.70717 2.63437 2.27484
162.034 3.83321 2.8469 2.22218
162.09 3.95622 3.06641 2.16641
162.146 4.07611 3.29272 2.11421
162.202 4.19273 3.52567 2.05036
162.258 4.30588 3.76504 1.99008
162.315 4.41577 4.01066 1.93453
162.371 4.52256 4.26235 1.87929
162.427 4.6263 4.51994 1.82221
162.483 4.72688 4.78325 1.77206
162.539 4.82481 5.05212 1.72548
162.596 4.9202 5.3264 1.67937
162.652 5.01321 5.60596 1.63992
162.708 5.10391 5.89067 1.59709
162.764 5.19228 6.1804 1.55484
162.82 5.27824 6.47501 1.51571
162.876 5.36203 6.77437 1.4759
162.933 5.44352 7.07837 1.43434
162.989 5.52277 7.38686 1.39627
163.045 5.60013 7.69975 1.36334
163.101 5.67588 8.01692 1.33775
163.157 5.75074 8.33832 1.32902
163.213 5.82502 8.6639 1.31843
163.27 5.89868 8.99363 1.30501
163.326 5.97178 9.32748 1.29986
163.382 6.04458 9.66543 1.2939
163.438 6.11714 10.0075 1.2874
163.494 6.18917 10.3536 1.28045
163.551 6.26101 10.7037 1.27725
163.607 6.33292 11.0578 1.28268
163.663 6.4051 11.4161 1.28452
163.719 6.47746 11.7783 1.29068
163.775 6.55038 12.1447 1.30165
163.831 6.62389 12.5152 1.3118
163.888 6.69784 12.8898 1.32011
163.944 6.77264 13.2686 1.34029
164 6.84875 13.6516 1.36551
