# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi
160.001 2006.97 30 30 60.0001 0.061899 -0.0382045 0.0252638 14.0625 14.0625 14.0625 15.65 1
160.019 2013.79 30.038 29.9754 60.0141 2.8625 -1.77791 1.16034 15 15 14.0625 15.6677 1.06667
160.051 2017.59 30.1292 29.9214 60.0519 2.89348 -1.77589 1.37492 15 15 15 15.6776 1
160.092 2025.29 30.2561 29.8407 60.1127 2.87609 -1.80956 1.5795 15 15 15 15.6975 1
160.14 2033.75 30.389 29.759 60.1954 2.87183 -1.83736 1.80897 15 15 15 15.7193 1
160.19 2032.1 30.5392 29.6729 60.2925 2.86378 -1.87473 2.03573 15 15 15 15.715 1
160.243 2031.67 30.6895 29.5696 60.404 2.84877 -1.90453 2.26073 15 15 15 15.7139 1
160.297 2026.19 30.8456 29.4597 60.5479 2.84795 -1.94666 2.47205 15 15 15 15.6998 1
160.352 2027.9 30.9939 29.354 60.6817 2.85146 -1.98362 2.65628 15 15 15 15.7042 1
160.407 2024.41 31.1473 29.2441 60.8154 2.85715 -2.01766 2.82644 15 15 15 15.6952 1
160.463 2028.02 31.3093 29.1345 60.9696 2.8689 -2.04876 2.98112 15 15.9375 14.0625 15.7045 1.13333
160.519 2031.46 31.4891 29.013 61.1307 2.88079 -2.06911 3.12334 15 15.9375 15 15.7134 1.0625
160.575 2032.23 31.6389 28.8913 61.3005 2.89882 -2.08418 3.24803 15 15 15 15.7154 1
160.631 2026.83 31.8002 28.7826 61.5091 2.92498 -2.0961 3.36828 15 15 15 15.7014 1
160.687 2029.99 31.9562 28.6607 61.6936 2.96055 -2.1074 3.46162 15 15 15 15.7096 1
160.743 2030.74 32.1121 28.5452 61.8727 2.99095 -2.12244 3.53289 15 15 14.0625 15.7115 1.06667
160.798 2035.63 32.2936 28.4213 62.0543 3.0258 -2.1348 3.58882 15 15 15 15.7241 1
160.854 2034.02 32.4725 28.3168 62.254 3.0636 -2.15625 3.6372 15 15 15 15.72 1
160.91 2026.34 32.6362 28.1896 62.4637 3.1142 -2.17559 3.68847 15 15.9375 15 15.7002 1.0625
160.966 2026.76 32.8214 28.059 62.6634 3.15743 -2.19257 3.70881 15.9375 15.9375 14.0625 15.7013 1.13333
161.022 2030.45 32.9922 27.9406 62.849 3.19211 -2.20778 3.71317 15 15 14.0625 15.7108 1.06667
161.079 2026.92 33.1732 27.8227 63.0548 3.2042 -2.22548 3.69663 15 15 14.0625 15.7017 1.06667
161.135 2033.34 33.3487 27.6895 63.2548 3.22946 -2.24083 3.6724 15 15 15 15.7182 1
161.191 2027.9 33.521 27.5773 63.4497 3.2478 -2.25141 3.66332 15 15 14.0625 15.7042 1.06667
161.247 2030.91 33.7146 27.4602 63.6577 3.2592 -2.26352 3.63728 15.9375 15 14.0625 15.712 1.13333
161.303 2030.79 33.9029 27.3255 63.8432 3.27472 -2.27197 3.60051 15.9375 15.9375 14.0625 15.7117 1.13333
161.36 2031.01 34.0992 27.1878 64.039 3.28701 -2.27844 3.54309 15 15.9375 14.0625 15.7122 1.13333
161.416 2027.6 34.2601 27.0517 64.2222 3.30204 -2.28914 3.50898 15 15.9375 13.125 15.7034 1.21429
161.472 2028.12 34.4412 26.9176 64.4012 3.30477 -2.28853 3.47788 15.9375 15.9375 14.0625 15.7048 1.13333
161.528 2029.99 34.6304 26.7976 64.5825 3.3258 -2.27907 3.44646 15.9375 15 14.0625 15.7096 1.13333
161.584 2028.35 34.8222 26.6735 64.7749 3.3173 -2.27058 3.4245 15.9375 15 14.0625 15.7054 1.13333
161.64 2030.21 35.0111 26.555 64.9693 3.32684 -2.25132 3.37429 15 15.9375 14.0625 15.7102 1.13333
161.697 2028.93 35.2039 26.4317 65.1329 3.34677 -2.21746 3.33387 15 15.9375 13.125 15.7069 1.21429
161.753 2034.22 35.3722 26.2907 65.2924 3.36022 -2.19134 3.28 15.9375 15.9375 13.125 15.7205 1.21429
161.809 2033.57 35.5712 26.162 65.4683 3.3919 -2.15117 3.24456 15.9375 15.9375 14.0625 15.7188 1.13333
161.865 2033.2 35.7701 26.053 65.6363 3.42289 -2.10013 3.20621 15.9375 15.9375 14.0625 15.7179 1.13333
161.921 2032.74 35.967 25.9323 65.8202 3.43554 -2.03686 3.1636 15 15.9375 14.0625 15.7167 1.13333
161.978 2031.14 36.142 25.8248 65.9965 3.45138 -1.96897 3.14131 15 15.9375 13.125 15.7126 1.21429
162.034 2024.92 36.3297 25.7133 66.1319 3.46377 -1.90327 3.11767 15.9375 15.9375 13.125 15.6965 1.21429
162.09 2026.69 36.5467 25.6203 66.2928 3.46743 -1.81602 3.06793 15.9375 15.9375 13.125 15.7011 1.21429
162.146 2031 36.7417 25.5092 66.4426 3.49228 -1.74286 3.00333 15.9375 15.9375 14.0625 15.7122 1.13333
162.202 2028.66 36.9401 25.415 66.6037 3.49716 -1.65305 2.9686 15 15.9375 14.0625 15.7062 1.13333
162.258 2025.38 37.1299 25.3252 66.7658 3.49823 -1.56185 2.92627 15.9375 15.9375 13.125 15.6977 1.21429
162.315 2036.74 37.3326 25.2397 66.9095 3.48058 -1.46942 2.83605 15.9375 15.9375 13.125 15.727 1.21429
162.371 2033.83 37.5267 25.1545 67.0604 3.44591 -1.37088 2.79214 15.9375 15.9375 13.125 15.7195 1.21429
162.427 2033.35 37.7089 25.0776 67.1964 3.41288 -1.26679 2.75299 15.9375 15.9375 13.125 15.7183 1.21429
162.483 2024.72 37.9089 25.0227 67.3301 3.3716 -1.18155 2.71049 15.9375 15.9375 13.125 15.696 1.21429
162.539 2020.97 38.0906 24.9532 67.4712 3.31039 -1.08092 2.64935 15.9375 15.9375 14.0625 15.6863 1.13333
162.596 2024.15 38.2652 24.8892 67.606 3.23775 -0.97638 2.57894 15.9375 16.875 13.125 15.6945 1.28571
162.652 2028.51 38.4585 24.8238 67.7342 3.16856 -0.877765 2.52497 15.9375 16.875 13.125 15.7058 1.28571
162.708 2025.57 38.655 24.7757 67.8498 3.08691 -0.769018 2.4783 15.9375 15.9375 13.125 15.6982 1.21429
162.764 2029.45 38.8019 24.7489 67.9724 3.00886 -0.644651 2.42711 15.9375 15.9375 13.125 15.7082 1.21429
162.82 2024.97 38.9733 24.7151 68.1016 2.91068 -0.516195 2.39151 15.9375 15.9375 13.125 15.6966 1.21429
162.876 2027.44 39.1224 24.672 68.2241 2.80407 -0.403042 2.31351 15.9375 15.9375 13.125 15.703 1.21429
162.933 2031.76 39.2892 24.642 68.3317 2.71287 -0.280376 2.23354 15.9375 15.9375 13.125 15.7142 1.21429
162.989 2029.99 39.4298 24.6297 68.4371 2.609 -0.144207 2.19631 15.9375 15.9375 13.125 15.7096 1.21429
163.045 2024.32 39.5754 24.6314 68.5447 2.4991 0.00104751 2.16454 15.9375 15.9375 13.125 15.695 1.21429
163.101 2018.48 39.7088 24.6352 68.6544 2.38921 0.145897 2.14944 16.875 15.9375 13.125 15.6798 1.28571
163.157 2022.72 39.8453 24.645 68.7457 2.29483 0.299983 2.10952 16.875 15.9375 13.125 15.6908 1.28571
163.213 2030.59 39.9699 24.656 68.8487 2.18189 0.457489 2.04556 15.9375 15.9375 13.125 15.7112 1.21429
163.27 2031.57 40.0885 24.6933 68.9613 2.05111 0.61535 1.99832 15.9375 16.875 13.125 15.7137 1.28571
163.326 2031.48 40.2006 24.7256 69.059 1.9103 0.782788 1.94239 15.9375 16.875 13.125 15.7134 1.28571
