# label z_c u_bulle uz_domaine c1 c2 c3 c4 h1 h2 h3 h4 f1 f2 f3 f4 Vb
# c=cone_sup h=hemisphere f=coquille ; bandes r/D=[1,1.5][1.5,2][2,2.5][2.5,3] ; STOCKE (repere mobile)
299.00 70.234 0.46472 -9.74754 -8.97204 -8.68155 -8.93173 -9.735 -9.08541 -9.11155 -9.77942 -10.4728 -8.91921 -8.88558 -9.61699 -10.3727 2121.79
300.00 70.9861 0.934639 -10.4867 -8.79141 -10.3075 -11.0836 -11.2032 -10.0536 -10.355 -10.8988 -11.3533 -10.1661 -10.1834 -10.6595 -11.3237 2121.03
301.00 72.119 0.926062 -11.5915 -11.0294 -12.4443 -12.5736 -12.4349 -11.5165 -12.203 -12.378 -12.0262 -11.3677 -11.6677 -11.8716 -12.1075 2121.63
302.00 72.3325 0.241087 -11.7898 -9.5256 -11.6871 -12.3452 -11.4535 -11.641 -12.611 -12.246 -11.7349 -11.2468 -12.1913 -12.1434 -11.982 2123.53
303.00 73.5469 0.930838 -13.0067 -13.5481 -14.2162 -12.6913 -11.5102 -12.6067 -12.9268 -12.7024 -12.5793 -12.6712 -13.4718 -13.2706 -12.8502 2124.79
304.00 73.6309 -1.31547 -13.0475 -15.6315 -13.5588 -11.6335 -11.0042 -13.499 -11.688 -11.886 -12.5507 -12.5743 -12.6077 -13.1498 -13.1028 2123.5
305.00 71.1125 -2.72399 -10.5082 -11.0693 -9.58729 -8.45794 -8.61475 -10.6374 -9.83821 -9.8945 -10.2215 -9.87517 -10.0632 -10.5425 -10.6264 2121.24
306.00 68.8454 -1.60005 -8.25888 -7.35174 -6.80283 -6.33304 -6.90178 -8.71568 -8.58784 -8.38128 -8.29044 -8.45123 -8.65758 -8.70091 -8.29978 2119.21
307.00 68.5825 0.759717 -8.01444 -7.58918 -6.58566 -5.91035 -6.59004 -8.58063 -8.10783 -7.69982 -7.42057 -8.95327 -8.89408 -8.32288 -7.68941 2117.57
308.00 69.8456 1.26097 -9.26067 -7.79667 -7.17774 -7.56154 -8.54716 -8.7341 -8.23689 -8.1043 -8.84223 -9.66282 -9.5172 -9.19756 -9.00352 2118.42
309.00 70.638 0.193033 -10.0152 -8.93314 -10.1196 -10.3512 -10.3293 -9.17886 -8.58325 -8.81315 -10.1457 -9.82667 -9.59673 -9.6028 -10.2063 2119.58
310.00 70.557 -0.46945 -9.91538 -10.4799 -10.1421 -10.182 -9.23511 -8.84114 -8.54502 -9.03704 -8.82735 -9.07151 -8.74843 -9.13121 -9.41109 2118.66
