# t cellules_par_niveau_0_a_15
160.947 0 0 0 0 0 105 113961 1178744 0 0 0 0 0 0 0 0
162.045 0 0 0 0 0 162 116244 1156832 0 0 0 0 0 0 0 0
163.168 0 0 0 0 0 231 116033 1154104 0 0 0 0 0 0 0 0
164.269 0 0 0 0 0 211 118537 1135352 0 0 0 0 0 0 0 0
165.393 0 0 0 0 0 189 119456 1129408 0 0 0 0 0 0 0 0
166.497 0 0 0 0 0 227 120201 1121016 0 0 0 0 0 0 0 0
167.616 0 0 0 0 0 194 119675 1127336 0 0 0 0 0 0 0 0
168.718 0 0 0 0 0 220 116278 1152848 0 0 0 0 0 0 0 0
169.81 0 0 0 0 0 317 119781 1118616 0 0 0 0 0 0 0 0
170.933 0 0 0 0 0 339 120725 1109656 0 0 0 0 0 0 0 0
172.034 0 0 0 0 0 302 119022 1125648 0 0 0 0 0 0 0 0
173.157 0 0 0 0 0 296 119094 1125456 0 0 0 0 0 0 0 0
174.258 0 0 0 0 0 264 120109 1119384 0 0 0 0 0 0 0 0
175.382 0 0 0 0 0 254 119322 1126320 0 0 0 0 0 0 0 0
176.506 0 0 0 0 0 235 118682 1132656 0 0 0 0 0 0 0 0
177.629 0 0 0 0 0 274 117754 1137584 0 0 0 0 0 0 0 0
178.753 0 0 0 0 0 217 117216 1145536 0 0 0 0 0 0 0 0
179.865 0 0 0 0 0 144 118739 1138024 0 0 0 0 0 0 0 0
180.989 0 0 0 0 0 160 118688 1137408 0 0 0 0 0 0 0 0
182.101 0 0 0 0 0 171 117141 1149080 0 0 0 0 0 0 0 0
183.202 0 0 0 0 0 159 119994 1127024 0 0 0 0 0 0 0 0
184.315 0 0 0 0 0 242 122143 1104520 0 0 0 0 0 0 0 0
185.422 0 0 0 0 0 267 120265 1117944 0 0 0 0 0 0 0 0
186.539 0 0 0 0 0 274 121881 1104568 0 0 0 0 0 0 0 0
187.663 0 0 0 0 0 187 120412 1121888 0 0 0 0 0 0 0 0
188.779 0 0 0 0 0 207 117542 1143568 0 0 0 0 0 0 0 0
189.89 0 0 0 0 0 210 115691 1158184 0 0 0 0 0 0 0 0
190.922 0 0 0 0 0 186 117446 1145680 0 0 0 0 0 0 0 0
191.964 0 0 0 0 0 218 117862 1140304 0 0 0 0 0 0 0 0
193.056 0 0 0 0 0 169 117518 1146192 0 0 0 0 0 0 0 0
194.18 0 0 0 0 0 153 117611 1146472 0 0 0 0 0 0 0 0
