# t dissipation energy Reynolds eta
160.001 15.147 74.9477 36.8183 0.795515
160.003 15.187 75.0734 36.8313 0.794989
160.006 15.146 75.0781 36.8835 0.795527
160.009 15.1151 75.0814 36.9228 0.795933
160.014 15.0938 75.0855 36.9509 0.796214
160.019 15.0799 75.0904 36.9703 0.796398
160.024 15.0702 75.096 36.985 0.796526
160.03 15.0619 75.1014 36.9978 0.796635
160.037 15.0552 75.1075 37.009 0.796724
160.044 15.049 75.1124 37.0192 0.796807
160.051 15.0437 75.118 37.0284 0.796876
160.059 15.0385 75.1238 37.0376 0.796945
160.067 15.034 75.1297 37.0461 0.797005
160.075 15.0295 75.1351 37.0543 0.797064
160.084 15.0251 75.1401 37.0622 0.797123
160.092 15.0226 75.1455 37.068 0.797156
160.101 15.0199 75.1512 37.0741 0.797192
160.111 15.0172 75.1563 37.08 0.797228
160.12 15.0139 75.1613 37.0865 0.797271
160.13 15.0166 75.1665 37.0857 0.797236
160.14 15.0095 75.171 37.0967 0.79733
160.149 15.0084 75.1757 37.1004 0.797345
160.159 15.0041 75.1804 37.1081 0.797402
160.17 15.002 75.1852 37.1129 0.797429
160.18 14.9989 75.1894 37.1189 0.797471
160.19 14.9965 75.1933 37.1238 0.797502
160.2 14.9942 75.1974 37.1287 0.797534
160.211 14.9937 75.2017 37.1314 0.79754
160.222 14.993 75.2056 37.1342 0.797549
160.232 14.9898 75.2092 37.1399 0.797592
160.243 14.9861 75.2128 37.1463 0.797641
160.254 14.9831 75.2162 37.1517 0.797681
160.264 14.9806 75.2199 37.1566 0.797714
160.275 14.9779 75.2229 37.1614 0.79775
160.286 14.9744 75.2257 37.1671 0.797796
160.297 14.9706 75.2285 37.1733 0.797848
160.308 14.967 75.2311 37.179 0.797895
160.319 14.9638 75.2338 37.1843 0.797937
160.33 14.9632 75.2367 37.1865 0.797946
160.341 14.956 75.2385 37.1964 0.798042
160.352 14.9515 75.2403 37.2029 0.798102
160.363 14.9478 75.2431 37.2089 0.798151
160.374 14.9444 75.2457 37.2143 0.798196
160.385 14.9502 75.2492 37.2089 0.798119
160.396 14.9373 75.2509 37.2257 0.798291
160.407 14.9317 75.2533 37.234 0.798367
160.418 14.9281 75.2565 37.24 0.798415
160.429 14.9238 75.2588 37.2466 0.798473
160.44 14.9205 75.2615 37.252 0.798517
160.451 14.917 75.2647 37.2578 0.798562
160.463 14.9148 75.2681 37.2624 0.798592
160.474 14.9116 75.2714 37.268 0.798635
160.485 14.9088 75.2747 37.2732 0.798673
160.496 14.9071 75.2787 37.2772 0.798695
160.507 14.9047 75.2824 37.282 0.798727
160.519 14.904 75.2864 37.2848 0.798736
160.53 14.9026 75.29 37.2885 0.798756
160.541 14.9021 75.2941 37.2912 0.798763
160.552 14.901 75.2978 37.2943 0.798778
160.563 14.9003 75.302 37.2973 0.798787
160.575 14.8999 75.3058 37.2997 0.798792
160.586 14.8968 75.3094 37.3054 0.798834
160.597 14.8956 75.3135 37.3088 0.79885
160.608 14.909 75.3192 37.2949 0.79867
160.618 14.8954 75.3215 37.313 0.798852
160.629 14.8919 75.3249 37.3191 0.798899
160.639 14.8905 75.3286 37.3227 0.798918
