# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi n_regions V_tag straddle
# col 1-13 : sommes COMPLETES ponderees (1-f) sur toutes les mailles, centre en moyenne circulaire.
#            (l'ancienne version ne sommait que sur les mailles taguees f<0.5 -> volume sous-estime de ~4.5 %,
#             vitesse verticale biaisee de ~+0.35 en repere mobile. Cf. event bubble dans main.c.)
# col 14-16 : diagnostic fragmentation par tag() (V_tag = plus grosse region ; straddle = bulle a cheval sur un bord).
160.006 2122.45 30.01 30.0149 60.0033 2.66145 3.94143 0.904623 14.0625 14.0625 14.0625 15.9446 1 1 2006.78 0
160.03 2122.56 30.0733 30.1108 60.0263 2.48878 3.87852 1.01976 15 15 15 15.9449 1 1 2016.52 0
160.067 2122.45 30.1605 30.2511 60.0664 2.24332 3.74703 1.20009 15 15 15 15.9446 1 1 2026.82 0
160.111 2122.51 30.2529 30.4131 60.1226 1.91873 3.58198 1.37764 15 15 15 15.9447 1 1 2030.85 0
160.159 2122.74 30.3401 30.5835 60.1939 1.60971 3.38814 1.56144 15 15 15 15.9453 1 1 2028.03 0
160.211 2122.89 30.417 30.7545 60.2787 1.31774 3.19698 1.73643 15 15 15 15.9457 1 1 2023.18 0
160.264 2123.16 30.482 30.9217 60.3756 1.05872 3.01769 1.89481 15 15.9375 15 15.9463 1.0625 1 2027.43 0
160.319 2123.35 30.5348 31.0824 60.4834 0.817514 2.85482 2.04356 15 15.9375 15 15.9468 1.0625 1 2030.74 0
160.374 2123.44 30.5745 31.2355 60.6007 0.579278 2.67687 2.19198 14.0625 15.9375 15 15.9471 1.13333 1 2022.62 0
160.429 2123.63 30.6016 31.3794 60.7264 0.35003 2.48685 2.30918 14.0625 16.875 15 15.9475 1.2 1 2026.09 0
160.485 2123.91 30.6163 31.514 60.8595 0.131651 2.29267 2.38994 15 16.875 14.0625 15.9482 1.2 1 2024.36 0
160.541 2124.1 30.619 31.6374 60.9965 -0.0698991 2.08683 2.43867 15 16.875 14.0625 15.9487 1.2 1 2028.84 0
160.597 2124.31 30.6111 31.7494 61.1347 -0.243024 1.88837 2.44242 15 15.9375 14.0625 15.9492 1.13333 1 2026.34 0
160.653 2124.55 30.5937 31.8512 61.273 -0.398711 1.72295 2.42686 15 15.9375 15 15.9498 1.0625 1 2020.88 0
160.709 2124.7 30.568 31.9443 61.4108 -0.52832 1.57302 2.42027 15 16.875 14.0625 15.9502 1.2 1 2026.95 0
160.765 2124.78 30.5352 32.0293 61.5487 -0.63924 1.43419 2.44133 15 16.875 14.0625 15.9504 1.2 1 2034.67 0
160.821 2124.89 30.4969 32.1067 61.6888 -0.723807 1.31254 2.49679 15 16.875 14.0625 15.9507 1.2 1 2031.56 0
160.877 2125 30.4547 32.1781 61.8324 -0.782558 1.21835 2.57928 15 16.875 14.0625 15.9509 1.2 1 2031.47 0
160.933 2125.07 30.4102 32.2449 61.9814 -0.811728 1.1439 2.68762 15 16.875 14.0625 15.9511 1.2 1 2031.86 0
160.989 2125.16 30.3645 32.3075 62.1376 -0.819412 1.07177 2.81297 15 16.875 14.0625 15.9514 1.2 1 2030.58 0
161.045 2125.32 30.319 32.3668 62.3012 -0.79848 1.02057 2.92738 15 16.875 15 15.9518 1.125 1 2026.35 0
161.101 2125.38 30.2752 32.4233 62.4713 -0.748625 0.977519 3.04645 15 15.9375 14.0625 15.9519 1.13333 1 2029.9 0
161.157 2125.52 30.2347 32.4769 62.6472 -0.677384 0.927703 3.13566 15 15.9375 14.0625 15.9523 1.13333 1 2032.09 0
161.213 2125.67 30.1987 32.5276 62.8272 -0.591161 0.876736 3.19743 15 15.9375 14.0625 15.9526 1.13333 1 2037.03 0
161.27 2125.84 30.1682 32.5753 63.0096 -0.475764 0.821281 3.21655 15 15.9375 14.0625 15.9531 1.13333 1 2036.6 0
161.326 2125.88 30.1445 32.6199 63.1932 -0.348595 0.758068 3.21101 15 15.9375 14.0625 15.9532 1.13333 1 2031.03 0
161.382 2125.98 30.1284 32.6606 63.3758 -0.204412 0.680858 3.17668 15 15.9375 13.125 15.9534 1.21429 1 2035.12 0
161.438 2126.03 30.1205 32.6964 63.555 -0.0474085 0.580121 3.10593 15 15.9375 13.125 15.9535 1.21429 1 2030.45 0
161.494 2126.11 30.1217 32.7264 63.7296 0.127375 0.465919 2.99965 15 15.9375 14.0625 15.9537 1.13333 1 2029.57 0
161.551 2126.14 30.1328 32.7495 63.8983 0.310258 0.339038 2.88115 15 17.8125 13.125 15.9538 1.35714 1 2026.38 0
161.607 2126.19 30.1543 32.7649 64.0591 0.511007 0.188599 2.74327 15 17.8125 13.125 15.9539 1.35714 1 2030.37 0
161.663 2126.22 30.187 32.7713 64.2116 0.698695 0.018987 2.59383 15 17.8125 13.125 15.954 1.35714 1 2031.62 0
161.719 2126.36 30.2312 32.7678 64.3554 0.917146 -0.163302 2.42706 15 17.8125 13.125 15.9544 1.35714 1 2033.17 0
161.775 2126.47 30.2878 32.7533 64.4894 1.14076 -0.376314 2.24671 15 17.8125 13.125 15.9546 1.35714 1 2030.44 0
161.831 2126.61 30.3575 32.7266 64.6135 1.38835 -0.598989 2.06253 15 17.8125 12.1875 15.955 1.46154 1 2033.03 0
161.888 2126.72 30.4408 32.6871 64.7269 1.63859 -0.836884 1.86717 15 17.8125 12.1875 15.9552 1.46154 1 2033 0
161.944 2126.8 30.5386 32.634 64.8284 1.89476 -1.08942 1.65243 15 17.8125 12.1875 15.9555 1.46154 1 2032.42 0
162 2126.89 30.651 32.5661 64.9177 2.15594 -1.34793 1.42301 15 17.8125 12.1875 15.9557 1.46154 1 2026 0
162.056 2126.94 30.778 32.4837 64.9941 2.41033 -1.61049 1.19446 15.9375 17.8125 13.125 15.9558 1.35714 1 2027.23 0
162.112 2127.01 30.9202 32.3862 65.0568 2.67075 -1.87993 0.960511 15.9375 16.875 13.125 15.956 1.28571 1 2026.29 0
162.169 2127.1 31.0769 32.2735 65.1066 2.92512 -2.1397 0.72753 15 16.875 13.125 15.9562 1.28571 1 2029.54 0
162.225 2127.14 31.248 32.1466 65.1432 3.1904 -2.38102 0.499477 15 16.875 13.125 15.9563 1.28571 1 2028.25 0
162.281 2127.2 31.434 32.0066 65.1662 3.44783 -2.61296 0.279737 15 16.875 13.125 15.9565 1.28571 1 2030.52 0
162.337 2127.27 31.6346 31.8538 65.177 3.72018 -2.82627 0.0529369 15.9375 17.8125 13.125 15.9566 1.35714 1 2031.94 0
