# i t cells coeurs_suggere(~100k/coeur)
10180 76.2265 721232 8
10200 76.7745 707022 8
10220 77.375 702283 8
10240 78 708247 8
10260 78.625 714701 8
10280 79.25 722653 8
10300 79.875 734238 8
10320 80.4392 746383 8
10340 80.9736 761300 8
10360 81.5 773662 8
10380 82.0278 786465 8
10400 82.589 806716 9
10420 83.1053 823656 9
10440 83.6316 841569 9
10460 84.1622 855093 9
10480 84.6858 872306 9
10500 85.1795 891850 9
10520 85.6923 911037 10
10540 86.2011 915923 10
10560 86.7004 922293 10
10580 87.1926 933577 10
10600 87.6457 948354 10
10620 88.0889 964720 10
10640 88.5333 985412 10
10660 88.9778 1002191 11
10680 89.4087 1008484 11
10700 89.8311 1009240 11
10720 90.25 1005754 11
10740 90.6667 1000350 11
10760 91.0925 997151 10
10780 91.5685 998061 10
10800 92.05 1003584 11
10820 92.5394 1016541 11
10840 93 1029260 11
10860 93.4583 1043988 11
10880 93.9097 1053193 11
10900 94.3721 1062888 11
10920 94.8372 1065499 11
10940 95.3171 1066332 11
10960 95.8049 1065443 11
10980 96.3 1064211 11
11000 96.79 1058212 11
11020 97.2579 1054110 11
11040 97.6964 1054754 11
11060 98.1304 1054278 11
11080 98.5652 1060662 11
11100 99 1071092 11
11120 99.4656 1083636 11
11140 99.9514 1084462 11
11160 100.439 1083391 11
11180 100.916 1082901 11
11200 101.366 1078722 11
11220 101.811 1080199 11
11240 102.232 1080311 11
11260 102.638 1080990 11
11280 103.02 1075516 11
11300 103.42 1065590 11
11320 103.82 1054880 11
11340 104.221 1051905 11
11360 104.621 1057820 11
11380 105.02 1073010 11
11400 105.429 1088228 11
11420 105.837 1096915 11
11440 106.255 1101787 12
11460 106.67 1093233 11
11480 107.083 1091665 11
11500 107.5 1081900 11
11520 107.917 1078057 11
11540 108.333 1066367 11
11560 108.76 1056798 11
11580 109.192 1050288 11
11600 109.617 1056616 11
11620 110.021 1070385 11
11640 110.43 1077700 11
11660 110.824 1082670 11
11680 111.223 1084770 11
11700 111.608 1085792 11
11720 111.981 1091448 11
11740 112.36 1097699 11
11760 112.748 1100422 12
11780 113.143 1100163 12
11800 113.551 1095445 11
11820 113.959 1096208 11
11840 114.375 1096306 11
11860 114.792 1091217 11
11880 115.213 1088592 11
11900 115.629 1088130 11
11920 116.042 1087934 11
11940 116.464 1092204 11
11960 116.863 1090293 11
11980 117.265 1094409 11
12000 117.684 1092743 11
12020 118.106 1083629 11
12040 118.532 1072905 11
12060 118.957 1066808 11
12080 119.417 1068397 11
12100 119.866 1072023 11
12120 120.271 1071470 11
12140 120.676 1072709 11
12160 121.085 1069972 11
12180 121.527 1061754 11
12200 121.977 1069146 11
12220 122.437 1070553 11
12240 122.889 1075271 11
12260 123.301 1080304 11
12280 123.718 1080199 11
12300 124.122 1074991 11
12320 124.531 1067662 11
12340 124.939 1063875 11
12360 125.369 1064603 11
12380 125.804 1067732 11
12400 126.25 1066913 11
12420 126.705 1063532 11
12440 127.159 1058681 11
12460 127.614 1059311 11
12480 128.069 1063917 11
12500 128.502 1061068 11
12520 128.903 1066619 11
12540 129.3 1069265 11
12560 129.7 1073031 11
12580 130.11 1072338 11
12600 130.565 1068229 11
12620 131.023 1065842 11
12640 131.488 1068229 11
12660 131.953 1068565 11
12680 132.419 1061369 11
12700 132.884 1050722 11
12720 133.349 1039718 11
12740 133.814 1034027 11
12760 134.278 1033558 11
12780 134.71 1037632 11
12800 135.097 1035721 11
12820 135.47 1034846 11
12840 135.836 1039039 11
12860 136.204 1043043 11
12880 136.585 1048657 11
12900 136.98 1058408 11
12920 137.41 1068761 11
12940 137.847 1076041 11
12960 138.302 1077364 11
12980 138.767 1073528 11
13000 139.244 1075747 11
13020 139.732 1077903 11
13040 140.185 1076608 11
13060 140.629 1077672 11
13080 141.065 1075705 11
13100 141.5 1073500 11
13120 141.935 1071743 11
13140 142.361 1079975 11
13160 142.767 1082327 11
13180 143.16 1080318 11
13200 143.56 1078526 11
13220 143.96 1080815 11
13240 144.389 1076370 11
13260 144.811 1075509 11
13280 145.234 1078365 11
13300 145.66 1079639 11
13320 146.089 1082271 11
13340 146.515 1082509 11
13360 146.919 1078036 11
13380 147.335 1074277 11
13400 147.778 1069083 11
13420 148.222 1063581 11
13440 148.667 1060403 11
13460 149.086 1057316 11
13480 149.503 1064155 11
13500 149.917 1064106 11
13520 150.353 1064540 11
13540 150.815 1071064 11
13560 151.278 1072485 11
13580 151.718 1075411 11
13600 152.128 1076433 11
13620 152.553 1074207 11
13640 152.979 1067886 11
13660 153.421 1062748 11
13680 153.866 1055020 11
13700 154.325 1046459 11
13720 154.777 1044415 11
13740 155.222 1041951 11
13760 155.667 1036036 11
13780 156.116 1037842 11
13800 156.573 1036099 11
13820 157 1037394 11
13840 157.433 1039445 11
13860 157.869 1043407 11
13880 158.333 1044821 11
13900 158.785 1038864 11
13920 159.218 1038717 11
13940 159.653 1042770 11
