# t dissipation energy Reynolds eta
76.001 1.27667 14.5107 24.5537 1.47642
76.003 1.27062 14.513 24.6161 1.47818
76.0077 1.27193 14.5297 24.6316 1.47779
76.0148 1.27403 14.555 24.6541 1.47718
76.0242 1.27677 14.588 24.6837 1.47639
76.0357 1.28004 14.6282 24.72 1.47545
76.0489 1.28384 14.6745 24.7615 1.47436
76.0637 1.28815 14.7265 24.8076 1.47312
76.0802 1.29292 14.7839 24.8583 1.47176
76.0979 1.298 14.8454 24.9128 1.47032
76.1171 1.30352 14.912 24.9715 1.46876
76.1371 1.30931 14.9816 25.0324 1.46713
76.1582 1.31532 15.0542 25.0963 1.46545
76.1803 1.32169 15.1305 25.1627 1.46368
76.2031 1.32819 15.2085 25.2305 1.46189
76.2265 1.33494 15.2888 25.2994 1.46004
76.2507 1.34184 15.3713 25.3705 1.45816
76.2757 1.34894 15.4561 25.4433 1.45624
76.3015 1.35634 15.5438 25.5177 1.45424
76.3274 1.3637 15.6313 25.5919 1.45228
76.3543 1.37133 15.7219 25.6685 1.45025
76.3812 1.37896 15.8121 25.7444 1.44824
76.4081 1.38667 15.9025 25.8194 1.44623
76.4363 1.39463 15.9964 25.8977 1.44416
76.4645 1.40263 16.0901 25.975 1.44209
76.4927 1.41068 16.1837 26.0514 1.44003
76.5209 1.41867 16.2769 26.1276 1.438
76.549 1.42669 16.3698 26.2028 1.43598
76.5772 1.43469 16.4625 26.2776 1.43397
76.6054 1.44274 16.5549 26.3512 1.43197
76.6336 1.45082 16.6471 26.4241 1.42997
76.6618 1.45884 16.739 26.4968 1.428
76.69 1.4669 16.8306 26.5685 1.42603
76.7182 1.47489 16.9218 26.6399 1.4241
76.7463 1.48285 17.0127 26.711 1.42218
76.7745 1.49081 17.1032 26.7814 1.42028
76.8027 1.49881 17.1937 26.8512 1.41838
76.8309 1.50679 17.2839 26.9204 1.4165
76.8591 1.51479 17.3737 26.9888 1.41462
76.8873 1.52277 17.4633 27.0568 1.41277
76.9154 1.53082 17.5528 27.1239 1.41091
76.9436 1.5388 17.6419 27.1909 1.40908
76.9718 1.54686 17.7308 27.2565 1.40723
77 1.55481 17.8193 27.3224 1.40543
77.0312 1.56369 17.9171 27.3943 1.40343
77.0625 1.57259 18.0146 27.4653 1.40144
77.0938 1.5815 18.1118 27.5356 1.39947
77.125 1.59043 18.2088 27.6053 1.3975
77.1562 1.59939 18.3056 27.6742 1.39554
77.1875 1.60824 18.4019 27.7431 1.39361
77.2188 1.6171 18.4979 27.8113 1.3917
77.25 1.626 18.5936 27.8786 1.38979
77.2812 1.63493 18.6891 27.9452 1.38789
77.3125 1.64397 18.7843 28.0102 1.38598
77.3438 1.65286 18.8791 28.0757 1.38411
77.375 1.66178 18.9737 28.1406 1.38225
77.4062 1.67082 19.0681 28.204 1.38037
77.4375 1.67973 19.162 28.2676 1.37854
77.4688 1.68873 19.2559 28.3303 1.3767
77.5 1.69766 19.3492 28.3926 1.37489
77.5312 1.7067 19.4425 28.4539 1.37306
77.5625 1.71576 19.5356 28.5145 1.37125
77.5938 1.72473 19.6282 28.575 1.36946
77.625 1.73368 19.7205 28.6353 1.36769
77.6562 1.74278 19.8127 28.6939 1.3659
77.6875 1.75189 19.9046 28.752 1.36412
77.7188 1.76097 19.9963 28.8098 1.36236
77.75 1.77012 20.0877 28.8668 1.3606
77.7812 1.77916 20.1788 28.9238 1.35886
77.8125 1.7883 20.2695 28.9795 1.35712
77.8438 1.7975 20.3603 29.0347 1.35538
77.875 1.80671 20.4507 29.0892 1.35365
77.9062 1.81586 20.5407 29.1435 1.35195
77.9375 1.82518 20.6307 29.1965 1.35022
77.9688 1.83448 20.7206 29.2492 1.3485
78 1.84363 20.81 29.3024 1.34682
