# t dissipation energy Reynolds eta
76.001 1.27667 14.5107 24.5537 1.47642
76.003 1.2698 14.5037 24.6081 1.47841
76.0077 1.26919 14.4982 24.6047 1.47859
76.0148 1.26835 14.4897 24.5984 1.47883
76.0242 1.26723 14.4785 24.5902 1.47916
76.0357 1.26578 14.4645 24.5805 1.47959
76.0489 1.26415 14.4485 24.5692 1.48006
76.0637 1.26237 14.4306 24.556 1.48058
76.0802 1.26039 14.4108 24.5417 1.48117
76.0979 1.25823 14.3894 24.5262 1.4818
76.1171 1.2559 14.3662 24.5095 1.48249
76.1371 1.25348 14.3422 24.492 1.4832
76.1582 1.25088 14.3169 24.4741 1.48397
76.1803 1.24819 14.2902 24.455 1.48477
76.2031 1.24541 14.2629 24.4354 1.4856
76.2265 1.24259 14.2349 24.415 1.48644
76.2507 1.23963 14.206 24.3945 1.48733
76.2757 1.23658 14.1761 24.3733 1.48824
76.3015 1.23345 14.1453 24.3512 1.48919
76.3274 1.23031 14.1147 24.3294 1.49014
76.3543 1.22701 14.0827 24.307 1.49114
76.3812 1.2237 14.0509 24.2848 1.49215
76.4081 1.22046 14.0193 24.2623 1.49313
76.4363 1.21707 13.9863 24.2389 1.49417
76.4645 1.21365 13.9532 24.2157 1.49523
76.4927 1.2103 13.9204 24.1921 1.49626
76.5209 1.2069 13.8877 24.1691 1.49731
76.549 1.20353 13.8551 24.1461 1.49836
76.5772 1.20025 13.8227 24.1227 1.49938
76.6054 1.19686 13.7902 24.1 1.50044
76.6336 1.19357 13.758 24.0768 1.50147
76.6618 1.19031 13.7259 24.0535 1.5025
76.69 1.187 13.6938 24.0307 1.50355
76.7182 1.18365 13.6618 24.0084 1.50461
76.7463 1.18034 13.6298 23.9859 1.50566
76.7745 1.17699 13.5978 23.9636 1.50673
76.8027 1.17365 13.5661 23.9416 1.5078
76.8309 1.1704 13.5345 23.9191 1.50885
76.8591 1.16709 13.503 23.8972 1.50992
76.8873 1.16379 13.4715 23.8753 1.51099
76.9154 1.16046 13.4402 23.8538 1.51207
76.9436 1.15726 13.409 23.8314 1.51311
76.9718 1.15401 13.3779 23.8096 1.51418
77 1.1508 13.3469 23.7876 1.51523
77.0312 1.14718 13.3125 23.7636 1.51643
77.0625 1.1436 13.2782 23.7395 1.51761
77.0938 1.14006 13.2442 23.7154 1.51879
77.125 1.13653 13.2102 23.6913 1.51997
77.1562 1.133 13.1764 23.6673 1.52115
77.1875 1.12947 13.1427 23.6437 1.52234
77.2188 1.12596 13.109 23.6199 1.52352
77.25 1.12256 13.0758 23.5956 1.52467
77.2812 1.11909 13.0425 23.5719 1.52585
77.3125 1.11563 13.0093 23.5484 1.52704
77.3438 1.11219 12.9761 23.5247 1.52822
77.375 1.1088 12.9433 23.501 1.52938
77.4062 1.10537 12.9104 23.4775 1.53057
77.4375 1.10196 12.8776 23.4541 1.53175
77.4688 1.0985 12.8448 23.4313 1.53296
77.5 1.09514 12.8123 23.4078 1.53413
77.5312 1.09176 12.78 23.3849 1.53532
77.5625 1.08842 12.7476 23.3614 1.53649
77.5938 1.0851 12.7154 23.338 1.53767
77.625 1.0818 12.6834 23.3148 1.53884
77.6562 1.07852 12.6515 23.2914 1.54001
77.6875 1.07527 12.6198 23.2681 1.54117
77.7188 1.07195 12.588 23.2455 1.54236
77.75 1.06869 12.5564 23.2224 1.54354
77.7812 1.06542 12.5249 23.1996 1.54472
77.8125 1.06217 12.4935 23.1768 1.5459
77.8438 1.05898 12.4623 23.1539 1.54706
77.875 1.05576 12.4312 23.1312 1.54824
77.9062 1.05258 12.4001 23.1082 1.54941
77.9375 1.04945 12.3693 23.0851 1.55056
77.9688 1.0463 12.3385 23.0622 1.55173
78 1.04315 12.3078 23.0396 1.5529
78.0312 1.04008 12.2773 23.0165 1.55404
78.0625 1.03694 12.2469 22.9941 1.55522
78.0938 1.03388 12.2165 22.9711 1.55637
78.125 1.03081 12.1863 22.9482 1.55752
78.1562 1.02778 12.1562 22.9254 1.55867
78.1875 1.02474 12.1262 22.9027 1.55983
78.2188 1.02171 12.0963 22.88 1.56098
78.25 1.01869 12.0665 22.8574 1.56214
78.2812 1.01568 12.0368 22.835 1.56329
78.3125 1.01266 12.0072 22.8128 1.56446
78.3438 1.00967 11.9778 22.7906 1.56561
78.375 1.00666 11.9484 22.7686 1.56678
78.4062 1.00374 11.9191 22.7459 1.56792
78.4375 1.00078 11.89 22.7236 1.56908
78.4688 0.997829 11.8608 22.7015 1.57024
78.5 0.994839 11.8318 22.6799 1.57142
78.5312 0.991914 11.8028 22.6578 1.57257
78.5625 0.989 11.7741 22.6359 1.57373
78.5938 0.986109 11.7454 22.6139 1.57488
78.625 0.983249 11.7169 22.5918 1.57603
78.6562 0.980352 11.6884 22.57 1.57719
78.6875 0.977516 11.66 22.5479 1.57833
78.7188 0.974704 11.6318 22.5257 1.57947
78.75 0.971917 11.6037 22.5035 1.5806
78.7812 0.969064 11.5756 22.482 1.58176
78.8125 0.966252 11.5475 22.4601 1.58291
78.8438 0.963453 11.5196 22.4383 1.58406
78.875 0.960653 11.4918 22.4168 1.58521
78.9062 0.957886 11.4641 22.3951 1.58636
78.9375 0.955136 11.4365 22.3733 1.5875
78.9688 0.952404 11.409 22.3515 1.58864
79 0.949667 11.3816 22.3299 1.58978
79.0312 0.946938 11.3543 22.3083 1.59092
79.0625 0.944194 11.327 22.2871 1.59208
79.0938 0.941523 11.3 22.2654 1.59321
79.125 0.93883 11.2729 22.2439 1.59435
79.1562 0.936159 11.246 22.2224 1.59548
79.1875 0.93349 11.2191 22.2009 1.59662
79.2188 0.930878 11.1924 22.1792 1.59774
79.25 0.92826 11.1658 22.1577 1.59887
79.2812 0.92563 11.1393 22.1364 1.6
79.3125 0.922979 11.1127 22.1153 1.60115
79.3438 0.920348 11.0863 22.0943 1.60229
79.375 0.917735 11.06 22.0732 1.60343
79.4062 0.915171 11.0338 22.0518 1.60455
79.4375 0.91254 11.0076 22.031 1.60571
79.4688 0.910024 10.9817 22.0095 1.60682
79.5 0.907452 10.9557 21.9885 1.60795
79.5312 0.904958 10.93 21.9671 1.60906
79.5625 0.902431 10.9043 21.9461 1.61019
79.5938 0.899905 10.8785 21.925 1.61132
79.625 0.897477 10.8531 21.9033 1.6124
79.6562 0.895025 10.8277 21.882 1.61351
79.6875 0.89251 10.8022 21.8612 1.61464
79.7188 0.890052 10.7769 21.84 1.61576
79.75 0.887545 10.7515 21.8194 1.6169
79.7812 0.885137 10.7265 21.7982 1.61799
79.8125 0.882713 10.7014 21.777 1.6191
79.8438 0.880311 10.6765 21.7559 1.62021
79.875 0.877929 10.6516 21.7347 1.62131
79.9062 0.875543 10.6268 21.7137 1.62241
79.9375 0.873173 10.6021 21.6926 1.62351
79.9688 0.870767 10.5775 21.672 1.62463
80 0.868413 10.553 21.6511 1.62573
80.0312 0.866068 10.5285 21.6302 1.62683
80.0625 0.863691 10.5041 21.6096 1.62795
80.0938 0.861302 10.4797 21.5893 1.62907
80.125 0.858956 10.4554 21.5687 1.63018
80.1562 0.856584 10.4312 21.5485 1.63131
80.1875 0.854233 10.4071 21.5282 1.63243
80.2188 0.85195 10.3832 21.5076 1.63353
80.25 0.849665 10.3594 21.4871 1.63462
80.2812 0.847374 10.3356 21.4667 1.63573
80.3125 0.845043 10.3118 21.4468 1.63685
80.3438 0.842786 10.2882 21.4263 1.63795
80.375 0.840466 10.2645 21.4066 1.63908
80.4062 0.838232 10.2411 21.3861 1.64017
80.4375 0.83601 10.2178 21.3658 1.64126
80.4688 0.833761 10.1944 21.3457 1.64236
80.5 0.831576 10.1713 21.3253 1.64344
80.5312 0.829373 10.1482 21.3051 1.64453
80.5625 0.827142 10.1252 21.2853 1.64564
80.5938 0.824964 10.1022 21.2651 1.64672
80.625 0.82273 10.0793 21.2457 1.64784
80.6562 0.820515 10.0565 21.2261 1.64895
80.6875 0.818314 10.0338 21.2066 1.65006
80.7188 0.816091 10.0111 21.1875 1.65118
80.75 0.813882 9.98844 21.1682 1.6523
80.7812 0.811673 9.96586 21.1491 1.65342
80.8125 0.809496 9.94341 21.1298 1.65453
80.8438 0.807336 9.92104 21.1105 1.65564
80.875 0.805173 9.89876 21.0913 1.65675
80.9062 0.803049 9.87661 21.072 1.65785
80.9375 0.800879 9.85445 21.0531 1.65897
80.9688 0.798688 9.83228 21.0346 1.6601
81 0.796516 9.8102 21.0159 1.66123
