# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi
160.001 2006.97 30 90 60 0.0279107 -0.0925046 0.0846906 14.0625 14.0625 14.0625 15.65 1
160.019 2014.61 30.0186 89.9294 60.0621 1.11311 -4.49675 4.20137 14.0625 15 15 15.6698 1.06667
160.051 2023.88 30.0552 89.7752 60.1959 1.19888 -4.33755 4.4361 14.0625 15 15 15.6938 1.06667
160.092 2031.03 30.0962 89.6056 60.3936 1.27111 -4.09673 4.64945 14.0625 15 15 15.7123 1.06667
160.14 2030.59 30.1615 89.4328 60.624 1.3752 -3.78441 4.88151 15 15 15 15.7111 1
160.19 2026.03 30.2279 89.2531 60.8789 1.49177 -3.4175 5.08644 15 15.9375 15 15.6994 1.0625
160.243 2027.41 30.3246 89.0599 61.1339 1.63761 -3.00258 5.25677 15 15.9375 14.0625 15.7029 1.13333
160.297 2030.77 30.4119 88.9299 61.4116 1.79115 -2.52832 5.40297 15 15.9375 15 15.7116 1.0625
160.352 2025.87 30.5228 88.781 61.7202 1.97231 -2.00807 5.51444 15 15.9375 14.0625 15.699 1.13333
160.407 2032.41 30.6379 88.6939 62.0115 2.15623 -1.48408 5.56661 15 15.9375 14.0625 15.7158 1.13333
160.463 2027.22 30.7652 88.621 62.3263 2.3651 -0.930714 5.58023 15 15.9375 15 15.7024 1.0625
160.519 2024.58 30.8928 88.5731 62.6435 2.57972 -0.386003 5.56876 15 15.9375 14.0625 15.6956 1.13333
160.575 2028.82 31.0349 88.5656 62.9362 2.80898 0.0813861 5.46989 15 15.9375 14.0625 15.7066 1.13333
160.631 2027.39 31.1951 88.5828 63.2299 3.04088 0.525244 5.31687 15 15 14.0625 15.7029 1.06667
160.687 2030.62 31.379 88.6119 63.5245 3.28075 0.987296 5.13855 15 15 14.0625 15.7112 1.06667
160.743 2031.24 31.5584 88.676 63.8031 3.51287 1.41412 4.94605 15 15 14.0625 15.7128 1.06667
160.798 2034.52 31.7622 88.7542 64.0598 3.71743 1.82173 4.71141 15.9375 15 14.0625 15.7213 1.13333
160.854 2032.36 31.9832 88.8541 64.3084 3.90098 2.2301 4.46057 15.9375 15 15 15.7157 1.0625
160.91 2030.35 32.2089 88.9998 64.5506 4.04272 2.64337 4.21414 15.9375 15.9375 15 15.7105 1.0625
160.966 2024.16 32.4219 89.1528 64.7676 4.15131 3.04478 3.97528 15 15 14.0625 15.6945 1.06667
161.022 2036.65 32.6491 89.3265 64.9813 4.22513 3.4459 3.65919 15.9375 15 14.0625 15.7267 1.13333
161.079 2038.48 32.8836 89.5265 65.1633 4.27071 3.82994 3.36499 15.9375 15 14.0625 15.7315 1.13333
161.135 2028.97 33.13 89.7376 65.3366 4.27 4.23717 3.12561 15.9375 15 15 15.707 1.0625
161.191 2031.37 33.3429 89.9836 65.5093 4.26249 4.642 2.84802 15 14.0625 15 15.7132 1.06667
161.247 2035.1 33.5919 90.2366 65.6675 4.22091 5.03459 2.53711 15.9375 15 14.0625 15.7228 1.13333
161.303 2029.2 33.8374 90.5323 65.7663 4.15584 5.39766 2.25566 15.9375 15 14.0625 15.7076 1.13333
161.36 2030.73 34.0791 90.843 65.8648 4.0809 5.74292 1.95388 15 15 15 15.7115 1
161.416 2033.98 34.2861 91.1482 65.9741 4.00546 6.08318 1.66212 15 15 15 15.7199 1
161.472 2037.13 34.4962 91.5086 66.0492 3.89882 6.4035 1.36359 15.9375 15 15 15.728 1.0625
161.528 2033.49 34.7282 91.8673 66.1093 3.775 6.70153 1.10864 15.9375 14.0625 15 15.7186 1.13333
161.584 2038.51 34.9357 92.2406 66.1526 3.65393 6.9813 0.810095 15 15 15 15.7315 1
161.64 2034.12 35.126 92.6435 66.1908 3.5239 7.24412 0.551557 15 15 15 15.7202 1
161.697 2039.09 35.3301 93.0381 66.188 3.3918 7.45102 0.308473 15 15 15 15.733 1
161.753 2035.81 35.5152 93.4649 66.1947 3.24583 7.65009 0.079138 15 15 15 15.7246 1
161.809 2035.97 35.6815 93.8823 66.184 3.1114 7.81798 -0.128915 15 15 15 15.725 1
161.865 2040.12 35.8548 94.3336 66.1637 2.94552 7.95727 -0.332133 15 15 15 15.7357 1
161.921 2034.19 36.0193 94.7572 66.1434 2.78014 8.05502 -0.478473 15 15 15 15.7204 1
