# t V_complet V_tronque w_complet w_tronque xc yc zc n_regions
# recalcul a posteriori par src/diag_volume.c (sommes completes)
161.00 2123.7553 2026.0484 2.733248 2.972268 33.6487 86.0616 61.1155 1
166.00 2123.7520 2026.5958 1.094856 1.418447 30.7816 70.1125 69.7017 1
171.00 2125.1932 2023.8153 -0.347297 -0.005502 39.2617 51.6972 71.6924 1
176.00 2123.3848 2027.6434 -1.617501 -1.346977 32.6769 50.7013 71.0033 1
181.00 2124.9428 2027.9258 0.303356 0.600806 38.6582 36.4380 69.4726 1
186.00 2118.2727 2025.8498 0.810229 1.123968 37.3689 6.7759 70.9945 1
191.00 2117.8691 2023.1617 -0.354139 -0.050533 47.2279 109.1563 70.2053 1
196.00 2119.5968 2026.2551 1.222421 1.551118 52.0012 110.9828 72.0995 1
201.00 2120.9861 2029.3677 -1.874560 -1.671985 40.0242 7.8376 68.7227 1
206.00 2118.5589 2025.7104 -1.221855 -0.953477 17.2139 112.4859 72.5575 1
211.00 2116.2386 2022.0585 0.117586 0.399463 36.5198 81.0381 68.2964 1
216.00 2123.4236 2030.5771 0.514956 0.815087 60.1944 109.3462 67.9517 1
221.00 2127.4574 2033.1640 0.132881 0.421419 53.7767 0.0093 71.5745 1
226.00 2125.6916 2030.5418 1.997102 2.295853 79.8342 103.8582 69.2705 1
231.00 2131.2252 2035.5305 0.280998 0.586792 86.3038 6.9015 71.5856 1
236.00 2131.6939 2039.5076 -0.824139 -0.537629 88.7055 4.0161 71.0071 1
241.00 2138.5084 2038.2155 1.316938 1.666371 98.1242 118.8697 74.3439 1
246.00 2132.1427 2040.3699 0.946470 1.257508 78.7641 114.0486 74.2913 1
251.00 2137.3064 2037.4557 0.778541 1.120836 86.3846 117.1062 76.7612 1
256.00 2132.0936 2036.8124 0.722950 1.059083 73.1537 105.3540 74.7411 1
261.00 2130.2588 2024.3922 -1.880806 -1.552195 57.4098 97.2638 71.7912 1
266.00 2121.7469 2024.7777 1.122429 1.476877 41.8088 87.2014 70.3996 1
271.00 2127.3693 2030.4475 0.441294 0.762111 52.3453 117.7221 72.7112 1
276.00 2117.0989 2024.1116 -2.109451 -1.902838 19.7944 112.6435 67.3337 1
