# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi n_regions V_tag straddle
# col 1-13 : sommes COMPLETES ponderees (1-f) sur toutes les mailles, centre en moyenne circulaire.
#            (l'ancienne version ne sommait que sur les mailles taguees f<0.5 -> volume sous-estime de ~4.5 %,
#             vitesse verticale biaisee de ~+0.35 en repere mobile. Cf. event bubble dans main.c.)
# col 14-16 : diagnostic fragmentation par tag() (V_tag = plus grosse region ; straddle = bulle a cheval sur un bord).
160.001 2122.62 30 30 60 -0.330163 0.158741 -0.193352 14.0625 14.0625 14.0625 15.945 1 1 2006.97 0
160.019 2122.17 29.8999 30.037 59.9455 -6.05728 2.23689 -3.19207 15 15 15 15.9439 1 1 2013.67 0
160.051 2122.65 29.703 30.1102 59.8449 -6.07176 2.27966 -2.89806 15 15 15 15.9451 1 1 2026.16 0
160.092 2122.37 29.4504 30.2046 59.7287 -6.07616 2.29904 -2.55585 15 15 15 15.9444 1 1 2031.11 0
160.14 2122.38 29.1623 30.3132 59.6138 -6.07233 2.32388 -2.19347 15.9375 15 15 15.9444 1.0625 1 2028.66 0
160.19 2122.26 28.8535 30.4304 59.5089 -6.06351 2.33231 -1.82837 15 15 15 15.9441 1 1 2031.35 0
160.243 2122.22 28.5324 30.553 59.4184 -6.06287 2.31569 -1.47738 15 14.0625 15 15.944 1.06667 1 2028.4 0
160.297 2122.2 28.2044 30.6776 59.3453 -6.04811 2.29336 -1.12741 15.9375 14.0625 15 15.944 1.13333 1 2026.33 0
160.352 2122.13 27.871 30.8027 59.2901 -6.03286 2.25281 -0.786724 15 14.0625 15 15.9438 1.06667 1 2035.77 0
160.407 2122.11 27.5389 30.9255 59.2533 -6.02392 2.20839 -0.470506 15 14.0625 15.9375 15.9437 1.13333 1 2032.43 0
160.463 2122.12 27.2002 31.0485 59.2331 -6.01534 2.17082 -0.179077 15.9375 14.0625 15.9375 15.9438 1.13333 1 2026.52 0
160.519 2122.12 26.8622 31.1698 59.2281 -6.00955 2.15698 0.0550761 15 15 15.9375 15.9437 1.0625 1 2029.29 0
160.575 2122.1 26.525 31.291 59.2357 -6.01176 2.18043 0.250438 15 15 15.9375 15.9437 1.0625 1 2019.86 0
160.631 2122.04 26.1869 31.4137 59.2536 -6.01599 2.22632 0.405979 15 15 15 15.9436 1 1 2024.65 0
160.687 2122.03 25.849 31.5392 59.2796 -6.0304 2.28753 0.53782 15 15 15 15.9435 1 1 2030.26 0
160.743 2122.03 25.5103 31.6684 59.3127 -6.04927 2.35085 0.657959 15 15 15 15.9435 1 1 2024.23 0
160.798 2121.99 25.1694 31.8009 59.3527 -6.08256 2.39475 0.782158 15 15 15 15.9434 1 1 2024.91 0
160.854 2121.97 24.8279 31.9351 59.3998 -6.1001 2.41579 0.90678 15 15 15 15.9434 1 1 2028.86 0
160.91 2121.97 24.4842 32.0695 59.4539 -6.13012 2.40821 1.02861 15 15 15 15.9434 1 1 2023.89 0
160.966 2122.03 24.1388 32.203 59.5148 -6.15271 2.37131 1.14104 15 15 15 15.9435 1 1 2029.32 0
161.022 2122.11 23.793 32.3342 59.5817 -6.15248 2.31456 1.23763 15 15 15 15.9437 1 1 2030.59 0
161.079 2122.14 23.4457 32.4617 59.6537 -6.1518 2.24579 1.31271 15.9375 15 15 15.9438 1.0625 1 2027.82 0
161.135 2122.27 23.0993 32.584 59.7302 -6.13169 2.11877 1.37027 15 15 15 15.9441 1 1 2027.74 0
161.191 2122.08 22.7551 32.6998 59.8104 -6.0926 1.99409 1.44635 15 15.9375 14.0625 15.9436 1.13333 1 2021.89 0
161.247 2122.03 22.4126 32.8079 59.8942 -6.04711 1.84654 1.50326 15 15.9375 14.0625 15.9435 1.13333 1 2020.14 0
161.303 2122.1 22.0736 32.9077 59.9812 -5.98396 1.68819 1.55185 15 15 14.0625 15.9437 1.06667 1 2032.22 0
161.36 2122.27 21.7385 32.9982 60.0709 -5.90106 1.51937 1.58672 15 15 14.0625 15.9441 1.06667 1 2023.44 0
161.416 2122.36 21.4072 33.079 60.1626 -5.81695 1.35728 1.62449 15 15 14.0625 15.9443 1.06667 1 2025.76 0
161.472 2122.36 21.0814 33.1509 60.256 -5.72944 1.20122 1.65323 15 15 15 15.9444 1 1 2031.87 0
161.528 2122.42 20.7607 33.2141 60.3506 -5.63711 1.06117 1.67048 15.9375 15 15 15.9445 1.0625 1 2027.03 0
161.584 2122.42 20.4453 33.2695 60.4461 -5.53243 0.928654 1.68518 15 15 15 15.9445 1 1 2023.52 0
161.64 2122.47 20.1359 33.3184 60.5421 -5.4316 0.818917 1.67641 15 15 15 15.9446 1 1 2027.46 0
161.697 2122.67 19.8319 33.3615 60.6381 -5.33684 0.729135 1.68812 15.9375 15 15 15.9451 1.0625 1 2024.83 0
161.753 2122.87 19.533 33.4001 60.7338 -5.24699 0.660901 1.67278 15 15 14.0625 15.9456 1.06667 1 2026.3 0
161.809 2122.91 19.2393 33.4353 60.8291 -5.16256 0.611324 1.65659 15 15 14.0625 15.9457 1.06667 1 2031.44 0
161.865 2122.9 18.9502 33.4679 60.9236 -5.08504 0.573061 1.64233 15.9375 15 14.0625 15.9457 1.13333 1 2024.55 0
161.921 2122.83 18.6651 33.4985 61.0174 -5.01684 0.544433 1.63169 15 15 14.0625 15.9455 1.06667 1 2027.08 0
161.978 2122.84 18.3839 33.5278 61.111 -4.94985 0.522178 1.624 15 15 15 15.9456 1 1 2029.23 0
162.034 2122.89 18.1064 33.5563 61.2039 -4.89283 0.507151 1.61729 15 15 15 15.9457 1 1 2022.01 0
162.09 2122.93 17.8316 33.5839 61.2963 -4.83976 0.492055 1.62007 15.9375 15 15 15.9458 1.0625 1 2022.81 0
162.146 2122.99 17.5607 33.6107 61.3887 -4.76831 0.472644 1.61541 15 14.0625 15 15.9459 1.06667 1 2026.16 0
