# t dissipation energy Reynolds eta
160.001 1.64965 18.3418 27.3033 1.38478
160.003 1.6599 18.3538 27.2366 1.38264
160.006 1.65527 18.3539 27.2748 1.38361
160.009 1.6507 18.3539 27.3126 1.38456
160.014 1.64898 18.3544 27.3275 1.38492
160.019 1.64842 18.3549 27.333 1.38504
160.024 1.64965 18.3556 27.3237 1.38478
160.03 1.64539 18.3552 27.3586 1.38568
160.037 1.64359 18.3554 27.3738 1.38606
160.044 1.64233 18.3556 27.3846 1.38632
160.051 1.64148 18.3559 27.3921 1.3865
160.059 1.64091 18.3562 27.3974 1.38662
160.067 1.64016 18.3565 27.404 1.38678
160.075 1.63974 18.3569 27.4081 1.38687
160.084 1.63951 18.3574 27.4108 1.38692
160.092 1.63937 18.358 27.4128 1.38695
160.101 1.64056 18.3586 27.4039 1.3867
160.111 1.65019 18.3607 27.327 1.38467
160.12 1.64798 18.3611 27.3458 1.38513
160.13 1.64833 18.3618 27.3439 1.38506
160.14 1.64199 18.3615 27.3963 1.38639
160.149 1.64117 18.3621 27.4039 1.38657
160.159 1.64113 18.3627 27.4052 1.38658
160.17 1.64136 18.3635 27.4044 1.38653
160.18 1.64185 18.3644 27.4017 1.38643
160.19 1.64241 18.3654 27.3985 1.38631
160.2 1.64311 18.3664 27.3942 1.38616
160.211 1.64393 18.3676 27.3892 1.38599
160.222 1.64478 18.3688 27.3839 1.38581
160.232 1.64578 18.3702 27.3776 1.3856
160.243 1.64673 18.3715 27.3716 1.3854
160.254 1.64783 18.373 27.3647 1.38516
160.264 1.64898 18.3745 27.3575 1.38492
160.275 1.65016 18.3763 27.3503 1.38468
160.286 1.65133 18.378 27.3432 1.38443
160.297 1.65254 18.3798 27.3358 1.38418
160.308 1.65378 18.3815 27.3281 1.38392
160.319 1.65504 18.3834 27.3205 1.38365
160.33 1.65631 18.3854 27.313 1.38339
160.341 1.65755 18.3874 27.3059 1.38313
160.352 1.65883 18.3895 27.2984 1.38286
160.363 1.66018 18.3918 27.2907 1.38258
160.374 1.66146 18.394 27.2835 1.38232
160.385 1.66271 18.3962 27.2765 1.38206
160.396 1.66383 18.3984 27.2705 1.38182
160.407 1.66492 18.4005 27.2647 1.3816
160.418 1.66596 18.4026 27.2593 1.38138
160.429 1.66701 18.4049 27.2542 1.38116
160.44 1.66777 18.4069 27.2508 1.38101
160.451 1.66853 18.4089 27.2476 1.38085
160.463 1.6693 18.411 27.2444 1.38069
160.474 1.67004 18.413 27.2413 1.38054
160.485 1.67066 18.4148 27.2389 1.38041
160.496 1.67129 18.4167 27.2367 1.38028
160.507 1.67184 18.4186 27.2349 1.38016
160.519 1.67237 18.4205 27.2335 1.38006
