# i t cells coeurs_suggere(~100k/coeur)
12880 160.184 314966 4
12900 160.589 313748 4
12920 161.022 313426 4
12940 161.467 312355 4
12960 161.911 312026 4
12980 162.356 312768 4
13000 162.8 313279 4
13020 163.244 313727 4
13040 163.689 313524 4
13060 164.133 313153 4
13080 164.578 312096 4
13100 165.022 310717 4
13120 165.467 308393 4
13140 165.911 304473 4
13160 166.356 300945 4
13180 166.8 297137 3
13200 167.244 292650 3
13220 167.689 288933 3
13240 168.133 284271 3
13260 168.578 281821 3
13280 169.022 278314 3
13300 169.467 276879 3
13320 169.911 275864 3
13340 170.356 274954 3
13360 170.8 274016 3
13380 171.244 272910 3
13400 171.689 272042 3
13420 172.133 274842 3
13440 172.578 276011 3
13460 173.022 276116 3
13480 173.467 277467 3
13500 173.911 279805 3
13520 174.356 282465 3
13540 174.8 285209 3
13560 175.244 286924 3
13580 175.689 288968 3
13600 176.133 289913 3
13620 176.578 290389 3
13640 177.022 291334 3
13660 177.467 291740 3
13680 177.911 292692 3
13700 178.356 294134 3
13720 178.8 295632 3
13740 179.244 296332 3
13760 179.689 296500 3
13780 180.133 296003 3
13800 180.578 297662 3
13820 181.022 297081 3
13840 181.467 297459 3
13860 181.911 297956 3
13880 182.356 298369 3
13900 182.8 297886 3
13920 183.244 298418 3
13940 183.689 299048 3
13960 184.133 300315 4
13980 184.578 300882 4
14000 185.022 303234 4
14020 185.467 304263 4
14040 185.911 306132 4
14060 186.356 306503 4
14080 186.8 307119 4
14100 187.244 307434 4
14120 187.689 309121 4
14140 188.133 309219 4
14160 188.578 310017 4
14180 189.022 310570 4
14200 189.467 311403 4
14220 189.911 311207 4
14240 190.356 312593 4
14260 190.8 311732 4
14280 191.244 311956 4
14300 191.689 311816 4
14320 192.133 311655 4
14340 192.578 310696 4
14360 193.022 309093 4
14380 193.467 308701 4
14400 193.911 309107 4
14420 194.356 309142 4
14440 194.8 309926 4
14460 195.244 310290 4
14480 195.689 310962 4
14500 196.133 312243 4
14520 196.578 314658 4
14540 197.022 316534 4
14560 197.467 317773 4
14580 197.911 319453 4
14600 198.356 319747 4
14620 198.8 320160 4
14640 199.244 319845 4
14660 199.689 319194 4
14680 200.133 319782 4
14700 200.578 319894 4
14720 201.022 318046 4
14740 201.467 318151 4
14760 201.911 318592 4
14780 202.356 318606 4
14800 202.8 317528 4
14820 203.244 316793 4
14840 203.689 316051 4
14860 204.133 314182 4
14880 204.578 313867 4
14900 205.022 313650 4
14920 205.467 313475 4
14940 205.911 313279 4
14960 206.356 313636 4
14980 206.8 314301 4
15000 207.244 314259 4
15020 207.689 315050 4
15040 208.133 316639 4
15060 208.578 318403 4
15080 209.022 320790 4
15100 209.467 322925 4
15120 209.911 323758 4
15140 210.356 324780 4
15160 210.8 326628 4
15180 211.244 328819 4
15200 211.689 330555 4
15220 212.133 332445 4
15240 212.578 334671 4
15260 213.022 335413 4
15280 213.467 335539 4
15300 213.911 336407 4
15320 214.356 337198 4
15340 214.8 338283 4
15360 215.244 339781 4
15380 215.689 340894 4
15400 216.133 342728 4
15420 216.578 344541 4
15440 217.022 346228 4
15460 217.467 346004 4
15480 217.911 346487 4
15500 218.356 347019 4
15520 218.8 347565 4
15540 219.244 348552 4
15560 219.689 347908 4
15580 220.133 347481 4
15600 220.578 347978 4
15620 221.022 346893 4
15640 221.467 347082 4
15660 221.911 347404 4
15680 222.356 346963 4
15700 222.8 345997 4
15720 223.244 346242 4
15740 223.689 346333 4
15760 224.133 345913 4
15780 224.578 347250 4
15800 225.022 346865 4
15820 225.467 347159 4
15840 225.911 346207 4
15860 226.356 346249 4
15880 226.8 345311 4
15900 227.244 344975 4
15920 227.689 344933 4
15940 228.133 343883 4
15960 228.578 341783 4
15980 229.022 339991 4
16000 229.467 339557 4
16020 229.911 338073 4
16040 230.356 335462 4
16060 230.8 332746 4
16080 231.244 330366 4
16100 231.689 329162 4
16120 232.133 327531 4
16140 232.578 325298 4
16160 233.022 322050 4
16180 233.467 320349 4
16200 233.911 318011 4
16220 234.356 315414 4
16240 234.8 312194 4
16260 235.244 310276 4
16280 235.689 308673 4
16300 236.133 307770 4
16320 236.578 306237 4
16340 237.022 306132 4
16360 237.467 304459 4
16380 237.911 303220 4
16400 238.356 300903 4
16420 238.8 300175 4
16440 239.244 299622 3
16460 239.689 298810 3
16480 240.133 298712 3
16500 240.578 298019 3
16520 241.022 297459 3
16540 241.467 298663 3
16560 241.911 298271 3
16580 242.356 298145 3
16600 242.8 298404 3
16620 243.244 300301 4
16640 243.689 303409 4
16660 244.133 305432 4
16680 244.578 307917 4
16700 245.022 310458 4
16720 245.467 314161 4
16740 245.911 316394 4
16760 246.356 319565 4
16780 246.8 324689 4
16800 247.244 326985 4
16820 247.689 328770 4
16840 248.133 330618 4
16860 248.578 332494 4
16880 249.022 333278 4
16900 249.467 333782 4
16920 249.911 333068 4
16940 250.356 332711 4
16960 250.8 332368 4
16980 251.244 331374 4
17000 251.689 330863 4
17020 252.133 329491 4
17040 252.578 329071 4
17060 253.022 329764 4
17080 253.467 329967 4
17100 253.911 331031 4
17120 254.356 332522 4
17140 254.8 334097 4
17160 255.244 336547 4
17180 255.689 338409 4
17200 256.133 341251 4
17220 256.578 342637 4
17240 257.022 344548 4
17260 257.467 346508 4
17280 257.911 348867 4
17300 258.356 352801 4
17320 258.8 356420 4
17340 259.244 358877 4
17360 259.689 360641 4
17380 260.133 363406 4
17400 260.578 365737 4
17420 261.022 369426 4
17440 261.467 371862 4
17460 261.911 374914 4
17480 262.356 377952 4
17500 262.8 379674 4
17520 263.244 380759 4
17540 263.689 382313 4
17560 264.133 384322 4
17580 264.578 385428 4
17600 265.022 386975 4
17620 265.467 388067 4
17640 265.911 389327 4
17660 266.356 391021 4
17680 266.8 393268 4
17700 267.244 393464 4
17720 267.689 394549 4
17740 268.133 394927 4
17760 268.578 395018 4
17780 269.022 396033 4
17800 269.467 396397 4
17820 269.911 396467 4
17840 270.356 396446 4
17860 270.8 397692 4
17880 271.244 395137 4
17900 271.689 394360 4
17920 272.133 393303 4
17940 272.578 390132 4
17960 273.022 389159 4
17980 273.467 387010 4
18000 273.911 383496 4
