# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi
160.002 2006.97 60 60 60 0.0795271 -0.0124806 -0.0271176 14.0625 14.0625 14.0625 15.65 1
160.037 2012.12 60.0988 59.9882 59.9638 3.77179 -0.576597 -1.26414 15 14.0625 15 15.6634 1.06667
160.101 2031.69 60.3481 59.9424 59.8842 3.72324 -0.610178 -1.14225 15 15 15 15.714 1
160.184 2024.67 60.6762 59.8969 59.7895 3.67757 -0.658394 -0.996984 15 15 15 15.6959 1
160.277 2026.92 61.0046 59.8325 59.7004 3.62329 -0.711406 -0.840997 14.0625 15 15 15.7017 1.06667
160.378 2032.94 61.3596 59.7525 59.6217 3.56665 -0.763346 -0.675936 15 15 15 15.7172 1
160.482 2031.28 61.743 59.6799 59.5429 3.50795 -0.817288 -0.510681 14.0625 15 15 15.7129 1.06667
160.589 2032.16 62.0959 59.5964 59.5075 3.44844 -0.868437 -0.340207 15 15 15 15.7152 1
160.697 2033.44 62.4926 59.4752 59.4691 3.39347 -0.921473 -0.175653 15 15 15 15.7185 1
160.805 2028.33 62.831 59.3804 59.4685 3.33936 -0.970956 -0.0137409 14.0625 15 15 15.7053 1.06667
160.913 2028.92 63.2171 59.2805 59.4697 3.28352 -1.02024 0.140501 15 15 15 15.7068 1
161.022 2026.95 63.5675 59.1658 59.4718 3.22979 -1.06768 0.289116 14.0625 15 15 15.7017 1.06667
161.133 2026.66 63.9074 59.0485 59.5228 3.17819 -1.117 0.430196 14.0625 15.9375 15 15.701 1.13333
161.244 2026.58 64.2677 58.9203 59.5522 3.13234 -1.16253 0.559887 15 15 15 15.7008 1
161.356 2030.75 64.6227 58.8077 59.6091 3.08087 -1.20934 0.67348 14.0625 15 15 15.7116 1.06667
161.467 2028.92 64.9435 58.6641 59.6918 3.03211 -1.25155 0.784244 15 15 15 15.7068 1
161.578 2029.82 65.2992 58.5119 59.7672 2.98737 -1.30037 0.88731 15 15 15 15.7092 1
161.689 2024.6 65.6155 58.3695 59.8724 2.93817 -1.34553 0.988615 14.0625 15 15.9375 15.6957 1.13333
161.8 2026.94 65.9318 58.2153 59.9723 2.89022 -1.38341 1.07127 15 15 15.9375 15.7017 1.0625
161.911 2027.65 66.263 58.0675 60.1015 2.84023 -1.42806 1.15352 15 15 15 15.7036 1
162.022 2029.13 66.5694 57.9071 60.219 2.79105 -1.47116 1.23362 15 15 15 15.7074 1
162.133 2032.16 66.8825 57.7384 60.356 2.73756 -1.51107 1.30819 15 15 15 15.7152 1
162.244 2028.97 67.1827 57.5732 60.49 2.68093 -1.55417 1.38149 15 15 15 15.707 1
