# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi n_regions V_tag straddle
# col 1-13 : sommes COMPLETES ponderees (1-f) sur toutes les mailles, centre en moyenne circulaire.
#            (l'ancienne version ne sommait que sur les mailles taguees f<0.5 -> volume sous-estime de ~4.5 %,
#             vitesse verticale biaisee de ~+0.35 en repere mobile. Cf. event bubble dans main.c.)
# col 14-16 : diagnostic fragmentation par tag() (V_tag = plus grosse region ; straddle = bulle a cheval sur un bord).
160.009 2122.35 90.003 89.9638 59.993 0.432119 -4.9411 -0.931606 14.0625 15 15 15.9443 1.06667 1 2013.03 0
160.037 2122.6 90.0147 89.8255 59.9676 0.458163 -5.16891 -0.909588 14.0625 15 15.9375 15.945 1.13333 1 2025.79 0
160.075 2122.42 90.0322 89.6232 59.9337 0.493884 -5.38392 -0.847332 14.0625 15 15.9375 15.9445 1.13333 1 2030.18 0
160.12 2122.41 90.0554 89.3738 59.8968 0.557347 -5.65014 -0.747943 14.0625 15.9375 15.9375 15.9445 1.13333 1 2026.29 0
160.17 2122.38 90.0842 89.0885 59.8615 0.632729 -5.93396 -0.620993 13.125 15.9375 16.875 15.9444 1.28571 1 2028.29 0
160.222 2122.36 90.1181 88.7732 59.8318 0.698313 -6.21965 -0.440409 13.125 16.875 16.875 15.9443 1.28571 1 2026.02 0
160.275 2122.44 90.1562 88.4317 59.8117 0.736608 -6.52785 -0.218925 12.1875 15.9375 16.875 15.9446 1.38462 1 2025.85 0
160.33 2122.72 90.1951 88.0682 59.8051 0.690534 -6.79373 0.0634322 12.1875 15.9375 16.875 15.9452 1.38462 1 2032.42 0
160.385 2122.94 90.2313 87.6889 59.8156 0.601771 -6.98999 0.392187 12.1875 15.9375 16.875 15.9458 1.38462 1 2029.79 0
160.44 2123.15 90.2631 87.2961 59.8447 0.510806 -7.10963 0.704779 12.1875 15.9375 17.8125 15.9463 1.46154 1 2025.91 0
160.496 2123.41 90.2903 86.895 59.8919 0.448699 -7.16218 1.01957 12.1875 15 17.8125 15.947 1.46154 1 2022.01 0
160.552 2123.52 90.3148 86.4928 59.9559 0.420997 -7.15156 1.28589 13.125 15.9375 17.8125 15.9473 1.35714 1 2024.64 0
160.608 2123.61 90.3386 86.0933 60.0332 0.436463 -7.06605 1.4647 13.125 15 16.875 15.9475 1.28571 1 2027.67 0
160.664 2123.65 90.3637 85.699 60.1195 0.482465 -6.98775 1.59951 14.0625 15 16.875 15.9476 1.2 1 2030.57 0
160.72 2123.7 90.3917 85.3088 60.2116 0.530608 -6.91173 1.67444 14.0625 14.0625 16.875 15.9477 1.2 1 2025.47 0
160.776 2123.74 90.4217 84.9225 60.3078 0.555201 -6.84538 1.71659 15 15 15 15.9478 1 1 2023.46 0
160.832 2123.84 90.4523 84.5394 60.4069 0.563899 -6.80188 1.77317 15 14.0625 15 15.9481 1.06667 1 2027.81 0
160.888 2123.96 90.4828 84.1576 60.5087 0.539682 -6.79948 1.81693 15 15 15 15.9483 1 1 2030.11 0
160.944 2124.07 90.5112 83.7764 60.6123 0.473749 -6.78794 1.83345 15.9375 14.0625 15 15.9486 1.13333 1 2029.68 0
161 2123.85 90.536 83.395 60.7173 0.397507 -6.80445 1.86171 15.9375 14.0625 14.0625 15.9481 1.13333 1 2023.04 0
161.056 2123.76 90.5554 83.0121 60.8244 0.27994 -6.80941 1.89346 15.9375 15 14.0625 15.9478 1.13333 1 2029.01 0
