# t dissipation energy Reynolds eta
160.001 5.9099 46.4433 36.5259 1.00655
160.003 5.92403 46.4802 36.5113 1.00595
160.006 5.91677 46.4819 36.535 1.00626
160.009 5.90765 46.4829 36.564 1.00664
160.014 5.8995 46.484 36.5901 1.00699
160.019 5.89506 46.4851 36.6048 1.00718
160.024 5.8926 46.4867 36.6137 1.00729
160.03 5.89116 46.4887 36.6197 1.00735
160.037 5.8902 46.4903 36.624 1.00739
160.044 5.88986 46.4921 36.6264 1.0074
160.051 5.89147 46.4943 36.6231 1.00733
160.059 5.89397 46.4967 36.6172 1.00723
160.067 5.90579 46.5007 36.5838 1.00672
160.075 5.89594 46.5007 36.6143 1.00714
160.084 5.89403 46.5025 36.6217 1.00722
160.092 5.89813 46.5055 36.6113 1.00705
160.101 5.91056 46.5094 36.5759 1.00652
160.111 5.90402 46.5102 36.5968 1.0068
160.12 5.90029 46.5115 36.6093 1.00696
160.13 5.90096 46.5136 36.6089 1.00693
160.14 5.90219 46.5158 36.6068 1.00688
160.149 5.90374 46.5178 36.6036 1.00681
160.159 5.90546 46.5201 36.6 1.00674
160.17 5.90736 46.5223 36.5959 1.00666
160.18 5.90962 46.5248 36.5908 1.00656
160.19 5.92387 46.5297 36.5507 1.00595
160.2 5.91671 46.5308 36.5737 1.00626
160.211 5.91824 46.5332 36.5708 1.00619
160.222 5.92109 46.5363 36.5644 1.00607
160.232 5.92404 46.5392 36.5576 1.00595
160.243 5.92755 46.5425 36.5494 1.0058
160.254 5.93126 46.546 36.5407 1.00564
160.264 5.93522 46.5496 36.5313 1.00547
160.275 5.93926 46.5536 36.5221 1.0053
160.286 5.94311 46.5574 36.5132 1.00514
160.297 5.94692 46.5615 36.5047 1.00498
160.308 5.9508 46.5655 36.496 1.00481
160.319 5.95436 46.5695 36.4882 1.00466
160.33 5.95783 46.5734 36.4806 1.00452
160.341 5.96165 46.5777 36.4723 1.00436
160.352 5.96499 46.5816 36.4651 1.00422
160.363 5.96847 46.5856 36.4576 1.00407
160.374 5.97203 46.5899 36.4501 1.00392
160.385 5.9753 46.5938 36.4432 1.00378
160.396 5.97883 46.5983 36.4359 1.00363
160.407 5.98211 46.6025 36.4292 1.0035
160.418 5.98539 46.6067 36.4225 1.00336
160.429 5.98845 46.611 36.4166 1.00323
160.44 5.99163 46.6152 36.4102 1.0031
160.451 5.99454 46.6197 36.4049 1.00298
160.463 5.99749 46.6241 36.3993 1.00285
160.474 6.00035 46.6282 36.3939 1.00273
160.485 6.0032 46.6325 36.3886 1.00261
160.496 6.00585 46.6366 36.3838 1.0025
160.507 6.00817 46.6404 36.3797 1.00241
160.519 6.01055 46.6444 36.3757 1.00231
160.53 6.01308 46.6488 36.3714 1.0022
160.541 6.01521 46.6526 36.3679 1.00211
160.552 6.01717 46.6565 36.365 1.00203
160.563 6.0189 46.6601 36.3626 1.00196
160.575 6.0205 46.6637 36.3606 1.00189
160.586 6.02185 46.667 36.3591 1.00184
160.597 6.02316 46.6701 36.3576 1.00178
160.608 6.02467 46.6737 36.3558 1.00172
160.619 6.02577 46.6767 36.3548 1.00167
160.631 6.02695 46.68 36.3538 1.00162
160.642 6.02813 46.6832 36.3528 1.00158
160.653 6.02899 46.686 36.3524 1.00154
160.664 6.02979 46.689 36.3523 1.00151
160.675 6.03056 46.6918 36.3521 1.00148
160.687 6.03103 46.6944 36.3527 1.00146
160.698 6.0318 46.6971 36.3525 1.00142
160.709 6.03244 46.6995 36.3525 1.0014
160.72 6.03305 46.7021 36.3527 1.00137
160.731 6.03368 46.7046 36.3527 1.00135
160.743 6.03439 46.7071 36.3525 1.00132
160.754 6.03481 46.7095 36.3531 1.0013
160.765 6.03542 46.7121 36.3533 1.00127
160.776 6.03596 46.7146 36.3536 1.00125
160.787 6.0361 46.7168 36.3549 1.00125
160.798 6.03658 46.719 36.3552 1.00123
160.81 6.03696 46.7213 36.3558 1.00121
160.821 6.03745 46.7235 36.356 1.00119
160.832 6.03845 46.726 36.355 1.00115
160.843 6.03938 46.7285 36.3541 1.00111
160.854 6.0399 46.7308 36.3543 1.00109
160.866 6.03973 46.7332 36.3567 1.00109
160.877 6.03947 46.7352 36.3591 1.00111
160.888 6.03938 46.7372 36.3609 1.00111
160.899 6.0393 46.7392 36.3627 1.00111
160.91 6.0397 46.7414 36.3632 1.0011
160.922 6.04988 46.7451 36.3354 1.00067
160.933 6.0415 46.7457 36.3611 1.00102
160.944 6.04086 46.7481 36.3649 1.00105
160.955 6.0409 46.7503 36.3665 1.00105
160.966 6.04109 46.7525 36.3676 1.00104
