# t frame_uz frame_z ub_dans_repere
160.009 -0.00782256 -4.43191e-05 -0.934961
160.037 -0.0332731 -0.000677648 -0.915547
160.075 -0.0669528 -0.00273696 -0.854452
160.12 -0.103028 -0.006757 -0.755086
160.17 -0.136607 -0.0128628 -0.627346
160.222 -0.163857 -0.0208476 -0.445092
160.275 -0.180826 -0.0302334 -0.221319
160.33 -0.183933 -0.0402802 0.0641369
160.385 -0.169533 -0.0499913 0.396544
160.44 -0.136715 -0.0583938 0.712759
160.496 -0.0859341 -0.0644197 1.03111
160.552 -0.0188592 -0.0670437 1.30045
160.608 0.0602866 -0.0654849 1.48129
160.664 0.148097 -0.0591936 1.61762
160.72 0.241376 -0.0477888 1.6934
160.776 0.337692 -0.031053 1.73602
160.832 0.436746 -0.00883811 1.79325
160.888 0.538801 0.0190264 1.8375
160.944 0.642197 0.0526532 1.85421
161 0.746794 0.0921064 1.88278
161.056 0.853612 0.137653 1.91498
161.112 0.962678 0.189272 1.96271
161.169 1.07513 0.247129 2.03019
161.225 1.19235 0.311457 2.12538
161.281 1.31605 0.382581 2.25034
161.337 1.44744 0.460907 2.39927
161.393 1.5878 0.546912 2.56664
161.449 1.7387 0.641151 2.76541
161.506 1.9008 0.744244 2.96585
161.562 2.07421 0.856825 3.16672
161.618 2.25827 0.979512 3.34876
161.674 2.45228 1.11288 3.51925
161.73 2.65462 1.25744 3.651
161.787 2.86311 1.41358 3.74762
161.843 3.07565 1.58158 3.79933
161.899 3.28888 1.76156 3.78675
161.955 3.50002 1.95346 3.72822
162.011 3.70621 2.15707 3.62615
162.067 3.90519 2.37203 3.47922
162.124 4.09499 2.59786 3.30727
162.18 4.2738 2.834 3.09513
162.236 4.4407 3.07978 2.88691
162.292 4.5957 3.33454 2.67034
162.348 4.73807 3.59758 2.44536
162.404 4.86844 3.86821 2.23845
162.461 4.98751 4.14578 2.04517
162.517 5.09639 4.42969 1.86944
162.573 5.19611 4.7194 1.71918
162.629 5.28782 5.01445 1.57433
162.685 5.37224 5.31439 1.45641
162.742 5.44964 5.61884 1.32799
162.798 5.52024 5.92741 1.20796
162.854 5.58477 6.23974 1.11515
162.91 5.64436 6.55552 1.0232
162.966 5.69891 6.87448 0.938306
163.022 5.74903 7.19635 0.864921
163.079 5.79548 7.52091 0.801166
163.135 5.83854 7.84797 0.743541
163.191 5.87853 8.17733 0.69278
163.247 5.91585 8.50886 0.645907
163.303 5.95023 8.84238 0.588638
163.36 5.98153 9.17773 0.537836
163.416 6.01016 9.51475 0.490153
163.472 6.03606 9.85329 0.441805
163.528 6.05974 10.1932 0.41077
163.584 6.08196 10.5344 0.385244
163.64 6.10307 10.8768 0.365367
163.697 6.12312 11.2203 0.345954
163.753 6.14209 11.565 0.336889
163.809 6.16116 11.9107 0.342626
163.865 6.18043 12.2575 0.340769
163.921 6.19974 12.6053 0.342409
163.978 6.21867 12.9543 0.335035
164.034 6.23721 13.3043 0.325986
164.09 6.2549 13.6553 0.307556
164.146 6.27125 14.0072 0.274907
164.202 6.28504 14.36 0.224873
164.258 6.29583 14.7135 0.170967
164.315 6.30344 15.0675 0.109819
164.371 6.30704 15.4217 0.0317082
