# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi
160.003 2006.97 89.9995 90.0016 59.9995 -1.23598 3.56509 -1.02973 14.0625 14.0625 14.0625 15.65 1
160.024 2014.53 89.9767 90.0589 59.9805 -1.5085 3.48785 -0.965724 14.0625 15 14.0625 15.6696 1.06667
160.059 2020.71 89.9192 90.1871 59.9529 -1.85227 3.50081 -0.77026 14.0625 15 15.9375 15.6856 1.13333
160.101 2025.15 89.8238 90.344 59.9206 -2.31171 3.46148 -0.548556 15 15 15.9375 15.6971 1.0625
160.149 2027.76 89.7101 90.5025 59.9139 -2.75006 3.4362 -0.264376 15 15 15.9375 15.7039 1.0625
160.2 2024.96 89.5515 90.6831 59.9005 -3.20977 3.4323 0.0420231 15 15 15 15.6966 1
160.254 2025.77 89.3699 90.857 59.904 -3.61799 3.42838 0.364609 15 15.9375 15 15.6987 1.0625
160.308 2027.03 89.1699 91.0493 59.926 -3.97966 3.43248 0.665327 15 15.9375 15 15.702 1.0625
160.363 2025.59 88.9495 91.2472 59.9679 -4.33573 3.46122 0.978223 15 15 15 15.6982 1
160.418 2032.55 88.7074 91.4236 60.0166 -4.65285 3.4865 1.27804 15 15 14.0625 15.7162 1.06667
160.474 2024.6 88.4339 91.6164 60.1138 -4.95756 3.52914 1.57365 15 15.9375 14.0625 15.6957 1.13333
160.53 2026.18 88.1628 91.8122 60.1992 -5.23354 3.55699 1.85805 15.9375 15.9375 14.0625 15.6998 1.13333
160.586 2028.59 87.855 92.026 60.3132 -5.48894 3.61537 2.1394 15.9375 15.9375 14.0625 15.706 1.13333
160.642 2026.71 87.5558 92.2241 60.441 -5.72469 3.67506 2.43625 15 15.9375 14.0625 15.7011 1.13333
160.698 2023.81 87.2534 92.4276 60.5864 -5.91282 3.73943 2.71724 15.9375 15 14.0625 15.6936 1.13333
160.754 2029.12 86.9095 92.6403 60.73 -6.06513 3.8086 2.99304 15 15.9375 14.0625 15.7073 1.13333
160.81 2033.85 86.5733 92.8585 60.9032 -6.19874 3.89975 3.23815 15 15.9375 14.0625 15.7196 1.13333
160.866 2028.87 86.23 93.0793 61.0897 -6.31689 4.0071 3.46113 14.0625 15.9375 14.0625 15.7067 1.13333
160.922 2026.77 85.8848 93.2995 61.2753 -6.42676 4.10882 3.67469 15 15.9375 15 15.7013 1.0625
160.978 2031.59 85.5138 93.532 61.5001 -6.47939 4.24053 3.85016 14.0625 15.9375 15 15.7137 1.13333
161.034 2031.4 85.1765 93.769 61.7137 -6.50782 4.37032 3.99509 14.0625 15.9375 14.0625 15.7132 1.13333
161.09 2024.75 84.8041 94.0146 61.9196 -6.53572 4.52171 4.11103 15 15.9375 14.0625 15.6961 1.13333
161.146 2031.19 84.4399 94.2804 62.1405 -6.52248 4.67071 4.16503 14.0625 16.875 15 15.7127 1.2
161.202 2026.47 84.0759 94.5408 62.3713 -6.45449 4.8531 4.19757 15 15.9375 15 15.7005 1.0625
161.258 2028.18 83.7124 94.807 62.6193 -6.34919 5.03817 4.19517 15 15.9375 15 15.7049 1.0625
161.315 2029.87 83.3708 95.0913 62.831 -6.24412 5.2134 4.17437 14.0625 16.875 14.0625 15.7093 1.2
161.371 2029.88 83.0348 95.4108 63.0519 -6.1173 5.42356 4.107 15 15.9375 14.0625 15.7093 1.13333
161.427 2028.98 82.6823 95.7044 63.2707 -5.9474 5.62801 4.01817 15 15.9375 14.0625 15.707 1.13333
161.483 2031.81 82.3756 96.0322 63.4846 -5.78127 5.81224 3.91739 15 16.875 14.0625 15.7143 1.2
161.539 2036.24 82.0552 96.3603 63.7044 -5.62706 5.98822 3.78505 15 16.875 14.0625 15.7257 1.2
161.596 2030.73 81.7445 96.6787 63.9171 -5.43097 6.19976 3.68172 15 15.9375 14.0625 15.7115 1.13333
161.652 2029.05 81.4349 97.0405 64.1046 -5.27526 6.36304 3.55763 15 16.875 13.125 15.7072 1.28571
161.708 2031.49 81.1534 97.387 64.2836 -5.12103 6.55067 3.40768 15 15.9375 13.125 15.7135 1.21429
161.764 2031.32 80.8648 97.7536 64.4487 -4.96562 6.67538 3.32256 15 16.875 14.0625 15.713 1.2
161.82 2027.12 80.584 98.1427 64.6336 -4.78658 6.82176 3.23347 15.9375 16.875 14.0625 15.7022 1.2
161.876 2031.07 80.3221 98.5156 64.8139 -4.59161 6.97636 3.15985 15 15.9375 14.0625 15.7124 1.13333
161.933 2023.42 80.0708 98.9093 64.9859 -4.3753 7.10086 3.0962 15 16.875 14.0625 15.6926 1.2
161.989 2030.64 79.8293 99.3122 65.142 -4.14499 7.26365 2.98352 15 15.9375 14.0625 15.7113 1.13333
162.045 2024.08 79.6183 99.7146 65.2814 -3.89999 7.38521 2.92666 14.0625 16.875 15 15.6943 1.2
162.101 2033.39 79.3989 100.127 65.4463 -3.63132 7.49903 2.8095 15 15.9375 14.0625 15.7184 1.13333
162.157 2031.09 79.1993 100.553 65.5983 -3.3287 7.62524 2.73837 15 15.9375 14.0625 15.7124 1.13333
162.213 2031.38 79.0021 100.977 65.7205 -3.00102 7.7212 2.61859 15 15.9375 14.0625 15.7132 1.13333
162.27 2032.72 78.8312 101.422 65.8442 -2.65686 7.81632 2.47123 14.0625 15.9375 15 15.7166 1.13333
162.326 2033.4 78.7094 101.83 65.9921 -2.29782 7.88913 2.28914 14.0625 15.9375 15 15.7184 1.13333
162.382 2032.86 78.5965 102.293 66.0847 -1.94708 7.93542 2.07888 14.0625 15.9375 15 15.717 1.13333
162.438 2033.01 78.4838 102.723 66.1974 -1.59537 7.9979 1.84062 15 15 15 15.7174 1
162.494 2035.79 78.3976 103.181 66.2867 -1.2661 8.02166 1.55274 15 15.9375 15 15.7245 1.0625
