# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi n_regions V_tag straddle
# col 1-13 : sommes COMPLETES ponderees (1-f) sur toutes les mailles, centre en moyenne circulaire.
#            (l'ancienne version ne sommait que sur les mailles taguees f<0.5 -> volume sous-estime de ~4.5 %,
#             vitesse verticale biaisee de ~+0.35 en repere mobile. Cf. event bubble dans main.c.)
# col 14-16 : diagnostic fragmentation par tag() (V_tag = plus grosse region ; straddle = bulle a cheval sur un bord).
160.001 2122.62 60 60 60 0.107223 0.00874078 -0.0274379 14.0625 14.0625 14.0625 15.945 1 1 2006.97 0
160.019 2122.16 60.0308 60.0028 59.9939 1.85524 0.163431 -0.292759 14.0625 14.0625 14.0625 15.9439 1 1 2006.61 0
160.051 2122.68 60.0912 60.0082 59.9877 1.85507 0.161779 -0.0379754 15 14.0625 14.0625 15.9452 1.06667 1 2013.46 0
160.092 2122.38 60.1685 60.0147 59.9909 1.85744 0.148432 0.254875 15 15 14.0625 15.9444 1.06667 1 2018.16 0
160.14 2122.55 60.2561 60.0214 60.009 1.85371 0.132153 0.568427 15 15.9375 14.0625 15.9448 1.13333 1 2021.69 0
160.19 2122.57 60.3498 60.0279 60.0446 1.85369 0.126683 0.88144 15 15.9375 15 15.9449 1.0625 1 2026.18 0
160.243 2122.63 60.4472 60.0338 60.0985 1.85278 0.104754 1.18841 15 15.9375 15 15.945 1.0625 1 2031.37 0
160.297 2122.8 60.5466 60.0392 60.17 1.83683 0.0920016 1.47432 15 15.9375 15 15.9454 1.0625 1 2030.48 0
160.352 2122.86 60.6483 60.0441 60.2585 1.8424 0.0837681 1.74281 15 15.9375 15 15.9456 1.0625 1 2026.68 0
160.407 2122.95 60.7505 60.0486 60.3612 1.85426 0.0789931 1.98839 15 15.9375 15 15.9458 1.0625 1 2023.42 0
160.463 2123.05 60.8555 60.053 60.4793 1.8719 0.0757887 2.22287 15 15.9375 15 15.9461 1.0625 1 2025.17 0
160.519 2123.22 60.9615 60.0574 60.6096 1.89907 0.0811751 2.42198 15 15.9375 15 15.9465 1.0625 1 2026.56 0
160.575 2123.39 61.0691 60.0624 60.7507 1.92892 0.0970417 2.5921 15 15.9375 15 15.9469 1.0625 1 2022.68 0
160.631 2123.51 61.1784 60.0681 60.9015 1.95934 0.110146 2.74412 15 15.9375 14.0625 15.9472 1.13333 1 2026.03 0
160.687 2123.66 61.2892 60.0745 61.0608 1.99315 0.11937 2.88024 15 15.9375 14.0625 15.9476 1.13333 1 2030.73 0
160.743 2123.78 61.4021 60.0815 61.2271 2.03081 0.134919 2.99398 15 15.9375 15 15.9479 1.0625 1 2027.53 0
160.798 2123.92 61.5173 60.0895 61.3992 2.07786 0.156601 3.0781 15 15.9375 15 15.9482 1.0625 1 2024.59 0
160.854 2124.02 61.6351 60.0985 61.5761 2.12217 0.173697 3.15628 15 15.9375 15 15.9485 1.0625 1 2026.98 0
160.91 2124.1 61.7553 60.1087 61.7568 2.16161 0.193939 3.21821 15.9375 15 14.0625 15.9487 1.13333 1 2025.13 0
160.966 2124.2 61.8776 60.12 61.9407 2.19512 0.208749 3.26639 15.9375 15 14.0625 15.9489 1.13333 1 2028.38 0
161.022 2124.34 62.0018 60.1321 62.1273 2.22375 0.222772 3.29872 15.9375 15.9375 14.0625 15.9493 1.13333 1 2024.31 0
161.079 2124.48 62.1276 60.1448 62.3164 2.24368 0.231794 3.32225 15 15.9375 15 15.9497 1.0625 1 2025.39 0
161.135 2124.58 62.2547 60.1579 62.5067 2.26762 0.240813 3.33756 15 15.9375 14.0625 15.9499 1.13333 1 2028.53 0
161.191 2124.71 62.3829 60.1714 62.6967 2.27886 0.248412 3.33662 15 15.9375 14.0625 15.9502 1.13333 1 2033.13 0
161.247 2124.82 62.5117 60.1849 62.886 2.28853 0.239315 3.32645 15 15.9375 14.0625 15.9505 1.13333 1 2029.13 0
161.303 2124.91 62.6408 60.1981 63.0752 2.2947 0.232656 3.31724 15.9375 15.9375 14.0625 15.9507 1.13333 1 2030.05 0
161.36 2125.02 62.7699 60.2108 63.264 2.29095 0.225908 3.30078 15.9375 15.9375 13.125 15.951 1.21429 1 2028.43 0
161.416 2125.17 62.8991 60.2229 63.4519 2.29437 0.218943 3.27989 15.9375 15.9375 14.0625 15.9514 1.13333 1 2035.08 0
161.472 2125.27 63.0285 60.2349 63.6383 2.3029 0.208845 3.25082 15.9375 15.9375 14.0625 15.9516 1.13333 1 2035.4 0
161.528 2125.33 63.1586 60.2462 63.8225 2.3124 0.197339 3.21544 15 15.9375 14.0625 15.9518 1.13333 1 2029.01 0
161.584 2125.36 63.2894 60.2571 64.0053 2.31786 0.191623 3.19523 15 15.9375 14.0625 15.9519 1.13333 1 2027.85 0
161.64 2125.47 63.4202 60.2679 64.1873 2.32377 0.189247 3.17276 15.9375 15.9375 13.125 15.9521 1.21429 1 2031.93 0
161.697 2125.55 63.5515 60.2785 64.3677 2.33566 0.188116 3.14188 15.9375 15.9375 13.125 15.9523 1.21429 1 2028.94 0
161.753 2125.63 63.6835 60.2892 64.5463 2.35678 0.191759 3.11552 15.9375 15.9375 14.0625 15.9525 1.13333 1 2026.97 0
161.809 2125.7 63.8164 60.3003 64.7234 2.36957 0.204166 3.08243 15.9375 15.9375 14.0625 15.9527 1.13333 1 2027.24 0
161.865 2125.79 63.9504 60.3122 64.8985 2.38948 0.219706 3.05524 15.9375 15.9375 13.125 15.9529 1.21429 1 2023.78 0
161.921 2125.85 64.086 60.3249 65.0719 2.41132 0.235908 3.01916 15.9375 15.9375 13.125 15.9531 1.21429 1 2029.18 0
161.978 2125.96 64.2226 60.3383 65.2434 2.43486 0.249931 2.98126 15.9375 15.9375 13.125 15.9534 1.21429 1 2033.55 0
162.034 2126.02 64.3602 60.3523 65.4122 2.44555 0.262322 2.93338 15.9375 15.9375 13.125 15.9535 1.21429 1 2027.46 0
162.09 2126.11 64.4987 60.3671 65.579 2.46418 0.269049 2.89144 15.9375 15.9375 14.0625 15.9537 1.13333 1 2027.97 0
162.146 2126.24 64.6381 60.3823 65.7434 2.48396 0.273727 2.84029 15.9375 15.9375 13.125 15.9541 1.21429 1 2030.89 0
162.202 2126.33 64.7788 60.398 65.9045 2.50481 0.283985 2.793 15.9375 15.9375 13.125 15.9543 1.21429 1 2027.98 0
162.258 2126.38 64.9207 60.4139 66.0625 2.52114 0.285487 2.74005 15.9375 15.9375 13.125 15.9544 1.21429 1 2030.4 0
162.315 2126.43 65.0635 60.4298 66.2178 2.5324 0.277685 2.69484 15.9375 16.875 13.125 15.9545 1.28571 1 2033.01 0
162.371 2126.46 65.2065 60.4451 66.3704 2.53047 0.26721 2.64593 15.9375 16.875 13.125 15.9546 1.28571 1 2023.71 0
162.427 2126.51 65.3494 60.4599 66.5208 2.53703 0.256166 2.5998 15.9375 16.875 14.0625 15.9547 1.2 1 2021.71 0
162.483 2126.56 65.4925 60.4741 66.6686 2.53 0.2486 2.54665 15.9375 16.875 13.125 15.9549 1.28571 1 2026.2 0
162.539 2126.62 65.6354 60.4879 66.8133 2.52576 0.245361 2.49909 15.9375 16.875 13.125 15.955 1.28571 1 2029.48 0
162.596 2126.67 65.7781 60.5009 66.9547 2.5203 0.229641 2.45331 15.9375 16.875 13.125 15.9551 1.28571 1 2030.67 0
162.652 2126.68 65.9204 60.5129 67.0934 2.51245 0.205085 2.41671 15.9375 16.875 13.125 15.9552 1.28571 1 2032.79 0
162.708 2126.72 66.0621 60.5235 67.2299 2.49585 0.174529 2.36745 16.875 16.875 13.125 15.9553 1.28571 1 2025.95 0
162.764 2126.83 66.2028 60.5326 67.3647 2.46762 0.151588 2.33056 16.875 16.875 13.125 15.9555 1.28571 1 2019.3 0
162.82 2126.9 66.3424 60.5408 67.4977 2.45382 0.141102 2.29101 15.9375 16.875 12.1875 15.9557 1.38462 1 2022.7 0
162.876 2126.97 66.4811 60.5484 67.6283 2.44624 0.12946 2.2449 15.9375 16.875 13.125 15.9559 1.28571 1 2031.49 0
162.933 2127.03 66.6192 60.5553 67.7562 2.44111 0.118726 2.20224 15.9375 16.875 13.125 15.956 1.28571 1 2034.64 0
162.989 2127.07 66.7569 60.5617 67.8814 2.43691 0.108312 2.1589 15.9375 16.875 13.125 15.9561 1.28571 1 2027.14 0
163.045 2127.14 66.8946 60.5674 68.0039 2.4376 0.0906659 2.11862 16.875 16.875 13.125 15.9563 1.28571 1 2030.76 0
163.101 2127.2 67.032 60.5724 68.1245 2.42955 0.0841271 2.08326 16.875 16.875 13.125 15.9565 1.28571 1 2028.35 0
163.157 2127.26 67.169 60.5771 68.2434 2.42114 0.0786794 2.04912 15.9375 16.875 13.125 15.9566 1.28571 1 2020.83 0
163.213 2127.42 67.3054 60.5814 68.3605 2.41395 0.0749443 2.01935 15.9375 16.875 12.1875 15.957 1.38462 1 2024.35 0
163.27 2127.75 67.4413 60.5854 68.4763 2.40424 0.0774909 1.98477 15.9375 16.875 12.1875 15.9578 1.38462 1 2032.37 0
163.326 2127.84 67.577 60.5895 68.5902 2.40864 0.0826781 1.95192 15.9375 16.875 13.125 15.9581 1.28571 1 2032.82 0
163.382 2127.95 67.7128 60.5941 68.7013 2.41335 0.0893971 1.91086 15.9375 16.875 13.125 15.9583 1.28571 1 2026.4 0
163.438 2128.02 67.8491 60.5992 68.8101 2.42017 0.0977911 1.87476 16.875 16.875 13.125 15.9585 1.28571 1 2030.77 0
163.494 2128.15 67.9858 60.6048 68.9169 2.42784 0.106639 1.83198 16.875 16.875 13.125 15.9588 1.28571 1 2030.76 0
