# t frame_uz frame_z ub_dans_repere
160.006 0.00425527 1.53253e-05 0.907178
160.03 0.0277977 0.000458843 1.02594
160.067 0.0695694 0.00237353 1.20982
160.111 0.127638 0.0069452 1.39052
160.159 0.200871 0.0152644 1.57722
160.211 0.287657 0.0282627 1.75489
160.264 0.386323 0.0467235 1.91553
160.319 0.495492 0.071282 2.06626
160.374 0.61398 0.102373 2.21634
160.429 0.740821 0.140544 2.33532
160.485 0.874409 0.186478 2.417
160.541 1.01149 0.240016 2.46628
160.597 1.14977 0.301278 2.47007
160.653 1.28753 0.370268 2.45433
160.709 1.42461 0.446943 2.44767
160.765 1.56213 0.531299 2.46897
160.821 1.70218 0.623429 2.52506
160.877 1.84607 0.72352 2.60848
160.933 1.99564 0.831851 2.71805
160.989 2.15218 0.948785 2.84481
161.045 2.31554 1.07508 2.96064
161.101 2.48577 1.21087 3.08107
161.157 2.66192 1.35644 3.17129
161.213 2.84242 1.51205 3.23376
161.27 3.02478 1.67788 3.2531
161.326 3.20751 1.85397 3.2475
161.382 3.38889 2.04029 3.21278
161.438 3.56711 2.23671 3.14122
161.494 3.74007 2.44296 3.03373
161.551 3.90658 2.65872 2.91389
161.607 4.06551 2.88359 2.77444
161.663 4.21632 3.11711 2.62331
161.719 4.35807 3.3588 2.45464
161.775 4.48986 3.60812 2.27224
161.831 4.61126 3.8645 2.08597
161.888 4.72185 4.12734 1.88839
161.944 4.8207 4.396 1.67121
162 4.9068 4.66979 1.43918
162.056 4.97984 4.94797 1.20803
162.112 5.03977 5.22982 0.971426
162.169 5.08647 5.51459 0.735797
162.225 5.12 5.80153 0.505153
162.281 5.14075 6.08993 0.282916
162.337 5.14889 6.37906 0.0535385
162.393 5.14417 6.66823 -0.17509
162.449 5.12669 6.95669 -0.400468
162.506 5.09696 7.24376 -0.61611
162.562 5.05508 7.52875 -0.82825
162.618 5.0017 7.81099 -1.02772
162.674 4.93732 8.08986 -1.22395
162.73 4.86241 8.36476 -1.40374
162.787 4.77778 8.63512 -1.57176
162.843 4.68504 8.90044 -1.70298
162.899 4.58536 9.16031 -1.81731
162.955 4.47972 9.41438 -1.91715
163.011 4.36975 9.66236 -1.98318
163.067 4.25663 9.90405 -2.02833
163.124 4.14162 10.1393 -2.05802
163.18 4.02599 10.3681 -2.0538
163.236 3.91126 10.5904 -2.03146
163.292 3.79802 10.8063 -2.00035
163.348 3.68687 11.0159 -1.95807
163.404 3.57911 11.2194 -1.891
163.461 3.47499 11.4169 -1.8273
163.517 3.3749 11.6088 -1.75058
163.573 3.27965 11.7951 -1.66411
163.629 3.18923 11.9763 -1.57562
163.685 3.1033 12.1526 -1.49548
163.742 3.02248 12.3242 -1.40265
163.798 2.94684 12.4914 -1.31053
163.854 2.87603 12.6545 -1.22916
163.91 2.81007 12.8139 -1.13628
163.966 2.74912 12.9697 -1.04699
164.022 2.69295 13.1222 -0.968353
164.079 2.64137 13.2717 -0.88629
164.135 2.59448 13.4185 -0.797355
164.191 2.55263 13.5628 -0.71014
164.247 2.51552 13.705 -0.626645
164.303 2.48355 13.8452 -0.536138
164.36 2.45628 13.9838 -0.449759
164.416 2.43379 14.121 -0.369186
164.472 2.41592 14.2571 -0.282219
164.528 2.40287 14.3924 -0.199018
164.584 2.39446 14.5271 -0.117787
164.64 2.39068 14.6614 -0.0315972
164.697 2.39196 14.7958 0.0582332
164.753 2.39858 14.9303 0.157782
164.809 2.41117 15.0655 0.272003
164.865 2.43019 15.2015 0.385415
164.921 2.45598 15.3389 0.50613
164.978 2.489 15.478 0.641869
165.034 2.52967 15.6191 0.78078
165.09 2.57843 15.7629 0.928133
165.146 2.6358 15.9096 1.08284
165.202 2.7018 16.0599 1.23388
165.258 2.77642 16.2141 1.38683
165.315 2.85921 16.3729 1.53177
165.371 2.95042 16.5365 1.67922
165.427 3.04916 16.7056 1.81237
165.483 3.15515 16.8804 1.93816
165.539 3.26841 17.0615 2.06731
165.596 3.38832 17.2491 2.17946
165.652 3.51444 17.4437 2.28341
165.708 3.64606 17.6455 2.38051
165.764 3.78312 17.855 2.47922
165.82 3.9254 18.0723 2.56649
165.876 4.07259 18.2977 2.6549
165.933 4.22439 18.5316 2.73218
165.989 4.38029 18.7742 2.80363
166.045 4.54049 19.0257 2.88295
166.101 4.70514 19.2863 2.95844
166.157 4.87353 19.5563 3.02363
166.213 5.04528 19.8358 3.07758
166.27 5.22004 20.1252 3.13138
166.326 5.39737 20.4244 3.17481
166.382 5.57682 20.7337 3.20561
166.438 5.75809 21.0531 3.24245
166.494 5.94117 21.3827 3.2681
166.551 6.12582 21.7227 3.2972
166.607 6.31178 22.0731 3.31914
166.663 6.49874 22.434 3.33637
166.719 6.68708 22.8054 3.36333
166.775 6.87674 23.1875 3.37604
166.831 7.06878 23.5803 3.43762
166.888 7.26378 23.984 3.49104
166.944 7.46176 24.3987 3.5456
167 7.66277 24.8247 3.59792
167.056 7.86692 25.262 3.66136
167.112 8.07525 25.711 3.73867
167.169 8.28797 26.1718 3.81927
167.225 8.50519 26.6447 3.89108
167.281 8.72471 27.13 3.9256
167.337 8.94722 27.6276 3.97608
167.393 9.17191 28.1378 4.01569
167.449 9.39791 28.6607 4.02446
167.506 9.62318 29.1963 4.00246
167.562 9.84658 29.7444 3.96056
167.618 10.0675 30.3051 3.90622
167.674 10.2841 30.878 3.8227
167.73 10.4953 31.4629 3.71292
167.787 10.7 32.0595 3.59703
167.843 10.8976 32.6673 3.46492
167.899 11.0881 33.286 3.33925
167.955 11.2712 33.9151 3.20482
168.011 11.4468 34.5543 3.07503
168.067 11.6154 35.203 2.95025
168.124 11.7767 35.8611 2.81794
168.18 11.9307 36.5279 2.69868
168.236 12.0782 37.2032 2.57888
168.292 12.2189 37.8865 2.46009
168.348 12.3538 38.5775 2.3611
168.404 12.4831 39.2759 2.26534
168.461 12.6074 39.9814 2.17927
