# i t cells coeurs_suggere(~100k/coeur)
12880 160.092 111105 2
12900 160.297 111140 2
12920 160.519 111462 2
12940 160.743 111350 2
12960 160.966 111273 2
12980 161.191 110615 2
13000 161.416 110097 2
13020 161.64 108704 2
13040 161.865 107283 2
13060 162.09 106317 2
13080 162.315 105106 2
13100 162.539 104665 2
13120 162.764 104273 2
13140 162.989 104000 2
13160 163.213 103125 2
13180 163.438 103293 2
13200 163.663 103349 2
13220 163.888 103349 2
13240 164.112 103594 2
13260 164.337 104014 2
13280 164.562 104469 2
13300 164.787 104182 2
13320 165.011 105267 2
13340 165.236 105225 2
13360 165.461 105015 2
13380 165.685 105414 2
13400 165.91 105470 2
13420 166.135 106303 2
13440 166.36 107283 2
13460 166.584 107227 2
13480 166.809 108004 2
13500 167.034 109523 2
13520 167.258 109649 2
13540 167.483 111231 2
13560 167.708 111896 2
13580 167.933 112855 2
13600 168.157 114346 2
13620 168.382 115375 2
13640 168.607 115529 2
13660 168.831 117062 2
13680 169.056 118182 2
13700 169.281 119386 2
13720 169.506 121080 2
13740 169.73 122382 2
13760 169.955 123558 2
13780 170.18 124160 2
13800 170.404 125385 2
13820 170.629 126386 2
13840 170.854 127191 2
13860 171.079 127310 2
13880 171.303 128927 2
13900 171.528 128885 2
13920 171.753 129893 2
13940 171.978 130579 2
13960 172.202 131412 2
13980 172.427 131734 2
14000 172.652 132595 2
14020 172.876 132805 2
14040 173.101 133267 2
14060 173.326 133519 2
14080 173.551 134009 2
14100 173.775 134373 2
14120 174 134786 2
14140 174.225 134765 2
14160 174.449 134898 2
14180 174.674 134982 2
14200 174.899 134751 2
14220 175.124 134506 2
14240 175.348 134338 2
14260 175.573 134037 2
14280 175.798 133197 2
14300 176.022 133134 2
14320 176.247 133183 2
14340 176.472 133162 2
14360 176.697 133085 2
14380 176.921 133526 2
14400 177.146 134044 2
14420 177.371 134254 2
14440 177.596 134989 2
14460 177.82 134835 2
14480 178.045 134604 2
14500 178.27 134842 2
14520 178.494 135213 2
14540 178.719 134716 2
14560 178.944 134646 2
14580 179.169 134688 2
