# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi n_regions V_tag straddle
# col 1-13 : sommes COMPLETES ponderees (1-f) sur toutes les mailles, centre en moyenne circulaire.
#            (l'ancienne version ne sommait que sur les mailles taguees f<0.5 -> volume sous-estime de ~4.5 %,
#             vitesse verticale biaisee de ~+0.35 en repere mobile. Cf. event bubble dans main.c.)
# col 14-16 : diagnostic fragmentation par tag() (V_tag = plus grosse region ; straddle = bulle a cheval sur un bord).
160.001 2122.62 30 30 60 0.0184125 0.296221 0.0521187 14.0625 14.0625 14.0625 15.945 1 1 2006.97 0
160.019 2122.43 30.0033 30.0965 60.0106 0.178296 5.74641 0.649531 15 15 15 15.9445 1 1 2016.93 0
160.051 2122.59 30.0094 30.2806 60.0331 0.194686 5.53624 0.758733 15 15 15.9375 15.9449 1.0625 1 2022.9 0
160.092 2122.5 30.0163 30.5055 60.0656 0.15799 5.26233 0.87285 15 15 15.9375 15.9447 1.0625 1 2025.6 0
160.14 2122.82 30.0225 30.7461 60.1096 0.110975 4.90971 1.03227 15.9375 15 15.9375 15.9455 1.0625 1 2028.1 0
160.19 2122.88 30.0277 30.987 60.1671 0.0829867 4.58127 1.27291 15.9375 14.0625 16.875 15.9456 1.2 1 2030.17 0
160.242 2123.02 30.0317 31.2209 60.2405 0.062424 4.26933 1.5369 15.9375 14.0625 16.875 15.946 1.2 1 2028.45 0
160.296 2123.17 30.0362 31.4454 60.3306 0.0921086 4.00469 1.82394 15.9375 14.0625 15.9375 15.9464 1.13333 1 2023.91 0
160.351 2123.31 30.044 31.66 60.4381 0.187417 3.77188 2.08873 15.9375 14.0625 15.9375 15.9467 1.13333 1 2020.75 0
160.406 2123.41 30.0584 31.8627 60.5603 0.334181 3.58197 2.32559 15.9375 14.0625 15.9375 15.947 1.13333 1 2029.58 0
160.462 2123.6 30.082 32.0591 60.6964 0.524126 3.44788 2.51106 15 14.0625 15.9375 15.9474 1.13333 1 2023.87 0
160.518 2123.75 30.1168 32.2509 60.8433 0.725297 3.35265 2.66192 15 15 15.9375 15.9478 1.0625 1 2026.56 0
160.574 2123.86 30.1632 32.4374 60.9975 0.928113 3.28558 2.76601 15 15 15.9375 15.9481 1.0625 1 2024.98 0
160.63 2123.91 30.2213 32.6211 61.1571 1.15964 3.24808 2.84452 15 15 15.9375 15.9482 1.0625 1 2027.22 0
160.686 2124.01 30.2923 32.8041 61.3206 1.38835 3.25774 2.8988 15 15.9375 15 15.9485 1.0625 1 2024.2 0
160.742 2124.11 30.3765 32.9875 61.487 1.6292 3.29482 2.95939 15 15 15 15.9487 1 1 2026.12 0
160.798 2124.31 30.474 33.1738 61.6562 1.86566 3.36951 3.01306 15 15 15 15.9492 1 1 2035.6 0
160.854 2124.38 30.5855 33.3661 61.8294 2.11354 3.47875 3.07733 15 15 14.0625 15.9494 1.06667 1 2030.05 0
160.91 2124.48 30.711 33.5647 62.0068 2.35887 3.61763 3.16043 15 15.9375 15 15.9497 1.0625 1 2026.83 0
160.966 2124.58 30.8496 33.7711 62.1887 2.59829 3.75918 3.24279 15.9375 15.9375 15 15.9499 1.0625 1 2030.23 0
161.022 2124.71 31.0016 33.9861 62.3753 2.82399 3.90564 3.33662 15.9375 15 15 15.9502 1.0625 1 2031.77 0
161.079 2124.88 31.1664 34.2095 62.5682 3.05282 4.04946 3.43755 15.9375 15 15 15.9506 1.0625 1 2031.26 0
161.135 2124.95 31.3452 34.4406 62.767 3.30852 4.18273 3.53178 15 15 15 15.9508 1 1 2027.24 0
161.191 2125.1 31.5395 34.6803 62.9712 3.57204 4.33713 3.62972 15.9375 15 15 15.9512 1.0625 1 2027.06 0
161.247 2125.3 31.7479 34.9289 63.1803 3.84528 4.50232 3.71855 15.9375 15 15 15.9517 1.0625 1 2027.75 0
161.303 2125.59 31.9669 35.1829 63.3908 4.1023 4.68349 3.7775 15.9375 15 15 15.9524 1.0625 1 2029.8 0
161.358 2125.91 32.2002 35.4482 63.6034 4.32261 4.91139 3.76612 15 15 14.0625 15.9532 1.06667 1 2024.48 0
161.413 2126.08 32.4458 35.7253 63.8145 4.52861 5.11388 3.70535 15.9375 14.0625 15 15.9537 1.13333 1 2030.71 0
161.468 2126.25 32.7 36.0128 64.0192 4.68202 5.33944 3.56839 15.9375 15 15 15.9541 1.0625 1 2030.22 0
161.522 2126.31 32.9539 36.3037 64.2083 4.79949 5.57818 3.36689 15.9375 15 15 15.9542 1.0625 1 2029.37 0
161.574 2126.27 33.2061 36.6003 64.3812 4.85189 5.82217 3.11324 15 14.0625 15 15.9541 1.06667 1 2025.76 0
161.627 2126.22 33.4663 36.9173 64.5428 4.88556 6.11049 2.79537 15.9375 15 14.0625 15.954 1.13333 1 2032.18 0
161.682 2126.01 33.733 37.257 64.6891 4.87457 6.40605 2.42675 15.9375 15 14.0625 15.9535 1.13333 1 2037.53 0
161.737 2125.87 33.9996 37.6155 64.8147 4.81002 6.67868 2.00449 15.9375 15.9375 14.0625 15.9531 1.13333 1 2026.16 0
161.791 2125.98 34.2629 37.9907 64.9169 4.7366 6.99577 1.56486 15.9375 15 14.0625 15.9534 1.13333 1 2029.6 0
161.846 2126.2 34.5215 38.3832 64.9944 4.63313 7.29789 1.12077 15.9375 15.9375 14.0625 15.954 1.13333 1 2027.13 0
161.901 2126.18 34.7734 38.7919 65.0472 4.52559 7.57855 0.675067 15.9375 15 14.0625 15.9539 1.13333 1 2029.57 0
161.956 2126.18 35.0185 39.2156 65.0758 4.38259 7.83786 0.245458 16.875 15 13.125 15.9539 1.28571 1 2026.45 0
162.011 2126.08 35.2566 39.6558 65.0813 4.21306 8.0542 -0.13791 16.875 15 13.125 15.9537 1.28571 1 2028.1 0
162.067 2126.06 35.4885 40.1147 65.0664 4.03947 8.2468 -0.481094 15.9375 15 13.125 15.9536 1.21429 1 2029.93 0
162.124 2126.05 35.7109 40.584 65.0325 3.84712 8.40135 -0.777015 16.875 15 13.125 15.9536 1.28571 1 2024.96 0
162.18 2126.11 35.9225 41.0596 64.9834 3.65891 8.51243 -1.00831 16.875 15 13.125 15.9537 1.28571 1 2030.13 0
162.236 2126.25 36.1232 41.5404 64.923 3.47275 8.57496 -1.18922 16.875 15 13.125 15.9541 1.28571 1 2026.53 0
162.292 2126.5 36.3146 42.0239 64.8544 3.28709 8.60887 -1.28947 17.8125 14.0625 14.0625 15.9547 1.26667 1 2024.75 0
162.348 2126.65 36.4973 42.5093 64.7811 3.15401 8.60634 -1.33578 16.875 14.0625 14.0625 15.9551 1.2 1 2024.3 0
162.404 2126.91 36.6728 42.994 64.7071 3.05798 8.58927 -1.32676 16.875 14.0625 14.0625 15.9557 1.2 1 2033.28 0
162.461 2127.14 36.8443 43.4763 64.6355 3.02756 8.55354 -1.26915 16.875 14.0625 14.0625 15.9563 1.2 1 2030.01 0
162.517 2127.34 37.0149 43.9584 64.5671 3.00106 8.53917 -1.16868 16.875 14.0625 14.0625 15.9568 1.2 1 2027.71 0
162.573 2127.57 37.1853 44.4359 64.5054 3.0375 8.48162 -1.05429 17.8125 14.0625 14.0625 15.9574 1.26667 1 2027 0
162.629 2127.72 37.3575 44.9122 64.4504 3.06049 8.41324 -0.932691 16.875 14.0625 15 15.9578 1.2 1 2030.48 0
162.685 2127.82 37.5313 45.3842 64.4014 3.09299 8.33767 -0.82686 16.875 14.0625 15 15.958 1.2 1 2032.13 0
162.742 2127.91 37.7058 45.8523 64.3583 3.09514 8.26482 -0.757552 16.875 14.0625 15 15.9582 1.2 1 2023.51 0
162.798 2128.34 37.8801 46.3149 64.3178 3.06362 8.18604 -0.745595 15.9375 14.0625 14.0625 15.9593 1.13333 1 2024.75 0
162.854 2128.42 38.0523 46.7747 64.2755 3.00322 8.09775 -0.807201 15.9375 14.0625 14.0625 15.9595 1.13333 1 2031.27 0
162.91 2128.62 38.2197 47.2276 64.2285 2.90035 7.98853 -0.949442 15.9375 15 14.0625 15.96 1.13333 1 2033.79 0
162.966 2128.78 38.3799 47.6751 64.1711 2.74784 7.88816 -1.1602 15.9375 15 14.0625 15.9604 1.13333 1 2034.75 0
163.022 2128.76 38.5318 48.1176 64.1002 2.57128 7.78006 -1.4218 15.9375 15 14.0625 15.9604 1.13333 1 2029.55 0
163.079 2128.77 38.6732 48.552 64.014 2.36617 7.65043 -1.72078 15.9375 15.9375 14.0625 15.9604 1.13333 1 2031.47 0
163.135 2128.83 38.8027 48.9797 63.9098 2.14741 7.50563 -2.03152 15 15.9375 13.125 15.9605 1.21429 1 2026.3 0
163.191 2128.78 38.9198 49.4002 63.7886 1.9325 7.36371 -2.3082 15 16.875 12.1875 15.9604 1.38462 1 2031.34 0
163.247 2128.77 39.0235 49.8117 63.6536 1.6681 7.18324 -2.53102 15 16.875 12.1875 15.9604 1.38462 1 2036.82 0
163.303 2128.75 39.112 50.213 63.5068 1.39118 6.97966 -2.70541 15.9375 16.875 12.1875 15.9603 1.38462 1 2034.93 0
163.36 2128.86 39.1844 50.6036 63.3504 1.09546 6.80489 -2.85629 15.9375 17.8125 12.1875 15.9606 1.46154 1 2026.47 0
163.416 2128.94 39.2396 50.9831 63.1872 0.783951 6.60682 -2.95328 15.9375 17.8125 12.1875 15.9608 1.46154 1 2025.16 0
163.472 2129.2 39.2769 51.3521 63.0185 0.462227 6.42113 -3.00931 15.9375 17.8125 12.1875 15.9615 1.46154 1 2029.12 0
163.528 2129.75 39.297 51.7109 62.8483 0.167333 6.24525 -3.03277 15.9375 18.75 12.1875 15.9628 1.53846 1 2028.2 0
163.584 2129.67 39.3011 52.06 62.6795 -0.0872259 6.08375 -3.01388 15.9375 18.75 12.1875 15.9626 1.53846 1 2029.85 0
163.64 2129.8 39.2917 52.4007 62.5117 -0.300902 5.93976 -2.95159 15.9375 17.8125 12.1875 15.9629 1.46154 1 2030.2 0
163.697 2129.92 39.2716 52.734 62.3482 -0.443217 5.83593 -2.85693 15.9375 18.75 13.125 15.9633 1.42857 1 2022.87 0
163.753 2130.08 39.2443 53.0618 62.1918 -0.533985 5.75669 -2.71256 15 17.8125 12.1875 15.9637 1.46154 1 2025.97 0
163.809 2130.28 39.2131 53.3854 62.0454 -0.543218 5.70286 -2.51477 15 17.8125 12.1875 15.9642 1.46154 1 2033.36 0
163.865 2130.29 39.181 53.7056 61.9103 -0.558519 5.63704 -2.28065 15 17.8125 13.125 15.9642 1.35714 1 2029.45 0
163.921 2130.22 39.1506 54.0215 61.7895 -0.502182 5.54052 -2.01907 15 17.8125 13.125 15.964 1.35714 1 2032.11 0
163.978 2130.2 39.1242 54.3307 61.6843 -0.408303 5.40928 -1.73514 15 17.8125 13.125 15.964 1.35714 1 2037.05 0
164.034 2130.09 39.1034 54.6328 61.5953 -0.28526 5.27179 -1.43082 15 16.875 13.125 15.9637 1.28571 1 2037.31 0
164.09 2130.05 39.0891 54.9254 61.5229 -0.176506 5.09267 -1.14805 15 16.875 13.125 15.9636 1.28571 1 2035.58 0
164.146 2129.92 39.0816 55.2079 61.4661 -0.0365132 4.90698 -0.894841 15 15.9375 14.0625 15.9633 1.13333 1 2031.84 0
