# i t cells coeurs_suggere(~100k/coeur)
15120 160.092 1294959 13
15140 160.296 1293034 13
15160 160.518 1292530 13
15180 160.742 1290612 13
15200 160.966 1292677 13
15220 161.191 1288281 13
15240 161.413 1285418 13
15260 161.627 1283430 13
15280 161.846 1278999 13
15300 162.067 1276087 13
15320 162.292 1273903 13
15340 162.517 1270200 13
15360 162.742 1270830 13
15380 162.966 1269171 13
15400 163.191 1273084 13
15420 163.416 1273084 13
15440 163.64 1273490 13
15460 163.865 1275387 13
15480 164.09 1272937 13
15500 164.315 1271551 13
15520 164.539 1265244 13
15540 164.764 1262626 13
15560 164.989 1262311 13
15580 165.213 1264747 13
15600 165.438 1264530 13
15620 165.663 1264586 13
15640 165.888 1259294 13
15660 166.112 1253309 13
15680 166.337 1251335 13
15700 166.562 1251097 13
15720 166.787 1244755 13
15740 167 1240632 13
15760 167.225 1236607 13
15780 167.449 1237853 13
15800 167.674 1241031 13
15820 167.899 1244622 13
15840 168.122 1246547 13
15860 168.331 1248388 13
15880 168.553 1249214 13
15900 168.777 1249816 13
15920 169 1253435 13
