# i t cells coeurs_suggere(~100k/coeur)
12880 160.092 144684 2
12900 160.297 144082 2
12920 160.519 143935 2
12940 160.743 143991 2
12960 160.966 143403 2
12980 161.191 143739 2
13000 161.416 143319 2
13020 161.64 142122 2
13040 161.865 142248 2
13060 162.09 140596 2
13080 162.315 140596 2
13100 162.539 138762 2
13120 162.764 138461 2
13140 162.989 137488 2
13160 163.213 137306 2
13180 163.438 136823 2
13200 163.663 136200 2
13220 163.888 136410 2
13240 164.112 135836 2
13260 164.337 135899 2
13280 164.562 136536 2
13300 164.787 135752 2
13320 165.011 136613 2
13340 165.236 135906 2
13360 165.461 136263 2
13380 165.685 135507 2
13400 165.91 135962 2
13420 166.135 136956 2
13440 166.36 136921 2
13460 166.584 137376 2
13480 166.809 137509 2
13500 167.034 138062 2
13520 167.258 138475 2
13540 167.483 138797 2
13560 167.708 139189 2
13580 167.933 140687 2
13600 168.157 140113 2
13620 168.382 140596 2
13640 168.607 141331 2
13660 168.831 142059 2
13680 169.056 142822 2
13700 169.281 143088 2
13720 169.506 143746 2
13740 169.73 144145 2
13760 169.955 144922 2
13780 170.18 145132 2
13800 170.404 145545 2
13820 170.629 145538 2
13840 170.854 146056 2
13860 171.079 146315 2
13880 171.303 146602 2
13900 171.528 146455 2
13920 171.753 146980 2
13940 171.978 148030 2
13960 172.202 147974 2
13980 172.427 148352 2
14000 172.652 149486 2
14020 172.876 149409 2
14040 173.101 150221 2
14060 173.326 150837 2
14080 173.551 151327 2
14100 173.775 151845 2
14120 174 153063 2
14140 174.225 153700 2
14160 174.449 154512 2
14180 174.674 155870 2
14200 174.899 156493 2
14220 175.124 157550 2
14240 175.348 158257 2
14260 175.573 158418 2
14280 175.798 159020 2
14300 176.022 159818 2
14320 176.247 160238 2
14340 176.472 161113 2
14360 176.697 160364 2
14380 176.921 161176 2
14400 177.146 161582 2
14420 177.371 161736 2
14440 177.596 161589 2
14460 177.82 161204 2
14480 178.045 161631 2
14500 178.27 161190 2
14520 178.494 161330 2
14540 178.719 161106 2
14560 178.944 161127 2
14580 179.169 161596 2
14600 179.393 161386 2
14620 179.618 161953 2
14640 179.843 161267 2
14660 180.067 160819 2
14680 180.292 160259 2
14700 180.517 159937 2
14720 180.742 160000 2
14740 180.966 159265 2
14760 181.191 158838 2
14780 181.416 158348 2
14800 181.64 157683 2
14820 181.865 157816 2
14840 182.09 156850 2
14860 182.315 156871 2
14880 182.539 157158 2
14900 182.764 158201 2
14920 182.989 158586 2
14940 183.213 159118 2
14960 183.438 159965 2
14980 183.663 160854 2
15000 183.888 161897 2
15020 184.112 162338 2
15040 184.337 163024 2
15060 184.562 163395 2
15080 184.787 163003 2
15100 185.011 163556 2
15120 185.236 163276 2
15140 185.461 162884 2
15160 185.685 163444 2
15180 185.91 163157 2
15200 186.135 163143 2
15220 186.36 163311 2
15240 186.584 163360 2
15260 186.809 163948 2
15280 187.034 164543 2
15300 187.258 165124 2
15320 187.483 165586 2
15340 187.708 166006 2
15360 187.933 166867 2
15380 188.157 166447 2
15400 188.382 166958 2
15420 188.607 167994 2
15440 188.831 168582 2
15460 189.056 168694 2
15480 189.281 168799 2
15500 189.506 169828 2
15520 189.73 170521 2
15540 189.955 170696 2
15560 190.18 170318 2
15580 190.404 170640 2
15600 190.629 171088 2
15620 190.854 170703 2
15640 191.079 170444 2
15660 191.303 170822 2
15680 191.528 170206 2
15700 191.753 170738 2
15720 191.978 170332 2
15740 192.202 170122 2
15760 192.427 170010 2
15780 192.652 170269 2
15800 192.876 170612 2
15820 193.101 171081 2
15840 193.326 171410 2
15860 193.551 172306 2
15880 193.775 173209 2
15900 194 174154 2
15920 194.225 175057 2
15940 194.449 175281 2
15960 194.674 175736 2
15980 194.899 175862 2
16000 195.124 175778 2
16020 195.348 175449 2
16040 195.573 174231 2
16060 195.798 173636 2
16080 196.022 173279 2
16100 196.247 172726 2
16120 196.472 171144 2
16140 196.697 169982 2
16160 196.921 168694 2
16180 197.146 168106 2
16200 197.371 166930 2
16220 197.596 165348 2
16240 197.82 165271 2
16260 198.045 164599 2
16280 198.27 164193 2
16300 198.494 164074 2
16320 198.719 164382 2
16340 198.944 163500 2
16360 199.169 163997 2
16380 199.393 164578 2
16400 199.618 165012 2
16420 199.843 165614 2
16440 200.067 165859 2
16460 200.292 167063 2
16480 200.517 167119 2
16500 200.742 168246 2
16520 200.966 168841 2
16540 201.191 170087 2
16560 201.416 170948 2
16580 201.64 171641 2
16600 201.865 172159 2
16620 202.09 173825 2
16640 202.315 174469 2
16660 202.539 175750 2
16680 202.764 176478 2
16700 202.989 177962 2
16720 203.213 178690 2
16740 203.438 179166 2
16760 203.663 179341 2
16780 203.888 179467 2
16800 204.112 179299 2
16820 204.337 179453 2
16840 204.562 178109 2
16860 204.787 177598 2
16880 205.011 176429 2
16900 205.236 175575 2
16920 205.461 174014 2
16940 205.685 172740 2
16960 205.91 170535 2
16980 206.135 169100 2
17000 206.36 166692 2
17020 206.584 165103 2
17040 206.809 164186 2
17060 207.034 163150 2
17080 207.258 162457 2
17100 207.483 162408 2
17120 207.708 161967 2
17140 207.933 161757 2
17160 208.157 161225 2
17180 208.382 161372 2
17200 208.607 161442 2
17220 208.831 161715 2
17240 209.056 162142 2
17260 209.281 162338 2
17280 209.506 162688 2
17300 209.73 162940 2
17320 209.955 163997 2
17340 210.18 164522 2
17360 210.404 165418 2
17380 210.629 166286 2
17400 210.854 166797 2
17420 211.079 166853 2
17440 211.303 167791 2
17460 211.528 168540 2
17480 211.753 168736 2
17500 211.978 169569 2
17520 212.202 169954 2
17540 212.427 170906 2
17560 212.652 170752 2
17580 212.876 170864 2
17600 213.101 171718 2
17620 213.326 171228 2
17640 213.551 171949 2
17660 213.775 172075 2
17680 214 171795 2
17700 214.225 171186 2
17720 214.449 170619 2
17740 214.674 169744 2
17760 214.899 168309 2
17780 215.124 167406 2
17800 215.348 166510 2
17820 215.573 165649 2
17840 215.798 164746 2
17860 216.022 165054 2
17880 216.247 164942 2
17900 216.472 163892 2
17920 216.697 164361 2
17940 216.921 164088 2
17960 217.146 164459 2
17980 217.371 164179 2
18000 217.596 164403 2
18020 217.82 164564 2
18040 218.045 164403 2
18060 218.27 164732 2
18080 218.494 164620 2
18100 218.719 164634 2
18120 218.944 165117 2
18140 219.169 164683 2
18160 219.393 165019 2
18180 219.618 164473 2
18200 219.843 163689 2
18220 220.067 163850 2
18240 220.292 163199 2
18260 220.517 162716 2
18280 220.742 162366 2
18300 220.966 163045 2
18320 221.191 161421 2
18340 221.416 160378 2
18360 221.64 159426 2
18380 221.865 158978 2
18400 222.09 158054 2
18420 222.315 158411 2
18440 222.539 158075 2
18460 222.764 157697 2
18480 222.989 157207 2
18500 223.213 159006 2
18520 223.438 158698 2
18540 223.663 158880 2
18560 223.888 160462 2
18580 224.112 160371 2
18600 224.337 160483 2
18620 224.562 161659 2
18640 224.787 161652 2
18660 225.011 162142 2
18680 225.236 162569 2
18700 225.461 163332 2
18720 225.685 163563 2
18740 225.91 163738 2
18760 226.135 164914 2
18780 226.36 164347 2
18800 226.584 165012 2
18820 226.809 166132 2
18840 227.034 166265 2
18860 227.258 166902 2
18880 227.483 168372 2
18900 227.708 168176 2
18920 227.933 169170 2
18940 228.157 170339 2
18960 228.382 170815 2
18980 228.607 170885 2
19000 228.831 171515 2
19020 229.056 171809 2
19040 229.281 171907 2
19060 229.506 172208 2
19080 229.73 172754 2
19100 229.955 172537 2
19120 230.18 171900 2
19140 230.404 172334 2
19160 230.629 172656 2
19180 230.854 173797 2
19200 231.079 174448 2
19220 231.303 174875 2
19240 231.528 175260 2
19260 231.753 175862 2
19280 231.978 176814 2
19300 232.202 176408 2
19320 232.427 177647 2
19340 232.652 178074 2
19360 232.876 178956 2
19380 233.101 178284 2
19400 233.326 179194 2
19420 233.551 179089 2
19440 233.775 178326 2
19460 234 178858 2
19480 234.225 178095 2
19500 234.449 177584 2
19520 234.674 177101 2
19540 234.899 176779 2
19560 235.124 176429 2
19580 235.348 175260 2
19600 235.573 174784 2
19620 235.798 172950 2
19640 236.022 171704 2
19660 236.247 171592 2
19680 236.472 170521 2
19700 236.697 170913 2
19720 236.921 171578 2
19740 237.146 171613 2
19760 237.371 172572 2
19780 237.596 172670 2
19800 237.82 173419 2
19820 238.045 173937 2
19840 238.27 174266 2
19860 238.494 174658 2
19880 238.719 175666 2
19900 238.944 175400 2
19920 239.169 176548 2
19940 239.393 175666 2
19960 239.618 175841 2
19980 239.843 176366 2
20000 240.067 176177 2
20020 240.292 175974 2
20040 240.517 176086 2
20060 240.742 176541 2
20080 240.966 177290 2
20100 241.191 177661 2
20120 241.416 177850 2
20140 241.64 178270 2
20160 241.865 178879 2
20180 242.09 179362 2
20200 242.315 179803 2
20220 242.539 180636 2
20240 242.764 181539 2
20260 242.989 182225 2
20280 243.213 182526 2
20300 243.438 182883 2
20320 243.663 184423 2
20340 243.888 184633 2
20360 244.112 185200 2
20380 244.337 185032 2
20400 244.562 185165 2
20420 244.787 184577 2
20440 245.011 183177 2
20460 245.236 182015 2
20480 245.461 180930 2
20500 245.685 180146 2
20520 245.91 179754 2
20540 246.135 180307 2
20560 246.36 180209 2
20580 246.584 179810 2
20600 246.809 179215 2
20620 247.034 178886 2
20640 247.258 179922 2
20660 247.483 179922 2
20680 247.708 180916 2
20700 247.933 181427 2
20720 248.157 183338 2
20740 248.382 183611 2
20760 248.607 184563 2
20780 248.831 184087 2
20800 249.056 183730 2
20820 249.281 184283 2
20840 249.506 184444 2
20860 249.73 184878 2
20880 249.955 184486 2
20900 250.18 184157 2
20920 250.404 184668 2
20940 250.629 184682 2
20960 250.854 184507 2
20980 251.079 183975 2
21000 251.303 184227 2
21020 251.528 184584 2
21040 251.753 184710 2
21060 251.978 185501 2
21080 252.202 186138 2
21100 252.427 185991 2
21120 252.652 186579 2
21140 252.876 186439 2
21160 253.101 187902 2
21180 253.326 187755 2
21200 253.551 188357 2
21220 253.775 188574 2
21240 254 188910 2
21260 254.225 189253 2
21280 254.449 189239 2
21300 254.674 190079 2
21320 254.899 189897 2
21340 255.124 189890 2
21360 255.348 190772 2
21380 255.573 190380 2
21400 255.798 191052 2
21420 256.022 190058 2
21440 256.247 189092 2
21460 256.472 187720 2
21480 256.697 187412 2
21500 256.921 187083 2
21520 257.146 186894 2
21540 257.371 187244 2
21560 257.596 187510 2
21580 257.82 187811 2
21600 258.045 187076 2
21620 258.27 187580 2
21640 258.494 187433 2
21660 258.719 188392 2
21680 258.944 188182 2
21700 259.169 188336 2
21720 259.393 188560 2
21740 259.618 189001 2
21760 259.843 188518 2
21780 260.067 188525 2
21800 260.292 189981 2
21820 260.517 190044 2
21840 260.742 190877 2
21860 260.966 191038 2
21880 261.191 191094 2
21900 261.416 191843 2
21920 261.64 190737 2
21940 261.865 190835 2
21960 262.09 190639 2
21980 262.315 190576 2
22000 262.539 190121 2
22020 262.764 189785 2
22040 262.989 189449 2
22060 263.213 189204 2
22080 263.438 187314 2
22100 263.663 187139 2
22120 263.888 186831 2
22140 264.112 185137 2
22160 264.337 184773 2
22180 264.562 183681 2
22200 264.787 183387 2
22220 265.011 182652 2
22240 265.236 181665 2
22260 265.461 179747 2
22280 265.685 178438 2
22300 265.91 176968 2
22320 266.135 175519 2
22340 266.36 173930 2
22360 266.584 172355 2
22380 266.809 170402 2
22400 267.034 169303 2
22420 267.258 168351 2
22440 267.483 166958 2
22460 267.708 166517 2
22480 267.933 166643 2
22500 268.157 166482 2
22520 268.382 166986 2
22540 268.607 166286 2
22560 268.831 166300 2
22580 269.056 167000 2
22600 269.281 167490 2
22620 269.506 167658 2
22640 269.73 168239 2
22660 269.955 170136 2
22680 270.18 170843 2
22700 270.404 171466 2
22720 270.629 172656 2
22740 270.854 173622 2
22760 271.079 173944 2
22780 271.303 174742 2
22800 271.528 175890 2
22820 271.753 177409 2
22840 271.978 178431 2
22860 272.202 179691 2
22880 272.427 179677 2
22900 272.652 180916 2
22920 272.876 181357 2
22940 273.101 180517 2
22960 273.326 180468 2
22980 273.551 180076 2
23000 273.775 180146 2
23020 274 180370 2
23040 274.225 180664 2
23060 274.449 180804 2
23080 274.674 180671 2
23100 274.899 180363 2
23120 275.124 180839 2
23140 275.348 180867 2
23160 275.573 180944 2
23180 275.798 181357 2
23200 276.022 181721 2
23220 276.247 182162 2
23240 276.472 183205 2
23260 276.697 183856 2
23280 276.921 185123 2
23300 277.146 185277 2
23320 277.371 184738 2
23340 277.596 184955 2
