# t frame_uz frame_z ub_dans_repere
160.001 -9.76703e-05 -1.00587e-07 -0.0948378
160.019 -0.0274356 -0.000297943 -1.50335
160.051 -0.0698364 -0.002035 -1.1898
160.092 -0.110462 -0.00599059 -0.83706
160.14 -0.139226 -0.0120769 -0.463635
160.19 -0.150945 -0.019544 -0.0824011
160.243 -0.143577 -0.0273546 0.284568
160.297 -0.116833 -0.034314 0.632967
160.352 -0.0711905 -0.0393064 0.959083
160.407 -0.0084969 -0.0412233 1.25973
160.463 0.0715801 -0.0390794 1.54194
160.519 0.16667 -0.0319429 1.79979
160.575 0.275322 -0.0190225 2.03295
160.631 0.396446 0.000403517 2.2479
160.687 0.528851 0.026995 2.43871
160.743 0.671088 0.0613338 2.60336
160.798 0.821656 0.103922 2.74008
160.854 0.978974 0.155171 2.85488
160.91 1.14219 0.215427 2.9536
160.966 1.31021 0.284986 3.03002
161.022 1.48192 0.364196 3.08182
161.079 1.65642 0.453322 3.12177
161.135 1.83285 0.552319 3.15205
161.191 2.01049 0.661269 3.17035
161.247 2.18905 0.780234 3.18301
161.303 2.36798 0.909246 3.18516
161.36 2.54679 1.04831 3.17913
161.416 2.72514 1.1974 3.16982
161.472 2.90291 1.35649 3.15944
161.528 3.07989 1.52555 3.14126
161.584 3.25573 1.70451 3.12047
161.64 3.43014 1.8933 3.09541
161.697 3.60323 2.09185 3.07092
161.753 3.77451 2.30006 3.03336
161.809 3.9438 2.51782 3.0002
161.865 4.11099 2.74503 2.96026
161.921 4.27553 2.98155 2.90817
161.978 4.4375 3.22721 2.86778
162.034 4.59735 3.48191 2.83104
162.09 4.75493 3.74551 2.78624
162.146 4.90974 4.01787 2.73329
162.202 5.06134 4.29883 2.6767
162.258 5.20929 4.58818 2.6068
162.315 5.35356 4.88571 2.54496
162.371 5.49453 5.19124 2.48586
162.427 5.63222 5.50458 2.42638
162.483 5.76633 5.82553 2.36045
162.539 5.89633 6.15388 2.28392
162.596 6.02207 6.48939 2.20786
162.652 6.14384 6.83183 2.14096
162.708 6.26196 7.18099 2.07693
162.764 6.3766 7.53667 2.01693
162.82 6.48828 7.89868 1.96933
162.876 6.59726 8.26688 1.91919
162.933 6.70334 8.6411 1.86642
162.989 6.80638 9.02118 1.81274
163.045 6.90627 9.40694 1.75705
