# i t cells coeurs_suggere(~100k/coeur)
12880 160.092 196372 2
12900 160.297 196722 2
12920 160.519 197520 2
12940 160.743 198864 2
12960 160.966 199326 2
12980 161.191 200054 3
13000 161.416 200208 3
13020 161.64 201069 3
13040 161.865 199711 2
13060 162.09 198269 2
13080 162.315 198381 2
13100 162.539 198332 2
13120 162.764 198080 2
13140 162.989 197324 2
13160 163.213 197695 2
13180 163.438 197282 2
13200 163.663 197387 2
13220 163.888 197212 2
13240 164.112 197380 2
13260 164.337 197548 2
13280 164.562 197478 2
13300 164.787 198290 2
13320 165.011 197849 2
13340 165.236 198332 2
13360 165.461 197583 2
13380 165.685 197667 2
13400 165.91 197359 2
13420 166.135 198003 2
13440 166.36 197709 2
13460 166.584 198017 2
13480 166.809 197961 2
13500 167.034 198388 2
13520 167.258 199228 2
13540 167.483 199137 2
13560 167.708 199571 2
13580 167.933 199529 2
13600 168.157 198871 2
13620 168.382 199186 2
13640 168.607 198892 2
13660 168.831 199284 2
13680 169.056 199452 2
13700 169.281 200299 3
13720 169.506 200488 3
13740 169.73 200894 3
13760 169.955 201797 3
13780 170.18 201692 3
13800 170.404 203554 3
13820 170.629 203652 3
13840 170.854 204590 3
13860 171.079 204233 3
13880 171.303 204149 3
13900 171.528 204506 3
13920 171.753 204289 3
13940 171.978 204303 3
13960 172.202 203211 3
13980 172.427 203099 3
14000 172.652 203064 3
14020 172.876 202434 3
14040 173.101 201006 3
14060 173.326 200943 3
14080 173.551 200369 3
14100 173.775 200383 3
14120 174 200572 3
14140 174.225 200929 3
14160 174.449 201097 3
14180 174.674 201398 3
14200 174.899 202280 3
14220 175.124 202924 3
14240 175.348 202399 3
14260 175.573 202560 3
14280 175.798 202987 3
14300 176.022 202875 3
14320 176.247 203015 3
14340 176.472 203281 3
14360 176.697 203687 3
14380 176.921 203400 3
14400 177.146 202637 3
14420 177.371 202462 3
14440 177.596 201538 3
14460 177.82 200642 3
14480 178.045 200040 3
14500 178.27 199053 2
14520 178.494 198661 2
14540 178.719 198171 2
14560 178.944 198024 2
14580 179.169 197681 2
14600 179.393 198052 2
14620 179.618 198367 2
14640 179.843 198724 2
14660 180.067 198717 2
14680 180.292 197842 2
14700 180.517 196617 2
14720 180.742 196442 2
14740 180.966 197044 2
14760 181.191 196134 2
14780 181.416 195917 2
14800 181.64 195609 2
14820 181.865 195413 2
14840 182.09 194174 2
14860 182.315 193810 2
14880 182.539 192956 2
14900 182.764 192767 2
14920 182.989 192263 2
14940 183.213 191878 2
14960 183.438 191787 2
14980 183.663 191430 2
15000 183.888 191164 2
15020 184.112 190422 2
15040 184.337 189568 2
15060 184.562 189078 2
15080 184.787 188385 2
15100 185.011 188567 2
15120 185.236 187650 2
15140 185.461 187419 2
15160 185.685 186859 2
15180 185.91 185984 2
15200 186.135 184969 2
15220 186.36 183786 2
15240 186.584 183863 2
15260 186.809 182253 2
15280 187.034 181777 2
15300 187.258 181077 2
15320 187.483 180580 2
15340 187.708 179586 2
15360 187.933 179621 2
15380 188.157 178879 2
15400 188.382 178221 2
15420 188.607 178340 2
15440 188.831 178123 2
15460 189.056 178585 2
15480 189.281 178690 2
15500 189.506 180069 2
15520 189.73 180433 2
15540 189.955 180853 2
15560 190.18 181903 2
15580 190.404 182218 2
15600 190.629 183597 2
15620 190.854 184304 2
15640 191.079 184752 2
15660 191.303 185487 2
15680 191.528 185207 2
15700 191.753 186495 2
15720 191.978 186698 2
15740 192.202 186355 2
15760 192.427 186936 2
15780 192.652 186012 2
15800 192.876 185543 2
15820 193.101 184073 2
15840 193.326 182610 2
15860 193.551 182162 2
15880 193.775 180790 2
15900 194 180258 2
15920 194.225 179488 2
15940 194.449 180559 2
15960 194.674 180937 2
15980 194.899 180881 2
16000 195.124 182050 2
16020 195.348 182792 2
16040 195.573 183240 2
16060 195.798 183583 2
16080 196.022 184339 2
16100 196.247 184794 2
16120 196.472 184577 2
16140 196.697 185599 2
16160 196.921 185781 2
16180 197.146 185886 2
16200 197.371 186264 2
16220 197.596 186124 2
16240 197.82 185907 2
16260 198.045 185151 2
16280 198.27 184990 2
16300 198.494 183681 2
16320 198.719 182855 2
16340 198.944 182554 2
16360 199.169 181630 2
16380 199.393 181658 2
16400 199.618 181826 2
16420 199.843 182715 2
16440 200.067 182960 2
16460 200.292 183961 2
16480 200.517 183772 2
16500 200.742 183709 2
16520 200.966 184206 2
16540 201.191 184171 2
16560 201.416 184108 2
16580 201.64 184682 2
16600 201.865 184682 2
16620 202.09 184787 2
16640 202.315 185102 2
16660 202.539 185200 2
16680 202.764 184542 2
16700 202.989 184444 2
16720 203.213 184605 2
16740 203.438 184500 2
16760 203.663 184927 2
16780 203.888 185480 2
16800 204.112 185515 2
16820 204.337 184724 2
16840 204.562 183933 2
16860 204.787 184248 2
16880 205.011 184479 2
16900 205.236 184402 2
16920 205.461 184892 2
16940 205.685 185326 2
16960 205.91 185508 2
16980 206.135 185592 2
17000 206.36 185844 2
17020 206.584 186824 2
17040 206.809 186537 2
17060 207.034 187979 2
17080 207.258 188000 2
17100 207.483 187923 2
17120 207.708 188000 2
17140 207.933 188532 2
17160 208.157 188833 2
17180 208.382 188553 2
17200 208.607 187895 2
17220 208.831 187846 2
17240 209.056 189001 2
17260 209.281 189099 2
17280 209.506 190394 2
17300 209.73 191696 2
17320 209.955 192690 2
17340 210.18 193782 2
17360 210.404 194293 2
17380 210.629 196106 2
17400 210.854 197856 2
17420 211.079 198647 2
17440 211.303 199144 2
17460 211.528 200649 3
17480 211.753 201069 3
17500 211.978 201398 3
17520 212.202 202070 3
17540 212.427 203057 3
17560 212.652 203442 3
17580 212.876 203988 3
17600 213.101 203876 3
17620 213.326 205059 3
17640 213.551 205640 3
17660 213.775 204814 3
17680 214 205423 3
17700 214.225 205752 3
17720 214.449 205514 3
17740 214.674 205836 3
17760 214.899 205584 3
17780 215.124 205899 3
17800 215.348 206018 3
17820 215.573 205668 3
17840 215.798 205675 3
17860 216.022 205472 3
17880 216.247 206550 3
17900 216.472 205962 3
17920 216.697 207390 3
17940 216.921 207803 3
17960 217.146 208125 3
17980 217.371 207761 3
18000 217.596 207579 3
18020 217.82 207656 3
18040 218.045 207824 3
18060 218.27 206774 3
18080 218.494 206179 3
18100 218.719 206557 3
18120 218.944 205990 3
18140 219.169 205213 3
18160 219.393 203960 3
18180 219.618 204814 3
18200 219.843 203505 3
18220 220.067 202987 3
18240 220.292 202504 3
18260 220.517 202749 3
18280 220.742 201587 3
18300 220.966 200880 3
18320 221.191 201804 3
18340 221.416 201258 3
18360 221.64 201531 3
18380 221.865 201825 3
18400 222.09 201741 3
18420 222.315 201818 3
18440 222.539 201944 3
18460 222.764 201286 3
18480 222.989 201895 3
18500 223.213 201468 3
18520 223.438 202007 3
18540 223.663 201251 3
18560 223.888 199795 2
18580 224.112 201027 3
18600 224.337 200208 3
18620 224.562 200369 3
18640 224.787 200173 3
18660 225.011 201629 3
18680 225.236 201636 3
18700 225.461 202084 3
18720 225.685 202763 3
18740 225.91 203148 3
18760 226.135 202504 3
18780 226.36 202546 3
18800 226.584 203344 3
18820 226.809 204079 3
18840 227.034 204436 3
18860 227.258 204744 3
18880 227.483 205549 3
18900 227.708 205703 3
18920 227.933 206326 3
18940 228.157 206802 3
18960 228.382 206690 3
18980 228.607 208482 3
19000 228.831 208769 3
19020 229.056 210561 3
19040 229.281 211149 3
19060 229.506 211947 3
19080 229.73 212850 3
19100 229.955 214250 3
19120 230.18 215153 3
19140 230.404 214901 3
19160 230.629 216378 3
19180 230.854 216126 3
19200 231.079 216154 3
19220 231.303 216189 3
19240 231.528 217204 3
19260 231.753 217281 3
19280 231.978 217722 3
19300 232.202 219227 3
19320 232.427 219507 3
19340 232.652 220060 3
19360 232.876 220179 3
19380 233.101 220046 3
19400 233.326 220746 3
19420 233.551 219640 3
19440 233.775 219619 3
19460 234 220018 3
19480 234.225 220949 3
19500 234.449 220263 3
19520 234.674 220697 3
19540 234.899 220151 3
19560 235.124 220648 3
19580 235.348 220970 3
19600 235.573 220893 3
19620 235.798 220634 3
19640 236.022 221299 3
19660 236.247 221943 3
19680 236.472 222300 3
19700 236.697 223630 3
19720 236.921 224134 3
19740 237.146 225338 3
19760 237.371 226507 3
19780 237.596 228404 3
19800 237.82 229111 3
19820 238.045 231176 3
19840 238.27 231932 3
19860 238.494 232793 3
19880 238.719 234151 3
19900 238.944 235096 3
19920 239.169 236314 3
19940 239.393 237826 3
19960 239.618 238456 3
19980 239.843 239618 3
20000 240.067 240619 3
20020 240.292 240941 3
20040 240.517 242369 3
20060 240.742 242670 3
20080 240.966 244217 3
20100 241.191 244504 3
20120 241.416 245099 3
20140 241.64 246485 3
20160 241.865 247304 3
20180 242.09 249474 3
20200 242.315 250174 3
20220 242.539 251168 3
20240 242.764 253275 3
20260 242.989 253016 3
20280 243.213 254402 3
20300 243.438 254570 3
20320 243.663 254486 3
20340 243.888 255830 3
20360 244.112 256026 3
20380 244.337 255774 3
20400 244.562 255557 3
20420 244.787 254822 3
20440 245.011 255291 3
20460 245.236 255543 3
20480 245.461 255844 3
20500 245.685 255725 3
20520 245.91 256005 3
20540 246.135 256558 3
20560 246.36 255536 3
20580 246.584 256075 3
20600 246.809 255655 3
20620 247.034 255109 3
20640 247.258 254591 3
20660 247.483 254997 3
20680 247.708 255487 3
20700 247.933 255046 3
20720 248.157 254619 3
20740 248.382 254255 3
20760 248.607 254640 3
20780 248.831 253975 3
20800 249.056 255130 3
20820 249.281 255410 3
20840 249.506 255830 3
20860 249.73 256222 3
20880 249.955 256222 3
20900 250.18 256271 3
20920 250.404 256425 3
20940 250.629 256719 3
20960 250.854 255774 3
20980 251.079 256334 3
21000 251.303 255193 3
21020 251.528 254843 3
21040 251.753 254913 3
21060 251.978 254024 3
21080 252.202 253919 3
21100 252.427 254920 3
21120 252.652 254661 3
21140 252.876 254423 3
21160 253.101 254962 3
21180 253.326 253779 3
21200 253.551 253835 3
21220 253.775 252547 3
21240 254 251553 3
21260 254.225 251819 3
21280 254.449 250335 3
21300 254.674 249306 3
21320 254.899 249404 3
21340 255.124 247605 3
21360 255.348 247143 3
21380 255.573 245988 3
21400 255.798 245106 3
21420 256.022 244602 3
21440 256.247 245435 3
21460 256.472 244455 3
21480 256.697 244133 3
21500 256.921 244315 3
21520 257.146 244140 3
21540 257.371 243559 3
21560 257.596 243636 3
21580 257.82 243041 3
21600 258.045 243125 3
21620 258.27 242880 3
21640 258.494 243314 3
21660 258.719 241977 3
21680 258.944 243209 3
21700 259.169 244168 3
21720 259.393 244175 3
21740 259.618 246079 3
21760 259.843 245897 3
21780 260.067 246583 3
21800 260.292 246191 3
21820 260.517 246807 3
21840 260.742 247647 3
21860 260.966 248487 3
21880 261.191 249215 3
21900 261.416 249621 3
21920 261.64 250804 3
21940 261.865 250734 3
21960 262.09 250433 3
21980 262.315 250741 3
22000 262.539 250937 3
22020 262.764 251091 3
22040 262.989 251917 3
22060 263.213 252421 3
22080 263.438 252589 3
22100 263.663 252596 3
22120 263.888 252295 3
22140 264.112 251707 3
22160 264.337 252218 3
22180 264.562 251056 3
22200 264.787 251399 3
22220 265.011 252015 3
22240 265.236 251532 3
22260 265.461 252491 3
22280 265.685 252617 3
22300 265.91 253163 3
22320 266.135 253226 3
22340 266.36 252442 3
22360 266.584 251091 3
22380 266.809 250223 3
22400 267.034 249166 3
22420 267.258 248158 3
22440 267.483 248830 3
22460 267.708 248816 3
22480 267.933 248144 3
22500 268.157 249530 3
22520 268.382 249908 3
22540 268.607 251245 3
22560 268.831 253268 3
22580 269.056 253891 3
22600 269.281 254612 3
22620 269.506 256894 3
22640 269.73 256635 3
22660 269.955 257790 3
22680 270.18 259547 3
22700 270.404 258469 3
22720 270.629 259638 3
22740 270.854 259330 3
22760 271.079 259358 3
22780 271.303 259687 3
22800 271.528 259806 3
22820 271.753 259967 3
22840 271.978 260681 3
22860 272.202 260149 3
22880 272.427 259631 3
22900 272.652 260485 3
22920 272.876 259939 3
22940 273.101 260415 3
22960 273.326 260352 3
22980 273.551 260709 3
23000 273.775 260905 3
23020 274 261332 3
23040 274.225 260611 3
23060 274.449 261542 3
23080 274.674 260702 3
23100 274.899 260786 3
23120 275.124 260660 3
23140 275.348 260429 3
23160 275.573 258875 3
23180 275.798 258707 3
23200 276.022 257587 3
23220 276.247 255690 3
23240 276.472 254129 3
23260 276.697 251273 3
23280 276.921 248760 3
23300 277.146 247248 3
23320 277.371 245722 3
23340 277.596 243188 3
23360 277.82 241648 3
23380 278.045 239492 3
23400 278.27 238652 3
23420 278.494 237175 3
23440 278.719 236566 3
23460 278.944 234676 3
23480 279.169 233563 3
23500 279.393 232100 3
23520 279.618 230175 3
23540 279.843 229741 3
