# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi
160.001 2006.97 60 60 60 0.0795271 -0.0124806 -0.0270454 14.0625 14.0625 14.0625 15.65 1
160.019 2013.35 60.0462 59.9906 59.9823 3.7876 -0.574019 -1.17355 15 14.0625 14.0625 15.6666 1.06667
160.051 2020.21 60.1729 59.9725 59.9442 3.75946 -0.584573 -0.875623 15 15 15 15.6843 1
160.092 2028.45 60.3261 59.9459 59.9057 3.73255 -0.606079 -0.526084 15 15 15 15.7056 1
160.14 2027.67 60.512 59.9178 59.8958 3.69712 -0.63784 -0.15367 15 15 15 15.7036 1
160.19 2022.47 60.6895 59.8819 59.8975 3.63797 -0.662107 0.231807 15 15 15 15.6902 1
160.243 2020.07 60.8957 59.851 59.9103 3.58684 -0.68997 0.599283 14.0625 15 15 15.684 1.06667
160.297 2021.63 61.0712 59.824 59.9503 3.53544 -0.720455 0.947622 15 15 15.9375 15.688 1.0625
160.352 2025.19 61.263 59.7737 60.0099 3.48597 -0.743858 1.2789 15 15 15.9375 15.6972 1.0625
160.407 2027.6 61.4636 59.733 60.085 3.43916 -0.769419 1.58855 15 15 15 15.7034 1
160.463 2030.26 61.6622 59.6915 60.1702 3.40286 -0.794437 1.87223 15 15 15 15.7103 1
160.519 2028.99 61.8468 59.6521 60.275 3.35619 -0.816191 2.13552 14.0625 15 15 15.707 1.06667
160.575 2029.72 62.0239 59.6045 60.3987 3.31451 -0.836646 2.36269 15 15 15 15.7089 1
160.631 2031.15 62.223 59.5617 60.5315 3.26947 -0.860687 2.55922 15 15 15 15.7126 1
160.687 2027.01 62.3982 59.4937 60.6703 3.23516 -0.887102 2.73811 15 15 15 15.7019 1
160.743 2030.24 62.5792 59.4506 60.8321 3.1878 -0.911753 2.87397 15 15 15 15.7103 1
160.798 2027.2 62.7537 59.4087 60.9753 3.14523 -0.93774 3.00647 15.9375 15 14.0625 15.7024 1.13333
160.854 2030.38 62.929 59.3523 61.1342 3.09981 -0.961665 3.11438 15 15 15 15.7106 1
160.91 2031.69 63.1011 59.3044 61.3025 3.03997 -0.986433 3.20819 15 15 15 15.714 1
160.966 2027.95 63.2675 59.2449 61.4874 2.96513 -1.01086 3.28638 15 15 15 15.7043 1
161.022 2029.86 63.4269 59.1896 61.669 2.89771 -1.02977 3.35212 15 15.9375 14.0625 15.7093 1.13333
161.079 2025.29 63.5818 59.1214 61.8502 2.81582 -1.04962 3.42572 15.9375 15.9375 14.0625 15.6975 1.13333
161.135 2022.22 63.7406 59.0681 62.0211 2.72311 -1.07142 3.4792 15.9375 15.9375 14.0625 15.6895 1.13333
161.191 2023.52 63.9179 58.9935 62.1984 2.62557 -1.0995 3.51186 15.9375 15.9375 14.0625 15.6929 1.13333
161.247 2024.25 64.0603 58.9327 62.4023 2.51359 -1.12798 3.54132 15 15.9375 14.0625 15.6948 1.13333
161.303 2026.83 64.1879 58.8806 62.5815 2.40317 -1.15377 3.56374 15 15.9375 14.0625 15.7014 1.13333
161.36 2031.21 64.3147 58.8133 62.7729 2.28165 -1.18443 3.57454 15 15.9375 14.0625 15.7127 1.13333
161.416 2030.85 64.4451 58.7372 62.978 2.15946 -1.20938 3.58325 15.9375 15 14.0625 15.7118 1.13333
161.472 2023.87 64.5533 58.6717 63.1677 2.02547 -1.23192 3.60261 15.9375 15 14.0625 15.6938 1.13333
161.528 2026.79 64.6788 58.6017 63.3449 1.89336 -1.25777 3.62189 15.9375 15 14.0625 15.7014 1.13333
161.584 2028.91 64.7892 58.5405 63.533 1.77963 -1.26764 3.62011 15.9375 15 14.0625 15.7068 1.13333
161.64 2031.33 64.8803 58.4747 63.7309 1.65884 -1.29347 3.62351 15.9375 15 14.0625 15.7131 1.13333
161.697 2029.79 64.9822 58.3853 63.9334 1.54233 -1.31552 3.60925 15 15.9375 14.0625 15.7091 1.13333
161.753 2029.2 65.0582 58.3269 64.1212 1.42351 -1.33457 3.5984 15 15.9375 13.125 15.7076 1.21429
161.809 2025.52 65.138 58.2583 64.2871 1.3106 -1.33565 3.60994 15 15.9375 13.125 15.6981 1.21429
161.865 2024.64 65.2077 58.1651 64.4923 1.18343 -1.34813 3.5906 15.9375 15.9375 14.0625 15.6958 1.13333
161.921 2031.76 65.2688 58.0972 64.6759 1.06539 -1.35708 3.54627 15.9375 15.9375 14.0625 15.7142 1.13333
161.978 2031.01 65.3298 58.0093 64.8687 0.943878 -1.35222 3.50857 15.9375 15.9375 14.0625 15.7122 1.13333
162.034 2027.35 65.3721 57.9297 65.0541 0.827696 -1.35583 3.48246 15.9375 15.9375 13.125 15.7028 1.21429
162.09 2034.25 65.4337 57.853 65.2297 0.730839 -1.36537 3.43116 15.9375 15.9375 13.125 15.7206 1.21429
