# i t cells coeurs_suggere(~100k/coeur)
12880 160.092 111189 2
12900 160.297 111259 2
12920 160.519 111693 2
12940 160.743 112176 2
12960 160.966 111595 2
12980 161.191 110174 2
13000 161.416 109537 2
13020 161.64 107850 2
13040 161.865 106345 2
13060 162.09 105407 2
13080 162.315 104847 2
13100 162.539 104581 2
13120 162.764 104742 2
13140 162.989 104385 2
13160 163.213 104623 2
13180 163.438 104105 2
13200 163.663 104581 2
13220 163.888 103860 2
13240 164.112 104406 2
13260 164.337 105064 2
13280 164.562 104469 2
13300 164.787 105309 2
13320 165.011 105659 2
13340 165.236 105813 2
13360 165.461 106275 2
13380 165.685 106870 2
13400 165.91 107563 2
13420 166.135 107780 2
13440 166.36 108060 2
13460 166.584 109173 2
13480 166.809 109075 2
13500 167.034 109572 2
13520 167.258 110153 2
13540 167.483 110300 2
13560 167.708 111014 2
13580 167.933 111154 2
13600 168.157 111728 2
13620 168.382 112043 2
13640 168.607 112505 2
13660 168.831 113506 2
13680 169.056 113653 2
13700 169.281 114220 2
13720 169.506 114738 2
13740 169.73 114556 2
13760 169.955 113947 2
13780 170.18 113807 2
13800 170.404 114248 2
13820 170.629 114087 2
13840 170.854 114808 2
13860 171.079 114990 2
13880 171.303 114871 2
13900 171.528 115375 2
13920 171.753 114976 2
13940 171.978 115508 2
13960 172.202 115277 2
13980 172.427 115305 2
14000 172.652 115564 2
14020 172.876 115746 2
14040 173.101 115858 2
14060 173.326 115515 2
14080 173.551 116376 2
14100 173.775 116096 2
14120 174 115928 2
14140 174.225 116089 2
14160 174.449 115606 2
14180 174.674 116439 2
14200 174.899 116334 2
14220 175.124 116943 2
14240 175.348 117517 2
14260 175.573 117650 2
14280 175.798 118511 2
14300 176.022 118672 2
14320 176.247 119225 2
14340 176.472 119561 2
14360 176.697 120170 2
14380 176.921 120037 2
14400 177.146 120023 2
14420 177.371 119953 2
14440 177.596 119932 2
14460 177.82 119806 2
14480 178.045 119505 2
14500 178.27 119393 2
14520 178.494 119106 2
14540 178.719 118112 2
14560 178.944 117587 2
14580 179.169 117244 2
14600 179.393 117209 2
14620 179.618 116481 2
14640 179.843 116187 2
14660 180.067 115543 2
14680 180.292 115417 2
14700 180.517 114850 2
14720 180.742 114619 2
14740 180.966 114206 2
14760 181.191 113604 2
14780 181.416 112554 2
14800 181.64 111658 2
14820 181.865 111322 2
14840 182.09 111077 2
14860 182.315 111322 2
14880 182.539 111385 2
14900 182.764 111840 2
14920 182.989 112372 2
14940 183.213 113317 2
14960 183.438 114493 2
14980 183.663 115340 2
15000 183.888 116257 2
15020 184.112 117566 2
15040 184.337 118763 2
15060 184.562 120044 2
15080 184.787 120919 2
15100 185.011 122305 2
15120 185.236 123292 2
15140 185.461 124678 2
15160 185.685 126624 2
15180 185.91 127800 2
15200 186.135 128920 2
15220 186.36 130166 2
15240 186.584 131468 2
15260 186.809 132644 2
15280 187.034 133603 2
15300 187.258 134695 2
15320 187.483 135976 2
15340 187.708 137397 2
15360 187.933 138244 2
15380 188.157 139084 2
15400 188.382 140652 2
15420 188.607 142136 2
15440 188.831 143445 2
15460 189.056 144558 2
15480 189.281 145510 2
15500 189.506 146133 2
15520 189.73 146735 2
15540 189.955 147764 2
15560 190.18 147827 2
15580 190.404 148156 2
15600 190.629 147729 2
15620 190.854 147029 2
15640 191.079 146098 2
15660 191.303 145832 2
15680 191.528 144887 2
15700 191.753 144201 2
15720 191.978 143466 2
15740 192.202 142171 2
15760 192.427 141016 2
15780 192.652 139882 2
15800 192.876 138797 2
15820 193.101 137978 2
15840 193.326 137194 2
15860 193.551 136683 2
15880 193.775 136585 2
15900 194 136494 2
15920 194.225 136704 2
15940 194.449 136683 2
15960 194.674 136984 2
15980 194.899 136893 2
16000 195.124 137404 2
16020 195.348 137950 2
16040 195.573 138510 2
16060 195.798 138965 2
16080 196.022 139329 2
16100 196.247 139126 2
16120 196.472 139210 2
16140 196.697 139245 2
16160 196.921 139420 2
16180 197.146 139763 2
16200 197.371 139749 2
16220 197.596 139693 2
16240 197.82 140050 2
16260 198.045 139966 2
16280 198.27 140225 2
16300 198.494 140267 2
16320 198.719 140491 2
16340 198.944 139938 2
16360 199.169 139693 2
