# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi n_regions V_tag straddle
# col 1-13 : sommes COMPLETES ponderees (1-f) sur toutes les mailles, centre en moyenne circulaire.
#            (l'ancienne version ne sommait que sur les mailles taguees f<0.5 -> volume sous-estime de ~4.5 %,
#             vitesse verticale biaisee de ~+0.35 en repere mobile. Cf. event bubble dans main.c.)
# col 14-16 : diagnostic fragmentation par tag() (V_tag = plus grosse region ; straddle = bulle a cheval sur un bord).
160.003 2122.63 90.0004 30.0027 60.0032 0.403248 2.85359 3.41868 14.0625 14.0625 14.0625 15.945 1 1 2006.97 0
160.024 2122.35 90.0082 30.0628 60.078 0.348403 2.80723 3.58976 14.0625 15 15 15.9443 1.06667 1 2013.61 0
160.059 2122.55 90.0204 30.1608 60.2077 0.347651 2.81948 3.87267 15 15 15 15.9448 1 1 2024.97 0
160.101 2122.57 90.0343 30.2816 60.3801 0.296796 2.80521 4.16533 15 15 15 15.9449 1 1 2029.73 0
160.149 2122.83 90.048 30.4173 60.5887 0.260584 2.83975 4.47024 15 15 15 15.9455 1 1 2026.86 0
160.2 2122.97 90.0601 30.5638 60.8271 0.201457 2.89948 4.78548 15 15 15.9375 15.9459 1.0625 1 2029.14 0
160.254 2123.26 90.0698 30.7194 61.0903 0.137812 2.97641 5.06537 15 15 15.9375 15.9466 1.0625 1 2027.3 0
160.308 2123.49 90.0759 30.8839 61.3743 0.0617751 3.08862 5.28296 15 14.0625 15 15.9472 1.06667 1 2025.5 0
160.363 2123.75 90.0773 31.0573 61.6731 -0.0317464 3.22351 5.46118 15 14.0625 15.9375 15.9478 1.13333 1 2030.96 0
160.418 2124.01 90.0735 31.2388 61.9805 -0.123473 3.37403 5.56756 15 15 15.9375 15.9485 1.0625 1 2025.36 0
160.474 2124.2 90.0645 31.4325 62.298 -0.210939 3.54206 5.62391 15 15 15 15.949 1 1 2030.35 0
160.53 2124.45 90.0511 31.6358 62.6172 -0.280531 3.72138 5.62303 15 15 15.9375 15.9496 1.0625 1 2020.41 0
160.586 2124.65 90.0344 31.8494 62.9354 -0.326265 3.90662 5.58 15.9375 14.0625 15 15.9501 1.13333 1 2027.44 0
160.642 2124.86 90.0155 32.0737 63.2499 -0.352622 4.09553 5.51083 15.9375 15 15 15.9506 1.0625 1 2028.46 0
160.698 2125.16 89.9953 32.3078 63.5605 -0.362925 4.2752 5.41543 15.9375 15 14.0625 15.9514 1.13333 1 2033.11 0
160.754 2125.33 89.9743 32.5516 63.8659 -0.383656 4.45438 5.32934 15.9375 15 15 15.9518 1.0625 1 2026.87 0
160.81 2125.54 89.9517 32.8063 64.1664 -0.412192 4.63351 5.24274 15.9375 15.9375 15 15.9523 1.0625 1 2028.07 0
160.866 2125.72 89.9275 33.0713 64.4626 -0.454368 4.82285 5.17576 15.9375 15 14.0625 15.9528 1.13333 1 2033.53 0
160.922 2125.97 89.9009 33.3459 64.7545 -0.505087 5.00156 5.1076 15.9375 15 14.0625 15.9534 1.13333 1 2036.52 0
