# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi
160.001 2006.97 90 90 60 0.0459407 0.0194083 0.0663315 14.0625 14.0625 14.0625 15.65 1
160.019 2014.63 90.0242 90.0115 60.0428 2.20027 0.694076 3.07323 14.0625 14.0625 15 15.6699 1.06667
160.051 2021.31 90.0973 90.0338 60.147 2.23119 0.721435 3.31246 15 14.0625 15 15.6872 1.06667
160.092 2024.95 90.1909 90.0632 60.2895 2.21449 0.723151 3.53802 15 14.0625 15 15.6966 1.06667
160.14 2027.55 90.2954 90.0926 60.451 2.21605 0.749635 3.79307 15 14.0625 15 15.7033 1.06667
160.19 2030.56 90.4289 90.1275 60.6636 2.22807 0.787572 4.03159 15 14.0625 15 15.7111 1.06667
160.243 2030.94 90.5291 90.1709 60.8722 2.21539 0.834912 4.27235 15 15 15.9375 15.712 1.0625
160.297 2033.37 90.6506 90.2189 61.1262 2.18539 0.882463 4.49731 15 15 15 15.7183 1
160.352 2031.88 90.7654 90.2649 61.3672 2.1611 0.921004 4.70971 15 15 15 15.7145 1
160.407 2027.15 90.8852 90.3206 61.6265 2.10948 0.955159 4.88687 15.9375 15 15 15.7023 1.0625
160.463 2022.27 91.005 90.3836 61.8961 2.04181 0.979991 5.02057 15.9375 15 15 15.6897 1.0625
160.519 2024.73 91.1115 90.4387 62.1645 1.97211 0.982607 5.13018 15.9375 15 15 15.696 1.0625
160.575 2034.53 91.2312 90.5066 62.4705 1.8853 0.976225 5.18837 15 15 15 15.7213 1
160.631 2033.24 91.3286 90.5509 62.75 1.81808 0.962912 5.22392 15 15 14.0625 15.718 1.06667
160.687 2029.47 91.4408 90.6173 63.0214 1.7453 0.915126 5.26293 15 15 15 15.7083 1
160.743 2030.72 91.5299 90.6526 63.3195 1.6824 0.88519 5.2637 15 15 15 15.7115 1
160.798 2030.43 91.6035 90.7048 63.6297 1.60907 0.836947 5.28271 15.9375 15 14.0625 15.7107 1.13333
160.854 2032.1 91.7014 90.7479 63.8896 1.53474 0.78331 5.27499 15.9375 15 14.0625 15.715 1.13333
160.91 2029.23 91.7915 90.7894 64.1875 1.45051 0.745818 5.26224 15.9375 15 15 15.7076 1.0625
160.966 2029.13 91.8839 90.8401 64.4751 1.37278 0.700621 5.28008 15.9375 15 14.0625 15.7074 1.13333
161.022 2035.65 91.9463 90.8715 64.761 1.28603 0.68479 5.25508 15.9375 15 14.0625 15.7242 1.13333
161.079 2031.99 92.0162 90.9129 65.0569 1.19418 0.672533 5.22382 15.9375 15.9375 13.125 15.7148 1.21429
161.135 2026.86 92.0869 90.9489 65.3362 1.10162 0.664982 5.21252 15.9375 15.9375 14.0625 15.7015 1.13333
161.191 2027.2 92.1415 91.0027 65.6143 1.0283 0.676838 5.18078 15.9375 15.9375 14.0625 15.7024 1.13333
161.247 2031.01 92.198 91.0312 65.908 0.929413 0.693453 5.12822 16.875 15.9375 13.125 15.7122 1.28571
161.303 2028.98 92.2582 91.0839 66.1817 0.804676 0.726511 5.08531 16.875 15 13.125 15.707 1.28571
161.36 2031.82 92.298 91.1294 66.4421 0.688436 0.74766 5.04181 16.875 15 14.0625 15.7143 1.2
161.416 2034.56 92.3406 91.1764 66.7275 0.566891 0.75079 4.96466 16.875 15 14.0625 15.7214 1.2
161.472 2030.79 92.363 91.2255 66.9942 0.429641 0.74685 4.92533 16.875 15 13.125 15.7117 1.28571
161.528 2031.48 92.399 91.2611 67.2439 0.269608 0.728676 4.84454 16.875 15 13.125 15.7134 1.28571
161.584 2038.63 92.4027 91.3059 67.5059 0.0982498 0.694218 4.72469 16.875 15 14.0625 15.7319 1.2
161.64 2036.27 92.3978 91.3514 67.7623 -0.0756005 0.624829 4.63439 16.875 15 13.125 15.7258 1.28571
161.697 2034.2 92.3995 91.3906 68.0116 -0.25691 0.532569 4.52313 16.875 15 13.125 15.7204 1.28571
161.753 2033.2 92.3757 91.4104 68.2491 -0.46594 0.42533 4.38814 16.875 15 13.125 15.7179 1.28571
161.809 2033.45 92.3458 91.4327 68.4821 -0.671852 0.266614 4.24334 16.875 15 14.0625 15.7185 1.2
161.865 2036.46 92.3043 91.4487 68.6919 -0.882453 0.0905095 4.09531 16.875 15 13.125 15.7263 1.28571
161.921 2036.34 92.2636 91.4563 68.921 -1.10972 -0.105448 3.93338 16.875 15 13.125 15.726 1.28571
161.978 2035.19 92.1904 91.4487 69.1333 -1.33724 -0.328637 3.7485 16.875 15 13.125 15.723 1.28571
162.034 2030.06 92.1162 91.4322 69.3162 -1.57007 -0.574793 3.56957 16.875 15 13.125 15.7098 1.28571
162.09 2033.09 92.0253 91.3997 69.4907 -1.79951 -0.819411 3.37736 16.875 15 13.125 15.7176 1.28571
162.146 2032.23 91.9139 91.3451 69.6629 -2.00796 -1.05303 3.18077 15.9375 15 13.125 15.7154 1.21429
162.202 2035.24 91.8082 91.2971 69.8262 -2.22534 -1.30219 2.96939 15.9375 15.9375 13.125 15.7231 1.21429
162.258 2039.11 91.6902 91.2216 69.9863 -2.4363 -1.54133 2.73616 16.875 15.9375 13.125 15.7331 1.28571
162.315 2032.47 91.5442 91.1361 70.1155 -2.64711 -1.77512 2.54279 16.875 15.9375 13.125 15.716 1.28571
162.371 2030.32 91.3909 91.029 70.2328 -2.85189 -2.00348 2.32822 16.875 15.9375 13.125 15.7105 1.28571
162.427 2028.2 91.2319 90.9137 70.3475 -3.03379 -2.22144 2.14088 16.875 15.9375 13.125 15.705 1.28571
162.483 2031.16 91.0453 90.7861 70.4549 -3.21176 -2.40212 1.9377 15.9375 15.9375 13.125 15.7126 1.21429
162.539 2031.05 90.8814 90.6688 70.543 -3.38663 -2.58796 1.7692 15.9375 15.9375 13.125 15.7123 1.21429
162.596 2028.11 90.7089 90.5282 70.6318 -3.54702 -2.76903 1.62231 16.875 15.9375 13.125 15.7047 1.28571
162.652 2033.06 90.4851 90.3697 70.6994 -3.68572 -2.94627 1.45259 16.875 15.9375 13.125 15.7175 1.28571
162.708 2037.03 90.2747 90.2176 70.7652 -3.82506 -3.1277 1.28321 16.875 15.9375 13.125 15.7277 1.28571
162.764 2038.63 90.0624 90.0281 70.8197 -3.96005 -3.32618 1.13302 15.9375 15.9375 13.125 15.7319 1.21429
162.82 2035.68 89.8583 89.8585 70.8634 -4.10865 -3.51044 1.00546 15.9375 15.9375 13.125 15.7243 1.21429
162.876 2032.1 89.609 89.6491 70.8913 -4.23369 -3.72386 0.877543 16.875 15 13.125 15.715 1.28571
162.933 2029.82 89.3593 89.454 70.923 -4.335 -3.95274 0.773704 15.9375 15 14.0625 15.7092 1.13333
162.989 2030.81 89.1283 89.2235 70.9553 -4.46298 -4.15911 0.629653 15.9375 15.9375 14.0625 15.7117 1.13333
163.045 2031.24 88.8858 88.9934 70.964 -4.58055 -4.38358 0.510721 15.9375 15.9375 14.0625 15.7128 1.13333
163.101 2030.77 88.6105 88.7598 70.9702 -4.6651 -4.62337 0.395055 16.875 15 14.0625 15.7116 1.2
163.157 2035.73 88.3541 88.5143 70.983 -4.74956 -4.84786 0.2586 15.9375 15 14.0625 15.7244 1.13333
163.213 2028.49 88.0923 88.2324 70.9792 -4.84611 -5.07436 0.143702 15.9375 15.9375 14.0625 15.7057 1.13333
163.27 2029.37 87.8221 87.9499 70.9757 -4.91031 -5.33082 0.00646823 16.875 15 14.0625 15.708 1.2
163.326 2034.89 87.5427 87.6693 70.9542 -4.93136 -5.5537 -0.126052 16.875 15 14.0625 15.7222 1.2
163.382 2029.45 87.264 87.3443 70.9339 -4.98615 -5.77908 -0.260374 15.9375 15 14.0625 15.7082 1.13333
163.438 2030.67 87.0025 87.0384 70.9019 -5.01723 -6.01832 -0.392356 15.9375 15 15 15.7114 1.0625
163.494 2030 86.7186 86.6994 70.8536 -4.9968 -6.2538 -0.526247 16.875 15 15 15.7096 1.125
163.551 2030.58 86.427 86.3414 70.8045 -4.99965 -6.43258 -0.662555 15.9375 15 15 15.7111 1.0625
163.607 2031.01 86.1575 86.0139 70.7545 -4.96457 -6.63629 -0.788139 15.9375 15 15 15.7122 1.0625
163.663 2030.83 85.886 85.6286 70.6849 -4.91779 -6.82175 -0.905484 16.875 15 15 15.7118 1.125
163.719 2025.89 85.601 85.2567 70.6206 -4.86346 -7.00363 -0.998572 15.9375 15 15 15.699 1.0625
163.775 2033.06 85.3493 84.8627 70.529 -4.78347 -7.13881 -1.12439 15.9375 15 15 15.7175 1.0625
163.831 2024.8 85.0905 84.4711 70.4632 -4.69663 -7.31001 -1.17154 15.9375 14.0625 15 15.6962 1.13333
163.888 2028.51 84.8135 84.0714 70.3753 -4.58367 -7.44472 -1.27769 16.875 15 15 15.7058 1.125
163.944 2022.4 84.565 83.6496 70.2838 -4.47096 -7.5906 -1.34943 15.9375 14.0625 14.0625 15.69 1.13333
164 2026.76 84.3322 83.2555 70.2027 -4.34373 -7.70765 -1.38483 15.9375 15 15 15.7013 1.0625
164.056 2022.44 84.0927 82.8084 70.1072 -4.20292 -7.83744 -1.4441 16.875 15 15 15.6901 1.125
164.112 2027.03 83.8415 82.3966 70.0129 -4.03926 -7.93218 -1.4959 15.9375 14.0625 15 15.702 1.13333
164.169 2035.13 83.6379 81.9375 69.9134 -3.86187 -8.02273 -1.5584 15.9375 15 15 15.7229 1.0625
164.225 2035.85 83.4227 81.5144 69.8237 -3.67512 -8.13177 -1.6046 15.9375 14.0625 15 15.7247 1.13333
164.281 2023.41 83.2146 81.0545 69.6999 -3.50477 -8.26494 -1.61514 15.9375 15 15 15.6926 1.0625
164.337 2029.83 83.0217 80.5976 69.6037 -3.29043 -8.36215 -1.69517 16.875 14.0625 15 15.7092 1.2
164.393 2026.61 82.8451 80.1411 69.48 -3.07712 -8.46383 -1.75307 15.9375 15 15 15.7009 1.0625
164.449 2028.84 82.682 79.6676 69.3646 -2.8702 -8.58468 -1.83203 15.9375 14.0625 15 15.7066 1.13333
164.506 2029.6 82.528 79.1969 69.2512 -2.64819 -8.67223 -1.90138 15.9375 15 15.9375 15.7086 1.0625
164.562 2025.98 82.403 78.7224 69.131 -2.41341 -8.77894 -1.97124 15.9375 14.0625 15 15.6992 1.13333
164.618 2022.56 82.2631 78.233 69.0016 -2.16694 -8.87836 -2.03077 15.9375 15 15 15.6904 1.0625
164.674 2029.13 82.1307 77.7485 68.8644 -1.93231 -8.96237 -2.1393 16.875 14.0625 15 15.7074 1.2
