# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi
160.002 2006.97 60.0001 60 60 -0.0338605 0.00233807 0.0285144 14.0625 14.0625 14.0625 15.65 1
160.037 2016.73 59.9433 60.0038 60.0423 -1.98725 0.0574874 1.4002 15 14.0625 15.9375 15.6753 1.13333
160.101 2032.67 59.8106 60.0024 60.1393 -2.03751 0.0539166 1.54549 15 14.0625 15.9375 15.7165 1.13333
160.184 2030.8 59.6344 60.0077 60.2583 -2.08223 0.061842 1.76187 15 14.0625 15.9375 15.7117 1.13333
160.277 2024.49 59.4304 60.0111 60.4474 -2.13126 0.0901594 2.06646 15 14.0625 16.875 15.6954 1.2
160.378 2024.81 59.2444 60.0422 60.6595 -2.14306 0.139597 2.4298 14.0625 14.0625 16.875 15.6962 1.2
160.482 2024.67 59.0172 60.0601 60.9244 -2.13446 0.242613 2.81712 15 14.0625 17.8125 15.6959 1.26667
160.589 2026.02 58.7877 60.0967 61.2537 -2.10177 0.390846 3.21735 15 14.0625 17.8125 15.6993 1.26667
160.697 2022.69 58.5454 60.1346 61.6046 -2.03049 0.570359 3.56789 15 14.0625 18.75 15.6907 1.33333
160.805 2024.94 58.3425 60.2113 61.9929 -1.90027 0.774644 3.86656 14.0625 14.0625 18.75 15.6965 1.33333
160.913 2029.17 58.1487 60.2898 62.4304 -1.76429 0.9689 4.11122 14.0625 15 18.75 15.7075 1.33333
161 2029.33 57.996 60.3851 62.7846 -1.6247 1.10732 4.28164 14.0625 15 18.75 15.7079 1.33333
161.107 2025.97 57.8272 60.5125 63.2252 -1.41301 1.23517 4.42714 13.125 15 18.75 15.6992 1.42857
161.216 2022.73 57.6872 60.6318 63.7132 -1.25427 1.30194 4.51548 13.125 15 17.8125 15.6908 1.35714
161.325 2024.34 57.5583 60.786 64.1938 -1.07766 1.36164 4.56941 13.125 15.9375 17.8125 15.695 1.35714
161.434 2025.92 57.4443 60.9299 64.6907 -0.914628 1.398 4.60267 13.125 15.9375 17.8125 15.6991 1.35714
161.543 2030.76 57.3507 61.0695 65.1651 -0.768411 1.4185 4.60268 14.0625 15.9375 16.875 15.7116 1.2
161.652 2028.47 57.2818 61.2318 65.6537 -0.614652 1.47214 4.61236 14.0625 16.875 15.9375 15.7057 1.2
161.761 2027.28 57.1995 61.3911 66.1552 -0.454755 1.55766 4.62207 14.0625 16.875 15.9375 15.7026 1.2
161.869 2031.47 57.1635 61.5541 66.6647 -0.304535 1.64121 4.6472 14.0625 16.875 15 15.7134 1.2
161.978 2027.33 57.1328 61.7299 67.1756 -0.147995 1.72648 4.70569 14.0625 17.8125 14.0625 15.7027 1.26667
162.089 2025.82 57.1317 61.9287 67.698 0.0141234 1.80141 4.7753 14.0625 17.8125 15 15.6988 1.26667
162.2 2037.32 57.1404 62.1361 68.2151 0.160342 1.85047 4.85388 14.0625 17.8125 14.0625 15.7285 1.26667
162.311 2032.46 57.1472 62.3256 68.748 0.270896 1.86417 4.95238 14.0625 17.8125 14.0625 15.716 1.26667
162.422 2027.88 57.1859 62.5419 69.3115 0.358309 1.84662 5.05155 14.0625 18.75 14.0625 15.7041 1.33333
162.533 2033.6 57.2327 62.7397 69.8583 0.433111 1.78397 5.16122 14.0625 18.75 14.0625 15.7189 1.33333
162.644 2024.86 57.2631 62.9263 70.4376 0.468932 1.71301 5.27228 14.0625 18.75 13.125 15.6964 1.42857
162.756 2027.92 57.3391 63.1227 71.0189 0.500397 1.60574 5.40107 14.0625 18.75 14.0625 15.7043 1.33333
162.867 2028.68 57.3751 63.2806 71.6278 0.51188 1.51482 5.50915 14.0625 18.75 13.125 15.7062 1.42857
162.978 2032.73 57.4324 63.4412 72.2427 0.500232 1.40297 5.63549 14.0625 18.75 14.0625 15.7167 1.33333
163.089 2028.93 57.5042 63.5952 72.8561 0.47791 1.30082 5.77751 14.0625 18.75 14.0625 15.7069 1.33333
163.2 2028.88 57.54 63.7306 73.4973 0.433046 1.20303 5.91456 14.0625 18.75 14.0625 15.7067 1.33333
163.311 2036.04 57.5813 63.8628 74.1438 0.365116 1.1221 6.06075 13.125 17.8125 14.0625 15.7252 1.35714
163.422 2035.81 57.6127 63.9792 74.85 0.257257 1.04727 6.22125 13.125 17.8125 14.0625 15.7246 1.35714
163.533 2026.51 57.6327 64.0985 75.5218 0.143162 0.978499 6.37704 13.125 17.8125 15 15.7006 1.35714
163.644 2032.81 57.6371 64.2019 76.2238 0.00891835 0.927088 6.54801 13.125 16.875 15 15.7169 1.28571
163.756 2030.85 57.638 64.2928 76.9634 -0.162688 0.89966 6.69698 14.0625 16.875 15 15.7118 1.2
163.867 2027.94 57.6036 64.4007 77.6995 -0.3401 0.897156 6.8592 14.0625 16.875 15.9375 15.7043 1.2
163.978 2032.07 57.5464 64.5048 78.4651 -0.523923 0.903543 7.01641 14.0625 16.875 15 15.715 1.2
164.089 2033.5 57.4799 64.6052 79.2296 -0.722018 0.932879 7.16675 14.0625 15.9375 15 15.7186 1.13333
164.2 2035.38 57.3867 64.6999 80.0332 -0.934982 0.973802 7.30089 14.0625 15.9375 15 15.7235 1.13333
164.311 2034.87 57.272 64.8137 80.8525 -1.14151 1.01639 7.43281 14.0625 15.9375 15.9375 15.7222 1.13333
164.422 2025.27 57.1385 64.9433 81.6707 -1.35275 1.05668 7.5609 14.0625 15.9375 15.9375 15.6974 1.13333
164.533 2033.82 56.9885 65.0608 82.4995 -1.54841 1.10695 7.62315 15 15 15.9375 15.7195 1.0625
164.644 2036.92 56.8098 65.1754 83.349 -1.74081 1.14861 7.67579 15 15 15.9375 15.7275 1.0625
164.756 2033.6 56.6117 65.302 84.194 -1.9123 1.17422 7.68732 15 15 15.9375 15.7189 1.0625
164.867 2035.77 56.3986 65.4353 85.0262 -2.05143 1.16974 7.66255 15 15 15.9375 15.7245 1.0625
164.978 2031 56.1667 65.5567 85.8685 -2.17066 1.15734 7.60955 15.9375 14.0625 15.9375 15.7122 1.13333
165.089 2030.27 55.9225 65.6803 86.7046 -2.23624 1.14361 7.52032 15.9375 14.0625 16.875 15.7103 1.2
165.2 2039.59 55.6766 65.8028 87.5208 -2.26244 1.10717 7.39965 15.9375 15 15.9375 15.7343 1.0625
165.311 2037.93 55.4283 65.9264 88.3404 -2.27102 1.08021 7.28659 15 15 15.9375 15.73 1.0625
165.422 2039.04 55.1964 66.0508 89.143 -2.24854 1.05339 7.14387 15 15 15.9375 15.7329 1.0625
165.533 2034.8 54.9428 66.1869 89.9216 -2.2238 1.03497 6.9996 15.9375 15 15.9375 15.722 1.0625
165.644 2033.68 54.7088 66.3027 90.7015 -2.18678 1.03403 6.86318 15 15 16.875 15.7191 1.125
165.756 2042.2 54.4653 66.4253 91.4397 -2.13746 1.0606 6.70366 15 15 16.875 15.741 1.125
165.867 2038.8 54.2304 66.5366 92.1604 -2.10186 1.09721 6.56617 14.0625 15 16.875 15.7323 1.2
165.978 2037.69 54.0014 66.6597 92.8815 -2.07785 1.13805 6.43088 14.0625 15 15.9375 15.7294 1.13333
166.089 2031.17 53.7846 66.7867 93.6034 -2.06456 1.18303 6.31179 14.0625 15.9375 16.875 15.7126 1.2
166.2 2035.08 53.5682 66.935 94.2955 -2.05925 1.235 6.19543 14.0625 15 16.875 15.7227 1.2
166.311 2038.66 53.3263 67.0622 94.9677 -2.05548 1.29482 6.07571 14.0625 15 16.875 15.7319 1.2
166.422 2034.73 53.088 67.2208 95.626 -2.06518 1.34083 5.96937 13.125 15 16.875 15.7218 1.28571
166.533 2030.87 52.8666 67.3585 96.2962 -2.1006 1.37581 5.87648 13.125 15 16.875 15.7119 1.28571
166.644 2036.09 52.6503 67.5202 96.9334 -2.12622 1.39346 5.77879 14.0625 15 16.875 15.7253 1.2
166.756 2032.85 52.4107 67.6834 97.5694 -2.16404 1.41854 5.70673 14.0625 15.9375 16.875 15.717 1.2
166.867 2032.18 52.1655 67.8468 98.21 -2.21436 1.42602 5.62081 14.0625 15 15.9375 15.7152 1.13333
166.978 2037 51.9216 68.0062 98.8118 -2.24172 1.42294 5.54095 13.125 15 16.875 15.7277 1.28571
167.089 2035.15 51.6906 68.1621 99.4198 -2.28835 1.40156 5.4658 14.0625 15 15.9375 15.7229 1.13333
167.2 2037.65 51.4364 68.3104 100.025 -2.33988 1.37114 5.38335 14.0625 15 15.9375 15.7293 1.13333
167.311 2035.61 51.1688 68.4626 100.638 -2.40193 1.31673 5.29557 14.0625 15.9375 15.9375 15.7241 1.13333
167.422 2033.45 50.9069 68.6144 101.201 -2.45377 1.24449 5.21091 15 15.9375 15.9375 15.7185 1.0625
167.533 2037.01 50.6266 68.7673 101.778 -2.49962 1.16051 5.12438 14.0625 15 15 15.7277 1.06667
167.644 2039.35 50.3635 68.8907 102.353 -2.55654 1.04663 5.01529 14.0625 15 15 15.7337 1.06667
167.756 2036.35 50.0792 68.9866 102.883 -2.60771 0.920571 4.9069 15 15 15 15.726 1
167.867 2036.06 49.7844 69.0932 103.434 -2.66352 0.782097 4.79745 14.0625 15.9375 15 15.7252 1.13333
167.978 2037.03 49.5068 69.1659 103.958 -2.71056 0.616612 4.66753 14.0625 15.9375 15 15.7277 1.13333
168.089 2040.06 49.2005 69.2395 104.47 -2.75659 0.452117 4.54357 15 15.9375 15 15.7355 1.0625
168.2 2037.89 48.8906 69.2907 104.98 -2.81382 0.277849 4.42037 14.0625 15.9375 14.0625 15.7299 1.13333
