# i t cells coeurs_suggere(~100k/coeur)
12880 160.184 766641 8
12900 160.589 757716 8
12920 161 749337 8
12940 161.434 742855 8
12960 161.869 739173 8
12980 162.311 739110 8
13000 162.756 738578 8
13020 163.2 738417 8
13040 163.644 737570 8
13060 164.089 739236 8
13080 164.533 739579 8
13100 164.978 737808 8
13120 165.422 736380 8
13140 165.867 732054 8
13160 166.311 731158 8
13180 166.756 728827 8
13200 167.2 731053 8
13220 167.644 732985 8
13240 168.089 733153 8
13260 168.533 731354 8
13280 168.978 723605 8
13300 169.422 718418 8
13320 169.867 717557 8
13340 170.311 716500 8
13360 170.756 717809 8
13380 171.2 718922 8
13400 171.644 719083 8
13420 172.089 717648 8
13440 172.533 715737 8
13460 172.978 719846 8
13480 173.422 719706 8
13500 173.867 719426 8
13520 174.311 717137 8
13540 174.756 712419 8
13560 175.2 709745 8
13580 175.644 708765 8
13600 176.089 709969 8
13620 176.533 715373 8
13640 176.978 723045 8
13660 177.422 729534 8
13680 177.867 733293 8
13700 178.311 733125 8
13720 178.756 735407 8
13740 179.2 738921 8
13760 179.644 737941 8
13780 180.089 738620 8
13800 180.533 741231 8
13820 180.978 742911 8
13840 181.422 745137 8
13860 181.867 751885 8
13880 182.311 759977 8
13900 182.756 765206 8
13920 183.2 765640 8
13940 183.644 765892 8
13960 184.089 766172 8
13980 184.533 768314 8
14000 184.978 770372 8
14020 185.422 771170 8
14040 185.867 769728 8
14060 186.311 767089 8
14080 186.756 766781 8
14100 187.2 771450 8
14120 187.644 776259 8
14140 188.089 783490 8
14160 188.533 790784 8
14180 188.978 796111 8
14200 189.422 797896 8
14220 189.867 793808 8
14240 190.311 792870 8
14260 190.756 788754 8
14280 191.2 782531 8
14300 191.644 776868 8
14320 192.087 773886 8
14340 192.511 771618 8
14360 192.918 764856 8
14380 193.346 761734 8
14400 193.782 761426 8
14420 194.183 762791 8
14440 194.613 765808 8
14460 195.021 769413 8
14480 195.453 773305 8
14500 195.891 778765 8
14520 196.333 781271 8
14540 196.778 782559 8
14560 197.222 782139 8
14580 197.667 782937 8
14600 198.111 785450 8
14620 198.556 787144 8
14640 199 787732 8
14660 199.444 788712 8
14680 199.889 785800 8
14700 200.333 781005 8
14720 200.778 779045 8
14740 201.222 780214 8
14760 201.667 781831 8
14780 202.111 786717 8
14800 202.556 794347 8
14820 203 797742 8
14840 203.444 799380 8
14860 203.889 800906 9
14880 204.333 798463 8
14900 204.778 794970 8
14920 205.222 795005 8
14940 205.667 793206 8
14960 206.111 792156 8
14980 206.556 791869 8
15000 207 793766 8
15020 207.444 797252 8
15040 207.889 806002 9
15060 208.333 813422 9
15080 208.778 815991 9
15100 209.222 815319 9
15120 209.667 811245 9
15140 210.111 803279 9
15160 210.556 791645 8
15180 211 785219 8
15200 211.444 779332 8
