# t V_complet V_tronque w_complet w_tronque xc yc zc n_regions
# recalcul a posteriori par src/diag_volume.c (sommes completes)
161.00 2126.3284 2031.3540 4.425510 4.647270 92.4590 92.4375 63.1367 1
166.00 2135.1509 2033.8783 -0.622003 -0.330557 1.2924 104.1524 68.2167 1
171.00 2143.7757 2048.1585 -0.493978 -0.246986 34.1746 3.5481 67.4403 1
176.00 2143.3518 2048.1004 0.973315 1.231081 17.9462 28.4738 65.2476 1
181.00 2149.8716 2057.3507 1.709293 1.977160 23.2196 36.3092 70.3150 1
186.00 2154.6630 2057.8180 -0.236296 0.082535 29.2129 51.0305 67.1313 1
191.00 2156.3273 2060.0292 2.027213 2.366656 23.7450 64.4485 70.0419 1
196.00 2159.7168 2056.8994 -3.205939 -2.934616 23.6732 73.1895 74.1605 1
201.00 2161.6735 2066.0637 4.034444 4.341324 116.4797 107.3232 67.8198 1
206.00 2164.3664 2058.7718 2.262349 2.548463 10.9099 99.9865 72.5329 1
211.00 2167.7817 2073.9957 -0.998545 -0.762884 14.3570 14.7175 63.7842 1
216.00 2182.9816 2076.2950 0.958436 1.299391 41.6547 44.9226 66.8548 1
221.00 2184.4066 2084.6422 2.211519 2.482764 29.2994 62.1268 67.0962 1
226.00 2180.3639 2083.3102 0.867895 1.100918 23.1612 54.8913 67.1907 1
231.00 2191.9315 2097.0996 0.725486 1.043765 51.4034 91.4868 69.5753 1
236.00 2185.9322 2087.5990 -1.230278 -1.049150 41.6141 83.2974 72.4594 1
241.00 2185.0514 2089.0022 0.581843 0.742115 71.9226 83.6146 60.1652 1
246.00 2194.6383 2095.7686 -1.236368 -1.007854 79.8473 96.5268 67.2829 1
251.00 2199.1715 2095.7833 0.059026 0.373425 85.8575 98.8090 72.4368 1
256.00 2203.1653 2110.5645 1.949567 2.223652 102.8288 18.0367 69.5546 1
261.00 2204.6564 2105.5025 -2.378178 -2.090761 9.9306 19.7294 71.3204 1
266.00 2203.7674 2098.0103 1.967941 2.343938 18.6971 109.9610 66.4418 1
271.00 2204.5637 2104.4672 -0.429154 -0.120742 20.8356 114.8695 65.4637 1
276.00 2213.1392 2117.3771 -2.796811 -2.639801 41.6027 113.1997 67.5185 1
