# t V_complet V_tronque w_complet w_tronque xc yc zc n_regions
# recalcul a posteriori par src/diag_volume.c (sommes completes)
161.00 2123.6601 2031.7045 3.757219 3.899931 85.3808 93.6272 61.5699 1
166.00 2130.4626 2034.8842 1.512032 1.846327 78.8706 8.6294 62.5648 1
171.00 2129.9331 2031.7977 1.160563 1.487802 84.6061 111.2185 64.6980 1
176.00 2125.5895 2023.1856 -0.525539 -0.186725 67.5023 98.6219 68.4336 1
181.00 2126.9937 2027.2976 0.975736 1.318154 75.3046 99.8648 71.3996 1
186.00 2122.9372 2028.9655 1.036757 1.351676 78.1917 82.4539 70.5164 1
191.00 2113.7763 2014.1159 1.334156 1.674569 52.9857 43.7760 68.1319 1
196.00 2116.7707 2017.1376 1.866593 2.180251 67.7659 60.9123 65.4422 1
201.00 2120.2693 2021.4631 -0.685187 -0.392656 57.8695 57.9091 71.2762 1
206.00 2117.4697 2024.5561 2.727319 2.975218 80.9677 35.2109 67.6872 1
211.00 2120.1638 2020.9306 0.704875 0.983386 69.7837 70.1271 67.3970 1
216.00 2124.8193 2028.3908 2.654207 2.983765 84.2212 65.3773 64.1285 1
221.00 2126.1935 2026.7062 -1.569564 -1.313538 85.0311 67.2047 66.2856 1
226.00 2131.8062 2037.0871 -1.716052 -1.452722 86.2665 66.0270 70.8452 1
231.00 2134.0646 2029.7847 -1.766847 -1.463408 71.0806 88.0452 69.0130 1
236.00 2133.7308 2029.8523 1.012110 1.363855 78.7169 88.0951 63.8852 1
241.00 2140.9593 2042.1723 -0.677926 -0.455787 89.1606 94.2224 73.0375 1
246.00 2136.7613 2037.3012 1.215236 1.514194 49.0164 13.2984 72.8307 1
251.00 2136.5026 2041.5585 -1.404312 -1.109351 57.9703 18.1432 68.3421 1
256.00 2139.1137 2034.3370 -0.660657 -0.349436 42.8146 37.0096 68.5287 1
261.00 2132.8372 2031.9222 -3.342944 -3.226446 37.2314 21.0701 69.2125 1
266.00 2135.4052 2034.2900 0.914766 1.219901 57.4749 115.5188 72.2126 1
271.00 2136.6416 2038.3717 -6.711231 -6.603574 50.9661 109.7409 67.9204 1
276.00 2130.9541 2030.2049 1.821533 2.078352 41.4203 101.5653 63.2611 1
