# i t cells coeurs_suggere(~100k/coeur)
12880 160.092 112120 2
12900 160.297 111959 2
12920 160.519 112092 2
12940 160.743 111966 2
12960 160.966 111756 2
12980 161.191 110902 2
13000 161.416 110104 2
13020 161.64 108760 2
13040 161.865 107472 2
13060 162.09 106303 2
13080 162.315 104826 2
13100 162.539 104161 2
13120 162.764 103727 2
13140 162.989 104336 2
13160 163.213 103993 2
13180 163.438 104602 2
13200 163.663 104770 2
13220 163.888 105400 2
13240 164.112 105106 2
13260 164.337 106821 2
13280 164.562 106975 2
13300 164.787 107332 2
13320 165.011 108067 2
13340 165.236 108571 2
13360 165.461 108718 2
13380 165.685 109824 2
13400 165.91 109950 2
13420 166.135 109845 2
13440 166.36 111126 2
13460 166.584 110797 2
13480 166.809 111196 2
13500 167.034 112162 2
13520 167.258 111770 2
13540 167.483 112036 2
13560 167.708 111483 2
13580 167.933 110811 2
13600 168.157 110671 2
13620 168.382 109789 2
13640 168.607 110314 2
13660 168.831 110013 2
13680 169.056 110230 2
13700 169.281 110398 2
13720 169.506 110832 2
13740 169.73 111875 2
13760 169.955 112617 2
13780 170.18 113527 2
13800 170.404 114633 2
13820 170.629 115074 2
13840 170.854 115396 2
13860 171.079 115921 2
13880 171.303 115991 2
13900 171.528 116551 2
13920 171.753 117398 2
13940 171.978 117622 2
13960 172.202 118588 2
13980 172.427 119358 2
14000 172.652 120002 2
14020 172.876 121038 2
14040 173.101 121934 2
14060 173.326 123061 2
14080 173.551 124293 2
14100 173.775 124769 2
14120 174 126463 2
14140 174.225 127800 2
14160 174.449 129137 2
14180 174.674 130698 2
14200 174.899 131713 2
14220 175.124 133631 2
14240 175.348 134548 2
14260 175.573 134982 2
14280 175.798 136312 2
14300 176.022 136732 2
14320 176.247 137236 2
14340 176.472 137866 2
14360 176.697 138111 2
14380 176.921 138587 2
14400 177.146 138545 2
14420 177.371 137803 2
14440 177.596 136949 2
14460 177.82 137565 2
14480 178.045 137299 2
14500 178.27 136655 2
14520 178.494 136732 2
14540 178.719 136361 2
14560 178.944 136312 2
14580 179.169 136550 2
14600 179.393 136242 2
14620 179.618 135829 2
14640 179.843 135276 2
14660 180.067 134730 2
14680 180.292 134723 2
14700 180.517 133491 2
14720 180.742 132994 2
14740 180.966 131846 2
14760 181.191 131167 2
14780 181.416 130866 2
14800 181.64 130677 2
14820 181.865 130481 2
14840 182.09 130299 2
14860 182.315 131097 2
14880 182.539 131678 2
14900 182.764 131944 2
14920 182.989 132833 2
14940 183.213 133526 2
14960 183.438 134730 2
14980 183.663 135815 2
15000 183.888 136641 2
15020 184.112 137264 2
15040 184.337 138790 2
15060 184.562 140085 2
15080 184.787 141205 2
15100 185.011 141471 2
15120 185.236 141898 2
15140 185.461 141926 2
15160 185.685 142444 2
15180 185.91 142108 2
15200 186.135 142157 2
15220 186.36 142724 2
15240 186.584 143466 2
15260 186.809 143830 2
15280 187.034 144208 2
15300 187.258 144698 2
15320 187.483 145391 2
15340 187.708 145720 2
15360 187.933 146322 2
15380 188.157 146721 2
15400 188.382 146861 2
15420 188.607 147057 2
15440 188.831 147358 2
15460 189.056 147323 2
15480 189.281 147806 2
15500 189.506 148282 2
15520 189.73 148422 2
15540 189.955 149164 2
15560 190.18 150081 2
15580 190.404 151019 2
15600 190.629 151719 2
15620 190.854 152909 2
15640 191.079 153868 2
15660 191.303 154743 2
15680 191.528 155849 2
15700 191.753 156612 2
15720 191.978 157214 2
15740 192.202 157781 2
15760 192.427 158572 2
15780 192.652 159685 2
15800 192.876 160819 2
15820 193.101 161337 2
15840 193.326 162380 2
15860 193.551 163122 2
15880 193.775 163969 2
15900 194 164893 2
15920 194.225 165817 2
15940 194.449 166314 2
15960 194.674 166559 2
15980 194.899 166006 2
16000 195.124 165271 2
16020 195.348 164431 2
16040 195.573 163682 2
16060 195.798 162380 2
16080 196.022 161162 2
16100 196.247 160287 2
16120 196.472 159097 2
16140 196.697 158271 2
16160 196.921 157277 2
16180 197.146 155590 2
16200 197.371 154568 2
16220 197.596 153119 2
16240 197.82 152293 2
16260 198.045 151796 2
16280 198.27 151313 2
16300 198.494 150823 2
16320 198.719 151684 2
16340 198.944 151838 2
16360 199.169 152286 2
16380 199.393 152615 2
16400 199.618 153273 2
16420 199.843 153840 2
16440 200.067 154155 2
16460 200.292 154799 2
16480 200.517 155982 2
16500 200.742 156150 2
16520 200.966 156332 2
16540 201.191 157459 2
16560 201.416 157683 2
16580 201.64 157928 2
16600 201.865 157963 2
16620 202.09 158152 2
16640 202.315 158068 2
16660 202.539 158229 2
16680 202.764 158677 2
16700 202.989 158796 2
16720 203.213 158845 2
16740 203.438 159174 2
16760 203.663 159118 2
16780 203.888 158516 2
16800 204.112 158229 2
16820 204.337 157865 2
16840 204.562 157361 2
16860 204.787 157298 2
16880 205.011 157109 2
16900 205.236 157004 2
16920 205.461 156836 2
16940 205.685 157011 2
16960 205.91 156948 2
16980 206.135 156339 2
17000 206.36 156255 2
17020 206.584 156234 2
17040 206.809 155863 2
17060 207.034 156143 2
17080 207.258 156122 2
17100 207.483 156311 2
17120 207.708 157081 2
17140 207.933 157473 2
17160 208.157 157144 2
17180 208.382 157242 2
17200 208.607 157858 2
17220 208.831 158320 2
17240 209.056 158572 2
17260 209.281 158173 2
17280 209.506 157991 2
17300 209.73 157963 2
17320 209.955 157690 2
17340 210.18 157284 2
17360 210.404 157165 2
17380 210.629 156976 2
17400 210.854 156262 2
17420 211.079 155275 2
17440 211.303 154645 2
17460 211.528 153518 2
17480 211.753 152769 2
17500 211.978 151670 2
17520 212.202 150795 2
17540 212.427 149822 2
17560 212.652 148485 2
17580 212.876 147547 2
17600 213.101 146252 2
17620 213.326 145335 2
17640 213.551 143914 2
17660 213.775 143515 2
17680 214 142535 2
17700 214.225 141429 2
17720 214.449 140295 2
17740 214.674 139896 2
17760 214.899 139427 2
17780 215.124 138181 2
17800 215.348 137348 2
17820 215.573 136634 2
17840 215.798 136326 2
17860 216.022 135486 2
17880 216.247 134688 2
17900 216.472 133736 2
17920 216.697 133078 2
17940 216.921 133204 2
17960 217.146 132714 2
17980 217.371 133064 2
18000 217.596 132588 2
18020 217.82 132665 2
18040 218.045 132427 2
18060 218.27 132588 2
18080 218.494 132056 2
18100 218.719 131622 2
18120 218.944 131895 2
18140 219.169 131454 2
18160 219.393 131608 2
18180 219.618 131692 2
18200 219.843 131762 2
18220 220.067 131937 2
18240 220.292 132035 2
18260 220.517 132049 2
18280 220.742 131972 2
18300 220.966 132133 2
18320 221.191 132399 2
18340 221.416 132742 2
18360 221.64 132938 2
18380 221.865 133372 2
18400 222.09 133540 2
18420 222.315 133351 2
18440 222.539 133652 2
18460 222.764 133638 2
18480 222.989 133862 2
18500 223.213 134121 2
18520 223.438 134149 2
18540 223.663 133834 2
18560 223.888 133393 2
18580 224.112 133589 2
18600 224.337 133015 2
18620 224.562 132490 2
18640 224.787 132749 2
18660 225.011 132497 2
18680 225.236 132217 2
18700 225.461 131818 2
18720 225.685 131216 2
18740 225.91 131251 2
18760 226.135 131454 2
18780 226.36 131307 2
18800 226.584 131517 2
18820 226.809 131720 2
18840 227.034 131776 2
18860 227.258 131818 2
18880 227.483 131825 2
18900 227.708 131825 2
18920 227.933 132070 2
18940 228.157 132294 2
18960 228.382 133001 2
18980 228.607 133316 2
19000 228.831 133435 2
19020 229.056 134065 2
19040 229.281 134744 2
19060 229.506 134646 2
19080 229.73 135143 2
19100 229.955 134933 2
19120 230.18 134646 2
19140 230.404 135150 2
19160 230.629 134492 2
19180 230.854 134079 2
19200 231.079 133428 2
19220 231.303 132343 2
19240 231.528 131832 2
19260 231.753 130929 2
19280 231.978 129781 2
19300 232.202 129466 2
19320 232.427 129039 2
19340 232.652 128507 2
19360 232.876 127772 2
19380 233.101 127604 2
19400 233.326 127842 2
19420 233.551 127765 2
19440 233.775 127345 2
19460 234 127709 2
19480 234.225 127254 2
19500 234.449 127163 2
19520 234.674 127380 2
19540 234.899 128206 2
19560 235.124 128542 2
19580 235.348 129053 2
19600 235.573 129228 2
19620 235.798 129501 2
19640 236.022 129942 2
19660 236.247 130390 2
19680 236.472 129508 2
19700 236.697 129620 2
19720 236.921 129515 2
19740 237.146 129382 2
19760 237.371 129382 2
19780 237.596 129235 2
19800 237.82 129641 2
19820 238.045 129893 2
19840 238.27 130530 2
19860 238.494 130803 2
19880 238.719 131279 2
19900 238.944 131174 2
19920 239.169 131398 2
19940 239.393 131272 2
19960 239.618 131405 2
19980 239.843 131363 2
20000 240.067 130782 2
20020 240.292 130138 2
20040 240.517 129445 2
20060 240.742 129648 2
20080 240.966 129494 2
20100 241.191 129795 2
20120 241.416 129466 2
20140 241.64 129228 2
20160 241.865 129592 2
20180 242.09 129795 2
20200 242.315 129963 2
20220 242.539 130992 2
20240 242.764 131692 2
20260 242.989 132245 2
20280 243.213 132714 2
20300 243.438 133141 2
20320 243.663 133757 2
20340 243.888 134296 2
20360 244.112 135269 2
20380 244.337 135857 2
20400 244.562 136249 2
20420 244.787 136599 2
20440 245.011 137061 2
20460 245.236 136781 2
20480 245.461 137425 2
20500 245.685 137873 2
20520 245.91 137845 2
20540 246.135 137831 2
20560 246.36 137684 2
20580 246.584 137117 2
20600 246.809 137691 2
20620 247.034 137761 2
20640 247.258 138139 2
20660 247.483 138762 2
20680 247.708 139259 2
20700 247.933 139805 2
20720 248.157 140029 2
20740 248.382 140218 2
20760 248.607 140456 2
20780 248.831 140596 2
20800 249.056 141212 2
20820 249.281 141674 2
20840 249.506 142073 2
20860 249.73 143046 2
20880 249.955 143424 2
20900 250.18 144117 2
20920 250.404 144285 2
20940 250.629 143725 2
20960 250.854 144306 2
20980 251.079 144075 2
21000 251.303 144033 2
21020 251.528 143872 2
21040 251.753 142794 2
21060 251.978 142976 2
21080 252.202 142990 2
21100 252.427 142829 2
21120 252.652 142920 2
21140 252.876 142829 2
21160 253.101 142570 2
21180 253.326 142227 2
21200 253.551 141597 2
21220 253.775 141233 2
21240 254 141254 2
21260 254.225 141051 2
21280 254.449 141338 2
21300 254.674 141268 2
21320 254.899 140911 2
21340 255.124 141100 2
21360 255.348 140736 2
21380 255.573 141142 2
21400 255.798 142241 2
21420 256.022 142962 2
21440 256.247 143851 2
21460 256.472 144523 2
21480 256.697 145608 2
21500 256.921 147162 2
21520 257.146 148037 2
21540 257.371 149290 2
21560 257.596 150424 2
21580 257.82 151376 2
21600 258.045 151908 2
21620 258.27 153504 2
21640 258.494 154078 2
21660 258.719 155261 2
21680 258.944 156437 2
21700 259.169 156955 2
21720 259.393 158474 2
21740 259.618 160084 2
21760 259.843 161533 2
21780 260.067 162786 2
21800 260.292 164151 2
21820 260.517 165866 2
21840 260.742 167385 2
21860 260.966 168799 2
21880 261.191 170073 2
21900 261.416 172166 2
21920 261.64 173342 2
21940 261.865 174917 2
21960 262.09 175792 2
21980 262.315 176142 2
22000 262.539 177150 2
22020 262.764 178074 2
22040 262.989 178137 2
22060 263.213 179579 2
22080 263.438 179957 2
22100 263.663 180671 2
22120 263.888 180265 2
22140 264.112 180524 2
22160 264.337 181511 2
22180 264.562 180587 2
22200 264.787 181098 2
22220 265.011 180146 2
22240 265.236 179180 2
22260 265.461 179348 2
22280 265.685 177493 2
22300 265.91 176758 2
22320 266.135 174903 2
22340 266.36 173951 2
22360 266.584 173594 2
22380 266.809 171494 2
22400 267.034 171739 2
22420 267.258 169905 2
22440 267.483 169688 2
22460 267.708 168736 2
22480 267.933 168022 2
22500 268.157 167651 2
22520 268.382 165670 2
22540 268.607 165222 2
22560 268.831 164543 2
22580 269.056 163549 2
22600 269.281 163836 2
22620 269.506 163115 2
22640 269.73 163437 2
22660 269.955 164074 2
22680 270.18 164410 2
22700 270.404 165936 2
22720 270.629 166594 2
22740 270.854 167826 2
22760 271.079 169506 2
22780 271.303 169891 2
22800 271.528 170423 2
22820 271.753 172642 2
22840 271.978 172726 2
22860 272.202 174420 2
22880 272.427 174504 2
22900 272.652 174532 2
22920 272.876 175358 2
22940 273.101 175302 2
22960 273.326 175470 2
22980 273.551 175673 2
23000 273.775 175750 2
23020 274 176226 2
23040 274.225 175701 2
23060 274.449 175589 2
23080 274.674 174595 2
23100 274.899 174140 2
23120 275.124 173685 2
23140 275.348 172943 2
23160 275.573 173839 2
23180 275.798 173776 2
23200 276.022 172782 2
23220 276.247 173111 2
23240 276.472 172971 2
23260 276.697 173328 2
23280 276.921 172180 2
23300 277.146 171333 2
23320 277.371 170731 2
23340 277.596 168939 2
23360 277.82 168778 2
23380 278.045 168253 2
23400 278.27 166958 2
23420 278.494 167861 2
23440 278.719 167483 2
23460 278.944 167056 2
23480 279.169 168092 2
23500 279.393 168778 2
23520 279.618 168925 2
23540 279.843 170493 2
