# i t cells coeurs_suggere(~100k/coeur)
10180 76.2265 721435 8
10200 76.7745 703277 8
10220 77.375 688549 7
10240 78 672526 7
10260 78.625 661732 7
10280 79.25 646143 7
10300 79.875 629826 7
10320 80.5 615714 7
10340 81.125 607776 7
10360 81.75 595400 6
10380 82.375 584109 6
10400 83 574274 6
10420 83.625 565279 6
10440 84.25 558118 6
10460 84.875 551013 6
10480 85.5 542921 6
10500 86.125 534710 6
10520 86.75 525099 6
10540 87.375 517203 6
10560 88 510133 6
10580 88.625 502272 6
10600 89.25 496315 5
10620 89.875 488713 5
10640 90.5 481370 5
10660 91.125 474573 5
10680 91.75 465963 5
10700 92.375 457374 5
10720 93 449597 5
10740 93.625 439846 5
10760 94.25 430956 5
10780 94.875 423438 5
10800 95.5 416543 5
10820 96.125 409403 5
10840 96.75 401542 5
10860 97.375 393961 4
10880 98 389236 4
10900 98.625 383944 4
10920 99.25 379632 4
10940 99.875 377784 4
10960 100.5 375677 4
10980 101.125 373976 4
11000 101.75 370966 4
11020 102.375 368068 4
11040 103 364981 4
11060 103.625 360837 4
11080 104.25 357330 4
11100 104.875 353340 4
11120 105.5 349238 4
11140 106.125 344646 4
11160 106.75 339109 4
11180 107.375 333362 4
11200 108 326649 4
11220 108.625 320468 4
11240 109.25 314455 4
11260 109.875 307133 4
11280 110.5 300546 4
11300 111.125 293210 3
11320 111.75 285475 3
11340 112.375 278811 3
11360 113 272651 3
11380 113.625 266183 3
11400 114.25 261024 3
11420 114.875 256026 3
11440 115.5 250741 3
11460 116.125 245274 3
11480 116.75 240416 3
11500 117.375 236860 3
11520 118 233479 3
11540 118.625 229398 3
11560 119.25 225310 3
11580 119.875 221572 3
11600 120.5 218380 3
11620 121.125 215797 3
11640 121.75 213655 3
11660 122.375 211429 3
11680 123 209378 3
11700 123.625 207999 3
11720 124.25 206347 3
11740 124.875 205486 3
11760 125.5 203988 3
11780 126.125 202721 3
11800 126.75 201853 3
11820 127.375 201055 3
11840 128 199123 2
11860 128.625 198059 2
11880 129.25 196442 2
11900 129.875 195623 2
11920 130.5 194972 2
11940 131.125 193992 2
11960 131.75 192718 2
11980 132.375 191983 2
12000 133 191010 2
12020 133.625 190093 2
12040 134.25 189442 2
12060 134.875 189652 2
12080 135.5 188063 2
12100 136.125 186950 2
12120 136.75 186313 2
12140 137.375 184969 2
12160 138 181924 2
12180 138.625 180783 2
12200 139.25 179054 2
12220 139.875 177591 2
12240 140.5 176996 2
12260 141.125 176065 2
12280 141.75 175652 2
12300 142.375 174658 2
12320 143 173804 2
12340 143.625 173342 2
12360 144.25 172390 2
12380 144.875 170906 2
12400 145.5 169800 2
12420 146.125 168295 2
12440 146.75 167350 2
12460 147.375 165299 2
12480 148 164200 2
12500 148.625 162520 2
12520 149.25 160672 2
12540 149.875 158999 2
12560 150.5 157473 2
12580 151.125 155926 2
12600 151.75 154596 2
12620 152.375 152958 2
12640 153 151047 2
12660 153.625 149605 2
12680 154.25 148436 2
12700 154.875 146980 2
12720 155.5 145447 2
12740 156.125 144852 2
12760 156.75 143403 2
12780 157.375 142444 2
12800 158 140946 2
12820 158.625 140127 2
12840 159.25 138377 2
12860 159.875 137600 2
