# label z_c u_bulle uz_domaine c1 c2 c3 c4 h1 h2 h3 h4 f1 f2 f3 f4 Vb
# c=cone_sup h=hemisphere f=coquille ; bandes r/D=[1,1.5][1.5,2][2,2.5][2.5,3] ; STOCKE (repere mobile)
228.00 73.1627 -0.860644 -11.8368 -11.23 -11.6746 -11.9595 -11.7554 -11.7531 -11.4951 -11.3646 -11.2397 -11.7824 -11.7276 -11.5399 -11.4064 2125.45
229.00 72.2865 -0.83667 -10.9516 -11.0125 -11.5253 -11.2932 -10.8258 -10.9329 -10.6272 -10.304 -10.2055 -10.9807 -10.7776 -10.5937 -10.5025 2124.63
230.00 71.6248 -0.472263 -10.2835 -11.2182 -10.8661 -10.4272 -9.929 -10.2601 -9.76292 -9.53346 -9.58614 -10.2005 -9.95999 -9.85753 -9.897 2123.96
231.00 71.4209 0.176105 -10.0684 -10.5543 -10.3973 -9.80526 -9.31088 -10.0394 -9.59866 -9.36009 -9.48644 -9.75231 -9.58651 -9.57265 -9.74372 2123.61
232.00 71.9273 0.6646 -10.5536 -10.4661 -10.2629 -9.67735 -9.48492 -10.6253 -10.0699 -9.78751 -10.011 -10.2187 -9.9184 -9.91864 -10.2271 2123.75
233.00 72.6699 0.639858 -11.2665 -10.2336 -9.96389 -9.87583 -10.7702 -11.1121 -10.4512 -10.2702 -11.0003 -10.945 -10.4699 -10.4641 -11.0638 2124.1
234.00 73.1863 0.307054 -11.7542 -9.53864 -10.0628 -11.1813 -11.9765 -10.8432 -10.5734 -11.2493 -11.8718 -11.2601 -10.8166 -11.1706 -11.7032 2126.23
235.00 73.4235 0.224819 -11.9675 -9.82787 -11.4117 -12.2557 -12.1991 -10.5434 -11.4869 -12.0949 -12.144 -11.0366 -11.4025 -11.7194 -11.9541 2126.74
236.00 73.7186 0.295 -12.2532 -11.2606 -12.2749 -11.9361 -11.6088 -11.6193 -12.451 -12.2395 -12.0917 -11.339 -12.077 -12.0231 -12.0983 2126.53
237.00 73.9699 0.150747 -12.4889 -11.4575 -11.1184 -11.1393 -11.3531 -12.3586 -12.094 -12.1153 -12.1369 -11.7894 -12.0477 -12.195 -12.2662 2126.3
238.00 74.1288 0.241358 -12.6237 -10.0014 -10.6171 -11.24 -12.0629 -11.2673 -11.7479 -12.1809 -12.3957 -11.6153 -11.9732 -12.2958 -12.4638 2126.24
239.00 74.6917 0.645008 -13.1611 -10.4811 -11.6487 -12.769 -13.2624 -11.4393 -12.2592 -12.9058 -13.0619 -11.8031 -12.5006 -12.9492 -13.0244 2126.4
240.00 75.0362 -0.0748265 -13.4789 -11.6887 -13.0163 -13.2807 -13.0894 -12.376 -13.3114 -13.437 -13.2963 -12.1537 -13.0217 -13.271 -13.2436 2126.29
241.00 74.705 -0.545944 -13.1253 -12.6013 -12.719 -12.4 -12.4431 -13.0899 -13.109 -12.9947 -13.0417 -12.4124 -12.6835 -12.7471 -12.8787 2125.83
242.00 73.968 -0.877842 -12.3626 -11.8072 -11.7112 -11.8384 -11.9783 -12.2109 -11.967 -12.2136 -12.3972 -11.9496 -11.8643 -12.0333 -12.2445 2124.89
243.00 73.293 -0.276755 -11.6679 -11.2132 -11.5547 -11.5172 -11.6337 -11.3887 -11.4487 -11.5492 -11.7675 -11.4039 -11.3904 -11.4477 -11.6959 2123.25
244.00 73.4826 0.283585 -11.8381 -12.0755 -11.9754 -11.9482 -11.7584 -11.9651 -11.9312 -11.9184 -11.8135 -11.7426 -11.8129 -11.8385 -11.8641 2122.44
245.00 73.5585 -0.144696 -11.8797 -11.8609 -11.9346 -11.736 -11.5385 -11.9891 -12.1083 -11.9068 -11.6638 -11.7083 -11.9695 -11.9511 -11.8753 2121.95
246.00 73.4723 0.0172375 -11.7661 -11.5068 -11.5512 -11.3884 -11.1909 -11.7804 -11.7102 -11.5287 -11.459 -11.6137 -11.7599 -11.7065 -11.6405 2122.2
247.00 73.5983 0.0225251 -11.8625 -11.275 -11.2921 -11.2197 -11.275 -11.6327 -11.4799 -11.4285 -11.4639 -11.5931 -11.6537 -11.6396 -11.6429 2123.16
248.00 73.3914 -0.480954 -11.6242 -10.4131 -10.8429 -11.1613 -11.3454 -11.2979 -11.2319 -11.1758 -11.1906 -11.2634 -11.2999 -11.3158 -11.3671 2123.79
249.00 72.8457 -0.456502 -11.067 -9.64966 -10.4967 -10.8343 -10.9681 -10.8167 -10.8968 -10.8098 -10.8865 -10.8707 -10.8441 -10.7981 -10.9004 2124.29
250.00 72.7101 0.194348 -10.9276 -9.57736 -10.5589 -10.737 -10.445 -10.8477 -11.0723 -10.9391 -10.8986 -10.9168 -10.9668 -10.8659 -10.8968 2124.44
251.00 73.1185 0.431872 -11.3212 -10.5047 -10.8077 -10.6317 -10.7021 -11.5774 -11.4981 -11.2186 -11.3674 -11.4549 -11.4705 -11.3019 -11.4548 2123.33
252.00 73.4016 0.0284102 -11.578 -10.8706 -11.0587 -11.1618 -11.4155 -11.4604 -11.4132 -11.4472 -11.7619 -11.5895 -11.6749 -11.6256 -11.8402 2123.39
253.00 73.448 0.183151 -11.5956 -11.0341 -11.4355 -11.7147 -11.9833 -11.4269 -11.4414 -11.5976 -11.9451 -11.4425 -11.6936 -11.8063 -11.9742 2123.4
254.00 73.546 -0.154818 -11.663 -11.2939 -11.9798 -12.2924 -12.208 -11.6683 -11.785 -11.9232 -12.0021 -11.4669 -11.6902 -11.9599 -12.0855 2123.23
255.00 73.3278 -0.185741 -11.4268 -11.4423 -12.0057 -11.8938 -11.7671 -11.4967 -11.7159 -11.6615 -11.5853 -11.308 -11.5089 -11.5819 -11.6869 2122.73
256.00 73.4417 0.447089 -11.5286 -11.3635 -11.635 -11.826 -11.7519 -11.5532 -11.6339 -11.6751 -11.6352 -11.3759 -11.6185 -11.5962 -11.6069 2124.33
257.00 74.0316 0.540041 -12.093 -11.3321 -12.0572 -12.2127 -12.2095 -12.0285 -12.3094 -12.2333 -12.0913 -11.7841 -12.148 -12.1606 -12.0776 2124.92
258.00 74.3279 -0.211371 -12.3517 -11.6374 -12.1147 -12.2689 -12.4507 -12.4736 -12.498 -12.4658 -12.4264 -12.2486 -12.3356 -12.3531 -12.3626 2125.39
259.00 73.5481 -1.15583 -11.5475 -10.9102 -11.2364 -11.617 -11.878 -11.4661 -11.6582 -11.7487 -11.6856 -11.5967 -11.6757 -11.6274 -11.5338 2124.52
260.00 72.6914 -0.346403 -10.6901 -9.91188 -10.4282 -10.9231 -11.197 -10.7142 -11.0014 -11.0281 -10.8621 -10.7854 -11.0636 -10.9885 -10.7371 2124.42
261.00 72.8445 0.535065 -10.8344 -9.67532 -10.6221 -11.194 -11.3403 -10.9601 -11.4237 -11.3363 -11.0196 -10.9605 -11.3672 -11.2938 -11.0413 2123.74
262.00 73.594 0.737914 -11.5648 -11.0275 -11.7988 -12.1082 -12.1309 -11.8986 -12.3578 -12.1736 -11.9032 -11.8354 -12.2434 -12.0531 -11.8464 2123.83
263.00 74.077 0.0775959 -12.0156 -11.9198 -12.4062 -12.4105 -12.5564 -12.5789 -12.7757 -12.5481 -12.3913 -12.3639 -12.7472 -12.5038 -12.2912 2123.91
264.00 74.0099 -0.185406 -11.9203 -11.7126 -12.1241 -12.5219 -12.5627 -12.5227 -12.5139 -12.5317 -12.2779 -12.3266 -12.5167 -12.4666 -12.1845 2123.92
265.00 73.7762 -0.220193 -11.6621 -11.5939 -12.2156 -12.2266 -12.0469 -11.9964 -12.197 -12.1791 -11.8285 -11.9889 -12.2239 -12.1727 -11.8375 2123.76
266.00 73.6288 -0.162211 -11.4943 -11.5594 -11.6187 -11.4299 -11.29 -11.741 -11.7239 -11.5719 -11.3494 -11.6343 -11.8349 -11.7961 -11.5277 2124
267.00 73.5829 0.118045 -11.4294 -10.2892 -10.3979 -10.5735 -10.9827 -11.1316 -11.1827 -11.1341 -11.2222 -11.1777 -11.3605 -11.4155 -11.4047 2123.29
268.00 73.9499 0.527315 -11.7731 -9.60724 -10.416 -10.9865 -11.1685 -10.7775 -11.1885 -11.4196 -11.5171 -11.0887 -11.4241 -11.5813 -11.6709 2123.95
269.00 74.5447 0.402864 -12.3334 -10.686 -11.4873 -11.6542 -11.7483 -11.3165 -11.676 -11.7902 -11.8807 -11.4072 -11.8344 -11.9522 -12.0542 2124.44
270.00 74.4869 -0.592071 -12.2443 -11.5799 -11.9451 -11.9008 -11.7982 -11.6043 -11.6341 -11.5848 -11.6418 -11.3311 -11.5445 -11.6657 -11.834 2124.26
271.00 73.6618 -0.837062 -11.3992 -11.4972 -11.4361 -11.0831 -10.9651 -11.2628 -10.9327 -10.6253 -10.7988 -10.7599 -10.6563 -10.61 -10.881 2124.19
272.00 73.0277 -0.430063 -10.7521 -10.8119 -10.5932 -10.2588 -10.3509 -10.9238 -10.2383 -9.98734 -10.3736 -10.5344 -10.0487 -9.90017 -10.1992 2124.13
273.00 72.8007 -0.0575242 -10.5103 -10.0741 -9.93252 -9.9064 -10.0269 -10.4989 -9.83777 -9.89886 -10.0803 -10.4996 -9.89505 -9.77188 -9.90042 2124.09
274.00 72.9176 0.222409 -10.6121 -9.81975 -9.99246 -10.1216 -10.2207 -10.0866 -9.90221 -9.92399 -10.1633 -10.3795 -10.091 -9.95813 -10.0442 2124.03
275.00 73.3206 0.550852 -10.9997 -10.3952 -10.8269 -10.8522 -10.5641 -10.4298 -10.2151 -10.2811 -10.6545 -10.5049 -10.3693 -10.3806 -10.5753 2127.05
276.00 73.8719 0.431865 -11.5259 -11.4651 -11.658 -11.2041 -10.568 -11.2539 -10.8552 -10.8425 -11.0699 -10.9918 -10.742 -10.8371 -11.1063 2128.48
277.00 74.2304 0.134607 -11.8544 -11.7695 -11.4066 -10.7243 -10.4785 -11.6952 -11.0946 -10.829 -11.1147 -11.3903 -10.9047 -10.9057 -11.2971 2128.88
278.00 74.2554 0.0215533 -11.8507 -10.8167 -10.52 -10.3554 -10.5995 -11.2094 -10.4958 -10.4653 -11.0726 -11.1852 -10.5977 -10.628 -11.2254 2129.35
279.00 74.4534 0.306354 -12.023 -10.4435 -10.6637 -10.8986 -11.1185 -10.7632 -10.445 -10.7632 -11.4971 -11.0141 -10.6385 -10.7895 -11.4108 2130.24
280.00 74.7696 0.145833 -12.3076 -11.1636 -11.6416 -11.6374 -11.6169 -11.0693 -11.118 -11.4385 -11.8773 -11.1654 -11.0857 -11.2762 -11.6985 2130.14
281.00 74.7989 -0.033352 -12.3133 -11.6758 -11.9765 -11.7339 -11.5032 -11.7201 -11.6393 -11.6556 -11.8992 -11.4251 -11.4029 -11.4525 -11.7279 2128.9
282.00 74.8009 -0.0536038 -12.2937 -11.7115 -11.7568 -11.5158 -11.3643 -12.1153 -11.7929 -11.7452 -11.773 -11.7855 -11.561 -11.5325 -11.6811 2127.46
283.00 74.7848 -0.00287644 -12.2486 -11.4006 -11.4268 -11.1928 -11.1628 -11.9737 -11.7444 -11.5857 -11.478 -11.8776 -11.6781 -11.5152 -11.5405 2126.32
284.00 74.8239 0.0211822 -12.2561 -11.0106 -10.9132 -10.9162 -11.2163 -11.7376 -11.5217 -11.4306 -11.5301 -11.8587 -11.7214 -11.5956 -11.5863 2126.69
285.00 74.8703 0.00664586 -12.2747 -10.5012 -10.7413 -11.1262 -11.3941 -11.3043 -11.3873 -11.5206 -11.783 -11.6327 -11.7283 -11.7083 -11.7862 2127.22
286.00 75.0006 0.251984 -12.383 -10.5502 -11.1829 -11.4747 -11.5236 -11.1359 -11.4847 -11.7507 -12.0781 -11.4822 -11.8365 -11.8888 -12.0421 2127.26
287.00 75.3781 0.415254 -12.7356 -11.3753 -11.8879 -11.9207 -11.8858 -11.7312 -11.9935 -12.2185 -12.3984 -11.6686 -12.1148 -12.3412 -12.4639 2126.48
288.00 75.7471 0.109414 -13.0654 -12.1501 -12.3272 -12.2868 -12.484 -12.4666 -12.4403 -12.4863 -12.7436 -12.1142 -12.3022 -12.5546 -12.8596 2127.78
289.00 75.6465 -0.258866 -12.9288 -11.9521 -12.2364 -12.5599 -12.7552 -12.3962 -12.2743 -12.4507 -12.6981 -12.1391 -12.1342 -12.337 -12.6578 2128.99
290.00 75.4779 -0.136076 -12.73 -11.713 -12.2876 -12.6542 -12.8739 -12.2674 -12.373 -12.5303 -12.7456 -12.1043 -12.1387 -12.2347 -12.4758 2129.74
291.00 75.3748 -0.144697 -12.5982 -11.5321 -12.3286 -12.6665 -12.6681 -12.4626 -12.6691 -12.7257 -12.7666 -12.2514 -12.3421 -12.3825 -12.4471 2130.53
292.00 75.2284 -0.177674 -12.4265 -11.7045 -12.3077 -12.419 -12.3367 -12.672 -12.7959 -12.7777 -12.5765 -12.4855 -12.5291 -12.4698 -12.3945 2129.83
293.00 74.9682 -0.413768 -12.1399 -11.5876 -11.9745 -12.0054 -11.8005 -12.6566 -12.6541 -12.4602 -12.0319 -12.5044 -12.5014 -12.3511 -12.0556 2129.15
294.00 74.5278 -0.477612 -11.6734 -11.4919 -11.6088 -11.4973 -11.4616 -12.1729 -12.0605 -11.7774 -11.4811 -12.2667 -12.1484 -11.8629 -11.5864 2128.55
295.00 74.0234 -0.616582 -11.1403 -11.6847 -11.6645 -11.4509 -11.1308 -11.6745 -11.4378 -11.2267 -10.9645 -11.8192 -11.6938 -11.3664 -11.0412 2127.96
296.00 73.3269 -0.759469 -10.4156 -11.8986 -11.4885 -10.9582 -10.5201 -11.3156 -10.7773 -10.4493 -10.2585 -11.3028 -10.9793 -10.6839 -10.3471 2127.09
297.00 72.6856 -0.498554 -9.7543 -11.1237 -10.7015 -10.2126 -9.92726 -11.091 -10.2058 -9.79511 -9.63377 -10.9686 -10.2905 -10.0029 -9.78528 2126.91
298.00 72.466 0.0500182 -9.51738 -10.1112 -10.0734 -9.94945 -9.87864 -10.7511 -10.107 -9.70498 -9.51782 -10.914 -10.1998 -9.72612 -9.6443 2126.53
299.00 72.7762 0.470534 -9.80744 -9.87226 -10.1761 -10.4186 -10.4836 -10.6529 -10.4688 -10.2141 -9.96065 -11.0758 -10.7538 -10.1979 -9.85682 2126.32
300.00 73.3065 0.464157 -10.3175 -10.2285 -11.159 -11.3857 -11.0565 -10.9032 -11.0688 -10.8961 -10.5096 -11.288 -11.3827 -10.9258 -10.3358 2126.14
301.00 73.7175 0.261248 -10.704 -11.9784 -12.344 -11.8941 -11.2811 -11.6551 -11.5633 -11.1053 -10.7699 -11.6071 -11.7094 -11.2479 -10.7483 2126.66
302.00 73.5985 -0.633176 -10.5559 -12.6333 -12.0086 -11.232 -10.8842 -11.716 -11.0728 -10.5827 -10.5054 -11.397 -11.1848 -10.8049 -10.5782 2127.1
