# i t cells coeurs_suggere(~100k/coeur)
12880 160.092 111602 2
12900 160.297 111504 2
12920 160.519 111266 2
12940 160.743 111112 2
12960 160.966 110811 2
12980 161.191 110013 2
13000 161.416 108991 2
13020 161.64 107696 2
13040 161.865 106072 2
13060 162.09 104511 2
13080 162.315 103517 2
13100 162.539 103013 2
13120 162.764 102957 2
13140 162.989 102901 2
13160 163.213 102250 2
13180 163.438 101858 2
13200 163.663 101998 2
13220 163.888 102026 2
13240 164.112 102110 2
13260 164.337 102194 2
13280 164.562 102810 2
13300 164.787 103076 2
13320 165.011 103167 2
13340 165.236 104210 2
13360 165.461 104175 2
13380 165.685 104637 2
13400 165.91 105778 2
13420 166.135 105729 2
13440 166.36 106464 2
13460 166.584 107857 2
13480 166.809 108592 2
13500 167.034 109306 2
13520 167.258 111098 2
13540 167.483 112099 2
13560 167.708 112897 2
13580 167.933 114199 2
13600 168.157 115578 2
13620 168.382 116369 2
13640 168.607 117685 2
13660 168.831 118763 2
13680 169.056 119603 2
13700 169.281 121220 2
13720 169.506 122431 2
13740 169.73 122725 2
13760 169.955 124055 2
13780 170.18 124734 2
13800 170.404 125084 2
13820 170.629 126071 2
13840 170.854 126057 2
13860 171.079 126582 2
13880 171.303 127079 2
13900 171.528 127205 2
13920 171.753 127548 2
13940 171.978 127947 2
13960 172.202 127737 2
13980 172.427 127814 2
14000 172.652 128038 2
14020 172.876 128402 2
14040 173.101 128654 2
14060 173.326 128724 2
14080 173.551 128521 2
14100 173.775 128724 2
14120 174 128150 2
14140 174.225 128584 2
14160 174.449 128493 2
14180 174.674 128059 2
14200 174.899 127863 2
14220 175.124 127415 2
14240 175.348 126267 2
14260 175.573 125812 2
14280 175.798 125329 2
14300 176.022 125224 2
14320 176.247 125028 2
14340 176.472 124524 2
14360 176.697 125210 2
14380 176.921 125231 2
14400 177.146 125315 2
14420 177.371 126092 2
14440 177.596 126127 2
14460 177.82 126617 2
14480 178.045 127093 2
14500 178.27 126946 2
14520 178.494 128101 2
14540 178.719 129284 2
14560 178.944 129361 2
14580 179.169 130509 2
14600 179.393 131531 2
14620 179.618 132000 2
14640 179.843 132749 2
14660 180.067 132959 2
14680 180.292 133099 2
14700 180.517 133155 2
14720 180.742 132497 2
14740 180.966 132651 2
14760 181.191 132364 2
14780 181.416 131776 2
14800 181.64 130894 2
14820 181.865 130600 2
14840 182.09 131090 2
14860 182.315 130964 2
14880 182.539 130558 2
14900 182.764 130250 2
14920 182.989 130726 2
14940 183.213 130796 2
14960 183.438 131216 2
14980 183.663 131909 2
15000 183.888 131923 2
15020 184.112 131419 2
15040 184.337 131027 2
15060 184.562 131755 2
15080 184.787 131321 2
15100 185.011 130817 2
15120 185.236 130138 2
15140 185.461 130215 2
15160 185.685 129977 2
15180 185.91 129949 2
15200 186.135 130446 2
15220 186.36 130439 2
15240 186.584 130292 2
15260 186.809 130383 2
15280 187.034 130558 2
15300 187.258 131027 2
15320 187.483 130831 2
15340 187.708 131244 2
15360 187.933 132861 2
15380 188.157 133855 2
15400 188.382 134646 2
15420 188.607 135542 2
15440 188.831 136662 2
15460 189.056 137971 2
15480 189.281 138853 2
15500 189.506 139875 2
15520 189.73 140995 2
15540 189.955 141793 2
15560 190.18 143004 2
15580 190.404 143935 2
15600 190.629 144474 2
15620 190.854 145741 2
15640 191.079 146791 2
15660 191.303 147239 2
15680 191.528 147589 2
15700 191.753 148513 2
15720 191.978 148744 2
15740 192.202 148884 2
15760 192.427 149122 2
15780 192.652 149360 2
15800 192.876 149311 2
15820 193.101 149563 2
