# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi n_regions V_tag straddle
# col 1-13 : sommes COMPLETES ponderees (1-f) sur toutes les mailles, centre en moyenne circulaire.
#            (l'ancienne version ne sommait que sur les mailles taguees f<0.5 -> volume sous-estime de ~4.5 %,
#             vitesse verticale biaisee de ~+0.35 en repere mobile. Cf. event bubble dans main.c.)
# col 14-16 : diagnostic fragmentation par tag() (V_tag = plus grosse region ; straddle = bulle a cheval sur un bord).
160.001 2122.62 60 60 60 0.156585 0.166356 -0.00133775 14.0625 14.0625 14.0625 15.945 1 1 2006.97 0
160.019 2122.22 60.0445 60.0541 60.0018 2.67977 3.27459 0.173719 15 15 14.0625 15.944 1.06667 1 2015.4 0
160.051 2122.7 60.1322 60.1618 60.0105 2.71364 3.36396 0.398142 15 15 15.9375 15.9452 1.0625 1 2025.18 0
160.092 2122.42 60.2453 60.303 60.0316 2.72919 3.45197 0.661511 15 15 15.9375 15.9445 1.0625 1 2026.25 0
160.14 2122.68 60.3745 60.4676 60.0687 2.74804 3.55314 0.953504 15 15 15.9375 15.9451 1.0625 1 2029.14 0
160.19 2122.77 60.5134 60.6492 60.1233 2.75159 3.635 1.24124 15 15 15.9375 15.9454 1.0625 1 2028.95 0
160.243 2122.93 60.6584 60.8443 60.1955 2.72669 3.73964 1.51822 15 15.9375 15 15.9458 1.0625 1 2022.74 0
160.297 2123.06 60.8056 61.0495 60.2837 2.69079 3.83646 1.7697 14.0625 15.9375 15 15.9461 1.13333 1 2028.43 0
160.352 2123.17 60.953 61.2637 60.3866 2.62475 3.93484 1.99901 14.0625 15 15 15.9464 1.06667 1 2034.65 0
160.407 2123.38 61.0961 61.4831 60.5011 2.53575 4.03509 2.18271 15 15 15 15.9469 1 1 2037.16 0
160.463 2123.51 61.236 61.712 60.6276 2.41481 4.13179 2.33234 15 15 15 15.9472 1 1 2032.63 0
160.519 2123.7 61.3687 61.9469 60.7623 2.28498 4.23495 2.44798 15 15.9375 15 15.9477 1.0625 1 2030.34 0
160.575 2123.78 61.4936 62.1874 60.9032 2.14035 4.34077 2.53561 15 15 14.0625 15.9479 1.06667 1 2029.81 0
160.631 2123.85 61.6103 62.4335 61.0486 1.99036 4.45384 2.60198 15 15 15 15.9481 1 1 2034.69 0
160.687 2123.95 61.7185 62.6865 61.197 1.8326 4.57794 2.64322 15 15 15 15.9483 1 1 2027.55 0
160.743 2124.05 61.8179 62.9467 61.3472 1.66955 4.69801 2.66578 15.9375 15 15 15.9486 1.0625 1 2031.27 0
160.798 2124.11 61.9079 63.2135 61.4986 1.50768 4.827 2.6651 15.9375 15 15 15.9487 1.0625 1 2037.99 0
160.854 2124.16 61.9883 63.4873 61.65 1.33733 4.95637 2.66256 15.9375 15 14.0625 15.9489 1.13333 1 2023.83 0
160.91 2124.21 62.059 63.7688 61.8008 1.16117 5.07794 2.64548 15.9375 15 14.0625 15.949 1.13333 1 2025.84 0
160.966 2124.33 62.1202 64.0567 61.9499 0.993608 5.20182 2.60818 15.9375 15 14.0625 15.9493 1.13333 1 2031.24 0
161.022 2124.45 62.1723 64.3511 62.0965 0.831886 5.30686 2.55776 15.9375 15 14.0625 15.9496 1.13333 1 2032.87 0
161.079 2124.64 62.2157 64.6524 62.2408 0.674493 5.39592 2.49816 15.9375 15.9375 14.0625 15.9501 1.13333 1 2025.02 0
161.135 2124.7 62.2502 64.9588 62.3816 0.519421 5.4833 2.43132 15.9375 15 15 15.9502 1.0625 1 2028.54 0
161.191 2124.75 62.2762 65.2691 62.5186 0.373128 5.5444 2.37475 15 15 14.0625 15.9503 1.06667 1 2027.17 0
161.247 2124.82 62.2937 65.5833 62.6522 0.227106 5.59448 2.31857 15 15.9375 14.0625 15.9505 1.13333 1 2026.93 0
161.303 2124.97 62.3025 65.9007 62.7822 0.0647162 5.65136 2.26171 15 15 14.0625 15.9509 1.06667 1 2027.97 0
161.36 2125.06 62.3021 66.2206 62.9086 -0.0962143 5.70124 2.19738 15 15 14.0625 15.9511 1.06667 1 2032.37 0
161.416 2125.18 62.2921 66.5434 63.0313 -0.284339 5.74354 2.12779 15 15.9375 14.0625 15.9514 1.13333 1 2029.42 0
161.472 2125.2 62.2716 66.8685 63.1505 -0.475209 5.7892 2.05965 15 15 14.0625 15.9515 1.06667 1 2030.5 0
161.528 2125.28 62.2399 67.1964 63.2651 -0.680798 5.84754 1.97315 15 15 15 15.9517 1 1 2029.18 0
161.584 2125.35 62.1965 67.5272 63.3753 -0.891205 5.89921 1.88609 15.9375 15.9375 15 15.9518 1.0625 1 2024.4 0
161.64 2125.74 62.1411 67.8607 63.4805 -1.10427 5.95295 1.79292 15.9375 15 14.0625 15.9528 1.13333 1 2029.41 0
