# t frame_uz frame_z ub_dans_repere
160.001 -1.37912e-06 -1.42031e-09 -0.00133913
160.019 0.00236828 2.2691e-05 0.17458
160.051 0.0124476 0.000276306 0.401093
160.092 0.0358868 0.00134012 0.667392
160.14 0.0757578 0.00410761 0.96292
160.19 0.133333 0.0096215 1.25409
160.243 0.208543 0.0189732 1.53459
160.297 0.299495 0.0331022 1.78905
160.352 0.405525 0.0529964 2.02122
160.407 0.522727 0.0790964 2.20696
160.463 0.651556 0.112646 2.35875
160.519 0.787663 0.15366 2.47569
160.575 0.929312 0.202486 2.56431
160.631 1.07524 0.25939 2.63144
160.687 1.22409 0.324567 2.67314
160.743 1.37451 0.398133 2.69596
160.798 1.52548 0.480144 2.69527
160.854 1.67641 0.570606 2.69271
160.91 1.82662 0.669493 2.67544
160.966 1.97522 0.77674 2.63771
161.022 2.12147 0.892398 2.58683
161.079 2.26475 1.01643 2.52655
161.135 2.40443 1.14839 2.45895
161.191 2.54056 1.28807 2.40173
161.247 2.67374 1.4353 2.34492
161.303 2.80346 1.5899 2.28741
161.36 2.92967 1.75167 2.22235
161.416 3.05201 1.9204 2.15197
161.472 3.17068 2.09588 2.08305
161.528 3.28478 2.27787 1.99557
161.584 3.39387 2.46611 1.90752
161.64 3.49793 2.66031 1.8133
161.697 3.59644 2.86017 1.71254
161.753 3.68893 3.06536 1.59749
161.809 3.77422 3.27551 1.46447
161.865 3.85176 3.4902 1.32486
161.921 3.92179 3.70898 1.19434
161.978 3.9845 3.93145 1.06644
162.034 4.03994 4.1572 0.93689
162.09 4.0883 4.38583 0.810976
162.146 4.13005 4.61694 0.700574
162.202 4.16623 4.85021 0.606597
162.258 4.19742 5.08534 0.524991
162.315 4.2246 5.32208 0.458602
162.371 4.24828 5.56023 0.399074
162.427 4.26936 5.79962 0.361245
162.483 4.28872 6.04013 0.336445
162.539 4.30715 6.28169 0.323161
162.596 4.3253 6.52428 0.323803
162.652 4.34374 6.76789 0.331762
162.708 4.36276 7.01256 0.341387
162.764 4.38242 7.25832 0.356031
162.82 4.40305 7.50522 0.373939
162.876 4.42474 7.7533 0.400492
