# i t cells coeurs_suggere(~100k/coeur)
10180 76.2265 720518 8
10200 76.7745 718719 8
10220 77.3383 743086 8
10240 77.844 780207 8
10260 78.293 812078 9
10280 78.7188 846686 9
10300 79.0912 878221 9
10320 79.4249 906151 10
10340 79.7292 934214 10
10360 80.0312 960023 10
10380 80.3513 987729 10
10400 80.684 1015806 11
10420 81 1045276 11
10440 81.3226 1070056 11
10460 81.6331 1095291 11
10480 81.9266 1114296 12
10500 82.2206 1139622 12
10520 82.5076 1165011 12
10540 82.7584 1186522 12
10560 82.9909 1203840 13
10580 83.2244 1219499 13
10600 83.4617 1238693 13
10620 83.701 1261198 13
10640 83.9402 1281246 13
10660 84.186 1301056 14
10680 84.4327 1319746 14
10700 84.6789 1333431 14
10720 84.9099 1341880 14
10740 85.1359 1348229 14
10760 85.3633 1351512 14
10780 85.5907 1353731 14
10800 85.8223 1360885 14
10820 86.0602 1370601 14
10840 86.2903 1383852 14
10860 86.5159 1395031 14
10880 86.7464 1409710 15
10900 86.9704 1416864 15
10920 87.1905 1422618 15
10940 87.4052 1424893 15
10960 87.619 1429506 15
10980 87.8417 1431431 15
11000 88.0741 1434343 15
11020 88.3159 1446495 15
11040 88.5502 1448413 15
11060 88.7671 1450338 15
11080 88.97 1451556 15
11100 89.1799 1454412 15
11120 89.3929 1459795 15
11140 89.6091 1460446 15
11160 89.8325 1461356 15
11180 90.0575 1457086 15
11200 90.2887 1453523 15
11220 90.5232 1453320 15
11240 90.7388 1456638 15
11260 90.9478 1460411 15
11280 91.1663 1462042 15
11300 91.3968 1469378 15
11320 91.6234 1468188 15
11340 91.8396 1468300 15
11360 92.0407 1464387 15
11380 92.2411 1454832 15
11400 92.4422 1444549 15
11420 92.6519 1442456 15
11440 92.8695 1437570 15
11460 93.091 1433237 15
11480 93.3158 1430192 15
11500 93.5414 1427637 15
11520 93.7598 1421764 15
11540 93.9782 1420371 15
11560 94.197 1415730 15
11580 94.4194 1418908 15
11600 94.641 1423815 15
11620 94.8586 1428855 15
11640 95.0761 1426566 15
11660 95.2993 1427056 15
11680 95.5253 1432523 15
11700 95.7514 1433160 15
11720 95.9774 1429940 15
11740 96.2143 1430640 15
11760 96.4468 1428036 15
11780 96.6736 1430500 15
11800 96.8883 1437255 15
11820 97.0923 1442337 15
11840 97.2983 1443338 15
11860 97.5058 1440972 15
11880 97.7117 1439187 15
11900 97.9249 1437654 15
11920 98.1435 1431298 15
11940 98.3646 1430087 15
11960 98.5775 1427098 15
11980 98.7887 1423514 15
12000 99 1427476 15
12020 99.2316 1434091 15
12040 99.4644 1439950 15
12060 99.6924 1442673 15
12080 99.9058 1445907 15
12100 100.104 1450030 15
12120 100.313 1449883 15
12140 100.515 1448042 15
12160 100.701 1450058 15
12180 100.882 1456239 15
12200 101.065 1458521 15
12220 101.256 1456575 15
12240 101.461 1451129 15
12260 101.679 1449757 15
12280 101.896 1453656 15
12300 102.11 1449463 15
12320 102.327 1441112 15
12340 102.546 1432880 15
12360 102.758 1428197 15
12380 102.968 1430346 15
12400 103.199 1431354 15
12420 103.425 1430451 15
12440 103.642 1426076 15
12460 103.866 1419342 15
12480 104.073 1415842 15
12500 104.286 1409444 15
12520 104.507 1411929 15
12540 104.722 1406630 15
12560 104.928 1401422 15
12580 105.139 1397194 14
12600 105.341 1394709 14
12620 105.525 1393498 14
12640 105.704 1396872 14
12660 105.884 1404292 15
12680 106.065 1411614 15
12700 106.257 1418397 15
12720 106.452 1423570 15
12740 106.639 1425117 15
12760 106.819 1422996 15
12780 107 1426783 15
12800 107.197 1431228 15
12820 107.405 1431088 15
12840 107.62 1439208 15
12860 107.837 1443772 15
12880 108.043 1445886 15
12900 108.248 1446439 15
12920 108.447 1451570 15
12940 108.654 1458010 15
12960 108.854 1463988 15
12980 109.049 1468608 15
13000 109.248 1469315 15
13020 109.454 1475083 15
13040 109.669 1474194 15
13060 109.883 1467817 15
13080 110.085 1461727 15
13100 110.302 1455133 15
13120 110.52 1457359 15
13140 110.735 1458766 15
13160 110.939 1460222 15
13180 111.147 1458990 15
13200 111.359 1464044 15
13220 111.576 1470358 15
13240 111.791 1471443 15
13260 111.99 1473109 15
13280 112.2 1473193 15
13300 112.4 1474348 15
13320 112.597 1474726 15
13340 112.794 1475055 15
13360 112.99 1471709 15
13380 113.204 1467992 15
13400 113.421 1464107 15
13420 113.64 1462007 15
13440 113.837 1466466 15
13460 114.029 1473179 15
13480 114.236 1479969 15
13500 114.44 1484862 15
13520 114.64 1485968 15
13540 114.845 1485772 15
13560 115.057 1484673 15
13580 115.294 1485898 15
13600 115.528 1489608 15
13620 115.753 1490448 15
13640 115.978 1489097 15
13660 116.205 1491540 15
13680 116.434 1487473 15
13700 116.649 1486073 15
13720 116.865 1484204 15
13740 117.097 1482153 15
13760 117.339 1481467 15
13780 117.569 1484197 15
13800 117.796 1484505 15
13820 118.023 1481299 15
13840 118.252 1471121 15
13860 118.49 1465521 15
13880 118.728 1457401 15
13900 118.947 1447664 15
13920 119.169 1439859 15
13940 119.401 1435309 15
13960 119.64 1435505 15
13980 119.88 1437549 15
14000 120.132 1434588 15
14020 120.393 1429828 15
14040 120.636 1427427 15
14060 120.864 1425726 15
14080 121.091 1427588 15
14100 121.313 1425824 15
