# i t cells coeurs_suggere(~100k/coeur)
12880 160.092 111350 2
12900 160.297 111602 2
12920 160.519 112085 2
12940 160.743 112239 2
12960 160.966 111931 2
12980 161.191 110790 2
13000 161.416 109915 2
13020 161.64 108718 2
13040 161.865 106877 2
13060 162.09 105778 2
13080 162.315 104994 2
13100 162.539 104651 2
13120 162.764 104119 2
13140 162.989 103615 2
13160 163.213 103195 2
13180 163.438 103062 2
13200 163.663 103013 2
13220 163.888 102166 2
13240 164.112 103083 2
13260 164.337 102726 2
13280 164.562 102530 2
13300 164.787 103349 2
13320 165.011 103083 2
13340 165.236 102523 2
13360 165.461 103741 2
13380 165.685 103797 2
13400 165.91 103727 2
13420 166.135 104644 2
13440 166.36 104805 2
13460 166.584 104805 2
13480 166.809 105876 2
13500 167.034 106072 2
13520 167.258 107185 2
13540 167.483 107829 2
13560 167.708 108151 2
13580 167.933 108844 2
13600 168.157 109068 2
13620 168.382 109803 2
13640 168.607 110090 2
13660 168.831 110531 2
13680 169.056 111196 2
13700 169.281 111539 2
13720 169.506 112099 2
13740 169.73 112876 2
13760 169.955 113583 2
13780 170.18 114339 2
13800 170.404 115284 2
13820 170.629 115277 2
13840 170.854 116502 2
13860 171.079 116866 2
13880 171.303 117923 2
13900 171.528 118840 2
13920 171.753 119428 2
13940 171.978 120569 2
13960 172.202 120541 2
13980 172.427 121486 2
14000 172.652 122137 2
14020 172.876 122508 2
14040 173.101 123264 2
14060 173.326 123257 2
14080 173.551 124321 2
14100 173.775 124384 2
14120 174 124538 2
14140 174.225 125168 2
14160 174.449 124629 2
14180 174.674 124895 2
14200 174.899 124874 2
14220 175.124 125217 2
14240 175.348 125182 2
14260 175.573 124587 2
14280 175.798 124657 2
14300 176.022 124062 2
14320 176.247 124433 2
14340 176.472 123901 2
14360 176.697 123488 2
14380 176.921 123110 2
14400 177.146 122543 2
14420 177.371 122200 2
14440 177.596 121535 2
14460 177.82 121227 2
14480 178.045 120779 2
14500 178.27 120254 2
14520 178.494 119953 2
14540 178.719 119225 2
14560 178.944 119246 2
14580 179.169 119449 2
14600 179.393 119372 2
14620 179.618 119582 2
14640 179.843 119778 2
14660 180.067 119855 2
14680 180.292 120121 2
14700 180.517 120744 2
14720 180.742 121038 2
14740 180.966 121255 2
14760 181.191 121416 2
14780 181.416 121248 2
14800 181.64 121374 2
14820 181.865 121360 2
14840 182.09 121689 2
14860 182.315 121444 2
14880 182.539 121906 2
14900 182.764 121976 2
14920 182.989 121976 2
14940 183.213 122102 2
14960 183.438 121850 2
14980 183.663 121787 2
15000 183.888 121654 2
15020 184.112 121353 2
15040 184.337 121178 2
15060 184.562 121017 2
15080 184.787 120142 2
15100 185.011 119827 2
15120 185.236 120128 2
15140 185.461 119974 2
15160 185.685 119729 2
15180 185.91 119183 2
15200 186.135 118686 2
15220 186.36 118938 2
15240 186.584 119050 2
15260 186.809 119127 2
15280 187.034 118896 2
15300 187.258 118973 2
15320 187.483 118931 2
15340 187.708 118742 2
15360 187.933 118868 2
15380 188.157 119694 2
15400 188.382 120296 2
15420 188.607 121080 2
15440 188.831 121633 2
15460 189.056 122592 2
15480 189.281 123712 2
15500 189.506 125007 2
15520 189.73 126421 2
15540 189.955 127240 2
15560 190.18 128073 2
15580 190.404 129137 2
15600 190.629 129655 2
15620 190.854 129886 2
15640 191.079 131020 2
15660 191.303 131293 2
