# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi n_regions V_tag straddle
# col 1-13 : sommes COMPLETES ponderees (1-f) sur toutes les mailles, centre en moyenne circulaire.
#            (l'ancienne version ne sommait que sur les mailles taguees f<0.5 -> volume sous-estime de ~4.5 %,
#             vitesse verticale biaisee de ~+0.35 en repere mobile. Cf. event bubble dans main.c.)
# col 14-16 : diagnostic fragmentation par tag() (V_tag = plus grosse region ; straddle = bulle a cheval sur un bord).
160.001 2122.62 30 30 60 0.0479286 0.0302098 0.0157314 14.0625 14.0625 14.0625 15.945 1 1 2006.97 0
160.019 2122.25 30.0139 30.0087 60.0055 0.821462 0.510481 0.388408 14.0625 14.0625 14.0625 15.9441 1 1 2006.79 0
160.051 2122.86 30.0411 30.0259 60.0218 0.839915 0.531321 0.635779 15 14.0625 14.0625 15.9456 1.06667 1 2012.47 0
160.092 2122.46 30.0759 30.0478 60.0529 0.834009 0.525653 0.902035 15 15 15 15.9446 1 1 2013.62 0
160.14 2122.68 30.1153 30.0728 60.1016 0.827766 0.524565 1.19079 15 15 15 15.9452 1 1 2014.08 0
160.19 2122.69 30.1575 30.0996 60.1687 0.83145 0.531518 1.48427 15 15 15 15.9452 1 1 2022.77 0
160.243 2122.76 30.2014 30.1277 60.254 0.826037 0.530952 1.75958 15 15 15 15.9454 1 1 2025.15 0
160.297 2122.84 30.246 30.1567 60.3559 0.822767 0.534068 2.02802 15 15 15 15.9456 1 1 2031.46 0
160.352 2122.98 30.2913 30.1863 60.4738 0.818013 0.538053 2.27396 15 15 15 15.9459 1 1 2031.56 0
160.407 2123.23 30.3365 30.2162 60.6046 0.818093 0.545184 2.48243 15 15 15 15.9465 1 1 2033.54 0
160.463 2123.38 30.3823 30.2471 60.7503 0.816007 0.553886 2.68198 15 15 15 15.9469 1 1 2035.01 0
160.519 2123.52 30.4279 30.2785 60.9071 0.818926 0.564581 2.85902 15 15 14.0625 15.9473 1.06667 1 2029.08 0
160.575 2123.71 30.4735 30.3103 61.0735 0.817515 0.573485 3.01337 15 15 15 15.9477 1 1 2032.02 0
160.631 2123.88 30.5189 30.3424 61.248 0.812512 0.579413 3.14825 15 15 15 15.9481 1 1 2030.25 0
160.687 2124.07 30.5644 30.3748 61.4295 0.811681 0.588949 3.26569 15 15 15 15.9486 1 1 2035.24 0
160.743 2124.27 30.6099 30.4077 61.6171 0.811645 0.600443 3.35895 15 15 15 15.9491 1 1 2030.63 0
160.798 2124.41 30.6554 30.4413 61.81 0.809845 0.607295 3.43836 15 15 14.0625 15.9495 1.06667 1 2035.74 0
160.854 2124.49 30.701 30.4757 62.0067 0.810493 0.620694 3.49714 15 15 14.0625 15.9497 1.06667 1 2031.72 0
160.91 2124.58 30.7467 30.5109 62.2061 0.814856 0.635778 3.53846 15 15 15 15.9499 1 1 2028.91 0
160.966 2124.66 30.7928 30.5469 62.4078 0.818448 0.651774 3.56851 15.9375 15 15 15.9501 1.0625 1 2028.32 0
161.022 2124.76 30.839 30.584 62.6112 0.813452 0.664242 3.59292 15.9375 15 14.0625 15.9503 1.13333 1 2034.36 0
161.079 2124.87 30.885 30.6219 62.8159 0.807895 0.678556 3.61258 15.9375 15 14.0625 15.9506 1.13333 1 2034.75 0
161.135 2125.04 30.9307 30.6606 63.0215 0.806055 0.692475 3.61807 15.9375 15 14.0625 15.9511 1.13333 1 2030.33 0
161.191 2125.15 30.9764 30.7001 63.2278 0.805792 0.709018 3.61513 15.9375 15.9375 14.0625 15.9513 1.13333 1 2027.63 0
161.247 2125.3 31.022 30.7405 63.434 0.804262 0.720429 3.60865 15.9375 15.9375 14.0625 15.9517 1.13333 1 2033.83 0
161.303 2125.41 31.0673 30.7816 63.6393 0.797663 0.738487 3.59227 15.9375 15.9375 14.0625 15.952 1.13333 1 2029.11 0
161.36 2125.5 31.1123 30.8236 63.8431 0.79601 0.754452 3.57355 15.9375 15.9375 14.0625 15.9522 1.13333 1 2030.99 0
161.416 2125.56 31.1571 30.8664 64.0465 0.788231 0.766135 3.55322 15.9375 15.9375 14.0625 15.9524 1.13333 1 2029.66 0
161.472 2125.63 31.2014 30.9099 64.249 0.784856 0.775599 3.53401 15.9375 15.9375 13.125 15.9525 1.21429 1 2031.18 0
161.528 2125.75 31.2453 30.9539 64.45 0.774462 0.785338 3.50911 15.9375 15.9375 14.0625 15.9528 1.13333 1 2029.81 0
161.584 2125.86 31.2887 30.9984 64.6491 0.764898 0.796016 3.48374 15 15.9375 14.0625 15.9531 1.13333 1 2029.09 0
161.64 2125.99 31.3316 31.0434 64.8468 0.75342 0.802763 3.45187 15 15.9375 14.0625 15.9534 1.13333 1 2028.91 0
161.697 2126.1 31.374 31.0888 65.0425 0.746278 0.810731 3.41802 15 15.9375 13.125 15.9537 1.21429 1 2028.63 0
161.753 2126.23 31.4158 31.1347 65.2363 0.736291 0.82316 3.37236 15 15.9375 13.125 15.954 1.21429 1 2034.31 0
161.809 2126.37 31.4571 31.1815 65.4276 0.724931 0.84037 3.32588 15 15.9375 14.0625 15.9544 1.13333 1 2028.5 0
161.865 2126.51 31.4979 31.2292 65.6161 0.72151 0.850922 3.26754 15.9375 15.9375 14.0625 15.9547 1.13333 1 2029.71 0
161.921 2126.6 31.5384 31.2775 65.802 0.714991 0.863829 3.23379 15.9375 15.9375 13.125 15.955 1.21429 1 2025.9 0
161.978 2126.72 31.5782 31.3264 65.9849 0.700716 0.872667 3.16894 15.9375 15.9375 13.125 15.9552 1.21429 1 2033.91 0
162.034 2126.73 31.6173 31.3757 66.1643 0.683838 0.877318 3.11529 15.9375 15.9375 13.125 15.9553 1.21429 1 2031.9 0
162.09 2126.82 31.6554 31.4253 66.3405 0.664594 0.880456 3.05894 15.9375 15.9375 13.125 15.9555 1.21429 1 2027.07 0
162.146 2126.85 31.6926 31.4752 66.514 0.656855 0.88561 2.99943 15.9375 15.9375 14.0625 15.9556 1.13333 1 2027.21 0
162.202 2126.94 31.7295 31.5254 66.684 0.6538 0.893983 2.93449 15.9375 15.9375 13.125 15.9558 1.21429 1 2027.5 0
162.258 2127.01 31.7661 31.5763 66.85 0.642684 0.9 2.85951 15.9375 15.9375 13.125 15.956 1.21429 1 2036.89 0
162.315 2127.06 31.8021 31.6274 67.0114 0.62832 0.906332 2.78996 15.9375 15.9375 13.125 15.9561 1.21429 1 2034.31 0
162.371 2127.1 31.8373 31.6788 67.1684 0.6159 0.906109 2.7254 15.9375 15.9375 13.125 15.9562 1.21429 1 2040.66 0
