# i t cells coeurs_suggere(~100k/coeur)
15120 160.092 1295113 13
15140 160.296 1292964 13
15160 160.518 1292558 13
15180 160.742 1290332 13
15200 160.966 1291207 13
15220 161.191 1287980 13
15240 161.416 1287049 13
15260 161.639 1283409 13
15280 161.858 1279265 13
15300 162.078 1278327 13
15320 162.302 1276703 13
15340 162.527 1271264 13
15360 162.752 1267890 13
15380 162.977 1265524 13
15400 163.202 1266791 13
15420 163.427 1263606 13
15440 163.652 1262612 13
15460 163.876 1261667 13
15480 164.101 1259763 13
15500 164.326 1256606 13
15520 164.551 1252938 13
15540 164.775 1253470 13
15560 165 1251426 13
15580 165.225 1252553 13
15600 165.449 1252168 13
15620 165.674 1252721 13
15640 165.899 1251104 13
15660 166.124 1246043 13
15680 166.348 1243600 13
15700 166.573 1243621 13
15720 166.798 1240548 13
15740 167.022 1239575 13
15760 167.247 1238441 13
15780 167.472 1242865 13
15800 167.697 1251846 13
15820 167.921 1253575 13
15840 168.146 1254779 13
15860 168.371 1252336 13
15880 168.596 1248801 13
15900 168.82 1241661 13
15920 169.045 1238448 13
15940 169.268 1240919 13
15960 169.493 1245301 13
15980 169.718 1249515 13
16000 169.944 1248822 13
16020 170.169 1253274 13
16040 170.393 1256368 13
16060 170.618 1255934 13
16080 170.843 1250838 13
16100 171.066 1249676 13
16120 171.287 1250600 13
16140 171.51 1253953 13
16160 171.733 1255549 13
16180 171.955 1253358 13
16200 172.18 1251293 13
16220 172.404 1250789 13
16240 172.629 1251853 13
16260 172.854 1247541 13
16280 173.079 1241969 13
16300 173.303 1241941 13
16320 173.528 1243866 13
16340 173.753 1246330 13
16360 173.978 1253505 13
16380 174.202 1258160 13
16400 174.427 1257985 13
16420 174.652 1258202 13
16440 174.876 1256151 13
16460 175.101 1255157 13
16480 175.316 1252700 13
16500 175.539 1243061 13
16520 175.764 1235725 13
16540 175.989 1226289 13
16560 176.213 1215481 13
16580 176.438 1212359 13
16600 176.65 1211694 13
16620 176.868 1215516 13
16640 177.09 1218568 13
16660 177.313 1219989 13
16680 177.534 1222103 13
16700 177.756 1228606 13
16720 177.978 1231588 13
16740 178.202 1232582 13
16760 178.427 1231630 13
16780 178.652 1229642 13
16800 178.876 1231203 13
16820 179.101 1236593 13
16840 179.326 1240611 13
16860 179.551 1244118 13
16880 179.771 1244594 13
16900 179.989 1243005 13
16920 180.213 1239841 13
16940 180.438 1234108 13
16960 180.663 1228662 13
16980 180.888 1229439 13
17000 181.1 1231000 13
17020 181.325 1229614 13
17040 181.55 1225995 13
17060 181.775 1225295 13
17080 182 1223517 13
17100 182.225 1228494 13
17120 182.449 1226205 13
17140 182.674 1225484 13
17160 182.899 1227185 13
17180 183.124 1227598 13
17200 183.348 1226807 13
17220 183.573 1223972 13
17240 183.798 1222754 13
17260 184.022 1224329 13
17280 184.247 1226030 13
17300 184.471 1224784 13
17320 184.69 1227052 13
17340 184.911 1226590 13
17360 185.135 1223258 13
