# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi n_regions V_tag straddle
# col 1-13 : sommes COMPLETES ponderees (1-f) sur toutes les mailles, centre en moyenne circulaire.
#            (l'ancienne version ne sommait que sur les mailles taguees f<0.5 -> volume sous-estime de ~4.5 %,
#             vitesse verticale biaisee de ~+0.35 en repere mobile. Cf. event bubble dans main.c.)
# col 14-16 : diagnostic fragmentation par tag() (V_tag = plus grosse region ; straddle = bulle a cheval sur un bord).
160.001 2122.62 60 60 60.0001 0.155991 0.245639 0.0351413 14.0625 14.0625 14.0625 15.945 1 1 2006.97 0
160.019 2122.23 60.0536 60.062 60.0067 3.19372 3.69159 0.434986 15 15 14.0625 15.944 1.06667 1 2015.15 0
160.051 2122.65 60.1562 60.1812 60.0237 3.08746 3.61681 0.605287 15 15 15 15.9451 1 1 2028.06 0
160.092 2122.44 60.2812 60.3292 60.0524 2.86696 3.50609 0.783076 15.9375 15 15 15.9445 1.0625 1 2033.36 0
160.139 2122.68 60.4112 60.4918 60.0933 2.53923 3.38881 0.949401 16.875 15 15 15.9452 1.125 1 2032.84 0
160.19 2122.69 60.5327 60.661 60.1442 2.17675 3.30213 1.04641 16.875 15 14.0625 15.9452 1.2 1 2031.45 0
160.242 2122.97 60.6404 60.8346 60.2002 1.81244 3.2698 1.0613 16.875 15.9375 14.0625 15.9459 1.2 1 2027.59 0
160.296 2123.37 60.7317 61.0115 60.2558 1.49502 3.27218 1.00454 16.875 15 14.0625 15.9469 1.2 1 2026.94 0
160.351 2123.55 60.8093 61.1937 60.3103 1.26294 3.35607 0.989975 15.9375 15 14.0625 15.9473 1.13333 1 2026.93 0
160.406 2123.73 60.8764 61.3831 60.3659 1.12001 3.54564 1.03741 15.9375 15 14.0625 15.9478 1.13333 1 2025.48 0
160.462 2123.86 60.9368 61.5866 60.4257 1.00606 3.8019 1.11657 15.9375 15 15 15.9481 1.0625 1 2025.43 0
160.518 2123.92 60.9911 61.8072 60.4905 0.892039 4.07708 1.21092 15.9375 14.0625 15 15.9483 1.13333 1 2026.29 0
160.574 2124.01 61.0383 62.0428 60.5601 0.743225 4.35215 1.28221 15.9375 14.0625 15 15.9485 1.13333 1 2026.84 0
160.63 2124.06 61.076 62.2927 60.6355 0.554861 4.6052 1.3869 15.9375 14.0625 15.9375 15.9486 1.13333 1 2020.3 0
160.686 2124.05 61.1022 62.5566 60.7177 0.349292 4.80118 1.51494 15.9375 13.125 15.9375 15.9486 1.21429 1 2031.62 0
160.742 2123.9 61.1148 62.8309 60.8068 0.0658402 4.99077 1.63367 15.9375 13.125 15.9375 15.9482 1.21429 1 2029.77 0
160.798 2123.88 61.1128 63.1145 60.9025 -0.186115 5.11155 1.75022 15.9375 13.125 15.9375 15.9482 1.21429 1 2030.12 0
160.854 2123.91 61.0964 63.4039 61.0047 -0.45011 5.21252 1.86868 15.9375 13.125 15.9375 15.9482 1.21429 1 2029.73 0
160.91 2123.9 61.065 63.6973 61.1136 -0.71506 5.25763 1.97614 15.9375 13.125 15.9375 15.9482 1.21429 1 2028.82 0
160.966 2123.91 61.0188 63.9931 61.2275 -0.969821 5.2533 2.05026 15.9375 13.125 15.9375 15.9482 1.21429 1 2022.66 0
161.022 2123.95 60.9585 64.2873 61.3452 -1.20396 5.19863 2.09467 15.9375 13.125 15.9375 15.9483 1.21429 1 2023.98 0
161.079 2123.99 60.8851 64.5781 61.4645 -1.43021 5.12796 2.11121 15.9375 13.125 16.875 15.9484 1.28571 1 2021.12 0
161.135 2124.18 60.799 64.8653 61.5843 -1.66202 5.03028 2.12383 15.9375 14.0625 16.875 15.9489 1.2 1 2022.09 0
161.191 2124.38 60.7001 65.146 61.7052 -1.87735 4.90945 2.15379 15 13.125 15.9375 15.9494 1.21429 1 2027.68 0
161.247 2124.62 60.5894 65.4201 61.8278 -2.0726 4.7879 2.19968 15 14.0625 15.9375 15.95 1.13333 1 2033.32 0
161.303 2124.88 60.4695 65.6868 61.9531 -2.21674 4.66942 2.26918 15 14.0625 15.9375 15.9507 1.13333 1 2036.47 0
161.36 2124.93 60.3429 65.9479 62.0839 -2.31144 4.56504 2.38344 15 15 15.9375 15.9508 1.0625 1 2029.39 0
161.416 2125.06 60.2129 66.2038 62.2221 -2.32168 4.50808 2.51913 15 14.0625 15.9375 15.9511 1.13333 1 2021.87 0
161.472 2125.17 60.0828 66.4573 62.369 -2.30201 4.46645 2.7019 14.0625 14.0625 15 15.9514 1.06667 1 2029.39 0
161.528 2125.26 59.9543 66.7109 62.5268 -2.24832 4.52319 2.9 14.0625 15 15.9375 15.9516 1.13333 1 2026.05 0
161.584 2125.31 59.8301 66.968 62.695 -2.16787 4.69835 3.10109 15 15 15.9375 15.9517 1.0625 1 2024.75 0
161.639 2125.46 59.7129 67.2319 62.8699 -2.06746 4.97187 3.2757 15 14.0625 15.9375 15.9521 1.13333 1 2027.33 0
161.693 2125.64 59.6008 67.5139 63.0548 -1.9824 5.36091 3.44706 15 15 15.9375 15.9526 1.0625 1 2028.24 0
161.748 2125.92 59.4939 67.8191 63.2485 -1.89533 5.87571 3.58691 15.9375 15 15 15.9533 1.0625 1 2029.82 0
161.803 2126.32 59.3913 68.1542 63.449 -1.81384 6.45295 3.70913 15.9375 14.0625 15 15.9543 1.13333 1 2035.9 0
161.858 2126.58 59.292 68.5231 63.6551 -1.76965 7.07823 3.78483 16.875 15 15 15.9549 1.125 1 2028.33 0
161.912 2126.71 59.1944 68.9268 63.8653 -1.74498 7.75581 3.82492 16.875 15 14.0625 15.9552 1.2 1 2027.24 0
161.967 2126.84 59.0971 69.3688 64.0755 -1.7788 8.44713 3.81815 16.875 15 15 15.9556 1.125 1 2026.51 0
162.022 2127.04 58.9966 69.8507 64.2857 -1.84065 9.13269 3.73617 16.875 15 14.0625 15.9561 1.2 1 2029.03 0
162.078 2127.09 58.8894 70.3752 64.492 -1.99673 9.7793 3.60839 17.8125 15 14.0625 15.9562 1.26667 1 2026.12 0
162.133 2127.28 58.7727 70.9359 64.6883 -2.21645 10.4028 3.39217 16.875 15 14.0625 15.9567 1.2 1 2027.68 0
162.19 2127.32 58.641 71.5375 64.8744 -2.50745 10.956 3.1454 16.875 15 13.125 15.9568 1.28571 1 2033.31 0
162.246 2127.61 58.4904 72.167 65.0454 -2.88062 11.4304 2.85599 17.8125 15.9375 13.125 15.9575 1.35714 1 2029.01 0
162.302 2127.59 58.3164 72.8219 65.1986 -3.36404 11.8153 2.5553 17.8125 15 13.125 15.9574 1.35714 1 2033.52 0
162.359 2127.74 58.1141 73.4961 65.3363 -3.89953 12.0888 2.29148 17.8125 15 13.125 15.9578 1.35714 1 2029.1 0
162.415 2127.73 57.8778 74.183 65.4598 -4.56067 12.2696 2.06522 17.8125 15.9375 14.0625 15.9578 1.26667 1 2025.06 0
162.471 2127.71 57.6027 74.8778 65.5701 -5.30039 12.3491 1.89491 16.875 15.9375 14.0625 15.9577 1.2 1 2025.42 0
162.527 2128.01 57.2849 75.5749 65.6734 -6.09273 12.3134 1.79551 17.8125 15 14.0625 15.9585 1.26667 1 2027.34 0
162.584 2128.08 56.9211 76.2675 65.7734 -6.92101 12.1986 1.80391 16.875 15 14.0625 15.9587 1.2 1 2029.72 0
162.64 2128.37 56.5104 76.9509 65.8742 -7.78499 11.9582 1.8688 16.875 15 14.0625 15.9594 1.2 1 2035.6 0
162.696 2128.58 56.0517 77.62 65.983 -8.60046 11.654 2.04077 16.875 15.9375 15 15.9599 1.125 1 2026.96 0
162.752 2128.76 55.5486 78.2686 66.1025 -9.34776 11.2491 2.25879 15.9375 15 15 15.9604 1.0625 1 2039 0
162.809 2129.02 55.0059 78.8928 66.2338 -10.0083 10.7658 2.48832 15 15 15 15.961 1 1 2040.51 0
162.865 2129 54.4287 79.4881 66.3798 -10.5346 10.2139 2.7112 15.9375 15.9375 15.9375 15.961 1 1 2027.47 0
162.921 2129.09 53.8247 80.0505 66.5365 -10.9616 9.5818 2.8664 15 15 15.9375 15.9612 1.0625 1 2035.25 0
162.977 2129.25 53.1996 80.5759 66.6996 -11.2876 8.91329 2.93585 15 15.9375 15.9375 15.9616 1.0625 1 2032.99 0
163.034 2129.36 52.5594 81.0637 66.8654 -11.5241 8.24 2.88925 14.0625 15.9375 15.9375 15.9619 1.13333 1 2029.27 0
163.09 2129.43 51.907 81.512 67.0275 -11.7193 7.53183 2.8042 14.0625 15.9375 15.9375 15.962 1.13333 1 2029.39 0
163.146 2129.39 51.2445 81.9217 67.1817 -11.896 6.86546 2.65432 13.125 16.875 15.9375 15.9619 1.28571 1 2035.69 0
163.202 2129.25 50.5714 82.2922 67.3273 -12.0531 6.17326 2.47823 13.125 17.8125 15.9375 15.9616 1.35714 1 2030.54 0
163.258 2129.26 49.8911 82.6269 67.4615 -12.1653 5.59279 2.2287 12.1875 17.8125 15 15.9616 1.46154 1 2026.04 0
163.315 2129.31 49.205 82.9296 67.5805 -12.2476 5.04687 1.95157 13.125 18.75 15 15.9617 1.42857 1 2033.06 0
163.371 2129.38 48.5132 83.2012 67.685 -12.323 4.49533 1.69106 13.125 18.75 15 15.9619 1.42857 1 2029.17 0
163.427 2129.6 47.8181 83.4455 67.7755 -12.378 4.09412 1.4009 13.125 19.6875 15 15.9625 1.5 1 2025.4 0
163.483 2129.59 47.1209 83.6674 67.8495 -12.4135 3.69906 1.15676 12.1875 19.6875 14.0625 15.9624 1.61538 1 2030.98 0
