# t volume xc yc zc ub_x ub_y ub_z width depth height d_eq chi
160.011 2006.68 60.004 59.9883 60.0088 1.42899 -3.99904 3.09298 14.0625 14.0625 14.0625 15.6492 1
160.058 2024.08 60.072 59.7947 60.1731 1.47283 -4.04813 3.26601 15 15 15 15.6943 1
160.13 2026.92 60.1819 59.4993 60.3976 1.48089 -4.02462 3.423 15 15 15 15.7017 1
160.217 2034.85 60.3136 59.1552 60.7089 1.48339 -4.01473 3.62151 15 14.0625 15 15.7221 1.06667
160.313 2027.24 60.4569 58.7809 61.0672 1.48753 -4.01161 3.84146 15 13.125 15.9375 15.7025 1.21429
160.415 2028.34 60.5927 58.3649 61.4584 1.46862 -4.00644 4.05692 15 14.0625 15 15.7053 1.06667
160.52 2029.42 60.7407 57.9374 61.8875 1.44012 -3.98905 4.26102 15.9375 13.125 15.9375 15.7081 1.21429
160.624 2028.65 60.8926 57.526 62.345 1.3967 -3.95569 4.44121 15.9375 14.0625 15 15.7061 1.13333
160.728 2024.43 61.0328 57.1014 62.8021 1.33458 -3.92001 4.59581 15.9375 14.0625 15.9375 15.6952 1.13333
160.833 2029.98 61.1749 56.716 63.2841 1.24944 -3.87301 4.72069 15.9375 14.0625 15 15.7096 1.13333
160.937 2029.3 61.3041 56.3096 63.7872 1.15446 -3.83838 4.82494 15.9375 14.0625 15.9375 15.7078 1.13333
161.044 2027.92 61.4157 55.8994 64.3134 1.05429 -3.80953 4.92438 15 15 15 15.7043 1
161.156 2035.25 61.5289 55.4654 64.8259 0.940749 -3.79457 5.00148 15 15 15 15.7232 1
161.267 2029.79 61.6119 55.0522 65.4127 0.834345 -3.77811 5.07855 15 15 14.0625 15.7091 1.06667
161.378 2028.34 61.7086 54.636 65.9576 0.729506 -3.75828 5.14903 15 15 15 15.7053 1
161.489 2036.37 61.7886 54.2049 66.5176 0.623202 -3.76102 5.19679 15 15.9375 14.0625 15.726 1.13333
161.6 2025.01 61.8576 53.8002 67.0973 0.534568 -3.73139 5.24751 14.0625 15.9375 14.0625 15.6967 1.13333
161.711 2027.5 61.8989 53.3716 67.6719 0.444241 -3.72013 5.29337 14.0625 15.9375 14.0625 15.7032 1.13333
161.822 2035.77 61.936 52.949 68.2571 0.367306 -3.69841 5.33008 14.0625 15.9375 14.0625 15.7245 1.13333
